global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48
837.8694952006006	n/a	702025.2909877092	n/a	1273.6001133774266	n/a	n/a	1622057.248794994	671.9567446387675	n/a	n/a	451525.8666655298	733.7466745413986	861.3749273794668	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0068010691917947	n/a	4.625454215157901e-05	n/a	-0.0246442107048494	n/a	n/a	0.000607337121265	-0.3697299763911559	n/a	0.1367002554422047	n/a	-9.797972636443313e-06	n/a	n/a	9.600026778449191e-11	0.0005220035798239	n/a	n/a	2.724877373489668e-07	-0.0007739976450487	n/a	n/a	5.990723545409334e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
603.7346739318002	-234.13482126880035	364495.55650753714	54819.11453057308	655.2888295337407	-618.3112838436859	382308.8437284272	429403.4501116999	546.2952782993947	-125.66146633937284	15790.804122561336	298438.53109221306	543.9173815409342	557.9506736141325	18.157363	449.199249	0.7736348283499782	0.4963946977586639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0346092678215939	-0.0278081986297992	0.0011978014191468	0.0007732959110343	0.1416588279726198	0.1663030386774692	0.0276567006733598	0.0200672235425762	0.0880280767714225	0.4577580531625784	0.0077489423000754	0.2095424352351939	-0.0002360001223203	-0.0002262021496838	5.1167412521597916e-08	5.5696057735196566e-08	-1.0773402236985421e-07	-0.0005221113138462	2.726002240462781e-07	1.1606619575988248e-14	0.0009129996490238	0.0016869972940725	2.845959870207937e-06	8.335683591175821e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
588.2586091750672	-15.476064756732969	346048.1912685845	239.50858035459223	625.3109529283312	-29.977876605409502	898.6730857691585	391013.7878521376	543.8105568483089	-2.484721451085761	6.173840689485731	295729.9217396678	541.5491351408117	525.8640517128838	2.032066	50.271763	0.3328875231020853	0.191599473056705	-0.0210307803	0.0334349984	0.0490881914	-0.0364242687	-0.1837523896	-0.1884458585	0.1278053172	-0.0001167435	-0.0233277991	0.1736879933	0.1375136407	-0.2267004316	0.027001975	-0.0581799132	0.0458559124	0.0294500723	-0.0547648805	0.0589117673	-0.064404052	0.0456551197	-0.0078345283	0.030664604	-0.0479490591	0.0728441562	-0.003195388	0.1805518543	-0.0104237372	0.0648575264	-0.2014411332	0.0153294419	-0.0483653982	0.0383734197	-0.0556487865	0.202226281	-0.1754727156	-0.0665969561	0.0980261279	-0.0227112676	0.027988324	-0.1740430794	0.0525562349	-0.050965123	0.0214491126	-0.0428480494	0.078052714	-0.032977031	0.1101843085	-0.0522758708	0.0003340853	-0.0500271068	0.0668045651	-0.1001657059	0.1077851896	-0.2249210007	0.0096790925	-0.1169096667	0.0672815622	-0.0171997505	0.0664898985	-0.011521318	0.078300334	-0.1068831424	0.0015913825	0.133359339	-0.0428155582	0.1394721228	-0.0255156516	-0.0061059978	0.0570995971	0.0414526786	-0.0015209673	0.0059208881	-0.0071452873	0.0425537319	-0.0101064926	0.0726602861	-0.006648866	0.0951743685	0.051656592	-0.2024911396	-0.1109117038	0.0928119835	-0.1298699303	0.1568782353	-0.0887051358	0.1421555893	-0.0374911767	0.017548227	-0.0564714443	0.035836368	0.1005006188	0.1004911309	0.1004753183	0.1004531821	0.1004247237	0.0	0.0	-0.0464018992413599	-0.0117926314197659	0.0021531362532053	0.0001390661558024	0.2597613843055768	0.118102556332957	0.0139482138123792	0.0674759767763495	0.2318102959634984	0.1437822191920759	0.0537360133146847	0.0206733265557981	4.509022955185958e-05	0.0002810903518721	7.901178591561447e-08	2.033128801039391e-09	0.0008380221413157	0.000838129875338	7.024616879342086e-07	7.022811093353512e-07	0.0009779817449593	6.498209593549988e-05	4.2226727921705104e-09	9.564482934736371e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
584.7775245980097	-3.4810845770575725	341964.7532749758	12.117949832628096	613.3528473979295	-11.958105530401667	142.99628787622294	376201.7154111478	543.9826420348599	0.1720851865509303	0.0296133114302684	295917.11483522644	540.1598502215218	507.2294515123394	1.056598	26.139414	0.1332216662009393	0.0824514331480953	-0.0359973571	-0.0421556983	0.0532569004	0.01573164	-0.0112447944	0.0418769021	0.0388578405	0.0082874001	-0.0148498041	0.0065941633	-0.0560115113	-0.1008228089	-0.036032063	-0.0634669067	0.0130478427	-0.0373960178	-0.1015635226	0.0213739098	-0.0263406382	0.0053970063	0.0235581878	-0.0427404825	0.0333131395	-0.0311475847	-0.0749628025	0.061827176	-0.0057896397	0.1939464483	-0.1364767643	-0.0795280778	-0.0183128606	0.113330754	-0.0687010904	0.0856601052	-0.1000800339	0.0106979577	-0.062588253	0.0309934185	0.0082779285	-0.0230353418	0.0120528678	-0.0603000651	0.0239190406	0.033321905	0.0059023084	0.0643436392	0.0893268627	-0.0306383651	-0.0431745096	0.0355694934	-0.0251993065	0.0929652887	-0.0520952067	0.0009609832	0.0416187211	-0.0303507513	0.0306603177	0.1220507675	0.1484695461	-0.0564293936	0.1029256534	-0.1628479061	0.0146650352	0.0523033117	-0.0741542032	0.0830727788	-0.0275912531	0.0117576498	0.0370206771	0.0575815789	0.0528195861	0.0151027833	-0.0160899575	0.0859282873	-0.0347961815	0.0274705648	-0.0086913451	-0.0435330715	0.0762684495	-0.0966565703	0.0057298232	-0.0127017902	-0.0361504414	0.1243593339	0.0042009064	0.1195917209	-0.0630073528	0.0413248697	-0.0280195972	-0.003452801	0.1004753183	0.1003899448	0.1002477094	0.1000486926	0.0997930072	0.0	0.0	-0.0466485030239312	-0.0002466037825712	0.0021760828343737	6.081342557847175e-08	0.2611564729058528	0.0013950886002759	1.9462722026200053e-06	0.0682027033406254	0.3042279676567574	0.072417671693259	0.092554656304561	0.0052443191734726	-0.0002858403405122	-0.000330930570064	1.0951504220292346e-07	8.170470026413047e-08	0.0004667920654901	-0.0003712300758256	1.3781176919748078e-07	2.178948324045138e-07	0.0014590671415663	0.000481085396607	2.314431588285146e-07	2.128876923598453e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
586.6998732586359	1.9223486606261984	344216.7412816994	3.69542437301134	611.3717432503748	-1.9811041475546745	3.924773643458333	373775.4084450022	544.5785119046196	0.5958698697597811	0.3550609016875384	296565.75562825	540.7415914946912	522.3590460203991	0.955837	23.646664	0.1077359521487018	0.0616164543001362	-0.0327926653	-0.0125465908	0.0294465406	-0.0679557193	0.0052483542	0.0097573579	0.0956056643	-0.0057244829	0.0755331366	-0.0259228807	-0.0596409068	-0.0163963072	0.0678696983	-0.0420479815	0.0094246904	-0.0050915315	-0.0657316033	0.0662872037	0.1091597968	-0.0395011288	-0.0450586288	0.081489132	-0.0321579671	0.029366401	0.0116769315	0.0099490291	-0.0337292234	-0.0140867719	-0.089249695	-0.0756606438	0.0368203879	-0.1422451588	-0.0777005256	0.0031061578	-0.1465700802	-0.1203805284	-0.1232930074	-0.0050978521	0.0308563453	-0.0483553114	0.2275139111	-0.0449394786	-0.0020913348	-0.0126286469	0.0704972898	0.0956971648	-0.0821435693	0.0370952593	0.0345107098	0.0409650802	0.0087225893	-0.0039642163	-0.0229226514	0.0435346751	-0.0288833998	-0.0501385951	0.0153895282	0.002162699	0.0258355484	-0.0876769911	-0.0157434698	0.0375982414	-0.162026403	0.0894122803	0.0641600081	0.1757635738	-0.0340995589	-0.0150842921	0.0570500449	0.0402931305	-0.0020097651	-0.0040442732	-0.0022513889	0.0114634593	0.0057560227	0.0275425391	0.0173158276	0.0705150023	0.048995257	-0.1231214781	-0.0648972382	0.0634033459	-0.1168357235	0.1009539106	-0.0176306341	0.0244173633	0.0225762257	0.0790089829	-0.0298035549	0.0498692947	0.1004247237	0.1001876746	0.0997930072	0.0992413423	0.0985335479	0.0	0.0	-0.0365072955893026	0.0101412074346285	0.0013327826312447	0.0001028440882321	0.3167891062147419	0.055632633308889	0.0030949898888813	0.100355337816335	0.3219330407445966	0.0177050730878391	0.1036408827230621	0.0003134696130457	-0.0006672935625167	-0.0003814532220045	1.4550656057761434e-07	4.45280698576229e-07	0.0004180316562631	-4.876040922700001e-05	2.3775775079845077e-09	1.7475046563807057e-07	0.0014041400064509	-5.492713511539996e-05	3.016990171985403e-09	1.971609157715934e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
584.6823586043671	-2.01751465426878	341853.4604631657	4.0703653801892745	611.5458130499329	0.1740697995580831	0.0303002951181912	373988.2814589035	545.5542023937734	0.9756904891537488	0.9519719306250816	297629.3877495063	541.3298176185757	497.3573135867757	1.693119	41.886459	0.6621614115629142	0.3444689686803242	-0.0758891395	-0.1798255563	0.1066142658	0.0765374211	0.0451956937	-0.0354361887	0.0729860832	0.0527615872	0.1013906364	0.0257769116	-0.0002558356	0.0258803214	-0.0513568821	-0.0314924198	-0.0111918538	-0.0163935844	0.0400028743	-0.0857497872	0.0884075968	-0.1194569525	0.1660333661	0.0267925581	0.2402877363	0.3357704953	-0.0912361537	0.0843476366	0.0023389809	0.0076544156	0.2461790568	-0.0784821676	-0.0275006229	0.0170889919	-0.2076680174	-0.1543912018	-0.1995063132	0.0686997152	0.0300945554	-0.0242481965	-0.1326674826	0.0222715511	0.0086810368	-0.0378449923	-0.0072020521	0.0227934034	-0.0415886585	0.0155445999	-0.0878035469	-0.1295050609	0.027481995	-0.0197272938	-0.1665528455	0.0841084231	0.2452541727	0.1914025143	-0.2670096033	0.0727261848	0.1767958263	0.0592680787	-0.0178343526	-0.0957712592	-0.0355985937	0.0008363603	0.2071183877	-0.090141632	0.0886664737	0.1653795611	-0.0592247611	0.0401283293	-0.0756002212	0.1081393782	0.3912568739	0.0821822662	-0.146453935	0.1399125782	-0.0795314135	0.0140503594	-0.0638817263	0.0999191805	-0.0085138136	-0.0436672776	-0.0088606423	-0.073707209	0.1201289223	-0.0886801339	0.0737905304	0.0456489791	-0.1263003296	0.0477480446	-0.178809474	0.0394250063	0.1003488477	0.0998845239	0.0991122417	0.0980343822	0.0966542685	0.0	0.0	0.0133368971186058	0.0498441927079084	0.0001778728247522	0.0024844435467031	0.0349407076549539	-0.281848398559788	0.0794385197707171	0.0012208530514289	0.2200063092857789	-0.1019267314588177	0.0484027761255498	0.0103890585858779	0.0023248688919176	0.0029921624544343	8.953036153726296e-06	5.405015364606169e-06	0.0001031009630454	-0.0003149306932177	9.91813415305811e-08	1.0629808580888937e-08	0.0026678886355269	0.001263748629076	1.5970605974914693e-06	7.117629771573584e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
587.3370275269942	2.6546689226271383	344964.7839042452	7.047267088762331	612.6656635939473	1.1198505440144118	1.254065240929374	375359.2153470119	545.4037279481549	-0.1504744456184426	0.0226425587841776	297465.226459745	541.7691562727385	517.6609214527315	1.539763	38.092564	0.6414231896792085	0.3690661194075103	-0.001162206	-0.0630220935	-0.0064532848	0.0429277789	-0.0072262022	-0.017185	0.0553057385	-0.0295261018	0.0051237537	0.0262491502	-0.0330615327	0.0632915385	0.1081336175	-0.0138258378	-0.0030989017	0.008913999	-0.0022522068	-0.0443135695	0.0606330993	-0.1018223857	0.026054169	-0.0839973607	0.1575230013	-0.0027198859	0.0092265619	-0.0711389266	-0.1073636466	0.0476803382	0.0481466894	0.0804406672	0.1623239109	0.0832823034	0.089127227	-0.1175869704	-0.1399415197	0.0304111354	-0.1265830897	0.0177677977	0.0670273681	0.081576618	0.0504523585	-0.0151808085	0.0008125021	-0.0131917402	-0.0169830326	0.0365051004	-0.0582183699	-0.0355717458	0.0280977475	0.0102757146	-0.0816510203	0.1749844234	-0.0214473442	0.0838403862	-0.0962393049	0.0765529713	0.0020407116	0.0850339196	-0.0833141275	0.0125574644	0.0422829106	-0.1136849431	-0.0709984851	0.2345588557	0.0396241882	-0.1098670639	-0.0193838889	-0.0224431715	-0.0266281073	0.0658704045	0.0252333325	0.026276457	0.002040683	0.0458446353	0.091491155	-0.0552130812	0.0109515611	0.0381350684	0.0119182519	-0.0023149166	0.0110681625	-0.0111245789	0.0791597432	-0.0555564618	0.1527649325	-0.0091284593	-0.1175612218	0.0274527321	-0.0996651293	0.1421723467	0.1002477094	0.0994807979	0.0982069551	0.0964326722	0.0941669905	0.0	0.0	-0.0105830550333649	-0.0239199521519707	0.0001120010538392	0.0005721641109525	0.2559142048138056	0.2209734971588517	0.048829286446613	0.0654920802254824	0.346048373570035	0.126042064284256	0.1197494768504664	0.0158866019690365	-0.0029218406969223	-0.0052467095888399	2.7527961509624557e-05	8.537153058191392e-06	0.0002491283791263	0.0001460274160809	2.132400624726429e-08	6.206494928609748e-08	0.0026508721187651	-1.7016516761799924e-05	2.895618427046178e-10	7.027122990046171e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
586.4423761609117	-0.8946513660824849	343914.6605572563	0.8004010668332563	611.0289628770616	-1.6367007168856844	2.6787892366541133	373356.3934746176	544.7629338874957	-0.640794060659232	0.4106170281761474	296766.65413771203	541.2767219393861	530.9605050936044	1.01323	25.066545	0.1487492324604609	0.0770381061720038	0.013094045	-0.0416213462	-0.0052047096	-0.0407531194	-0.0002855193	-0.0223148218	-0.0558927153	0.0298308108	-0.0590642684	0.1410140452	-0.0450715008	-0.0381293083	-0.0168852468	-0.0209851813	-0.005509029	0.0179780909	-0.013059167	0.0205345428	-0.0879836597	-0.0112078506	0.0120866351	0.0497985254	-0.0943037298	0.0921463011	0.1092297053	0.0488088871	0.0920424271	-0.0607847295	0.0548100778	0.0710129855	0.010888535	-0.0466478346	0.0006185717	0.0641181708	-0.0049228237	-0.0228961086	-0.1585099242	-0.0296452538	0.0197189284	0.1319214123	0.0053172079	-0.0179071695	0.001384316	-0.0183983824	-0.0161901515	-0.0374142791	0.1007682127	-0.0403169346	0.010167983	0.002577344	0.0311539151	-0.1000223937	0.0358514915	-0.0255965477	-0.0439509342	-0.1822173372	-0.0323076828	0.0955927977	-0.0558210387	0.0941871935	-0.0726144772	0.0333531758	-0.1099265496	0.0340451639	0.0818384764	0.0410385363	-0.0114212907	-0.030307305	0.01511876	0.0168374309	-0.0268029954	0.0244199147	0.0036936986	-0.0249421424	0.0026767092	-0.0276067217	-0.0525838069	0.0966611405	0.0043545873	0.0248400884	-0.0079311684	0.0213148542	-0.0543466831	-0.0293284892	-0.0444212913	0.056022784	0.0119677475	0.0340981497	-0.0288718452	0.0826304364	0.1001213343	0.0989769033	0.0970791982	0.0944426619	0.0910873598	0.0	0.0	-0.0092776922123363	0.0013053628210286	8.607557278684563e-05	1.7039720945237451e-06	0.2989248387339813	0.0430106339201756	0.0018499146302153	0.0893560592121367	0.3265484162268421	-0.0194999573431928	0.1066338681402589	0.0003802483363863	-0.0021400929849414	0.0007817477119809	6.111294851873725e-07	4.579997984195391e-06	9.3978608192824e-05	-0.0001551497709334	2.407145142071008e-08	8.831978797860326e-09	0.0018891040341582	-0.0007617680846069	5.802906147256651e-07	3.568714051872786e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
582.4437432955674	-3.998632865344348	339240.7141041528	15.98906479181195	608.8633021345042	-2.1656607425574066	4.690086451854298	370714.5206861326	544.2043630723708	-0.5585708151248809	0.3120013555092739	296158.3887870048	540.4576668533624	518.4588927923784	0.795528	19.680756	0.0942075650866318	0.0507519900187117	-0.0102997006	-0.0233558828	-0.0279455206	-0.0183603569	0.0665771481	-0.0516145921	-0.1183815174	0.0457092486	-0.0596749287	0.0570532662	0.0148312157	-0.0407336352	-0.0128965503	-0.0511085034	-0.0088986909	-0.0145211742	0.0178219676	0.0225199938	-0.1427297466	0.0180944436	0.0348892264	-0.0555966859	0.0200758264	-0.0126659116	0.0351262098	0.0106422072	0.0234602547	0.0097705771	-0.0979585525	-0.0462424079	0.0101117637	0.0728095931	-0.0842209008	-0.0285421405	0.0771244436	0.1975644593	-0.0333247084	0.0636461871	-0.0723688896	0.1895967785	-0.1395977342	-0.0460702663	0.0053393483	0.02730276	-0.0242844859	-0.0787553545	0.131296748	-0.0614187141	-0.0039610073	-0.0275333374	-0.0510442655	0.0278002467	-0.0571892085	0.0040593295	0.0710015935	-0.0689064863	-0.0409655646	-0.0258483188	0.1869305852	0.0173542989	-0.0304357062	-0.0227528537	-0.0308296715	-0.0321142443	-0.0020010191	0.0075345242	-0.0211976724	-0.038664451	0.0045142319	0.032673331	-0.0060296816	0.001652576	-0.0229973014	-0.0115082475	0.0410499535	-0.0312491867	-0.0174567706	0.0119712237	0.0183750179	-0.0250771314	0.0495536739	-0.082665284	-0.0052207564	0.0113402385	0.0537604515	-0.0409627453	-0.123341826	0.0125212223	-0.0326080615	-0.0266477885	0.0999697542	0.0983733472	0.0957315257	0.0920723643	0.0874347489	0.0	0.0	0.0092923850989166	0.0185700773112529	8.634842082656729e-05	0.0003448477713459	0.2857264426099561	-0.0131983961240251	0.0001741976602466	0.0816396000065405	0.3695388839842621	0.0429904677574199	0.1365589867763339	0.0018481803180017	-0.002184869623734	-4.477663879260026e-05	2.0049473815629943e-09	4.773655272715552e-06	0.0003733666695688	0.0002793880613759	7.805768883942614e-08	1.394026699448975e-07	0.0019539118118683	6.480777771009994e-05	4.200048051721726e-09	3.817771368558463e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
581.6508530936869	-0.792890201880482	338317.71490461373	0.6286748722380715	610.0624964550288	1.1991943205246116	1.438067018378485	372176.2495809421	544.0794827520774	-0.1248803202934141	0.0155950943965856	296022.4835517681	540.9712192759795	511.098126283738	0.690562	17.083979	0.0671008288303619	0.0319990504947416	-0.0198436425	0.0098005959	-0.0453133011	-0.0378727074	0.076408717	0.035519103	-0.0578459524	0.0595474132	-0.0009224921	-0.1081260908	0.051095797	0.0531822948	-0.0590578827	-0.0592337397	-0.0185753738	0.0314129708	-0.0061662164	0.0403755934	-0.0782878532	0.0527792482	-0.033406703	0.0237449599	-0.0700145434	0.0290706498	0.0800453631	-0.0433187065	-0.0658325901	-0.0264605427	-0.0451181558	0.0161356054	-0.0158317017	-0.033314531	-0.0290536715	0.0331701681	0.0821357864	0.0896993402	-0.0236795395	0.0786206055	-0.0458888539	-0.0652887997	-0.0106945607	-0.0590326721	-0.0168249389	-0.0458796204	0.0122622842	-0.0024190432	0.0381193716	0.0648375539	0.0183256443	-0.0554938102	0.0217136298	-0.0609364977	-0.011212042	0.0913502019	0.0375351084	0.0414264952	-0.1389115786	-0.0782693118	0.1398290426	-0.0823787423	-0.0759475449	0.0231128953	0.0699257645	0.0066941064	0.0046492887	-0.0533933892	-0.0238584208	-0.0379377796	0.0144017376	0.02219681	-0.0014929481	0.0066962564	-0.01328412	-0.0592902315	0.0206050591	-0.0213203915	-0.0185619419	0.063184633	-0.0446000773	0.0209097938	0.0133362149	-0.0205504552	-0.0273312928	-0.0278807722	0.0669089086	-0.0688179909	-0.0376883024	0.059125311	0.0305612327	-0.0633706856	0.0997930072	0.0976707375	0.0941669905	0.0893313237	0.0832321342	0.0	0.0	-0.0064540349942205	-0.0157464200931371	4.165456770662281e-05	0.0002479497457495	0.288892442719046	0.0031660001090899	1.0023556690757296e-05	0.0834588434601772	0.395375192481687	0.0258363084974249	0.156321542829931	0.0006675148367741	-0.0020508246884651	0.0001340449352688	1.7968044671243567e-08	4.205881902817975e-06	0.0002932584542756	-8.01082152932e-05	6.417326157461682e-09	8.600052100411418e-08	0.0021868006639204	0.0002328888520521	5.4237217410144925e-08	4.782097143722703e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
