global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
773.9706103773402	n/a	599030.5057278726	n/a	1090.657407803969	n/a	n/a	1189533.581197673	586.714494748223	n/a	n/a	344233.89834766265	634.7697599887289	825.1966764494138	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0037320179241362	n/a	1.3927957786073872e-05	n/a	-0.0210441551636932	n/a	n/a	0.0004428564665535	0.4530887804965573	n/a	n/a	0.2052894430118575	0.0018540008502211	n/a	3.437319152620562e-06	n/a	-0.0003679994228893	n/a	1.3542357524685788e-07	n/a	8.411354645335937e-07	n/a	7.075088696961444e-13	n/a	0.0	0.0
616.2197138657554	-157.75089651158487	379726.7357567934	24885.34535020876	744.6244495348496	-346.03295826911926	119738.80820847805	554465.5708450779	491.8649571010045	-94.84953764721854	8996.434791891126	241931.136023973	511.04779116238126	617.8609929556894	18.808214	309.377991	0.6517662035586749	0.4722291437658418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0064955865571363	0.0102276044812725	4.219264472124981e-05	0.0001046038934253	0.007341698062433	0.0283858532261262	0.0008057566633751	5.390053043993247e-05	-0.0241550524026905	-0.4772438328992478	0.2277616760403651	0.0005834665565767	0.0001489588023855	-0.0017050420478356	2.2188724808122443e-08	2.9071683848874165e-06	0.0004710129947256	0.0008390124176149	2.218532412003781e-07	7.039418369119994e-07	0.0001749649290546	0.00017412379359	3.061272639908121e-08	3.0319095494196055e-08	1.0	0.0
597.140294059868	-19.07941980588737	356576.53078990564	364.0242601292872	663.0668654008346	-81.55758413401509	6651.6395297769495	439657.6679924885	487.5255662961114	-4.339390804893128	18.83031255759103	237681.1777923441	499.1982594318994	588.7673811739428	2.975867	48.950302	0.0951723636664202	0.0548654843025488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0043199742689381	-0.0021756122881982	1.8662177684287272e-05	4.733288828559008e-06	0.014979034914603	0.0076373368521699	5.832891419351396e-05	0.0002243714869728	0.0289982154498886	0.053153267852579	0.002825269883408	0.0008408964992781	0.0005349999884447	0.0003860411860592	2.862249876358291e-07	1.4902779733399389e-07	0.0003879999663625	-8.301302836310001e-05	1.5054397389730113e-07	6.891162878012846e-09	-1.0378999255866977e-07	-0.0001750687190471	1.0772362555328726e-14	3.0649056388812975e-08	0.0	1.0
592.7722917296873	-4.36800233018073	351378.98984246544	19.079444356464283	641.1162803823298	-21.95058501850474	481.8281826546047	411030.0849712741	487.28176916595686	-0.2437971301545189	0.0594370406715794	237443.52256150483	496.2714751311791	579.5223646415735	1.36699	22.485733	0.2351852673957992	0.1171856881550385	0.0066616803	0.0506480266	0.0603055404	-0.1293535937	0.0806112575	-0.1465911145	0.0091251653	0.0757506717	-0.0128634902	-0.1899269709	-0.4187102525	0.3248053173	0.1572317157	-0.144690108	0.0249354451	-0.048062996	0.0515835729	-0.0964748293	0.0286473902	-0.1440347849	0.0031041461	-0.0163172903	0.1350812131	-0.0687072717	0.0440616219	-0.0845504783	0.0561902173	-0.0266794457	0.1413822949	-0.0277535417	0.1291205572	-0.0019121693	0.0503797355	-0.1172991084	0.023746522	-0.1123114257	0.0296885749	-0.0207994843	0.0680732565	-0.1237221124	0.0108994973	-0.0655282572	0.0207228388	-0.1002295195	0.0427421312	-0.0862676477	0.0382139339	0.0153171847	-0.1273488248	0.081346599	-0.1008265275	0.0940409248	-0.1806414823	-0.0173960796	0.0646058953	-0.0299390316	-0.1619120512	0.0436864267	-0.0434420137	0.1352060116	0.1564065196	0.0718098398	-0.0344741154	0.0582478734	-0.1199736498	0.2409918317	0.0013995741	-0.2442095517	0.176208766	-0.0592059323	0.009116815	-0.0711200818	0.0435208642	-0.0455535109	0.1250428696	-0.2022304517	0.056757872	-0.0448924034	0.1056624647	-0.1423129816	0.0152708739	-0.0390550163	0.0364192553	-0.0814745295	0.051044227	-0.0740565557	0.1430210575	-0.1265125718	0.1724142484	-0.1320952734	0.0390911122	-0.0012706497	0.0850868698	-0.0969109179	0.0866598272	-0.1152309623	0.1606173405	0.0231029344	-0.1765820641	0.0329123093	-0.0596825252	0.1169066767	-0.1322595157	0.0659390963	-0.168592233	0.0750073346	-0.0155984421	0.0546556428	0.3784243562	-0.0505924166	0.0301652743	-0.0288405437	0.0278242754	-0.0510150906	0.1881451106	-0.098257573	0.0126723056	-0.1548148117	0.1150648088	-0.0419403078	0.0924678012	-0.0468162852	0.1007553414	0.1007457326	0.1007297186	0.1007073005	0.1006784796	0.0	0.0	0.0	-0.0112627735080366	-0.0155827477769747	0.0001268500670933	0.0002428220282808	0.1025729817424121	0.0875939468278091	0.007672699520873	0.0105212165835292	0.0875017765988417	0.0585035611489531	0.0034226666671092	0.0076565609079536	0.0013580019347323	0.0008230019462876	1.84416925473667e-06	6.773322035931776e-07	0.0010339999573711	0.0006459999910086	1.0691559118434366e-06	4.173159883831113e-07	-1.2020855376061387e-06	-1.098295545047469e-06	1.4450096397218398e-12	1.206253104271117e-12	0.0	0.0
591.2722422145636	-1.500049515123692	349602.8644134375	2.250148547822824	633.4423075372523	-7.673972845077515	58.889859226987085	401249.1569781189	487.2107219495271	-0.0710472164297471	0.0050477069624153	237374.28758257945	495.8752174690488	578.1556629489357	1.264196	20.79487	0.1971617868300057	0.1457840214837167	-0.0170398757	-0.071949412	0.0707350365	0.0125961903	0.2736975595	-0.1988019393	0.0178047427	0.1596574464	0.0862986871	0.0313523918	-0.1963372311	0.2094142796	0.087183272	-0.2080828928	0.0426845723	-0.0033570242	-0.0004093059	-0.203010004	0.0261875579	-0.044289631	-0.1407546543	-0.0776577897	-0.0265545865	-0.0522913194	-0.1220757123	-0.0274115519	0.0444449506	-0.0150303039	0.092505568	0.0275783052	0.1384256626	0.002543988	0.0502140865	-0.0874345565	-0.0986455479	0.0233167876	-0.0005927316	-0.0273437608	-0.0347096096	0.1170121807	0.0937759379	-0.1065329022	-0.038303956	-0.1400717526	0.0326243985	8.47882e-05	0.0569095851	0.065240805	0.0052522875	0.0150911221	0.0113685716	0.0519373195	0.1377505154	0.0123812153	-0.0234578809	-0.0358500275	-0.0967710305	0.0619443007	-0.0818039576	0.2269673293	0.1622499046	-0.0067451678	0.0642566969	0.0895693858	-0.0521083507	0.1777609155	-0.0413410209	-0.0307683963	-0.057772145	0.0750283401	-6.81634e-05	0.0426129425	-0.0676135946	-0.0508468349	0.1105384665	-0.1077257961	0.0080865339	0.0568703211	0.0906248584	-0.0943621009	-0.0294016464	0.0347496804	-0.0637227328	0.0651785812	0.0548550509	0.0605589979	0.0550786449	0.0913507454	0.0602505577	0.0729737835	0.083187555	-0.0306054606	-0.0686513909	0.0552218617	0.0154027067	0.0372876757	-0.1455625988	-0.0612843444	-0.2720894962	0.1320224119	-0.0942574359	-0.0209235992	-0.0282362655	0.109956012	-0.2391613378	0.0602579425	-0.085208807	0.154384728	-0.0098826402	-0.0687641377	-0.0267636703	-0.0471644831	-0.1205750265	-0.0187179688	0.090810416	0.1641341462	0.0763480596	0.0649176597	-0.0518668409	-0.0935132512	0.0399295964	-0.0123287615	0.1007297186	0.1006432578	0.1004992113	0.1002976618	0.1000387243	0.0	0.0	0.0	-0.011614365310649	-0.0003515918026123	0.0001348934815692	1.2361679566423576e-07	-0.0401838426889753	-0.1427568244313874	0.0203795109217339	0.0016147412132523	0.0803619544445055	-0.0071398221543362	5.097706039555002e-05	0.0064580437221407	0.0015952857394005	0.0002372838046681	2.5449365903345995e-06	5.630360395781647e-08	0.0012991527359078	0.0002651527785367	1.687797831216722e-06	7.030599596573228e-08	-0.0004370364711661	-0.0004358343856284	1.9100087712931738e-07	1.8995161169616674e-07	0.0	0.0
590.3596955276403	-0.9125466869232924	348524.5701034881	0.8327414558146773	628.3501145406203	-5.092192996631979	25.93042951494778	394823.8664432107	486.410002514832	-0.800719434695111	0.6411516130984581	236594.69054647887	494.7059040494429	568.5271351707257	1.091826	17.959543	0.0685752165442549	0.0341769833409039	0.0138185521	-0.091079656	0.0458009627	-0.0623028859	0.2452581582	-0.102555414	0.0580685373	0.0299127739	0.1135082789	-0.0236328051	-0.0483141199	0.1327579585	-0.0616908217	-0.0415781171	0.0072429792	-0.142191442	0.0047298833	-0.1637382539	0.0583906733	0.0020164489	-0.2050574884	-0.0783233807	0.0796532887	-0.1628299236	-0.2729198985	-0.0573345507	-0.055118475	-0.0215461408	0.059175372	0.1831419614	-0.0700316529	0.0493177468	-0.0450585266	0.0015612847	-0.1018299552	0.0417452376	0.0023380015	0.1413960811	0.0784238369	-0.0218377225	-0.040493556	-0.0245515678	-0.023431293	0.0258450156	0.0710833169	-0.0979160133	-0.0348424678	0.0099182223	-0.1133221534	-0.0162013404	-0.0313575786	-0.0316736341	0.0309590793	-0.1019956827	0.0043825017	0.0417244579	-0.0220674075	-0.0857097406	-0.0184692596	0.0517961284	0.1408458323	0.0460937182	0.0393404635	0.1353684363	0.1174449128	0.3024019052	-0.2328139833	0.0764656394	-0.1214065095	-0.0235051121	0.0642427712	0.0070569274	0.0438968174	0.1201038685	0.0584981646	-0.0995468961	0.0107024243	0.051183905	0.1278027329	0.1694324108	0.0520117065	0.0882554542	-0.0883100983	-0.0280533331	0.0195207422	-0.0130513525	-0.0588732977	0.0467248071	-0.0640706446	0.0068160752	-0.0162688914	0.1129639126	-0.0305976433	-0.0197714715	0.0073598197	-0.0604609101	0.0004237689	0.0001296118	-0.2698568106	-0.0689566881	-0.1416451335	0.0107287447	-0.0346030279	0.1459356802	-0.1854223418	0.0950256574	-0.1157878533	0.1369412969	0.0173042318	0.0563788119	0.0093324095	0.013738309	-0.1777960546	-0.0042369203	-0.1006531619	0.1484931193	-0.0445336717	0.1324184045	-0.088808839	-0.0349632078	0.1120226758	-0.0693940142	0.1006784796	0.1004384124	0.1000387243	0.0994800506	0.0987632792	0.0	0.0	0.0	-0.0061052828050947	0.0055090825055542	3.727447813018501e-05	3.0349990053004437e-05	-0.0192232786182273	0.020960564070748	0.0004393452461639	0.0003695344408339	0.0780419093855329	-0.0023200450589725	5.382609075663163e-06	0.0060905396205397	0.0019937925994045	0.0003985068600039	3.975208929440152e-06	1.588077174702476e-07	0.0010289388426092	-0.0002702138932986	1.0587151418299598e-06	7.301554813158724e-08	-0.0005640262160431	-0.0001269897448769	3.181255723838977e-07	1.6126395303925538e-08	0.0	0.0
591.9249536723095	1.565258144669201	350375.15077996574	2.4500330594532698	627.1548410545696	-1.1952734860507237	1.428678706455849	393323.1946581824	486.72481597670935	0.3148134618773497	0.0991075157792015	236901.0464875616	494.25977851357857	573.3993744189196	1.112669	18.302389	0.1456392403359598	0.0726600288227509	0.0065144611	0.0561024123	0.0593293129	-0.1413319807	0.1356921959	-0.0919866099	-0.0304075316	0.0092154791	0.0027434205	0.0021036237	0.0168860374	0.14903672	-0.0155325969	-0.0465993816	0.0514064665	-0.0657549412	0.0486927666	-0.0907619849	0.0691925778	-0.0467875501	-0.1032425771	-0.023653004	0.0653119832	-0.1007555094	0.0754562498	-0.1679856922	-0.0754321404	-0.1580166862	-0.0499979741	-0.1401453384	-0.0086100405	-0.017831605	-0.0653521831	0.0449393888	0.0289599038	-0.0695203869	-0.0236482861	0.1222827206	0.0528895766	0.0008877211	-0.0791941247	-0.0254436335	0.0191656632	0.0448654131	-0.0519035302	-0.0245380594	0.0394436962	-0.0910743711	-0.0205775359	-0.1057174125	0.0544362318	-0.0223170145	0.0388965441	-0.0163568627	-0.0356174696	-0.0170859513	0.0174385728	-0.0237454867	0.0225321565	0.0327650683	0.0757148425	0.0134131741	-0.024360539	0.16471924	-0.0265393272	0.0638716786	0.1298749207	0.0294332546	0.0964106055	0.0929418707	0.1852098934	0.0113060396	0.0292370509	0.0418257387	0.0514333862	0.0778560575	-0.0100471908	0.1070191409	-0.0897941267	0.0549772795	-0.016090503	0.041164907	-0.0109846277	-0.0464422365	0.0946524286	-0.158914677	-0.0914067995	0.0270301173	0.0199636779	-0.0152315642	-0.08800372	0.0752800242	0.0989617337	-0.0124809666	-0.0212504284	0.1472622493	-0.0316298129	-0.0130688017	-0.2236911571	-0.0143729073	-0.0603424153	0.0790977723	-0.0572601566	0.0253506857	-0.0804309033	0.1445121949	-0.1078632116	0.0306486539	0.0634211905	0.0039773276	0.1183021552	-0.0584177524	0.0850261292	-0.143797801	0.0386660591	-0.0566898549	-0.0415177221	0.0782449156	-0.0271860691	-0.0276723452	0.0957678919	0.0312958463	0.1006016373	0.1001314048	0.0993493113	0.0982577928	0.0968602488	0.0	0.0	0.0	-0.0011932187598517	0.004912064045243	1.423771008862029e-06	2.4128373184569025e-05	0.0335354378668455	0.0527587164850728	0.0027834821651522	0.001124625592921	0.0700629328632729	-0.0079789765222599	6.366406634277625e-05	0.0049088145614034	0.0012160003232064	-0.000777792276198	1.4786567860380695e-06	6.049608249134212e-07	0.0007699995094685	-0.0002589393331406	5.928992445817306e-07	6.70495782473504e-08	-9.68159714218801e-07	0.0005630580563288	9.373332322362304e-13	3.170343747968576e-07	0.0	0.0
592.1619774877714	0.2370238154619528	350655.8075822279	0.0561802890961418	630.2268222245303	3.071981169960736	9.437068308593334	397185.84745122975	487.0746457666383	0.3498297899289468	0.122380881921731	237241.71054869617	494.7124389210172	582.2127601746286	0.991611	16.3111	0.098464485047201	0.0458621449143619	-0.0694631537	-0.0064302968	0.051592963	-0.0397196905	0.1083752778	-0.0840413947	-0.0213068063	0.0807550995	0.0286942554	0.0375262746	-0.0949111054	-0.0336084033	-0.0256372565	-0.1230471267	0.0754899659	-0.0546972922	-0.0315766873	-0.1140690601	0.006341533	-0.0487949614	0.1059002011	-0.0975930747	-0.0746371923	-0.0194489122	0.0395514954	-0.227031423	-0.0836337284	0.042068823	-0.0433868354	0.0761892409	-0.0776422402	-0.1234638981	-0.0705940331	0.0549930922	0.0101371556	0.0170051272	0.0975969939	0.0724605107	-0.1343762859	-0.0596999045	0.0304021986	0.0026525228	-0.0355711047	0.0898986174	0.0422368455	0.0377968774	0.020482745	-0.2009094844	0.0813899624	-0.008155629	0.113873907	-0.0284619333	0.0234625037	0.0561697763	-0.0544390099	0.008044069	-0.0095581387	0.0988044732	0.003075931	0.1103151518	0.106941271	-0.0267845316	-0.0240190308	0.0718478338	-0.0055162138	-0.033778479	-0.1600020725	0.0350102663	0.0421646305	0.0319369622	0.125354241	-0.1171887473	0.0642711758	-0.0841615353	-0.0196217895	0.1053341388	0.030078742	0.0744510667	-0.2676127812	0.0626157488	-0.0709298428	0.0791229184	-0.0165841053	-0.0647747145	-0.1143909417	0.0240401388	-0.0675500534	0.0298092444	0.041311498	0.1106545541	-0.1140488381	-0.0535636209	0.1263111151	0.0211425878	-0.0697699832	0.0580263411	0.019239557	-0.0079835183	-0.169613256	0.0740359734	0.0161171199	0.0627546699	0.0170222361	0.0467048769	0.0692378807	0.086577464	0.0728326196	-0.0847764216	-0.1118402527	0.1432474605	0.0875604501	-0.0820829461	0.0310513325	-0.0558996631	0.0146457012	0.0102422447	0.2056717263	0.0170168858	0.0143169446	0.098403652	0.0061306784	0.1495978632	0.1004992113	0.0997225472	0.09843255	0.09663586	0.0943417259	0.0	0.0	0.0	0.021442695413711	0.0226359141735627	0.0004597891866051	0.0005123846104728	0.0090996548515249	-0.0244357830153206	0.0005971074915718	8.280371841688065e-05	0.0682893459371811	-0.0017735869260918	3.1456105844037885e-06	0.0046634347685279	0.000866803701256	-0.0003491966219504	7.513486565111009e-07	1.219382807815707e-07	0.0010311653133354	0.0002611658038669	1.063301903426094e-06	6.820757710944412e-08	0.000381053433113	0.0003820215928272	1.4520171888720358e-07	1.4594049738624538e-07	0.0	0.0
590.6233144771173	-1.5386630106540906	348835.89960393583	2.3674838603551103	630.8202009634538	0.593378738923434	0.3520983278063648	397934.1259435722	486.5948821333118	-0.4797636333265132	0.2301731438626569	236774.5793183316	494.8826873976069	574.0567961791561	0.957232	15.745594	0.1171741594719848	0.0630087773888679	-0.0038801874	-0.0889491532	-0.0582569179	0.0300714067	0.0783851349	-0.1121239219	0.0818288728	0.0969730209	0.0594419663	0.0737502902	-0.0878182821	-0.067818446	0.026442724	-0.1459516741	-0.0317545685	0.0165504441	-0.0388211688	-0.1320657852	-0.0622270287	0.0249263461	-0.0216421862	-0.0924806071	0.0200328199	-0.0089196692	0.0551070768	-0.0840616861	-0.0616126309	-0.0649511202	-0.0002341984	-0.1089518165	-0.0340039719	-0.0214916333	-0.0696431522	0.0410851943	-0.004140952	0.0713230911	0.0414373068	-0.0930685286	-0.0081925089	0.0219167801	0.0637590965	0.0159580456	-0.0642978549	0.1168131372	-0.046340778	-0.0071621348	-0.0322750413	0.0481689422	0.1833051565	0.0688797998	0.0445266844	-0.115358677	-0.0604145344	-0.0608930759	0.0189764885	-0.0592780152	0.0680440335	0.1007832713	-0.1100036637	0.1036254438	0.1023363186	-0.0565442915	0.0368556151	-0.002333143	0.0129256802	0.0045381738	0.0041672463	0.01885642	0.0690381511	0.1254272628	0.0326541	0.0586494735	0.0128494698	0.0054817148	0.0049273854	0.0982980833	-0.0855678518	0.0466570907	-0.1450622731	0.0929185388	-0.0442752646	0.005334809	0.0272732851	0.0447339741	-0.0447783854	0.0583145856	0.0928901334	0.0097967967	-0.0018948542	0.030867438	-0.1629554992	-0.0364682843	-0.0873969018	0.0163173134	0.0447149349	-0.0121428791	-0.0526743123	0.0756931138	-0.1220669972	0.0737411247	0.0916615369	-0.0691562908	0.0440977084	0.0778964912	-0.0104196713	-0.032112259	0.1055726566	-0.0319551171	-0.1379905593	0.0863150629	0.0125881374	-0.0145225307	0.0991441054	-0.0125682538	0.0790741892	0.0358596452	0.1649983793	0.0464563441	0.0677230682	0.0713071142	-0.175590715	0.0178205003	0.1003712278	0.0992122556	0.0972905381	0.0946208495	0.0912237143	0.0	0.0	0.0	0.0165117434672907	-0.0049309519464202	0.0002726376723296	2.4314287097906136e-05	0.0225060243805472	0.0134063695290223	0.0001797307439486	0.0005065211334177	0.1213059088646133	0.0530165629274322	0.0028107559446383	0.0147151235254698	0.0010917014279071	0.0002248977266511	1.191812007694401e-06	5.05789874528329e-08	0.0016946945310847	0.0006635292177492	2.871989553688391e-06	4.402710228069978e-07	0.0003530748761312	-2.7978556981799992e-05	1.2466186815506225e-07	7.82799650783829e-10	0.0	0.0
589.9620699414713	-0.6612445356460057	348055.2439696255	0.4372443359217017	629.3161923451858	-1.504008618268017	2.26204192382447	396038.8699478429	486.2899875268004	-0.3048946065113682	0.092960721079722	236477.9519688157	494.4420396775741	564.3625499343273	0.93476	15.375957	0.0672029888211396	0.0355050664593655	0.0905279228	-0.0432422954	-0.1124590925	-0.0246949182	-0.0028685164	-0.0332549603	0.1653387136	-0.0570182829	0.0608269136	-0.0615135799	0.0228571074	-0.0162060976	-0.0385598036	-0.016093032	-0.1441824182	-0.0961943391	0.0158634981	0.0055806606	-0.0163477787	0.0736934945	0.093284463	-0.0131912794	-0.0433386035	-0.0303460909	0.0309779949	0.0194176457	-0.079568013	0.0173704795	0.0710634675	-0.1500319068	-0.085734148	-0.0114856787	-0.029317577	0.0838450398	-0.0123509244	-0.0313372782	0.1241525585	-0.079683634	-0.0919360367	0.1340524779	-0.0660517045	0.1213291541	0.0068851025	0.1081881614	-0.0165031167	-0.1127390513	0.0189848696	0.0956055003	0.0357475048	-0.0535541526	-0.0324182111	-0.0589983223	-0.002906056	-0.009686747	-0.1829054665	-0.0474602409	0.0606174155	0.0488469063	-0.1315575895	-0.0837184225	0.0483914532	0.0544316132	-0.0449436106	-0.0061375378	0.0918936457	-0.0657665921	-0.0331757134	-0.0077593529	0.0486833657	0.0640405401	0.0532888048	0.0968563282	0.0058163145	-0.1034817238	0.0903350391	0.0848745455	-0.1168689505	-0.1047919886	-0.1183616049	0.0892174551	-0.0637948267	-0.0051957091	0.0456739696	0.0264771054	-0.0207728891	0.0666231353	-0.0610171378	-0.0383129643	-0.1344545884	-0.0044143468	-0.0175907761	0.0446345238	-0.1101841833	-0.1819541537	-0.0823472655	-0.066708566	0.0023348602	0.0700842024	-0.0810205085	-0.0724358265	0.1283292917	-0.0946633531	-0.0017859418	0.0369047654	-0.0339234172	0.0080591889	0.1214552895	-0.1066094457	-0.1337164644	0.0636989699	0.0136374135	0.0749987675	0.1236762549	-0.030670174	0.0294097761	-0.1151781589	-0.0052615653	-0.0013050461	-0.0893157815	0.0406878166	-0.0657390696	-0.0056304217	0.1002177191	0.098601049	0.0959258892	0.0922209577	0.0875260273	0.0	0.0	0.0	0.0254855660585064	0.0089738225912156	0.0006495140773224	8.05294918986132e-05	0.0283991006705974	0.0058930762900502	3.472834816035182e-05	0.0008065089188987	0.1446098803472821	0.0233039714826687	0.000543075086865	0.0209120174940552	0.0007687546669272	-0.0003229467609799	5.909837379223502e-07	1.0429461042740869e-07	0.0014511315217922	-0.0002435630092924	2.1057826935389463e-06	5.9322939495618424e-08	0.0003389422772595	-1.413259887170004e-05	1.1488186731385577e-07	1.9973035086837723e-10	0.0	0.0
