global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54
700.6230694482554	n/a	n/a	490872.6854430949	1012.8921087856952	n/a	1025950.4240403326	n/a	533.9263709043048	n/a	n/a	285077.36954704125	579.1335565333287	555.7240802953828	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0422730699786058	n/a	0.0017870124454161	n/a	-0.0200754455211153	n/a	0.0004030235128712	n/a	0.4885079390707361	n/a	0.238640006535138	n/a	0.0015875782972453	n/a	2.5204048498842865e-06	n/a	-0.0019374404618688	n/a	3.753675543286389e-06	n/a	7.80388135144741e-05	n/a	n/a	6.090056414746866e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
546.7291167727946	-153.8939526754608	23683.34867007697	298912.72712716	683.1559860229493	-329.73612276274594	466702.1012389881	108725.91065460866	444.58732328395496	-89.33904762034985	7981.465429711137	197657.88802479187	461.8441191888252	427.0443156206383	9.782041	334.149109	0.7980582692372328	0.5068489563220552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0013040524792842	-0.04357712245789	1.7005528687272688e-06	0.0018989656017099	-0.0333780959988843	-0.0133026504777689	0.0011140972925107	0.0001769605097336	0.0077702165526787	-0.4807377225180574	6.0376265275522055e-05	0.2311087578518487	-0.0007900551711366	-0.0023776334683819	6.241871734396824e-07	5.6531409099697445e-06	0.0008409484839286	0.0027783889457974	7.071943526218108e-07	7.71944513412919e-06	0.0001308318750055	5.27930614910259e-05	2.787107341595242e-09	1.7116979517454777e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
524.6046367313459	-22.12448004144869	489.4926171044615	275210.02488002734	612.6122616998081	-70.54372432314119	375293.7831849541	4976.417041379342	440.4333250585738	-4.1539982253811445	17.2557012564697	193981.51382215132	450.2569899797079	400.8019664116625	1.746451	59.657818	0.2300029366798544	0.1339597768073089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0197787351288809	-0.0184746826495967	0.0003911983632984	0.0003413138990033	0.0191751894587071	0.0525532854575914	0.0003676878907773	0.002761847812387	0.12927978569234	0.1215095691396613	0.0167132629886573	0.0147645753925061	-0.0004769272057056	0.000313127965431	2.274595595421517e-07	9.804912273495754e-08	0.001000034983656	0.0001590864997274	1.0000699685358564e-06	2.530851439551607e-08	-0.0001462616484962	-0.0002770935235017	7.678082076658717e-08	2.1392469820825964e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
518.1069080224725	-6.49772870887341	42.22047837411771	268434.7681406068	591.373702318915	-21.238559380893093	349722.85579438065	451.076404575722	439.5154601056319	-0.9178649529418976	0.842476071839032	193173.8396718653	447.33952650107705	385.6377153184054	0.857707	29.29878	0.0975261893574662	0.053882401495792	-0.011031764	0.0577037723	-0.007767507	0.020022396	0.0246415691	0.0445266549	0.0235942449	-0.0361028444	0.0226025089	0.0081509947	-0.0416485372	-0.0318537696	-0.0042091459	-0.0071471316	0.0002365692	-0.0029264432	0.0190787689	-0.0294433265	0.0030319468	-0.026217029	-0.0002976369	0.0047430628	-0.0002863031	0.0303876114	-0.0109296136	0.0295904695	-0.0270949241	-0.0109947117	-0.0051926209	-0.0130188634	0.0084482373	-0.0788134624	0.0145617826	-0.0082838816	0.0033534822	-0.0073548564	0.0614216233	-0.0063439142	0.0216631005	-0.0519427367	-0.0031685471	0.0349746391	-0.0236981856	0.0005389503	-0.0158010868	0.0082591194	-0.0091376281	0.0103158895	-0.0799734313	0.0576267497	-0.0373957459	0.1007553414	0.1007457326	0.1007297186	0.1007073005	0.1006784796	0.0	0.0	0.0	-0.019696575801646	8.215932723490069e-05	0.0003879550983099	6.750155051691494e-09	-0.0159284338372884	-0.0351036232959955	0.0002537150045088	0.0012322643685071	0.1466264220882109	0.0173466363958708	0.0214993076543901	0.0003009057942505	0.0003580916895042	0.0008350188952098	1.2822965809197238e-07	6.97256555357395e-07	0.0010339679637922	3.393298013619982e-05	1.069089750148588e-06	1.1514471409237315e-09	-0.0001771851799175	-3.0923531421300006e-05	9.562647955641286e-10	3.1394587982396854e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
517.1332173737702	-0.9736906487022452	0.948073479370199	267426.76451134705	586.3425907003468	-5.031111618568161	343797.6336691944	25.312084118491544	438.9486737843686	-0.5667863212632938	0.3212467339711776	192675.93821705607	446.6954900421281	384.8565077493776	0.796277	27.200375	0.064348157337776	0.0340686552187812	-0.007992684	0.0670000712	-0.0024487526	-0.0232059202	0.083483424	-0.0233058479	-0.0021331149	0.0455855756	-0.0046670188	-0.0424628179	0.0072566115	-0.0506391137	0.0015594963	-0.001785727	-0.0056659406	0.0049272055	0.0337165718	-0.0413961082	-0.022544266	-0.0464362752	0.0055365835	0.0143247721	-0.0169760397	-0.0381468909	-0.0248381648	0.0624847002	-0.0767598826	-0.0085148241	-0.0019923959	-0.0118377406	0.0091712748	-0.081212619	0.0159035975	-0.0025201897	-0.0171163615	0.0173816743	0.0823517522	-0.0205101052	0.0108537269	-0.0527083365	-0.0700365509	-0.0316806404	0.0083391777	-0.0020441508	-0.0164926931	-0.0295770959	-0.0137079619	0.0388304366	0.0152484375	0.0124100034	0.0064163555	0.1007297186	0.1006432578	0.1004992113	0.1002976618	0.1000387243	0.0	0.0	0.0	-0.0312166115393068	-0.0115200357376607	0.0009744768359959	0.0001327112233969	-0.0226662503782932	-0.0067378165410048	0.0005137589062114	4.53981717402379e-05	0.1489454335552054	0.0023190114669945	0.0221847421769481	5.3778141840520216e-06	-0.0002000001301084	-0.0005580918196125	4.000005204337693e-08	3.114664791185028e-07	0.0011739994360706	0.0001400314722784	1.3782746758940868e-06	1.960881322845633e-08	1.1740003381959961e-07	0.0001773025799513	3.143620485739408e-08	1.3782767940843132e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
516.9070174163245	-0.2261999574457149	0.0511664207484432	267192.8646542404	583.883334666285	-2.4592560340618093	340919.748501021	6.047940241069419	439.1938931529245	0.2452193685558654	0.0601325387149373	192891.2757828225	446.65174551774805	381.562917090362	0.585834	20.011776	0.2588085789530044	0.1381615444327734	-0.0030762245	0.0721340073	-0.0145666483	-0.014692396	0.0435481065	-0.0441666249	0.0086593492	0.0223627514	-0.004427371	0.0147098001	0.0118717093	-0.0433167082	0.0073805342	-0.0325135501	-0.0002523889	0.0118191884	0.0475149365	-0.0505674929	0.0273398863	-0.0396120684	0.0121426211	-0.0013517735	-0.035032227	-0.0231018524	-0.0395959308	0.04751715	0.027790332	-0.0162329558	-0.0008893239	-0.0284291552	0.0326447786	-0.0663383024	0.0347885492	-0.0029851916	0.0061562797	-0.0006284547	0.0394007539	-0.0212895789	-0.0050598256	-0.051274293	0.0046631755	0.0653151454	-0.007509776	0.0086375274	-0.0239173644	-0.0085306666	-0.030156702	-0.0102267103	0.0056830683	0.0308317355	0.0156090089	0.1006784796	0.1004384124	0.1000387243	0.0994800506	0.0987632792	0.0	0.0	0.0	-0.0197091024733424	0.0115075090659644	0.0003884487203047	0.0001324227649032	0.0666186691835974	0.0892849195618906	0.0044380470837935	0.0079717968611732	0.2400487309442738	0.0911032973890684	0.0576233932279563	0.008299810795161	0.000909001029946	0.0011090011600544	8.262828724428888e-07	1.2298835730020048e-06	0.0014020007231434	0.0002280012870728	1.9656060276946164e-06	5.198458690685336e-08	-1.137211560600052e-06	-1.2546115944196516e-06	1.5740502528522204e-12	1.2932501335624057e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
517.7104508642524	0.8034334479278868	0.6455053052492925	268024.11093406746	584.9894468636348	1.1061121973498302	342212.65294182143	1.2234841931260698	439.8462122278155	0.652319074891011	0.4255201754666645	193464.6904111565	447.3476939006581	382.4895763941531	0.555849	18.987488	0.282498184599361	0.151722582923244	-0.0047314956	0.0622633708	-0.015760307	-0.0144187427	0.0746703337	-0.013859195	-0.0028367688	0.011912055	0.017443791	-0.0173291764	-0.0035965643	-0.0183474742	0.0091295676	0.0088105816	-0.0114828243	-0.0524357182	0.0500410195	-0.0042135348	-0.0079259563	-0.0160201619	0.0131180474	0.0161834645	-0.0080034149	0.0572268941	-0.038168506	0.0236717432	-0.0055000274	-0.0102520738	-0.0004495631	-0.0141920471	0.0119396975	-0.0648511837	0.0034721079	-0.0113426771	0.0114088736	-0.0070970418	0.0772471963	-0.0119931499	0.0050852709	-0.0591794959	0.0218258305	0.0376554249	-0.0304321708	0.0057795696	-0.004070944	0.0113406109	-0.0090863979	-0.0262840395	-0.0802929264	0.0060535655	-0.0340236646	0.1006016373	0.1001314048	0.0993493113	0.0982577928	0.0968602488	0.0	0.0	0.0	-0.038734478644983	-0.0190253761716406	0.0015003598358986	0.0003619649384724	-0.0599747612236569	-0.1265934304072543	0.0035969719838346	0.0160258966222763	0.1673350728492977	-0.0727136580949761	0.0280010266054797	0.005287276073553	0.0008378344133403	-7.116661660569999e-05	7.019665041772847e-07	5.064687319102693e-09	0.0006792052252257	-0.0007227954979177	4.613197379738938e-07	5.224333318100959e-07	0.0004882150724258	0.0004893522839864	2.394656578427064e-07	2.3835395694372921e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
517.022716704236	-0.6877341600163618	0.4729782748534107	267312.4895882287	582.9664690741178	-2.022977789517085	339849.9040647443	4.092439136879434	439.2649062519889	-0.5813059758265808	0.3379166375316934	192953.6578645686	446.1383655449987	384.80744071096746	0.8036809999999999	27.45331	0.4211803759425187	0.2351822009650593	-0.0250971224	0.0654550425	-0.0447684555	0.0181419866	-0.0010831652	-0.0588762715	0.0581832697	0.028311051	-0.0300701484	0.0407550423	0.0157657815	-0.0407279413	0.0232311991	-0.0014548284	0.0278826349	-0.0340609287	0.0824038638	-0.062586115	0.0420274551	-0.0413777503	0.0381598738	-0.0546127817	-0.0267647845	8.03301e-05	-0.0719939366	0.0731681147	-0.0112432021	-0.0239348348	-0.0195153049	-0.0469954841	0.0654270608	-0.061494472	0.0832324604	0.0254989056	-0.0307672587	-0.0015286733	-0.011563133	-0.0092001892	0.0023379369	-0.0086078437	-0.1065465083	-0.0047396626	0.0317239105	-0.0053402577	-0.0189345829	-0.0245822011	-0.0121660124	0.0355243301	0.0216580098	-7.2914e-06	-0.0378038227	0.1004992113	0.0997225472	0.09843255	0.09663586	0.0943417259	0.0	0.0	0.0	-0.0949959221935614	-0.0562614435485784	0.0090242252334051	0.0031653500301698	0.0131641157573625	0.0731388769810194	0.0001732939436732	0.0053492953260446	0.3665859415142236	0.1992508686649259	0.1343852525158697	0.0397009086637275	-0.0001574026840527	-0.000995237097393	2.4775604946994097e-08	9.90496880027244e-07	0.0006240244185506	-5.518080667509993e-05	3.894064749474145e-07	3.044921425314752e-09	-0.000311950758466	-0.0008001658308918	6.402653569267647e-07	9.731327570751268e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
518.6987490573841	1.6760323531481165	2.809084448799212	269048.39227369515	585.905863268622	2.9393941945043025	343285.68061254924	8.640038230685597	439.9986454173164	0.7337391653275063	0.5383731627355056	193598.80796907336	447.30537091369166	386.9791398786149	0.8817359999999999	30.1196	0.3409536412030471	0.2281978253034525	-0.0121365102	0.0471297423	-0.0050955608	-0.0123053645	0.0792756896	-0.011780603	-0.0067667433	0.0310862144	0.0230132892	0.0389711396	0.0275076257	-0.0209566905	-0.0111663735	-0.0032675728	-0.0053818816	-0.0101802422	0.0506237237	-0.0257329138	-0.0851868711	-0.0204036607	-0.0138524427	0.0191192135	-0.0085717483	0.004548056	-0.0265153393	0.0374213506	-0.023211848	-0.0009317223	-0.0010752571	-0.0157431206	0.0083319205	-0.0760829086	-0.0078451317	-0.0210602782	0.0124274318	-0.0145484933	0.0956978107	-0.0082425084	0.0032646681	-0.0556594059	0.0557554	0.037253668	-0.044498172	0.0040690523	0.0026184509	-0.0108384847	0.0016800955	-0.0158317642	-0.0639475889	-0.0082893273	-0.0010277249	0.1003712278	0.0992122556	0.0972905381	0.0946208495	0.0912237143	0.0	0.0	0.0	-0.0664265575673823	0.028569364626179	0.0044124875502527	0.0008162085951435	-0.0467239033193322	-0.0598880190766946	0.0021831231413943	0.0035865748289305	0.1512059343393801	-0.2153800071748434	0.0228632345794449	0.0463885474906356	-8.20893166467027e-05	7.53133674059973e-05	6.738655907522621e-09	5.672103310030736e-09	0.0005779867783881	-4.6037640162500016e-05	3.340687159914547e-07	2.119464311731834e-09	0.0003090232404721	0.000620973998938	3.856087073571753e-07	9.549536315187735e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
519.5825443993682	0.8837953419840687	0.781094206512737	269966.02044452145	589.4595874128671	3.553724144245052	347462.6051929475	12.628955293390227	440.3466623465544	0.3480169292379855	0.121115783036237	193905.1830397504	447.9656567133501	390.7091026270165	0.660778	22.571806	0.2342585218718476	0.1275415029435758	-0.0166441269	0.0129044981	0.0045110664	-0.0102717383	0.0923676988	0.0211717322	-0.0513513537	-0.0166429151	0.0200689583	-0.0688699947	-0.037860022	-0.0062437944	0.0060814344	-0.0346016465	-0.0343797801	-0.0445552234	0.0255013604	0.0282223444	-0.0550817013	-0.0024414152	0.0041876231	0.0508360628	-0.014705412	0.0322334188	-0.0155313021	-0.0255924331	-0.0951415695	0.0077842771	-0.000420877	0.0098837233	-0.0232516358	-0.0669840469	-0.0398890758	-0.0222565321	0.0054920399	0.0174424666	0.1537205138	-0.0204236271	0.0149914382	-0.0830702757	-0.0399682047	-0.0270402906	-0.0178764704	-0.001898967	-0.0031040185	-0.0079287874	-0.0083550152	0.0172089411	-0.0798988055	0.0099701764	-0.0434338901	0.1002177191	0.098601049	0.0959258892	0.0922209577	0.0875260273	0.0	0.0	0.0	-0.051507605392004	0.0149189521753783	0.0026530334132183	0.0002225751340112	-0.1010269145319568	-0.0543030112126246	0.0102064374598473	0.0029488170267584	0.0512197900946205	-0.0999861442447596	0.0026234668973369	0.0099972290409338	0.0007529828269676	0.0008350721436143	5.669831377081187e-07	6.973454850405866e-07	0.0001121163962491	-0.000465870382139	1.2570086307885206e-08	2.1703521295433798e-07	0.0003089574814437	-6.575902839996759e-08	4.324249816107742e-15	9.545472534003424e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
