global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
882.1666446883459	n/a	778217.9890006942	n/a	1136.356258857541	n/a	1291305.5470447068	n/a	677.9702228222018	n/a	459643.6230335859	n/a	737.8299715811746	825.665361340628	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0068048110584015	n/a	n/a	4.630545354054334e-05	-0.0255505783544123	n/a	n/a	0.0006528320542449	-0.3851461840518198	n/a	0.1483375830896782	n/a	-0.0008859996720437	n/a	n/a	7.84995418861544e-07	5.400002739719412e-05	n/a	n/a	2.916002958897715e-09	2.3922004856288988e-08	n/a	5.722623163443139e-16	n/a	0.0	0.0	0.0	0.0	0.0	0.0
707.4330336393613	-174.7336110489846	500461.4970841897	30531.834830217827	811.8886828538848	-324.4675760036562	659163.2333462159	105279.2078776884	571.8184241999209	-106.15179862228092	326976.31025448063	11268.204350745282	591.5668326483833	658.9144956467543	16.510457	296.033691	0.4856181722166304	0.3636633828844949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0033217497825006	0.0034830612759008	1.2131715851680404e-05	1.1034021617542784e-05	0.0283624702340716	0.0539130485884839	0.0029066168081042	0.0008044297177785	-0.0312773673221897	0.35386881672963	0.0009782737066071	0.1252231394536285	0.0004839999585113	0.001369999630555	1.8768989877208365e-06	2.342559598389401e-07	0.000171000005291	0.0001169999778938	1.3688994827151065e-08	2.9241001809522024e-08	-4.1381998649151935e-08	-6.530400350544093e-08	1.7124698121984126e-15	4.2646128738386405e-15	1.0	0.0	0.0	0.0	0.0	0.0
683.8196140114445	-23.613419627916755	467609.264506761	557.5935865240842	738.4339967122892	-73.45468614159563	545284.7675004851	5395.590916160321	566.9219888259123	-4.896435374008547	321400.54141432786	23.97507937184222	573.7918698494894	617.8276803963957	2.746253	49.240517	0.1267986860046192	0.0700349151490544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0009329774531892	0.0023887723293114	5.706233241283812e-06	8.704469281594059e-07	-0.0023115366975758	-0.0306740069316474	0.0009408947012427	5.343201904239635e-06	0.0085520884511183	0.039829455773308	7.3138216875751e-05	0.0015863855471978	-0.0004170151183421	-0.0009010150768534	8.118281687171382e-07	1.739016089258757e-07	0.0001709630934296	-3.691186139999792e-08	1.3624855120126565e-15	2.922837931501813e-08	0.0001770356486936	0.0001770770306922	3.1341620908363766e-08	3.1356274798783755e-08	0.0	1.0	0.0	0.0	0.0	0.0
679.2996545614012	-4.519959450043302	461448.020687239	20.430033430035756	718.9260710739508	-19.507925638338406	516854.6956698273	380.55916271094094	567.373442473235	0.4514536473226371	321912.62322392926	0.203810395680912	570.4940780059636	601.2027460691522	0.980646	17.583063	0.0921243730856708	0.0540209681365506	-0.0450357013	-0.0103859711	0.1313283402	-0.1641332982	0.095023737	-0.1418398815	-0.0626136379	-0.1414214343	0.3106472551	0.242205106	-0.0330399806	-0.0688813944	0.1378011642	-0.0754639361	0.0905051531	-0.1316293824	0.10555353	-0.1047549954	0.0621695028	-0.0352098636	0.040662145	-0.0023926736	0.045935391	-0.0571628313	0.0515679289	-0.0697201079	0.006391652	0.0995248676	-0.0145788982	0.0483592644	-0.0366655554	0.0352031333	-0.0406035269	0.0567755102	-0.0478241224	0.0474631726	-0.0867735241	0.0467536172	-0.0338912458	0.004013232	-0.0849097893	0.0367894341	-0.0975235654	0.0771063235	-0.0021148048	0.0459022519	-0.0254267683	0.1340274814	0.0181907917	-0.0475687111	0.0420611427	-0.1494043047	0.0570410327	-0.050614946	0.3528265339	-0.2340799745	-0.1370210298	0.139625415	-0.0496775942	0.0170970685	-0.1188478052	0.107614345	-0.032591705	0.0268033126	-0.0509095736	0.0295721783	-0.1543430519	0.0069072713	-0.0937473442	0.1532766654	-0.0259076994	0.1393738994	-0.1505969923	0.0227096369	-0.0566297496	0.0849673114	-0.0964022638	-0.0234783345	-0.0661075027	0.0180845137	-0.0707317417	0.0828608973	-0.0040701023	0.1546898412	-0.0949780191	0.0638262313	-0.0097596001	0.0268073927	-0.0346122081	0.1107723324	0.0124140935	-0.0860088431	0.0246925556	-0.0946967011	0.0486939309	-0.0822175226	0.1532364674	-0.0362413991	0.0501465146	-0.0499642808	0.1536927332	0.1007553414	0.1007457326	0.1007297186	0.1007073005	0.1006784796	0.0	0.0	0.0	0.0039978127124555	0.0049307901656447	2.431269165761849e-05	1.59825064838708e-05	0.0220849301978773	0.0243964668954531	0.0005951875969809	0.0004877441418451	0.0549004928574063	0.046348404406288	0.0030140641159861	0.0021481745910088	-0.0002220265924888	0.0001949885258533	3.802052521444305e-08	4.929580777218766e-08	0.000170965476991	2.3835614000123143e-09	5.6813649476286645e-18	2.9229194322760153e-08	0.0003110189716446	0.000133983322951	9.67328007228645e-08	1.7951530828991963e-08	0.0	0.0	0.0	0.0	0.0	0.0
678.6937035000612	-0.6059510613399652	460625.14317062905	0.3671766887390303	712.3864573036752	-6.539613770275537	507494.4645496811	42.76654826437742	567.8108893500435	0.437446876808508	322409.2060644873	0.1913597700295179	569.9447085508826	608.6781270910665	0.865558	15.519516	0.1002183440732187	0.0711745319025801	-0.0624654719	-0.0202617814	0.1365728325	-0.1051164876	0.0954469624	-0.0650258745	-0.0865881465	-0.0373617262	0.1352306277	0.0358984163	-0.0902357754	-0.1138679605	0.0998820427	-0.0627763498	-0.0881413821	-0.2240923782	0.0953399464	0.0505554655	0.1281712877	-0.007197385	-0.1150587209	-0.0317937809	0.0990589571	0.0073161605	0.0565113475	-0.0637009017	-0.1177407627	0.0409017129	-0.1346383902	0.1048178609	-0.0579855175	0.023446785	-0.0516338506	0.0348773935	-0.0372980859	0.0835559253	-0.0549779989	-0.1452593187	-0.0303407639	-0.0573284801	-0.1642763903	-0.0252258934	-0.0606281741	-0.1758123986	-0.0209208917	0.0320538889	-0.0653808027	0.1355294757	0.0189414459	-0.0083039272	-0.0927779532	-0.218001451	0.0838848779	0.0715659992	0.1730949658	-0.1506121968	0.0288056308	0.0029920528	0.0028583069	0.0846296074	-0.066121806	-0.0152278944	0.1300586126	0.0688684806	-0.0610629056	0.1296899262	-0.0552607146	-0.0832731798	-0.0943952927	0.0255491918	-0.1185558028	0.008865819	-0.065572597	0.0670525081	-0.0322895371	0.0461793661	-0.039376414	-0.001902106	0.0197330519	-0.0653543563	-0.0696312082	0.1125960564	0.0564338929	0.0964114116	-0.1038860829	0.0891450238	0.0358857069	0.0563223946	-0.048931744	0.1083011436	-7.0559e-05	-0.0218737294	0.0656416208	-0.0737366908	0.0625007745	0.0409638444	0.1088154751	-0.1260917945	0.0968068596	0.0174218045	0.0344469479	0.1007297186	0.1006432578	0.1004992113	0.1002976618	0.1000387243	0.0	0.0	0.0	0.0046304960758334	0.0006326833633779	4.002882382951719e-07	2.144149390830852e-05	0.0533079787911106	0.0312230485932333	0.0009748787634554	0.0028417406027934	0.1187622023544889	0.0638617094970825	0.0141044607080885	0.0040783179398897	-0.0001940212900422	2.800530244659999e-05	7.842969651255393e-10	3.76442609896395e-08	0.0001709758450501	1.0368059100011092e-08	1.0749664950132282e-16	2.923273959059581e-08	0.0002490165897598	-6.200238188480001e-05	6.200926197560052e-08	3.844295359388576e-09	0.0	0.0	0.0	0.0	0.0	0.0
676.8575545197261	-1.8361489803351103	458136.149110424	3.371443077985666	709.6549953367652	-2.7314619669100466	503610.2124064242	7.4608844766761	567.7350201243149	-0.0758692257285247	322323.0530755563	0.0057561394126458	569.6598463002701	607.3319745015939	0.904249	16.213247	0.0741036036169042	0.0378527975327485	-0.0381132396	-0.0708072978	0.1043777212	-0.0456361411	0.0125895311	-0.0414028278	-0.0379767359	0.05918729	0.1644721623	-0.0367710208	-0.1138941678	-0.0406503075	8.23445e-05	0.0249738763	-0.1129626024	-0.0227007243	0.036416391	0.0030666102	0.0737848338	-0.0623208504	-0.1043376934	-0.0036507571	-0.0959090384	-0.0639172988	-0.0096046938	0.1031409249	-0.0922015958	-0.0086547307	-0.0469304728	0.0830571976	-0.0372557386	-0.0939113561	-0.0070796373	-0.0512726904	-0.0009483216	-0.0297895501	-0.0219496971	-0.0557289237	0.1015048155	-0.0058334131	0.1373199395	-0.1579274107	-0.0348178697	-0.1095166009	0.0664110272	-0.0628262602	-0.1039721106	0.0052592399	-0.0058998648	0.0298974764	-0.1609393139	-0.0332657144	-0.0514342488	-0.0118891295	-0.0174022532	-0.0384786785	0.1578928365	0.0238341989	-0.0172800487	0.1062093569	-0.064575285	-0.0829029675	0.0429234788	0.0469417806	-0.0621055145	-0.0281258308	-0.0728909564	-0.0481859604	0.032932149	-0.072931313	-0.0144083885	0.0260744984	0.0409849752	-0.1990571901	-0.0867498399	-0.0270275757	-0.0784628033	-0.0046754707	0.0022351361	-0.096057945	0.0278964583	-0.007025599	0.0070856266	0.1009407556	-0.0599951354	0.0891632251	0.0115381172	0.1368523795	-0.0258763625	0.1553627717	0.0460244289	-0.0349344742	0.1293379112	-0.0138141585	0.1842445055	0.1005696419	0.0174125526	-0.0092717044	0.0861185019	-0.009320521	0.0595381631	0.1006784796	0.1004384124	0.1000387243	0.0994800506	0.0987632792	0.0	0.0	0.0	0.0029603157330484	-0.0016701803427849	2.7895023774254195e-06	8.763469239333886e-06	0.0329907711899579	-0.0203172076011527	0.0004127889247083	0.0010883909837081	0.091499306494164	-0.0272628958603248	0.0083721230889129	0.0007432654906909	9.998731960523302e-05	0.0002940086096474	8.644106254681666e-08	9.997464081839014e-09	0.0002330053946035	6.202954955339998e-05	3.847665017797703e-09	5.4291513914332747e-08	0.0001079883527078	-0.0001410282370519	1.1661484320544217e-08	1.9888963645995105e-08	0.0	0.0	0.0	0.0	0.0	0.0
675.961056490827	-0.8964980288991455	456923.349892195	0.8037087158200532	710.5690052218554	0.914009885090195	504908.3111819772	0.8354140700425915	567.695844795709	-0.0391753286058929	322278.5721983138	0.0015347063713796	569.268431501779	598.0942085634506	0.7675429999999999	13.7621	0.0791098704467566	0.0445185667700315	-0.0116360814	-0.1166312673	0.0175628262	-0.0472169424	-0.0009307204	-0.1046567097	-0.0243452041	0.0126288673	0.0910593219	-0.0868000888	-0.1005700545	0.0934759764	-0.0671046848	-0.0113357489	-0.0815294496	-0.0201226153	0.025124757	0.0920361392	-0.0992642962	-0.0862261488	-0.0091180429	-0.0525173922	0.0251645168	-0.1134012387	0.1563391359	0.0462394429	0.0446493683	0.0808370341	0.0798268567	-0.0225683523	-0.0777485578	0.0627417662	0.0846325	-0.0509833692	0.0529410424	0.0184967624	-0.0031790939	-0.0271408278	0.0515554168	0.0230891867	-0.006679514	-0.0515574865	-0.0204347045	0.1134891041	-0.0403375244	-0.0863481255	-0.1088561028	-0.0334455399	-0.0214246035	0.1103757832	-0.0373159111	0.0074610669	-0.0263829961	0.0519076456	-0.1302080043	-0.0162643896	-0.0219406686	0.0360266396	0.1075261275	0.0602118568	-0.0531971407	0.0858075505	0.0253215286	0.0970583188	0.0399935964	-0.0201672418	-0.0056329884	-0.1245837751	0.1635028551	-0.0079348008	-0.0060194942	0.0569554053	0.0301409019	-0.0139853533	-0.0994677162	-0.0689966505	0.0820242486	0.0139388605	0.0208975024	-0.0864474174	0.0817349179	-0.0620813785	0.0296303789	0.0756446983	-0.0581293132	0.0522637948	0.0375670781	0.0663370017	0.022955236	0.0881765338	0.0749073239	-0.0269039854	0.0383796463	-0.0162649541	0.1715611933	0.0163279163	-0.0499230122	0.0291279125	0.0735810623	0.0190376127	0.1445980235	0.1006016373	0.1001314048	0.0993493113	0.0982577928	0.0968602488	0.0	0.0	0.0	-0.0031984067036319	-0.0061587224366803	3.792986205206933e-05	1.0229805441837478e-05	0.0631868468993985	0.0301960757094406	0.0009118029882502	0.003992577621088	0.1221054081015964	0.0306061016074323	0.0149097306876574	0.0009367334556044	0.0001129593019545	1.297198234926699e-05	1.682723260696943e-10	1.2759803898047908e-08	0.0002750167155149	4.20113209114e-05	1.7649510847206342e-09	7.563419381260344e-08	0.0002959844633112	0.0001879961106034	8.760680252161912e-08	3.5342537602005806e-08	0.0	0.0	0.0	0.0	0.0	0.0
676.6560641359721	0.6950076451450968	457863.4291319848	0.4830356268101328	710.7074778487042	0.1384726268488521	505105.1190700664	0.0191746683864214	567.5011736302594	-0.1946711654496766	322057.5820717218	0.0378968626575353	568.8014125043188	593.5086694927917	0.771358	13.830497	0.0298319292297927	0.0153012606203	-0.0169601638	-0.0844808323	0.0913336617	-0.0778397373	0.0488242947	-0.0788587448	0.0173415613	-0.0850577231	0.0690293279	-0.0990397759	-0.0763906671	-0.0089958332	0.0052095224	-0.0517257698	-0.060968948	0.0918173429	0.0814305088	0.0552912349	-0.0037056752	-0.0614327455	-0.0913316546	0.0047857677	-0.0996304522	-0.007071137	0.0248673882	0.0373034635	-0.0358729133	-0.0617922188	-0.0439161465	-0.0361529449	-0.0551637174	-0.0130250752	0.0691497512	0.0201191127	0.0696837139	0.0233897022	-0.1864596022	-0.0758615591	-0.0511702393	-0.0068890264	-0.0132432723	-0.0368220885	0.0449502115	-0.0234590321	-0.0473482763	-0.0230632095	-0.0616309487	0.0527759719	0.0017609079	0.079915466	-0.0414637704	0.0363199179	-0.0997288528	0.0462614787	-0.0861608251	-0.0530153262	-0.0762288245	0.0121226049	0.0896991242	-0.0464864514	-0.0415289032	-0.0346285257	0.1197202607	-0.0715916366	-0.067646613	-0.0637903228	0.0704587197	-0.0594962233	0.088438076	-0.044905009	-0.0429799222	0.0216230487	0.1032733355	0.0237891669	-0.0706259882	-0.0371054675	-0.0252952196	0.0085797324	0.003721044	-0.0480245742	0.0585445517	-0.0944384121	-0.0405212834	0.0882580156	-0.0720448343	0.074615283	0.035662098	0.0186986883	0.0012054017	0.111597847	0.1034309154	-0.0328196674	0.0180730619	-0.000802357	0.0765036123	0.0576909059	-0.100986177	0.0869343027	0.0582100365	-0.0505597542	0.0510077644	0.1004992113	0.0997225472	0.09843255	0.09663586	0.0943417259	0.0	0.0	0.0	-0.0032641822844823	-6.577558085040002e-05	4.326427036207509e-09	1.0654885986328087e-05	0.0670807483926694	0.0038939014932709	1.5162468839297356e-05	0.0044998268049206	0.1341262806396628	0.0120208725380664	0.0179898591582295	0.0001445013765764	0.0001589855543754	4.602625242089999e-05	2.118415911912402e-09	2.5276406500053267e-08	0.0001710134335091	-0.0001040032820057	1.0816682667977956e-08	2.9245594440571372e-08	0.0001689864053858	-0.0001269980579254	2.8556405205213936e-08	1.6128506716823257e-08	0.0	0.0	0.0	0.0	0.0	0.0
677.0178497363021	0.3617856003299948	458353.1688615661	0.1308888206061347	712.2867591671827	1.579281318478479	507352.42728488817	2.4941294828951235	567.3953271005668	-0.1058465296925987	321937.45721555914	0.0112034878479661	569.0600834004363	594.9600153830538	0.730608	13.099856	0.0697762781489965	0.0390444585380896	0.0082859935	-0.0868678818	0.1329661946	-0.0881254687	0.1013678358	-0.0752018336	-0.0057156015	-0.1400200343	0.0716007427	-0.0137568877	-0.0485010373	-0.0497894214	-0.0121156329	-0.0591947349	-0.0142222443	0.1787749392	0.0642991804	0.042240166	0.0661400386	-0.0468666035	-0.0229740333	-0.0754169798	0.0336713917	0.1178718419	0.0446192413	0.0294460123	0.0049117715	0.0675655242	-0.0304100521	-0.137950043	-0.1270141743	-0.004908986	0.0362788679	0.0240358773	0.1081569996	-0.0870530695	0.112772745	0.0833746864	0.0361259233	0.0872063697	0.0735020428	-0.0256507798	-0.03846412	0.0053364033	-0.0591315617	0.0620917292	-0.0337676108	0.071087131	-0.0231221674	0.0142098323	-0.0335864128	0.0862250249	-0.1820013494	0.0962399992	0.0025143114	0.0206526588	0.0571054447	-0.0799234058	0.0808686591	-0.0704897618	-0.021800421	0.0314619297	-0.014564247	0.0814148371	-0.052154764	-0.018351152	0.1405980348	-0.0486169615	0.0623388406	-0.0168835493	0.1312236272	0.0755986648	-0.1288082751	-0.0694333511	0.1386148952	-0.0120982886	0.056967726	0.0246474135	-0.0296274917	0.0574496956	0.0376577025	-0.0786394512	-0.072874508	0.0799278044	-0.0715542265	0.0646337729	0.075509231	0.020201983	0.012738338	0.0780545191	0.0752223769	-0.0029999328	-0.0354277681	-0.0606123308	-0.0925183147	0.0691490882	-0.0850899142	0.0220981084	-0.102373467	-0.0692712036	0.0147412338	0.1003712278	0.0992122556	0.0972905381	0.0946208495	0.0912237143	0.0	0.0	0.0	-0.0010779615988525	0.0021862206856298	4.779560886275634e-06	1.1620012086006385e-06	0.0727754844340609	0.0056947360413914	3.243001858112325e-05	0.0052962711346122	0.1597894603311331	0.0256631796914702	0.0255326716329147	0.0006585987918766	-0.0003700311047988	-0.0005290166591742	2.7985862568383173e-07	1.369230185186205e-07	0.0001709324729146	-8.096059450000666e-08	6.554617861794509e-15	2.9217910296700466e-08	0.0003645316202272	0.0001955452148414	1.3288330214546758e-07	3.8237931047369294e-08	0.0	0.0	0.0	0.0	0.0	0.0
676.4779060590317	-0.5399436772703439	457622.35738601215	0.2915391746242212	711.2763467183927	-1.0104124487900208	505914.0414010632	1.0209333166698464	566.3217567327496	-1.073570367817183	320720.3321488676	1.1525533346551218	567.7581904004192	598.1109507634089	0.804575	14.426089	0.0643280627559469	0.0375827015256449	0.0020194707	-0.0306328128	0.1276382753	-0.0836620401	0.0967425481	-0.0227342217	-0.013690041	-0.1433360796	-0.0291311634	0.0439411401	0.0423100582	-0.0629759333	0.0229834484	-0.0093975548	0.1037920588	0.0768964135	0.0216645602	-0.0476121007	-0.0338031205	0.0033754114	0.0256409768	0.0836256966	-0.0316574938	0.1377227899	-0.0551988902	-0.0594938809	-0.1056126192	0.1119660935	0.0717999549	0.0411734333	0.1207773624	0.0853746018	-0.0627566273	-0.0862828302	0.1085661779	0.0095436896	-0.0888991391	-0.0048671071	-0.0741177674	-0.0011264791	-0.0431431015	-0.1060427912	0.0569441978	0.0955347493	-0.0031122854	0.0032677601	0.0579421931	0.0358443439	0.0002934492	-0.1046835907	0.0786717977	0.0460163323	-0.1634127398	-0.0186837742	-0.0338863055	0.0224313192	0.0729902678	-0.1277605562	-0.0094702613	-0.1126457717	0.1574270224	-0.0047467513	-0.0743602043	0.0385390967	-0.0514038156	-0.0067922253	-0.0784514524	-0.0987344198	0.0973250868	0.0598466966	-0.0411915721	0.0949847519	0.1255462665	-0.0081203841	0.0464153968	0.0516601822	-0.0440905024	0.0194668623	-0.0655000915	0.1403927331	-0.0380939519	0.0138474868	-0.0473493253	0.0768455786	-0.0827435095	0.0161188345	0.0702108124	0.0302549835	-0.002792174	0.0544623208	0.0486389015	0.0044917697	-0.0378872764	-0.0483960354	-0.1026840043	0.0131947995	0.0196672841	0.0084177535	-0.2509892708	-0.0746006538	-0.0030918143	0.1002177191	0.098601049	0.0959258892	0.0922209577	0.0875260273	0.0	0.0	0.0	-0.0009337915987686	0.0001441700000839	2.0784988924191733e-08	8.719667499308181e-07	0.0661436873962628	-0.006631797037798	4.398073195054756e-05	0.0043749873823745	0.1282208380070031	-0.0315686223241299	0.0164405832992181	0.0009965779154435	-0.0007250453436155	-0.0003550142388167	1.260351097626009e-07	5.256907502985185e-07	0.0001708078200117	-1.2465290290001262e-07	1.5538346201399976e-14	2.91753113771493e-08	0.0005290621963863	0.000164530576159	2.799068076450959e-07	2.707031049124539e-08	0.0	0.0	0.0	0.0	0.0	0.0
