global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
742.8482361614225	n/a	n/a	551823.5019681365	979.950866027448	n/a	n/a	960303.6998279452	587.8327768212803	n/a	345547.3735054171	n/a	604.2615123207014	772.3549879319871	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0091891230415228	n/a	n/a	8.443998227224523e-05	0.0068101861915579	n/a	n/a	4.637863596368589e-05	-0.4206568761128508	n/a	n/a	0.1769522074210223	-0.0009983678647627	n/a	9.967383933908328e-07	n/a	0.0010891218459807	n/a	n/a	1.1861863953924076e-06	-0.0002439566905457	n/a	n/a	5.951486686201043e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
594.08118367585	-148.76705248557255	22131.635905245097	352932.45279769896	712.627283396211	-267.32358263123695	71461.89783079976	507837.6450406637	491.2774057165725	-96.55537110470776	241353.4893676058	9322.939689167835	495.52820438591664	601.5073534347617	16.587083	306.409515	0.6101705165733774	0.4933547084535394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0103111368837573	-0.0195002599252801	0.0003802601371534	0.0001063195438355	-0.0056283573246247	-0.0124385435161826	0.0001547173648039	3.1678406173656514e-05	0.0638542053582611	0.4845110814711119	0.2347509880683064	0.0040773595419349	-0.0006779954078315	0.0003203724569312	4.596777730406021e-07	1.0263851116013361e-07	-0.0001670183027639	-0.0012561401487446	1.5778880732881058e-06	2.789511345813377e-08	5.394333699455719e-05	0.0002979000275402	8.874442640848602e-08	2.909883606108362e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
572.449270825888	-21.631912849961964	467.9396535483496	327698.16766909085	648.4821589727821	-64.14512442342891	4114.596987297176	420529.1105060007	485.74644127782415	-5.530964438748356	235949.60521407067	30.591567622698918	486.2439068281808	560.6267131486951	3.177483	58.696949	0.1591286241606165	0.0800479334957498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0173404067268734	-0.0070292698431161	4.941063452734145e-05	0.0003006897054533	-0.0330408176237426	-0.0274124602991179	0.0007514429796507	0.0010916956292454	0.0344171414397607	-0.0294370639185004	0.0008665407321418	0.0011845396248844	0.0006369741723021	0.0013149695801336	4.057360961799454e-07	1.7291449966767364e-06	0.0003140520541566	0.0004810703569205	2.3142868830761725e-07	9.862869271998001e-08	0.0001629000019381	0.0001089566649435	1.1871554835619452e-08	2.653641063143298e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
566.9516069581699	-5.4976638677180745	30.224308002412855	321434.1246324512	633.3921025114239	-15.090056461358245	227.7098040069797	401185.5555238421	484.4063062137077	-1.340135064116453	234649.4694996084	1.7959619900744086	484.031927105972	550.1743494784984	1.286707	23.769045	0.1180782050666461	0.0751483979365519	-0.043582416	-0.0557515075	-0.0828328596	-0.0491108545	-0.0573779086	-0.0429316204	0.1018079446	0.125942744	0.0264751229	0.1469141971	-0.0088381746	0.0311307203	0.0074804958	0.0217326386	-0.0841758677	0.16200275	-0.0804538742	0.1187824052	-0.0429809931	0.0751024284	-0.1425901793	0.0782423015	-0.0083526135	0.0307696122	-0.0171637938	0.027088541	-0.1202725457	0.0461798155	-0.032813539	0.0109349771	-0.0634086628	0.0736486473	-0.0606327344	0.0476677557	-0.0638474006	0.0073330982	-0.0790854653	0.0149373211	-0.0530780917	0.0957941367	-0.0532928743	0.0041942791	-0.0091827401	0.0458681094	-0.0469973691	0.024666847	-0.1350912347	0.0180562819	-0.0773750892	0.0175169594	0.05513597	-0.0098031744	0.0204420046	0.0383704797	-0.0073381144	0.0297996179	-0.1854531455	0.0553643506	-0.1588484974	-0.0310439282	0.0012442678	-0.0774616082	0.0152890888	-0.0540474659	0.1147508407	-0.0073224814	0.1301937203	-0.0628948635	0.0640861699	-0.1021735233	0.064424678	-0.1072923534	0.0176888989	-0.063075655	0.1009892841	-0.0434172427	0.0502278068	-0.058053869	0.0093650796	-0.0265682995	0.0289922313	-0.0623446833	0.0725788048	-0.0134223986	0.0387929266	-0.1010394492	0.0624012301	-0.1515678197	0.0877236817	-0.0054719598	-0.0519728881	-0.0299549359	0.0981697768	-0.0262774505	0.0437301476	-0.0207457074	0.047626155	-0.0107454212	0.0207089704	-0.0106557823	0.0820330079	-0.0261226404	0.0641340689	0.0532577053	-0.0432240753	0.1031126306	-0.0260595046	0.0086856944	-0.0516847588	0.0771251905	-0.0464441275	0.0862110494	-0.0973358149	0.1007553414	0.1007457326	0.1007297186	0.1007073005	0.1006784796	0.0	0.0	0.0	-0.0194080810405381	-0.0020676743136647	4.27527706738879e-06	0.000376673609676	0.0043737377062313	0.0374145553299739	0.0013998489505396	1.9129581522909432e-05	0.0997626095525632	0.0653454681128025	0.0042700302028812	0.0099525782647371	0.000450966359602	-0.0001860078127001	2.0337065749268042e-07	3.4598906385475484e-08	0.0003780401178639	6.398806370730003e-05	4.0944722970094875e-09	1.4291433071455142e-07	0.0001779142717348	1.5014269796699998e-05	2.2542829752809778e-10	3.165348808692425e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
565.0726158253553	-1.8789911328145763	3.5306076771958046	319307.0611557096	631.0655470554184	-2.326555456005508	5.4128602898689975	398243.72468035447	483.8302070439611	-0.5760991697466125	234091.66924820223	0.3318902533827362	483.5038052470932	547.6690808969487	0.886544	16.376936	0.104936979935115	0.0614242043375793	-0.0570194425	-0.0664071028	0.0178084264	-0.0231168868	-0.0791758006	-0.0749260551	0.1203328357	0.0269442197	0.1187341398	0.0952667961	0.020076267	0.0049963501	0.0352590016	-0.0751029669	-0.0125947401	0.1301013299	0.1138084238	-0.0319411262	-0.0264034099	-0.0038612714	-0.1240525913	0.012602568	-0.0970986788	-0.0187294356	-0.1009771392	-0.0413210801	-0.0512137939	0.1294768027	0.0405428786	0.1322923016	-0.0169441832	-0.0588614993	-0.0090284901	0.0280918337	-0.0234980792	0.0158263333	-0.0306088966	-0.0394963762	-0.0114579362	-0.0372488982	-0.0220070225	0.0172506637	0.0433314472	-0.1195715322	-0.0545486263	-0.0997622074	-0.105705398	-0.0111048129	0.0614643102	-0.0936084951	0.0986257934	0.0583901741	0.0337134618	0.0230386299	-0.0735582348	0.0211124829	-0.1924529286	-0.0542957355	0.0475800636	0.0195705767	-0.0107266263	-0.0306120747	0.0325955286	0.0380573588	-0.0718849518	-0.1324080168	0.1142611983	-0.1450588936	0.096832094	-0.0684262968	0.0659280522	0.0393288308	-0.0595728471	-0.0415434657	0.0697063362	0.0388391224	0.0063240767	-0.0544976302	-0.0473826126	-0.0073587466	0.0292215819	-0.0305059322	0.0071911977	0.0009421623	0.0422636316	-0.1420713201	-0.0611865931	-0.00728286	0.033903778	-0.0080177795	-0.0363705299	0.0641196399	0.029957452	-0.0194916125	-0.1061982224	-0.0946221806	0.0549583177	0.0806377304	0.0033525132	0.0847681616	0.075844559	0.0059705761	-0.0432721116	-0.0040798041	-0.0005100069	0.1289385329	-0.0054588069	0.0478912338	-0.0166601091	0.0879989311	0.0178831889	0.0746875726	0.0145327713	0.1007297186	0.1006432578	0.1004992113	0.1002976618	0.1000387243	0.0	0.0	0.0	-0.0195764413501535	-0.0001683603096153	2.834519385379289e-08	0.0003832370559359	-0.0436446622369146	-0.0480183999431459	0.0023057667330999	0.0019048565417743	0.0873771395853495	-0.0123854699672137	0.0001533998663087	0.0076347645221176	0.0012299656699739	0.0007789993103719	1.512815549314345e-06	6.068399255598959e-07	0.0003141371780079	-6.3902939856e-05	4.083585722239554e-09	9.868216660676705e-08	0.0002223070158097	4.4392744074900006e-05	1.970715726499569e-09	4.94204092782142e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
563.8136156300841	-1.2590001952712555	1.5850814916930596	317885.7931698682	629.6485258378323	-1.4170212175861252	2.0079491310892648	396457.26608975534	483.7553248516747	-0.0748821922863953	234019.2143223493	0.0056073427216166	483.6429903133722	542.7797935125832	0.927679	17.136818	0.1577551795188028	0.0750162585759048	-0.0711555373	0.041395675	0.0878398768	0.0103524896	-0.1149615536	-0.1438636838	-0.0012135726	0.0264669338	-0.081613825	0.0872426533	-0.0212078392	0.0478468982	0.1038353637	-0.0517988987	0.0770014123	-0.0340289355	-0.0318662146	0.0685210343	-0.0576445047	-0.0534882806	-0.1227511339	0.0405030946	0.0220617467	-0.0160143131	-0.0646886957	0.036499174	-0.0094252781	-0.0577750128	-0.0347129818	-0.000537155	0.0495372973	-0.077600318	0.0535146396	0.020072815	-0.1169177124	0.0724505747	0.0376193903	-0.0135820321	-0.0022184652	0.1137701696	-0.0109358951	-0.1025191715	0.05147271	-0.009994913	0.0509461187	-0.0139304128	-0.0099481698	0.086071207	0.0784195447	0.000972708	-0.0264855352	0.0068118017	0.1066544627	0.0581958444	-0.0914164445	0.072851904	0.0449214137	-0.0052754558	-0.0842132951	-0.0081695488	-0.00424854	-0.047998802	-0.0499653215	-0.007634761	0.0059725983	-0.0671299817	0.0297971356	-0.0905193049	0.0251177681	-0.0054021506	-0.0171407999	0.0401750045	-0.0162405894	0.0596528225	0.0466333931	-0.0271788999	0.0001945326	-0.1231678797	0.1169443613	0.100024336	-0.1150740653	0.0586144899	0.0617870251	0.0305856132	0.0360479643	0.0569103008	-0.1307654376	0.0333732707	0.0410087952	-0.0008901276	-0.0499519264	0.0637279061	-0.054416787	-0.0479229118	0.0633075648	-0.0920283121	0.0412414906	-0.00914369	0.0345188042	-0.0088276897	-0.0950832076	-0.0319748237	-0.0058834562	0.0671171594	0.0080512558	0.0779022886	0.002063847	-0.0333719307	-0.0202156777	0.0748954553	-0.0116865196	0.1060394362	-0.0239434742	0.1006784796	0.1004384124	0.1000387243	0.0994800506	0.0987632792	0.0	0.0	0.0	-0.0293036796966532	-0.0097272383464997	9.461916584961422e-05	0.000858705643764	0.0154759400282102	0.0591206022651248	0.003495245612191	0.0002395047197567	0.1179726426431102	0.0305955030577607	0.0009360848073574	0.0139175444121989	0.0005420166401293	-0.0006879490298446	2.937820381770552e-07	4.732738676641265e-07	0.0005029815781611	0.0001888444001532	3.5662207469221936e-08	2.529904679694308e-07	-6.713627118085176e-05	-0.0002894432869905	8.377741638389493e-08	4.507278908068866e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
563.1206187477989	-0.6929968822852288	0.4802446788570473	317104.83125890384	620.5384171203997	-9.11010871743258	82.99408084344111	385067.9271222912	484.0608150132896	0.3054901616148981	234314.87263133016	0.0933242388434966	483.0746496153087	535.7011418143547	0.990808	18.302979	0.0695743419716194	0.0477275701530246	0.0142206003	0.1045267528	0.0338713368	-0.0099395427	0.0900352782	-0.0142602215	-0.1260315644	0.022316841	0.0672216856	-0.0453319905	-0.0919280992	0.0340661585	-0.010066039	0.1271517013	0.0246263478	-0.0604992217	0.006168693	-0.0193755297	0.0761765557	0.0258573103	0.0030248305	-0.040630392	0.039835903	-0.013762831	0.0795820678	0.1295833199	-0.0107560445	0.0111699101	0.1046487245	-0.044666538	0.098322794	-0.0565971929	-0.0573186868	-0.0048896354	-0.1095231771	-0.0201440848	-0.0453149792	-0.0122110113	0.0282791081	0.0590562295	0.0053426962	-0.0641563303	-0.0860661279	-0.0140097236	-0.0141517256	-0.0936240182	-0.0803396018	-0.1414922595	0.0129451501	0.0844566328	0.1231931543	-0.0976113839	0.0497484668	0.0118971825	0.1220227537	0.0246952504	0.0367469268	0.0351046533	0.0549754961	0.0122681643	0.0062892537	-0.0292660304	-0.0370361514	-0.0239632304	0.0328070341	0.0239980869	0.1218381585	-0.0246905562	-0.1677884151	0.0020762408	0.0163055168	0.0058358745	-0.0403162299	0.0622860366	0.0540222019	-0.0149906501	0.0259700256	-0.0935795819	0.0185618893	-0.0623569935	0.0391078298	-0.0333929661	0.0607195911	0.0623216323	-0.0007229613	-0.0227134915	-0.0289513398	-0.1229921008	-0.0130750864	0.0002358028	-0.0342567351	-0.1040495277	-0.0717715743	-0.0759072542	-0.0387364402	0.0198378228	0.040927661	-0.0450766615	0.0466765937	-0.0333816437	0.0632275108	0.0450161165	0.0345886067	0.0195036127	-0.0333696078	0.0477831276	-0.0132817145	-0.0245528381	-0.0417032545	0.0506707199	0.0027018979	0.0422974278	0.0125946293	0.1006016373	0.1001314048	0.0993493113	0.0982577928	0.0968602488	0.0	0.0	0.0	-0.0356655038664968	-0.0063618241698435	4.04728067680062e-05	0.001272028166051	0.0189232245255794	0.0034472844973691	1.1883770405802004e-05	0.0003580884264454	0.1202098007278493	0.002237158084739	5.00487629611349e-06	0.0144503961910292	0.0014249522216231	0.0008829355814938	2.0304888339086083e-06	7.795752410677947e-07	0.0004966384334255	-6.343144735600041e-06	4.0235485136770514e-11	2.466497335553348e-07	0.0001941465069831	0.0002612827781639	6.826869016507281e-08	3.7692866173738894e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
563.0996206684727	-0.0209980793262047	0.0004409193353895	317081.1827969778	616.5106524101593	-4.027764710240376	16.22288856105774	380085.38453520025	483.94308258001854	-0.1177324332710441	234200.90717705063	0.0138609258439208	482.4096389926893	531.660357965099	0.966801	17.859493	0.0684745657603906	0.0354696394791845	0.1462324566	0.0006241512	0.0073551737	0.0142286789	-0.0627157048	0.10304532	-0.017823228	-0.0397552533	-0.0936340152	0.0776595162	-0.0102310376	0.0102369065	-0.0924014349	-0.0704257092	0.0431480928	-0.0421316941	0.0883180824	-0.0653612525	-0.0244823989	0.0258140239	0.0948009478	0.0077915925	0.0142157289	-0.0478604811	-0.0737585044	0.077484519	-0.0344659235	0.0205614761	0.0281691026	-0.0293194008	-0.0194506217	0.089032561	0.0800888554	-0.0874352888	0.0048354635	0.0814144014	0.1136889989	-0.0484501389	-0.0024701376	0.0427256562	0.0108046843	-0.0595686745	-0.1621120592	0.026141399	0.0844245328	0.2046855738	0.0548263101	-0.02841018	0.0753211779	0.0123392364	0.0764415005	-0.0443350735	-0.0850687658	-0.0012632384	-0.0698387941	-0.006401352	0.0731603258	-0.0238719087	0.0805231292	0.0761581213	-0.0597126958	-0.0177831212	0.0413362605	-0.0058188265	-0.0094600373	0.0779360923	0.0571709005	0.0148167671	0.022130323	0.0894654312	0.0151468075	-0.0327730633	-0.0232349983	-0.1178583484	-0.0531338368	0.0366625566	-0.0644038085	0.0138817508	0.057357896	0.0137735178	-0.0953865444	0.0427192567	0.0279423734	0.0989158848	0.137516428	0.15273501	0.0882229866	-0.0001775104	-0.1203694817	0.0068697239	-0.0274350563	0.0703182506	-0.0469545409	-0.008616193	-0.0175784577	0.0962450488	0.0065529161	0.0541801268	0.0093292467	0.0830702839	-0.003886252	0.0129195223	-0.0573987827	-0.0325146865	0.0234978224	0.0692706085	0.0518650917	-0.0384111415	-0.0233105931	0.075344652	0.0495919143	0.0059381813	0.0278127561	0.1004992113	0.0997225472	0.09843255	0.09663586	0.0943417259	0.0	0.0	0.0	-0.032587583799625	0.0030779200668717	9.473591938052091e-06	0.0010619506178975	-0.0083645105726901	-0.0272877350982694	0.0007446204867933	6.996503712064447e-05	0.0999786700766662	-0.020231130651183	0.0004092986474252	0.0099957344702988	0.0015359835636509	0.0001110313420277	2.3592455078057183e-06	1.2327958912494285e-08	0.0003780510498365	-0.000118587383589	1.4062967546484625e-08	1.4292259628247986e-07	6.62096337185747e-05	-0.0001279368732645	1.6367843540703208e-08	4.383715597147824e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
562.7314214127747	-0.3681992556979594	0.1355706918965313	316666.6526452418	618.3874100499183	1.8767576397590344	3.5222192383939026	382402.98890824587	483.5232146175802	-0.4198679624383317	233794.6990741185	0.1762891058821163	482.3407280671998	536.3468343592815	0.727089	13.431353	0.0926819294687914	0.0656662099462578	0.0622102441	-0.024608326	-0.0005795851	0.0133589015	-0.0175286395	0.044984157	-0.0264966844	-0.0667396254	-0.0893036581	0.0506214672	0.0760105313	-0.0183638009	-0.0685805789	0.0325394206	0.0490655017	-0.0056528614	-0.1655832325	0.0424376898	0.0646633813	0.0569357257	0.1326819451	0.1122579897	-0.0982480369	-0.0548688347	-0.0789180419	-0.0149040337	-0.0064366703	0.0550700718	-0.0463893071	0.0574301437	-0.0150779607	0.04719739	0.0245993995	-0.0666586458	0.1023457756	-0.0087574182	-0.1138669529	0.1570621535	-0.0462760328	0.0740034047	0.0094615141	0.124962896	0.0995322037	-0.0358545021	-0.0242761982	-0.1092517186	0.028320887	0.0611119746	0.048665877	-0.0449888976	0.071956784	0.0367874373	-0.077337187	-0.0079304551	0.0018047545	0.0055638796	0.0845436134	0.1756830436	-0.0763094834	-0.0318535691	-0.0213964974	0.0324188874	0.0484164926	-0.0226089692	-0.0433481823	0.0353543175	-0.0134784034	-0.0997101552	0.0970934655	0.0466868633	-0.0294676875	-0.0719545527	0.0011855657	-0.0525623114	-0.0915062056	0.0475848613	0.0273896831	0.0335086478	-0.0685060211	-0.1725896928	-0.0368640081	-0.1854985535	0.0551461165	-0.0616039701	-0.1069180385	-0.0871530206	-0.145109476	0.0286602525	-0.0668827855	0.0175229624	-0.0256327243	-0.0225017541	0.0157761432	0.0206215657	0.1233158611	0.0692847976	0.042022928	0.0268895737	0.0369124895	0.018218502	-0.0686428754	-0.0417207159	-0.0221183572	-0.0516909247	-0.0123447816	0.0668054454	0.0454181113	0.0431213114	-0.0732166137	-0.0155183393	0.1085589178	0.0190186645	-0.0480881658	0.1003712278	0.0992122556	0.0972905381	0.0946208495	0.0912237143	0.0	0.0	0.0	-0.0291430064778666	0.0034445773217584	1.1865112925572284e-05	0.0008493148265689	0.0543217717513613	0.0626862823240513	0.0039295699916106	0.0029508548862069	0.1146057528602852	0.0146270827836189	0.0002139515507588	0.0131344785886727	0.0017099906369121	0.0001740070732612	2.9240679783270498e-06	3.027846154492868e-08	0.000314056568611	-6.399448122550004e-05	4.095293627320877e-09	9.863152828771573e-08	6.573144741802068e-05	-4.78186300554022e-07	2.2866213803754146e-13	4.320623179668017e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
562.1295609522796	-0.6018604604951179	0.3622360139073953	315989.6432964026	618.5841943512922	0.1967843013738957	0.0387240612672122	382646.4055012373	483.6593586837796	0.1361440661993924	233926.37524240496	0.0185352067613045	482.2191242983191	531.5380328502066	0.820011	15.147888	0.0653388521223108	0.0463901481475086	0.0473204799	-0.057133829	0.0008588027	-0.0480323177	0.1487100561	0.0548069616	-0.0112945792	-0.0888045599	0.026755198	-0.0770628393	0.037730999	0.0102388671	-0.0054234846	0.0908303122	-0.0502697029	0.0319803142	0.0350934868	-0.012050952	-0.0457222189	-0.0784667734	0.0658466232	-0.1283247825	0.0331812169	-0.0369584475	-0.1107127574	0.0535918488	-0.1049521417	0.0666506792	-0.0211918557	-0.0048310797	-0.0358409993	-0.0258893331	-0.1790883709	-0.0118874282	0.1180091521	-0.0840685072	0.051304057	-0.0515957761	0.0636844976	-0.0096786605	-0.0040801163	0.0661804671	-0.034551048	0.1224954447	-0.0288839786	0.0114292786	0.0772243828	-0.0341066207	-0.0820927585	-0.0880521944	-0.1588251966	0.0164517366	-0.0293009188	0.00809708	0.1256609314	-0.0431682525	-0.0026262349	0.0134758889	0.0346271671	0.0281625987	-0.0717018431	0.0690195165	-0.0949486661	-0.0174356846	-0.0626075013	-0.0163447074	0.096674651	0.0385652127	-0.0096187039	-0.0174788664	0.0271866839	-0.010166371	0.1543447038	-0.0418476439	0.0383794658	-0.0979771675	-0.0597552078	0.1262515336	-0.1222828844	0.0198852275	0.0604576833	-0.0709354035	-0.1031221032	0.098573768	-0.0159493092	0.0751688979	0.0899307583	-0.0143542866	0.0071966914	0.0067597962	-0.0487108901	-0.0957634135	0.0707773202	0.0334346491	-0.0430420561	0.0629798392	0.0487175594	0.0371294387	0.039331744	-0.1164108894	-0.0726363315	-0.0257079767	-0.0086717374	-0.0214284553	-0.0601149149	0.016163842	0.0022579759	0.0414793125	-0.0045812846	0.0386168689	0.0101847249	-0.0583393021	0.1285070818	0.1002177191	0.098601049	0.0959258892	0.0922209577	0.0875260273	0.0	0.0	0.0	-0.0308952190625859	-0.0017522125847193	3.070248942048691e-06	0.0009545145609251	0.0109342493728235	-0.0433875223785377	0.0018824770981481	0.000119557809347	0.1216560024638511	0.0070502496035659	4.9706019472581135e-05	0.0148001829354845	0.0014599921925015	-0.0002499984444106	2.131577202165337e-06	6.249922220771992e-08	0.0003140383485369	-1.822007409996076e-08	3.3197110020806083e-16	9.86200843517835e-08	5.277076079296492e-05	-1.296068662505576e-05	1.6797939779289928e-10	2.7847531946683235e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
