global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
868.8117507852326	n/a	n/a	754833.858302501	1106.4024296515329	n/a	n/a	1224126.3363388153	704.2798457280157	n/a	n/a	496010.10109867767	725.708447738093	1319.1420538951936	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0035374590948293	n/a	1.251361684759053e-05	n/a	-0.0132913890392813	n/a	0.0001766610225935	n/a	0.0166683154511702	n/a	0.0002778327399797	n/a	0.0080771417496296	n/a	n/a	6.52402188436095e-05	-0.0019191280744652	n/a	3.6830525662005054e-06	n/a	0.0010917736922424	n/a	1.1919697950726028e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
696.3642272943139	-172.44752349091868	29738.148358150956	484923.13705520687	782.8453251865932	-323.5571044649397	104689.1998497359	612846.8031665029	603.3226859202354	-100.9571598077804	10192.348116453708	363998.263346007	605.5881062246989	1058.3854634406537	15.466195	322.749878	0.4788610849479586	0.3536823488074673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0006557650385872	-0.0028816940562421	4.3002778583327206e-07	8.304160633781049e-06	-0.0352413809728631	-0.0219499919335817	0.0012419549328744	0.0004818021458843	-0.0425169042891795	-0.0591852197403497	0.0018076871503352	0.0035028902357134	0.001388892289596	-0.0066882494600335	4.473268083963973e-05	1.9290217920992197e-06	-0.0007327579873679	0.0011863700870973	5.369342680514556e-07	1.4074739835592552e-06	0.0010695096550176	-2.2264037224799983e-05	1.1438509021758658e-06	4.956873535472793e-10	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
669.9833496540651	-26.38087764024874	695.950705069776	448877.6888136813	705.0490905543736	-77.79623463221958	6052.254122951361	497094.2200915493	596.4113842349766	-6.911301685258763	47.76609098466062	355706.5392450809	593.2162923948459	1001.0833027700976	3.202463	66.829277	0.3277167458558257	0.1821236820240699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0085201358168234	0.0078643707782362	7.259271433711695e-05	6.184832773757546e-05	-0.0559947295738112	-0.0207533486009481	0.0031354097400442	0.0004307014781524	0.1170797929521469	0.1595966972413264	0.0137076779177175	0.0254711057703396	-0.0003199668953884	-0.0017088591849844	2.920199714105548e-06	1.0237881414449133e-07	-0.0001080980795995	0.0006246599077684	1.168519481309984e-08	3.90200000373226e-07	0.0006129821630641	-0.0004565274919535	3.7574713223474283e-07	2.0841735090935306e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
661.2407226082577	-8.742627045807467	76.43352766208419	437239.29323549074	671.2147009495327	-33.83438960484091	1144.7659199321663	450529.1747707706	595.3910319231079	-1.0203523118686917	1.0411188403357838	354490.4808944633	589.9261086751687	964.9156253890033	1.598885	33.365677	0.1621989610081569	0.0916329024402716	-0.013768466	0.1356771022	0.0145038985	-0.0610117249	0.0643790082	0.0355966087	0.1667763113	0.160288915	-0.1069955601	-0.0718809037	0.0146849905	0.0558370463	-0.0714023528	0.0412117522	-0.0365135179	0.061535651	-0.0435469811	0.0085941886	-0.0792268058	0.0256784202	-0.0459901657	0.0249286107	-0.1098802687	0.0212632363	-0.0803659239	0.1072572678	-0.0454479714	0.0559247826	-0.0992906499	0.0349374444	-0.0460969191	0.0599445395	-0.0191579444	0.0919716177	-0.0704613453	0.1658414398	-0.0327998846	0.072444609	-0.0644393153	0.0449980252	0.0555980478	0.0208015611	-0.0467664746	0.0616095442	-0.0240830663	0.0195750675	-0.061848736	0.0847763085	-0.0318689438	-0.0113452767	0.0465288141	-0.2026773282	0.0051395001	-0.1318895783	0.073435715	-0.0033240353	0.0997629969	-0.1613286385	0.0126624236	-0.1107988796	-0.0269040098	-0.0071349345	0.1189747788	-0.0273567497	-0.0950459063	0.0338115193	-0.0681190435	0.0517698261	-0.0501034235	0.0439163202	-0.0249515946	0.0276297929	-0.0415580385	0.0482093568	-0.0387399132	0.025453717	0.1355657524	0.110799946	-0.1281752282	0.0770598361	-0.1642299481	0.0858665465	-0.0237745877	0.0898665042	-0.0305285674	0.0145531254	-0.0388192145	0.1007553414	0.1007457326	0.1007297186	0.1007073005	0.1006784796	0.0	0.0	0.0	0.0235126382534787	0.0149925024366552	0.0005528441576389	0.0002247751293131	0.0199060115988203	0.0759007411726315	0.0003962492977723	0.0057609225105547	0.148025928086362	0.030946135134215	0.0219116753858288	0.0009576632797451	-0.0001797798087492	0.0001401870866392	1.965241926038657e-08	3.2320779633898925e-08	-0.0007490529528249	-0.0006409548732254	5.610803261357018e-07	4.108231495113886e-07	0.0005869324776356	-2.6049685428499976e-05	3.444897333034641e-07	6.78586110923804e-10	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
660.6314644716507	-0.609258136606968	0.3711954770217949	436433.9318499579	666.784043295724	-4.43065765380868	19.63072724525344	444600.96039379394	594.74151862883	-0.649513294277881	0.4218675194437052	353717.47398092697	588.9345505700857	956.5196345687126	1.05586	22.033772	0.0498575555625326	0.0286667942230066	-0.010939204	0.0959230529	0.0449104213	-0.0367512352	0.042530318	-0.1204898574	0.0561007229	0.1052335868	0.0519365984	-0.0280969123	-0.000507399	0.0078609419	-0.0682484506	0.0114071982	-0.0262185278	-0.1291604697	0.0361222696	0.0933171375	-0.0016913587	0.0520891611	-0.133782227	0.1169017583	-0.2040622487	-0.0562476458	0.00845554	-0.0327682853	0.0934319629	-0.0396543346	-0.0258552695	-0.1589121799	-0.0082028627	0.0184346694	-0.0058981083	-0.0773960568	-0.0030500348	0.0184904796	0.0931186501	-0.0090519133	-0.0316999599	-0.0028487472	0.0482207649	-0.0762065126	0.150922128	0.083289565	0.0668862232	0.035243527	0.0141512717	0.0137258114	-0.0429212923	-0.1493800613	0.0791749664	-0.1926492511	-0.1227151061	0.0657000234	-0.0178180572	-0.0702216444	0.0053653488	0.0550922197	-0.0295748565	-0.0408844491	0.0709254839	-0.1004128193	0.0178517171	-0.0238892453	-0.0918103348	0.0197353136	-0.0636137378	0.0290237708	0.1428437854	0.0766632771	-0.0629581508	0.0113011239	0.0665912116	0.0302613273	-0.0759880857	0.0049876719	0.1524850518	0.0104634768	0.0400016717	-0.0318445457	-0.2018758757	0.1430024422	-0.0262488283	-0.0059711937	-0.0241066319	-0.0928207662	-0.0206149335	0.1007297186	0.1006432578	0.1004992113	0.1002976618	0.1000387243	0.0	0.0	0.0	0.0131179867169208	-0.0103946515365578	0.0001720815755053	0.0001080487805664	0.0123210919184799	-0.0075849196803403	0.0001518093060636	5.753100655721511e-05	0.1482827553962664	0.0002568273099043	0.0219877755479089	6.596026711272814e-08	0.0003211791802388	0.000500958988988	2.509599086478792e-07	1.0315606581886759e-07	-0.0006689140561526	8.013889667229999e-05	4.474460145185237e-07	6.422242759853575e-09	0.0005356072225813	-5.1325255054300014e-05	2.868750968812543e-07	2.634281806388949e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
657.8923876654624	-2.7390768061883364	7.502541750198898	432822.393748163	665.5468630763463	-1.2371802193777055	1.530614895219468	442952.62695076485	593.5567949340556	-1.1847236947744475	1.4035702329600188	352309.6688123885	587.4460229858591	941.4217962679356	1.085537	22.65307	0.4453025164114445	0.2324227682591578	0.0489039401	0.0834733827	0.0431649439	-0.0254510597	-0.0745510159	0.0174463414	0.046282747	-0.025343205	-0.0984793285	0.0515686112	0.0232732078	-0.0233876117	-0.0435146825	0.0230944322	-0.0552701712	0.0116026368	-0.0969358898	0.0639187427	0.0787100029	-0.0336891429	-0.1511647617	0.1861231564	-0.0168653005	0.0737999468	0.0050515088	-0.0080855766	0.0731114755	-0.0111630676	0.1486641655	-0.0659106103	0.0596690709	-0.0353196301	-0.0291076197	0.0200857771	0.0949303791	0.1083818651	0.0142648368	0.035729888	0.0576502436	0.0341879021	-0.0130828552	-0.0336219964	-0.0285185241	0.0059731487	-0.1015483903	0.1411340477	0.0656708969	-0.0399406483	-0.1605264944	-0.0955168807	0.0834250244	-0.0262034156	-0.0773358516	0.0164078904	-0.048940123	0.0834534182	0.0043819194	0.0367471675	-0.0388360709	-0.0756220787	0.0577199751	-0.1731402176	-0.1094219279	0.0571150032	-0.0523536147	0.005909759	-0.0552927351	-0.0006659256	0.0311154924	-0.1595603323	0.0410166707	-0.0869635928	0.0971329991	0.091862045	-0.0586694203	-0.0631295497	-0.0558852861	-0.098174121	0.0080501228	-0.1109827793	-0.0228859459	-0.0408512928	-0.047775072	-0.0644811776	0.028795126	0.1204095358	0.1090571925	0.1006784796	0.1004384124	0.1000387243	0.0994800506	0.0987632792	0.0	0.0	0.0	-0.0006247832203172	-0.013742769937238	3.903540723899309e-07	0.0001888637255478	0.1613521278766967	0.1490310359582168	0.0260345091703378	0.0222102496787793	0.3025347435671861	0.1542519881709197	0.091527271065263	0.0237936758546815	-0.0003413103143111	-0.0006624894945499	4.3889233038898206e-07	1.1649273065514186e-07	-0.0013687983217092	-0.0006998842655565	1.8736088455139224e-06	4.898379851737014e-07	0.0017387679093762	0.0012031606867949	3.023313842676481e-06	1.4475956382487757e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
657.4595846580447	-0.4328030074176467	0.1873184432297596	432253.1054587287	658.8514828491211	-6.6953802272252005	44.82811638711818	434085.2764524857	594.0065253334294	0.4497303993738342	0.2022574321209484	352843.7521386941	587.9886156175562	942.3340622441344	0.8073479999999998	16.847807	0.1634935807423297	0.0826539793241668	0.045798115	0.089207112	0.0270769367	0.0380934965	0.0455805403	0.0599799351	0.0737859787	0.0209307977	-0.0015266616	0.0268364796	-0.0051121914	0.0626051768	-0.0767208448	0.0926148444	-0.0800687837	0.037613025	-0.0738899739	0.0153663504	-0.035055617	0.0272912673	-0.1045966071	0.1112731449	-0.0118555763	0.0893085775	0.0702073148	0.042752126	0.013542524	0.0440633488	0.0246686456	-0.0467104622	0.0422071977	0.1649325004	-0.0255529656	-0.0055887023	-0.0021462423	0.0867231125	-0.0456177899	0.0952697835	0.0293266375	0.0306341784	0.0871372282	-0.0253032013	-0.050330676	0.0889874502	-0.0873988165	0.0587419172	-0.0110210379	0.0403542067	-0.0506254062	-0.0225987912	0.1386630196	-0.0425595179	-0.0610364953	-0.1301960737	-0.0736961921	0.0294786644	0.0065622857	-0.1114010468	-0.0053152896	-0.0439249003	0.0747367777	0.0083966527	-0.0974925801	0.0262283723	-0.0766772589	-0.0097920287	-0.1107500855	0.0395826794	-0.0455396897	0.0146238439	-0.0453382832	-0.0688449831	0.0184372301	0.1457871625	-0.0852391129	-0.0131379342	0.0199188614	0.0196053303	0.0350544665	-0.0617874048	-0.0820193194	0.0458842344	0.0290618813	-0.0794893509	0.0220926143	0.0633918997	0.0541140845	0.1006016373	0.1001314048	0.0993493113	0.0982577928	0.0968602488	0.0	0.0	0.0	0.0019874313729957	0.0026122145933129	3.949883462367573e-06	6.823665081516879e-06	0.0999702609955619	-0.0613818668811348	0.0099940530835207	0.0037677335818133	0.2592962690443841	-0.043238474522802	0.0672345551403376	0.001869565679059	0.0002357783697835	0.0005770886840946	3.33031349310037e-07	5.5591439657764873e-08	-0.0009933163748323	0.0003754819468769	9.86677420509982e-07	1.4098669243046718e-07	0.0015661180454461	-0.00017264986393	2.452725732271913e-06	2.980797551508203e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
656.7343724274901	-0.7252122305545754	0.5259327793459426	431300.0359277293	663.2398787798201	4.388395930698948	19.258018844575087	439887.1368038704	594.2397269623399	0.2332016289104785	0.0543829997265005	353120.85310027626	588.1452707106845	936.7163233183444	0.874839	18.25621	0.2434304303294687	0.1446060417149279	0.0742658384	0.0645452137	0.042060461	0.0209063459	-0.06986909	-0.0384886716	0.031678277	0.0525969974	0.0098639907	0.0261822259	0.1108453535	-0.0035286832	-0.0345061129	-0.0383118643	-0.0112640923	0.0151108201	0.0401490802	0.0518771237	0.0145545405	0.0874903416	-0.0687376466	0.1382966305	-0.1117399519	0.0896990688	-0.0305405009	0.0693739327	0.0702862972	-0.0071926549	0.0046100174	-0.03763868	0.0228886618	-0.0194262565	-0.0638859495	-0.0335042714	0.0979046061	-0.2482460879	0.0097178222	-0.1196457866	0.0436553077	0.0863309052	-0.0374350318	-0.0287640779	0.0373492638	0.0357326715	0.0207114879	0.0038099468	-0.0138653445	0.078286809	-0.0780354898	-0.0872890442	0.0997793046	-0.1586054789	-0.0450875546	0.0703710545	-0.0856424325	0.0739964534	-0.0038357171	-0.0304681403	-0.0308262142	0.0554412436	0.0722534048	-0.1093039343	0.0079179433	0.0785584749	-0.0480487738	-5.34956e-05	-0.0561591414	-0.1148818614	0.020872241	-0.0500102777	0.0266867468	-0.1238775346	0.0874334281	0.0946316403	-0.0911221099	-0.0410619724	-0.071381558	-0.0852198981	0.0375959642	-0.1085720837	0.1106001936	0.0091745137	0.1108248738	-0.0264210321	-0.1153705431	-0.0186463634	0.1099750768	0.1004992113	0.0997225472	0.09843255	0.09663586	0.0943417259	0.0	0.0	0.0	0.0183454509475069	0.0163580195745111	0.0003365555704673	0.0002675848044	0.2268136671351897	0.1268434061396278	0.0514444395993126	0.0160892496811025	0.3261649578512688	0.0668686888068847	0.1063835797301199	0.0044714215427519	0.0001711704864986	-6.46078832849e-05	4.174178582555261e-09	2.929933544816741e-08	-0.0011728978860621	-0.0001795815112298	1.375689451128943e-06	3.2249519175578816e-08	0.0011431011237919	-0.0004230169216542	1.3066801792143047e-06	1.789433160057956e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
656.7024131137583	-0.0319593137318179	0.0010213977342087	431258.0593894333	663.2698611668178	0.0299823869977444	0.0008989435300825	439926.90873224975	594.1355635835395	-0.1041633788004219	0.0108500094831201	352997.06791473005	588.1708866257992	929.1943535111322	0.880175	18.367565	0.1950162301724745	0.1173574835100585	0.0672073354	0.0507899434	0.0439881162	-0.0309861509	-0.0365240427	0.012322318	-0.0404303025	-0.1120065686	0.0433841453	0.0091814536	0.0619744463	-0.0928845845	-0.0580368735	0.0026227659	-0.031461417	0.0861084712	-0.0251907357	0.0162919831	-0.1095353297	-0.0313203917	-0.0863574953	0.1098963213	-0.0811083286	0.0413515581	-0.0122499002	0.0197762086	-0.1110039205	-0.0100152434	0.0968593124	0.0143197632	-0.0125197417	0.0091017262	0.0564808926	0.1353586861	-0.1162093215	0.0233126908	0.0013953882	-0.0563511166	0.0124151003	0.0318985156	-0.0758754524	-0.0768758014	-0.0772997187	0.013895231	-0.0861734541	0.0478529151	-0.0482031255	-0.0498303639	0.0274808019	0.0142659752	0.0638573865	-0.1067518746	-0.0074207386	-0.0694589927	0.0292119535	0.1869707939	0.0752366024	-0.0896703679	0.0487367824	0.0200666437	-0.1209170807	0.0481246547	-0.1403956991	0.0478605963	-0.0914905889	-0.0181664017	-0.1087841444	0.0580018379	-0.0715139809	-0.0764719986	0.0673400853	-0.1326364439	0.045783798	0.007675539	-0.0955564834	-0.0993577962	-0.0369508952	0.0445240222	0.0090469257	-0.0409123607	-0.015017108	0.0118960314	-0.0179460245	-0.0690920789	-0.0050986304	0.0766460823	0.0367117952	0.1003712278	0.0992122556	0.0972905381	0.0946208495	0.0912237143	0.0	0.0	0.0	0.0112727880833602	-0.0070726628641466	0.0001270757511723	5.002255998987979e-05	0.1189538403944823	-0.1078598267407073	0.0141500161445959	0.0116337422245354	0.2866424521355384	-0.0395225057157304	0.0821638953662744	0.0015620284580499	-0.0001990497698359	-0.0003702202563345	1.370630382003829e-07	3.962081087172477e-08	-0.0013731389091984	-0.0002002410231363	1.885510463954572e-06	4.0096467346672246e-08	0.0013838645413589	0.000240763417567	1.9150810688304786e-06	5.7967023238541627e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
656.3287553378592	-0.3736577758991188	0.1396201334898761	430767.4350833435	660.7181780133928	-2.5516831534249604	6.51108691547275	436548.5107573375	594.1439243407674	0.0083607572279333	6.990226142444044e-05	353007.0028310475	587.9341088365793	935.5901258389868	0.7424279999999999	15.493052	0.1433142101849164	0.0849532801762791	0.0808776719	0.0544678671	0.0334917621	0.0263731413	-0.0357822962	0.119707626	0.0514936248	-0.0508160098	-0.0035090983	0.0134491807	0.0799243504	0.0024213875	-0.0193929788	0.0388354714	-0.0172983112	0.0675564453	-0.0262681903	-0.0259319261	0.0558015548	0.0821934761	0.048488642	0.0404737757	-0.0173731482	0.0913776485	-0.0381290534	-0.0697662953	-0.1252405826	-0.0725343314	0.0836830248	0.1728437859	0.0327810791	0.0307870181	0.0366711643	-0.053794464	0.1329524383	0.1011495196	0.0542096711	-0.1214977908	0.0277361478	0.0833401349	-0.0170118155	0.0172030906	-0.106616746	-0.0228768957	-0.0419938748	0.0077216149	-0.0090110745	0.0697473108	-0.0381494934	-0.0439282469	0.0149578098	-0.0195382851	0.0815971616	0.0638920906	-0.0530489638	0.0854471585	0.0851508528	-0.0023526379	-0.021045326	0.0817945255	-0.0407591026	0.0263072701	0.0240294409	0.0725104275	-0.0652413225	0.0042263551	-0.0743369291	-0.0318881197	-0.0891611143	-0.0572141215	0.0114390868	-0.0950198291	0.0504781379	0.1694037191	-0.0441524001	-0.0732907267	-0.020383987	-0.0175320519	-0.0015554378	-0.0035802096	0.0691126059	-0.0045545021	0.0734876593	-0.0650836602	-0.0797249111	-0.032272884	0.0954772339	0.1002177191	0.098601049	0.0959258892	0.0922209577	0.0875260273	0.0	0.0	0.0	0.0214348986146859	0.0101621105313257	0.0004594548786218	0.0001032684904508	0.1968899294025021	0.0779360890080198	0.0387656443001222	0.0060740339698659	0.3124271812750194	0.0257847291394809	0.0976107435994538	0.0006648522567964	-0.0001748552207341	2.4194549101800005e-05	5.853762062394114e-10	3.057434821797083e-08	-0.001446079249407	-7.294034020859986e-05	2.091145195565512e-06	5.320293229746291e-09	0.0008923738005475	-0.0004914907408114	7.963309999035895e-07	2.415631483033388e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
