global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
914.1852809754722	n/a	n/a	835734.727952203	1154.589453246696	n/a	1333076.8055485042	n/a	726.9408072855936	n/a	n/a	528442.9372970305	765.9912668650223	887.9023434200802	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0010968526941468	n/a	1.203085832657094e-06	n/a	0.0503830760061987	n/a	n/a	0.0025384543478463	-0.3696397573123704	n/a	0.1366335501859481	n/a	-0.0001630016096297	n/a	2.656952474187311e-08	n/a	6.299584291347138e-05	n/a	3.968476224378762e-09	n/a	5.100513362494226e-05	n/a	n/a	2.601523656098215e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
736.4176375859138	-177.76764338955843	31601.335036277214	542310.9369476183	813.116882417831	-341.47257082886495	661159.0644728928	116603.5166284742	610.4293616565305	-116.51144562906302	13574.916962574109	372624.00557239936	627.4845046142236	719.1505931613682	18.592022	303.990204	0.5077268977410372	0.3169668574154189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.018409038564684	-0.0173121858705372	0.000338892700876	0.000299711779616	-0.0012993318175205	-0.0516824078237192	0.0026710712784572	1.688263172021126e-06	-0.0906777750096381	0.2789619823027323	0.0082224588806985	0.0778197875702699	0.0021241043809572	0.0022871059905869	4.511819421201571e-06	5.230853812178485e-06	0.0003619069186782	0.0002989110757647	1.3097661778714926e-07	8.934783121482732e-08	-0.0005583842349044	-0.0006093893685293	3.713554024765905e-07	3.117929537897721e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
711.2361934823718	-25.18144410354193	634.1051271398069	505856.92291929387	727.6553956950369	-85.46148672279412	529482.3748841006	7303.6657128703155	603.4571659031199	-6.972195753410688	48.611513623878025	364160.5510798255	611.2977565049457	682.2025601086316	3.333848	54.510319	0.1747526519431146	0.0988037667476683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0220092646601557	-0.0036002260954717	0.0004844077308807	1.2961627938515413e-05	-0.0724209998833487	-0.0711216680658282	0.0050582916684658	0.0052448012241039	-0.0262782868357334	0.0643994881739047	0.000690548359021	0.0041472940770608	0.0023600266013315	0.0002359222203742	5.569725558992311e-06	5.5659294066339736e-08	0.000258782582984	-0.0001031243356941	6.696842525587084e-08	1.0634628612370049e-08	-0.0001848053988147	0.0003735788360896	1.395611467741349e-07	3.4153035431060324e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
704.3836656929727	-6.852527789399119	46.95713710448717	496156.3484950696	702.6793570957301	-24.976038599306776	493758.2788884686	623.802504114062	602.5173879025588	-0.9397780005610912	0.8831826903386023	363027.2027249225	607.1682909583511	665.2141777176041	1.626536	26.594791	0.2438089850325816	0.1340148921357617	-0.0317032089	-0.1173281188	0.0471429243	-0.0699737312	-0.0715873904	0.0532302621	-0.1454360782	-0.0636203689	-0.0231770456	0.1842538787	0.201575906	-0.1328150222	-0.2882254751	-0.0448745573	0.0835220592	-0.0064507904	0.0677239478	-0.0241438861	0.0064235841	-0.1048893697	0.0927515066	-0.0969992866	-0.1070885018	0.003501235	-0.1161484797	0.0175615542	-0.0100222171	0.082197187	-0.0149474976	0.0731425976	-0.0226305313	0.0191363577	-0.0089819823	-0.0945561133	0.0282665881	-0.0312917412	0.035595341	-0.0842554635	0.0192088115	-0.1358231121	0.0146317834	-0.1339161851	0.0610542343	-0.0695083629	0.0512747124	0.0893581792	-0.0053573401	0.0958956613	-0.0602611088	0.020391199	-0.1152399972	0.0332399833	-0.138203116	-0.2060940626	0.008915967	-0.0477597656	0.0521826241	-0.0446312368	0.0440630648	-0.1404370661	0.2536690882	-0.1251564279	0.1864196963	-0.1858388515	0.1367422386	-0.1887567969	0.0443840626	0.0045145636	-0.0178909402	0.0719976199	-0.0405803817	-0.0724790284	0.0701483653	-0.024797648	0.1008657007	-0.1406225363	0.072080143	-0.0883034664	0.0245281598	-0.1103289888	0.040192984	-0.0078067905	0.0653318152	-0.0556299083	0.0980957681	-0.0519494068	0.1003068701	-0.0872531186	0.0116138392	-0.1035081568	0.2468102172	-0.0105348616	0.1237321349	-0.0871088774	0.1007553414	0.1007457326	0.1007297186	0.1007073005	0.1006784796	0.0	0.0	0.0	-0.0382473675948773	-0.0162381029347215	0.0014628611279376	0.0002636759869186	0.038798256862961	0.1112192567463097	0.0123697230712015	0.0015053047356043	0.013495212158844	0.0397734989945774	0.0001821207512122	0.0015819312222716	0.0010460049938814	-0.0013140216074501	1.0941264472248277e-06	1.7266527848457448e-06	0.0001579644299662	-0.0001008181530177	2.4952761134546507e-08	1.0164299977920532e-08	-6.80826321431408e-05	0.0001167227666715	1.3624204259463252e-08	4.635244799538229e-09	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
702.3994244289704	-1.9842412640023213	3.9372133937695297	493364.9514381489	691.1774120213795	-11.5019450743506	477726.2148885718	132.29474049337807	602.559077874938	0.0416899723792312	0.001738053796981	363077.4423294956	606.0544010023443	665.2920543773754	1.360359	22.242655	0.0984078263132639	0.0556571763421498	-0.0145631937	0.0346199096	-0.0656535941	-0.0214251349	-0.0818627274	0.0342375739	0.0599420913	-0.0188281766	-0.0840928335	0.107177249	-0.0908341838	-0.1750054707	-0.1111262007	-0.0260931818	-0.0148242373	-0.126686559	-0.001819599	-0.0434467702	-0.0420340915	0.0773354812	-0.0079230808	-0.1415701552	-0.1294460357	0.0506060943	-0.09276477	0.0430107188	-0.0587231498	0.0494819585	-0.2119078678	-0.0896357478	0.0356854744	-0.086163914	-0.1216863659	-0.0392302459	-0.0038859231	-0.1062831619	0.0373002928	-0.0573450971	-0.0266846285	-0.1227211905	-0.0005486379	0.165850083	-0.0394153394	-0.0311040653	-0.0325025827	0.0802858911	-0.0892987239	-0.0432118553	0.0337698897	-0.0236439869	0.0952303302	-0.1330914744	-0.1751340832	-0.0693893309	0.0024520159	-0.09241555	-0.0709350387	0.0006883041	-0.0996006862	-0.198484361	0.1466359648	-0.0435426852	0.0249551921	0.0185973137	-0.0816906445	-0.1007638707	0.027340568	-0.1542682609	-0.0271248284	-0.0785859391	-0.0499703877	0.0561670199	-0.0333017252	-0.0674997949	0.0284910079	-0.0176891534	0.0838667389	-0.1888034149	-0.0921925363	-0.1831765038	-0.0139950088	-0.0440164759	-0.020908045	-0.0938630734	0.028308082	-0.2355901107	-0.0236843747	-0.1318522109	0.0704753357	0.0306391549	0.1091907985	0.0223342923	-0.0504050479	0.0288995263	0.1007297186	0.1006432578	0.1004992113	0.1002976618	0.1000387243	0.0	0.0	0.0	-0.0414961616910858	-0.0032487940962085	0.0017219314350927	1.055466307955924e-05	-0.0116869004456106	-0.0504851573085716	0.0025487511084712	0.0001365836420256	0.0225924094442149	0.0090971972853708	0.000510416964495	8.275899844895964e-05	0.0013230548408907	0.0002770498470092	1.7504741120043151e-06	7.675661772787647e-08	0.0003532965884853	0.0001953321585191	1.2481847943535142e-07	3.8154652151730807e-08	-0.000307234179077	-0.0002391515469338	5.719346240085786e-08	9.439284079311813e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
702.1037050415083	-0.2957193874620998	0.0874499561209595	492949.6126330133	690.3574754679861	-0.8199365533934042	476593.443934531	0.6722959515906548	602.0704858125146	-0.4885920624234359	0.2387222034631866	362488.8698865173	604.9926478922868	651.6867816272082	1.101375	18.00812	0.0747088838285913	0.0425622914768241	-0.0706334885	-0.0259716567	0.0277567745	-0.0679542412	-0.0459675211	0.034562438	0.0159707048	0.050117133	-0.0063760192	0.0203134013	0.1033709904	0.011950029	0.0096592674	-0.0208579385	0.0234317506	0.0352960379	0.0448256724	-0.0416092771	0.0801274855	0.0114622751	0.0425651776	-0.0775248379	0.0381111093	-0.0639471475	-0.1616185818	0.0558633418	-0.0084156305	0.0333583479	-0.1674952703	0.0138537182	-0.017474935	-0.0031309725	-0.0959549087	-0.0642331714	-0.0229660666	-0.1062138888	-0.113538128	-0.0466039455	-0.0296916671	0.088231552	-0.0368483569	-0.0030825329	-0.0658546313	-0.0169421664	0.0211754052	0.0456295514	0.0176126884	0.0657270176	0.0192174569	-0.0111405904	0.0635426909	0.1001653375	-0.0526393246	-0.137613759	-0.0770719246	-0.0816028044	-0.0485684818	0.0296110069	-0.2181492413	-0.0808062085	-0.0451966378	-0.0320331847	-0.0302699421	0.0004822972	0.1016280363	0.0035835017	0.0766863462	-0.0677573544	-0.0271019036	-0.0943533996	0.0218475311	-0.0410141026	-0.003120811	-0.0829562971	0.0721598875	-0.0610518515	0.0718756033	-0.1506194162	-0.0639605701	-0.1776016784	-0.0295411701	0.0182052138	-0.1535063991	-0.0671837761	0.0639658509	-0.1037142646	-0.0932133265	-0.0673428364	-0.0023158409	-0.0695241629	0.0897044039	-0.0382571909	0.0759539876	0.0173535074	0.1006784796	0.1004384124	0.1000387243	0.0994800506	0.0987632792	0.0	0.0	0.0	-0.0379754373413732	0.0035207243497126	0.0014421338412685	1.2395499946659223e-05	-0.0383209437570855	-0.0266340433114749	0.0007093722631175	0.0014684947304337	0.0238400496917137	0.0012476402474988	0.0005683479693033	1.556606187178868e-06	0.0007150714942113	-0.0006079833466793	5.113272418335812e-07	3.696437498394834e-07	0.0005594085789215	0.0002061119904362	3.129379581709721e-07	4.2482152601572194e-08	-0.0002551999977945	5.203418128249998e-05	2.7075560217400714e-09	6.512703887431281e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
703.2827057577844	1.1790007162760503	1.3900426889794395	494606.5642179903	689.3060562976299	-1.051419170356212	475142.8392485913	1.105482271792545	602.5337767529843	0.4632909404697329	0.2146384955213296	363046.9521282151	605.2824998957102	655.6104022721986	1.213716	19.844957	0.0606789819873637	0.0389334773244691	0.0342667543	-0.0717227355	0.0053062004	0.1395018277	0.011889959	0.016612243	0.0312449634	-0.0255577281	-0.0088324126	-0.0630339336	-0.0443338507	-0.0769937213	0.0625938266	-0.0293528645	-0.0961362761	-0.0159780174	-0.0216292486	0.1205924393	0.0096715998	0.0041956704	0.0322132331	-0.0320744922	0.0525576442	-0.0122446898	-0.0512175102	-0.0703960463	-0.0107501599	-0.0059748167	-0.0719778157	-0.0021407731	0.0723679901	0.0670425207	-0.0270642555	-0.0468834265	0.0230901705	-0.0984286633	0.0329337975	-0.0788073269	-0.0110726327	-0.0831186962	0.0212977218	-0.1076989185	-0.0009605	-0.0219293506	-0.0508740671	-0.028196288	0.0160297588	-0.1368982361	0.0070855654	0.0315035157	-0.0108847988	0.015354946	-0.057234266	0.0029551107	-0.0844279505	-0.0624883665	-0.0137899122	0.0054151879	-0.0648147311	-0.0123733609	0.0129557519	0.0203013371	-0.0006563137	-0.0350635365	0.1046278787	-0.0117385287	0.0243068405	-0.0366933705	-0.0625273763	-0.0503988545	-0.043914115	0.0465962094	0.0070175657	0.0723040323	-0.0189495195	-0.0589100343	0.127096194	-0.0960598542	-0.0010989871	-0.1529062423	0.0174586101	0.0318799733	-0.0988660598	-0.0029850145	0.0112174196	-0.0232276824	-0.0084216948	-0.1344367197	0.129052201	-0.108304176	0.127601563	0.0389456585	0.0561082063	-0.0243153534	0.1006016373	0.1001314048	0.0993493113	0.0982577928	0.0968602488	0.0	0.0	0.0	-0.0428992978483648	-0.0049238605069915	0.0018403497558827	2.4244402292311544e-05	-0.0008640268589488	0.0374569168981367	0.0014030206235139	7.465424129849296e-07	0.0278614063978892	0.0040213567061755	0.0007762579664683	1.6171309758302668e-05	0.0005560432822518	-0.0001590282119594	3.0918413173735496e-07	2.528997219903564e-08	0.0005239541334034	-3.5454445518100035e-05	2.745279339105078e-07	1.2570177069959234e-09	-0.0001641456977509	9.105430004360002e-05	8.290885556429938e-09	2.6943810090129823e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
704.1272662126842	0.8445604548998062	0.7132823619805677	495795.2070241482	696.0340313589646	6.727975061334746	484463.37280981214	45.26564842594228	603.1375890703343	0.603812317350048	0.3645893145836351	363774.9513495755	606.3098867934625	672.1255467938947	1.250637	20.448637	0.0723548422136122	0.0376071960122735	0.1001786371	0.039115417	-0.0925345568	-0.0896882258	0.018216929	0.046300322	-0.1040164819	0.0956633699	0.0516411229	0.0722456087	0.00392363	0.1115700051	0.0163880735	-0.0945430807	-0.0508034587	-0.052217124	0.0694324544	-0.1276428361	-0.0611993094	0.015410834	-0.0318907234	0.1537803013	0.0085847597	-0.0797140636	-0.0998202486	0.0277300307	-0.1089506637	-0.0479715773	-0.0430560161	-0.0684206554	-0.0003796862	0.0825274703	-0.0757634139	0.0452962038	0.0812985487	-0.1646953716	-0.0718729162	-0.1395866355	-0.0440749151	0.0103435173	0.1553437372	-0.0844653317	-0.0977754807	-0.0916125412	-0.0718378355	0.0252871272	-0.0708349157	0.1345260578	-0.0615091882	-0.0145547443	-0.0001183026	-0.0514595862	0.138785868	0.0044831089	-0.0260749291	0.0003784495	0.0566530899	-0.0811048731	-0.1389064892	-0.0950887632	-0.000439875	0.1101337899	-0.0315103647	0.0607862712	0.0469212422	-0.0778848485	-0.0667778999	-0.0570552633	0.0481721543	-0.0804869811	0.0180269581	-0.0115440127	-0.0268390677	-0.0658393062	0.0382064521	-0.041219514	-0.0270279977	-0.2060338716	-0.0371619381	-0.1368215971	-0.067331364	0.0109643957	-0.0942334924	-0.0987163755	0.0589192041	0.0268240318	0.001234225	-0.0679367974	0.0813378261	-0.0410514899	0.1567073108	0.068932707	-0.021567707	-0.0391437736	0.1004992113	0.0997225472	0.09843255	0.09663586	0.0943417259	0.0	0.0	0.0	-0.0319173968909325	0.0109819009574322	0.0010187202242933	0.0001206021486388	-0.0315964986322967	-0.0307324717733479	0.0009444848212996	0.0009983387258207	0.0113428894326972	-0.016518516965192	0.0001286611406823	0.0002728614027293	0.0007990344994701	0.0002429912172183	6.384561313434333e-07	5.904473164523107e-08	0.0005149466749867	-9.007458416700005e-06	2.65170078079858e-07	8.113430712857973e-11	-0.0001337053230331	3.0440374717800012e-05	9.266164129600783e-10	1.7877113407385623e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
701.9590159164708	-2.1682502962133867	4.701309347029439	492746.46002642007	690.8829794807668	-5.151051878197791	477319.2913362217	26.533335451884987	603.198568657263	0.0609795869286244	0.0037185100219856	363848.5132301708	606.2491906003124	658.2108629243868	1.3284	21.720098	0.2285168770979446	0.1095461135105019	-0.0522554268	0.0055393662	0.0676140112	-0.0361032136	0.0688829785	0.0057574481	0.0306168487	-0.097817217	0.0071646216	0.0640982259	0.0425023195	-0.0049632058	0.0235894586	-0.1118655302	0.0271881381	0.0219642903	0.0972193364	-0.0738276742	0.0857819672	0.0593975547	0.0540770272	0.0090035271	0.1039217017	-0.0382700926	-0.0039812456	0.0246175062	-0.1437062498	0.131910815	-0.1326983793	0.1913758747	0.0197580953	-0.0053267644	-0.0097602764	0.098790974	0.0394888347	0.0323236376	-0.0439801982	-0.008012126	0.0253488514	0.0528104125	-0.0759857095	-0.0312445678	-0.0291058658	-0.1085079157	0.0399613527	0.0739587696	0.0398197782	0.0039594893	-0.0501536179	0.0694944811	0.1440035867	0.0485812179	0.070846171	-0.0286503699	0.029116545	-0.0525812422	-0.1638099779	0.0859408024	0.0334779623	-0.0920283722	-0.1013125905	0.093400762	0.0497216184	0.0437985278	0.0121149887	-0.0665169249	0.0612017938	0.0346124165	0.0062384826	-0.1121094559	0.0432561275	0.05988221	0.0794208263	-0.0695497523	0.0691271464	-0.0635554605	0.0650000528	0.0030420836	-0.0989103179	-0.1704880143	-0.009756724	-0.0536907431	-0.1096675857	-0.1072051522	-0.0077017003	0.1725728289	0.0151046713	0.0258763064	-0.1341272533	0.0668257426	-0.1399055109	0.0584971837	-0.0880609237	0.1145118452	0.1003712278	0.0992122556	0.0972905381	0.0946208495	0.0912237143	0.0	0.0	0.0	-0.0395965933075075	-0.0076791964165749	0.0015678902015601	5.897005760433826e-05	0.0392193860641612	0.0708158846964579	0.005014889525342	0.0015381602432497	0.0844563465301604	0.0731134570974632	0.0071328744692225	0.0053455776087425	-8.279160357457126e-05	-0.0008818261030446	6.854449622448961e-09	7.776172760109514e-07	0.000747023293014	0.0002320766180273	5.580438003054805e-07	5.3859556634989324e-08	-0.0005579693797101	-0.000424264056677	1.799999897880247e-07	3.1132982869407376e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
700.5753888899001	-1.3836270265707071	1.914423748656896	490805.87551823474	693.0217433063531	2.1387638255862385	480279.1366953767	4.574310701636282	602.1486003932669	-1.0499682639961063	1.1024333553989978	362582.9369555702	605.3854224581678	651.7072225312929	1.276106	20.865057	0.0857129643706452	0.0423175655735976	-0.0785209661	0.1266842255	-0.1168180956	0.0639235361	0.0135464492	0.0312778248	-0.0352191116	0.0475511013	0.171160613	-0.0369915774	-0.0351145227	-0.0424340189	-0.0126954254	-0.0520368828	-0.1480287533	0.0390867771	0.0643916509	-0.0741368792	-0.0102355695	0.0221348083	-0.0211117102	-0.0463044387	0.0408680485	0.0338782333	0.0556878496	-0.0063540277	-0.1841205725	-0.0136746316	0.0689913343	0.0597111097	0.1067748709	-0.0470275853	-0.016379299	0.0030171055	-0.0962973178	0.0132185777	0.0177238433	-0.0227796555	-0.0031236954	0.1142159187	-0.0962531551	0.0867438845	-0.0558006424	-0.0568061699	-0.1571991397	0.0045561795	0.0650650852	0.0342062297	-0.0647835647	0.0189666935	0.0463175443	-0.0207243378	-0.0151012163	0.0203084798	0.1071470594	-0.0524183096	-0.0623615738	0.0870297622	0.0841069439	0.0055932606	0.021309771	0.1392434674	-0.0438205137	0.0468957214	0.0215176843	0.0476047831	0.074423921	0.061525021	-0.0327315262	-0.1463240944	0.0160095229	0.1306276619	0.1298593548	0.020228358	-0.0417707566	-0.0096900907	0.0271009288	-0.0676923574	-0.1298711491	-0.0200397596	0.0059773294	-0.0956427961	0.0565889484	0.0281746454	-0.0706344158	0.141536842	0.0967756547	0.1230917304	-0.1023476351	0.128023556	-0.1326340923	0.0292497821	0.0378807845	0.0475691191	0.1002177191	0.098601049	0.0959258892	0.0922209577	0.0875260273	0.0	0.0	0.0	-0.0328285872158176	0.0067680060916898	0.0010777161385865	4.580590645715158e-05	0.0680154704530622	0.0287960843889009	0.0008292144761327	0.0046261042209513	0.0940147528605024	0.0095584063303419	0.0088387737554213	9.136313157592192e-05	-1.2977400259945442e-05	6.981420331462582e-05	1.6841291750683203e-10	4.87402298445591e-09	0.0004660005944545	-0.0002810226985595	2.1715655403194737e-07	7.89737571056636e-08	-9.699693038997968e-05	0.0004609724493201	2.124955990321909e-07	9.408404505078564e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
