global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
791.5354983414973	n/a	626528.4451347224	n/a	1280.7871552907168	n/a	n/a	1640415.7371576866	635.0154920991484	n/a	403244.6752059237	n/a	729.5509935251583	936.7996138761264	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.35432604114294e-05	n/a	n/a	5.542851108003788e-10	-0.0576411196657744	n/a	0.0033224986763241	n/a	-0.2615370825796219	n/a	0.0684016455642599	n/a	-0.0077900503378791	n/a	n/a	6.068488426669029e-05	0.0005589196805884	n/a	3.123912093490392e-07	n/a	-0.0001058248545467	n/a	n/a	1.1198899839830212e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
630.6147877518773	-160.92071058961994	397675.01053134527	25895.47509666822	859.3830441688294	-421.40411112188735	177581.424870428	738539.2166048842	535.3501698954123	-99.6653222037362	286599.8044070468	9933.176449974551	580.2071931694264	746.53056819551	12.04853	319.861206	0.8395977977935072	0.5589654065405539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.036483807320053	-0.0365073505804644	0.0013327866464049	0.0013310681965667	0.0349317082258409	0.0925728278916153	0.0012202242395752	0.0085697284638506	-0.0448265144892445	0.2167105680903774	0.0020094164012544	0.0469634703220541	0.0013759922838844	0.0091660426217635	8.401633734398512e-05	1.8933547653094077e-06	-0.0001260901975128	-0.0006850098781012	1.589873790881691e-08	4.69238533096221e-07	-0.000130913379303	-2.508852475630001e-05	6.294340744474781e-10	1.7138312880531153e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
607.8504492057579	-22.76433854611946	369482.1685996416	518.2151094423403	738.1574334967627	-121.22561067206676	14695.648682815505	544876.3966265277	530.2655363816482	-5.084633513764061	281181.5390741171	25.85349796929266	557.2824688713791	711.5345065829433	2.226778	59.115906	0.16116239635394	0.0881617712743209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0049643579650506	0.0315194493550024	0.0009934756876425	2.4644850005161336e-05	0.1025540698296794	0.0676223616038385	0.0105173372386307	0.0045727837888802	-0.0007080701111163	0.0441184443781281	5.013632822562494e-07	0.0019464371343459	0.0013409989536016	-3.4993330282800114e-05	1.2245331642811354e-09	1.798278193560586e-06	-0.0003280063592328	-0.00020191616172	1.0758817169715667e-07	4.0770136363737214e-08	-9.780050966380236e-06	0.0001211333283366	1.4673283233907329e-08	9.564939690499499e-11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
602.3656488092537	-5.48480039650417	362844.3748653932	30.0830353894923	700.8740414136076	-37.28339208315504	1390.0513252262676	491224.4219274434	529.5864807342316	-0.6790556474165896	280461.8405764687	0.4611165722883637	551.3288866434065	701.382243055965	0.972227	25.810438	0.0958786410786214	0.0444293805975214	-0.0565347948	-0.0451062791	0.1305311156	0.0851305181	0.1354741703	0.0860555966	0.075212762	-0.2007847113	0.0694244054	-0.0484711292	0.1505719062	-0.0117129438	-0.0211073257	0.0104558474	-0.0061123045	0.079338903	-0.0567769518	0.0815825113	-0.0209682482	0.0243271318	-0.0818685931	0.086953965	-0.0992983094	0.0081783842	-0.0074911224	0.1037862364	-0.0885624528	0.0704568785	-0.011208612	0.0412534089	-0.1153603335	-0.0181521165	-0.0481951848	0.0041433393	-0.0191996717	0.040172072	-0.0331277141	0.0367425182	-0.075643294	0.0402083338	-0.0579185489	0.1824816408	-0.023792015	0.2235846355	0.0041692833	-0.0924296913	-0.0384495485	-0.0143567424	0.0570107502	-0.0648883044	0.0849871861	-0.0428818692	0.0192501114	-0.0871858302	0.1709459623	-0.0758615216	0.0533772836	-0.0110334537	0.0848106747	-0.0771246548	-0.0892815391	0.0086712092	-0.0634324425	0.0444449558	-0.0238927224	0.0275452549	-0.0747096414	0.0178560325	-0.0389591228	0.1212391562	0.1007553414	0.1007457326	0.1007297186	0.1007073005	0.1006784796	0.0	0.0	0.0	0.0149923150781745	0.0199566730432251	0.0003982687989541	0.0002247695114032	0.075534260184753	-0.0270198096449264	0.0057054244616579	0.000730070113248	-0.0070797720778372	-0.0063717019667209	5.012317267412327e-05	4.0598585952714985e-05	0.0009900806420764	-0.0003509183115251	1.2314366136369728e-07	9.802596778144166e-07	-0.0003272579384805	7.484207523000396e-07	1.0709775829850673e-07	5.601336224733574e-13	0.0004891623452311	0.0004989423961974	2.4894351472328333e-07	2.392797999919899e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
599.9326619067604	-2.432986902493326	359919.1988225312	5.919425267704069	688.7809879529422	-12.093053460665487	146.24194200251353	474419.249365431	528.6236111300808	-0.9628696041507964	279442.9222442069	0.9271178745975116	549.1553362525603	691.8557261833303	0.863757	22.930792	0.407703615497042	0.2246878645637836	-0.0196480351	-0.0077043457	0.1136094832	0.0942752915	0.0260103114	0.0150421739	-0.0424714225	0.0595979366	0.068267712	-0.0883945718	0.1112398462	0.0259757614	-0.1107125689	0.0335709063	0.0580993268	0.086742951	-0.0243769443	0.0323622048	0.0034845117	-0.0522043067	0.0272979493	0.0869600818	-0.053456435	0.0172936682	-0.018726055	0.1084713551	3.63237e-05	0.0154948836	-0.0337988429	0.0360107895	-0.1137509905	0.0272192581	-0.060221549	-0.0472668402	-0.0604939694	0.1061206601	-0.0749274096	0.0093930238	-0.0439106631	-0.0048629981	-0.0025462881	0.1110044349	0.0296538631	0.114579141	-0.0470500472	-0.097527498	-0.0130209672	-0.07946972	0.06246865	-0.0852823934	-0.0045037299	-0.0118576595	0.1165494114	-0.0015464249	0.093421173	-0.0228228544	0.0727994601	0.0281693161	-0.043806047	-0.0318376942	0.0351352756	0.0149527019	0.125938406	-0.0021862237	0.0668971392	0.0530760412	0.0272295795	-0.0002512258	0.0418378394	-0.0051654908	0.1007297186	0.1006432578	0.1004992113	0.1002976618	0.1000387243	0.0	0.0	0.0	0.0416019647406074	0.0266096496624329	0.0007080734551574	0.0017307234702787	0.0090163473297053	-0.0665179128550477	8.129451916988391e-05	0.0044246327305917	-0.0769801018161686	-0.0699003297383314	0.0059259360756276	0.0048860560975274	0.0051397971610745	0.0041497165189981	1.722014718804571e-05	2.6417514856989488e-05	-0.0005288524993267	-0.0002015945608462	2.796849660440972e-07	4.0640366962772247e-08	0.0010313657302114	0.0005422033849803	2.9398451068409546e-07	1.0637152694544945e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
599.2954996064514	-0.6371623003090008	359155.09584854613	0.4059757969350573	687.0870356450887	-1.6939523078534648	2.86947442128208	472088.5945515554	528.0022326382724	-0.6213784918084002	278786.35767100035	0.3861112300820821	548.212095146136	684.2824484084762	0.842364	22.362848	0.4133136348553229	0.2445817549149415	0.0097356588	-0.0395401349	0.1055262586	0.059362256	-0.0043604197	-0.0505406577	-0.0019505528	-0.0045634581	0.0468066048	-0.0947965938	0.0302255021	0.0621721449	-0.0667047451	-0.0476598379	0.0670328893	0.1123475978	0.0545047427	0.0428530769	0.0024177342	-0.0328305407	0.0022313819	-0.0685376619	-0.0177458632	0.0445720576	-0.0851760739	-0.0283822631	-0.095804819	0.0102522549	0.0175530133	-0.0415842481	-0.0932666664	0.0583799826	-0.0084865211	-0.1046776428	-0.0159106297	0.0330169669	-0.104111489	0.0380111894	-0.0417543945	0.0353552578	0.0329420072	-0.0428246526	0.0842943674	0.0707110646	-0.0450985527	0.026054347	-0.045423218	-0.0693370406	0.0803198221	-0.04087607	0.0832701129	-0.0240221981	0.0341471497	-0.1043073368	0.0606696925	-0.0690497146	0.0896644949	0.0458668363	-0.0894215424	0.0112043523	-0.0048410185	-0.0358782309	-0.041378581	-0.0007101136	-0.0427808916	0.0877607159	0.0032929182	-0.0655454851	0.0369035325	-0.0198092811	0.1006784796	0.1004384124	0.1000387243	0.0994800506	0.0987632792	0.0	0.0	0.0	0.0468711952306364	0.005269230490029	2.776478995705129e-05	0.0021969089423484	0.114908238293566	0.1058918909638607	0.0132039032277309	0.0112130925719021	-0.0169364969124359	0.0600436049037327	0.0002868449276649	0.0036052344898355	0.0007680478874087	-0.0043717492736657	1.9112191711797444e-05	5.898975573529671e-07	-8.909218761998794e-05	0.0004397603117067	7.937417894915132e-09	1.9338913175238457e-07	0.0010620343147929	3.066858458149993e-05	9.405620802326155e-10	1.1279168857976246e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
598.1440217945802	-1.151477811871132	357776.2708085953	1.32590115123153	684.7343560484446	-2.352679596644066	5.535101284465284	468861.13835307816	527.6841111616654	-0.3181214766069615	278450.5211724769	0.1012012738785935	547.9142361011268	679.8912250141657	0.683491	18.14513	0.1196105422598111	0.0561627599036933	0.0194930208	-0.0439263924	0.0973518194	0.0364421618	-0.0051277576	-0.0319887376	-0.0220912029	0.0603346183	0.0488197419	-0.0413867055	0.0354759338	0.0746869484	-0.0916504497	-0.0566519872	0.0681519328	0.088406977	0.0032763857	0.0779641145	0.0122930576	-0.0411181616	-0.0524872361	-0.0251352742	-0.0179720019	0.1460269918	-0.0482994006	0.0225268153	-0.0332461269	-0.0330992831	-0.0127219513	-0.0088661337	-0.0270665724	0.0682310754	-0.0205833615	-0.1123633185	-0.0488680615	0.0177980714	-0.0821737186	0.0183899703	-0.0757161894	0.0341673578	-0.0568805016	-0.0063518665	0.0465795121	0.0507169595	-0.0473917574	0.0180733262	-0.0386265296	-0.0772733275	0.0773926333	-0.0525777895	0.0995660771	0.0201662797	-0.0211325082	-0.0812150389	0.0643661134	-0.117483195	0.0673301491	0.0641405171	0.0209303022	0.0079656691	-0.0401644515	-0.0049951872	0.0215128916	-0.0887148217	0.0113817885	0.1134034171	0.0024419398	0.0152177008	0.0307335891	0.0190283924	0.1006016373	0.1001314048	0.0993493113	0.0982577928	0.0968602488	0.0	0.0	0.0	0.0325069334072338	-0.0143642618234026	0.0002063320177312	0.0010567007195423	0.07661249443494	-0.038295743858626	0.0058694743035437	0.0014665639976854	-0.006783218454494	0.0101532784579419	4.601205260138797e-05	0.0001030890634445	0.0011754117128631	0.0004073638254544	1.659452862888429e-07	1.3815926947357667e-06	-0.000689800957204	-0.000600708769584	4.758253605595547e-07	3.608510258551378e-07	0.0011899068821513	0.0001278725673584	1.6351393482828564e-08	1.4158783881910278e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
597.4592315885055	-0.6847902060746947	356957.5334103275	0.4689376263358227	685.007424829213	0.2730687807684262	0.0745665590303548	469235.17207115	528.9170808058518	1.232969644186369	279753.278368184	1.5202141434850611	548.872342188523	667.1654449475255	0.8025489999999998	21.305861	0.1189737619335886	0.0750664857762345	0.0696636258	-0.0251231627	0.0604189123	-0.029747845	0.00455166	-0.0441658183	-0.0043771495	0.0088891629	0.0349630127	0.0008791249	-0.0368920948	0.0173203171	-0.0678890849	-0.0255791491	-0.0439384709	0.0642020721	0.0090746683	0.0712413729	0.0250909988	-0.0360829356	-0.0401449184	-0.1188248391	-0.0520457066	-0.0275277828	-0.0364381622	-0.0257727856	0.1069322465	-0.1244936186	-0.0324558361	0.0628316741	0.0565242508	0.0125661263	-0.027576389	-0.0581486342	0.0195653817	-0.0019590904	-0.0397256248	-0.0023836728	-0.0960701038	0.0133962773	-0.0508591289	-0.0564260299	0.0619896709	0.0530754789	-0.0432687982	0.0557066815	-0.0145758468	-0.0736496738	0.0573412507	0.0547944008	0.0746670706	0.1001596072	0.0236584804	-0.1002266042	-0.0027140699	-0.029908045	-0.0522532248	0.0458702232	-0.0544822859	-0.0190785168	0.052263253	0.0355268425	-0.0193112241	-0.1248048039	0.0247948573	0.1254266105	0.0806247972	0.0655053053	-0.0504803912	-0.0958108866	0.1004992113	0.0997225472	0.09843255	0.09663586	0.0943417259	0.0	0.0	0.0	0.0240864620882774	-0.0084204713189563	7.09043372333673e-05	0.00058015765593	0.0907873521963722	0.0141748577614321	0.0082423433188281	0.0002009265925568	-0.0148582090356441	-0.0080749905811501	0.0002207663757468	6.520547288566282e-05	0.0025860366416838	0.0014106249288207	1.9898626898104054e-06	6.687585512131228e-06	-0.0009570777334904	-0.0002672767762863	9.159977879431212e-07	7.14368751420503e-08	0.0011017397418174	-8.816714033389999e-05	7.773444634657614e-09	1.2138304586998714e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
596.3435122998862	-1.1157192886192888	355625.58466216456	1.244829530997132	685.5136058929304	0.5061810637173494	0.2562192692660273	469928.9038643279	528.6964139071378	-0.2206668987140574	279519.8980782675	0.04869388018808	548.9474100564371	665.5927760713105	0.721313	19.149218	0.1408212584536664	0.0668290780441176	0.0675894314	-0.0312980786	0.016868516	-0.0823814178	0.0398693989	-0.0537198932	-0.0273806894	0.0184659226	-0.0096335301	0.0761151026	-0.0960958737	0.0317553174	-0.0498804262	-0.0180430578	-0.0989546149	0.0480908138	-0.028110888	0.0378731745	-0.0257890164	-0.1141231687	0.038964588	-0.0546860981	-0.097759788	0.1051380898	-0.1455921067	-0.0556763588	-0.0333048246	-0.0208630247	0.1425360138	0.0688662864	0.0906500459	0.0261360008	-0.0546626444	-0.0150075506	-0.0115117876	-0.0327588648	-0.0036220735	-0.0202862608	-0.0974494547	0.0705219555	-0.0518204409	-0.0278978212	0.0946026772	0.0514489143	-0.0597924836	0.03387751	-0.0220958098	-0.0679024156	0.0794262376	0.0543281277	0.0970086859	0.1267454726	-0.018256119	-0.1291659447	-0.0226162168	0.0149707827	-0.0595006519	0.0843802103	-0.0657357271	0.0570814188	0.0224304951	-0.0580763481	-0.0585594566	-0.1022815665	0.021988242	0.0683276263	0.0198695929	-0.0253205692	0.0270980414	-0.0896255777	0.1003712278	0.0992122556	0.0972905381	0.0946208495	0.0912237143	0.0	0.0	0.0	0.0147316385145614	-0.0093548235737159	8.751272409535256e-05	0.0002170211733237	0.1221366744435101	0.0313493222471379	0.0149173672441199	0.0009827800053548	0.0251838073617634	0.0400420163974074	0.0006342241532344	0.0016033630771702	0.0016676872115682	-0.0009183494301156	8.433656757936477e-07	2.781180635628118e-06	-0.0011510085693149	-0.0001939308358244	1.3248207266363329e-06	3.760916908358914e-08	0.0011909614005854	8.922165876800001e-05	7.960504393313433e-09	1.4183890576843377e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
597.9910986109514	1.6475863110651972	357593.35401793267	2.7145406524094247	685.2884735386122	-0.2251323543182479	0.0506845769608771	469620.2919648811	529.3179922570715	0.6215783499337704	280177.53692705726	0.3863596451063887	549.3923281435249	665.1787012291882	0.856655	22.742245	0.1777773493364959	0.0965167638815388	0.0369530514	0.0003612902	-0.0032581336	-0.0624194185	0.0393475048	-0.0283246631	0.0220728615	0.005760854	0.0040338991	0.0600513705	-0.0339302423	-0.0091502672	-0.0319244094	-0.0111373659	-0.0686890424	0.0707537878	-0.0444496314	0.0399083748	-0.0700650518	-0.0276535029	-0.1032142363	-0.026824031	-0.021239044	0.0925048399	0.0519699306	-0.1868164472	-0.0399465872	-0.0296973197	0.0510442009	-0.015331449	-0.0572483	-0.0094635978	-0.0445444872	0.0052880549	-0.0181502879	-0.0405228473	-0.0324268626	-0.0332720918	-0.0971169646	0.1211808992	-0.1286513969	0.0211565431	-0.0266826122	-0.1058855225	0.0332792171	0.0671184224	-0.0157167732	-0.0498091034	0.0683123599	0.0127673287	0.152676595	0.0652194835	-0.0479784333	-0.0335111834	0.1139319851	0.062579378	0.0055023925	0.1663803942	0.0153101686	0.0198403497	-0.0699110019	0.0075144037	0.0057892318	-0.0260403439	0.0452648663	0.0522368057	-0.0065193512	0.0701685199	-0.0129546466	-0.0056118274	0.1002177191	0.098601049	0.0959258892	0.0922209577	0.0875260273	0.0	0.0	0.0	-0.0013312477363172	-0.0160628862508786	0.0002580163147086	1.772220535449669e-06	0.1846304394585161	0.0624937650150059	0.0340883991746447	0.0039054706657507	0.0297374467644147	0.0045536394026512	0.0008843157400663	2.0735631809378484e-05	0.0028921334248939	0.0012244462133257	1.4992685293276451e-06	8.36443574738852e-06	-0.0016280060163942	-0.0004769974470793	2.650403589415712e-06	2.275265645201697e-07	0.0013828589135396	0.0001918975129541	3.68246554780073e-08	1.9122987747559226e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
