global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
757.5785499715648	n/a	573925.2593770188	n/a	1098.77629749195	n/a	1207309.351930118	n/a	546.6250470756304	n/a	n/a	298798.9420904351	605.7964220450325	796.3057068497974	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0002256328822625	n/a	5.091019755808319e-08	n/a	-0.0346669310262655	n/a	n/a	0.0012017961067798	-0.4282387086458001	n/a	n/a	0.1833883915826224	-0.0017909856648123	n/a	n/a	3.2076296515631563e-06	0.0004820535392706	n/a	2.323756147233119e-07	n/a	-5.906835509488721e-05	n/a	3.4890705736156876e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
601.3594521643038	-156.21909780726105	361633.1907073516	24404.406519714597	787.350862162822	-311.42543532912794	619921.3801485391	96985.80176993684	457.6960889759631	-88.92895809966728	7908.3595886923795	209485.70986389276	486.8556254388203	629.966309519144	15.346257	327.203033	0.709300465522279	0.5054676452868311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-4.2823729970109525e-05	0.0001828091522923	1.8338718485528566e-09	3.3419186161862414e-08	0.0498794249377994	0.0845463559640649	0.0071480863068023	0.0024879570321255	0.064938315517999	0.4931770241637991	0.2432235771630604	0.0042169848223151	-0.0002460229412449	0.0015449627235674	2.3869098172127983e-06	6.052728761879152e-08	-7.892848729174062e-05	-0.0005609820265623	6.229706106162461e-09	3.147008341259907e-07	-0.0005810091298076	-0.0005219407747127	3.3757160891978454e-07	2.724221723077068e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
580.2698297846606	-21.08962237964317	336713.075358319	444.7721721159462	717.8159537650444	-69.5349083977776	515259.7434796203	4835.103485887322	455.0796949329943	-2.616394042968807	6.845517788082659	207097.5287403072	474.6832789359932	588.816798098594	2.853797	60.846832	0.2691528584181551	0.1293331034037376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0549151351526262	0.0549579588825963	0.0030156720688312	0.0030203772445411	0.0148919176406252	-0.0349875072971742	0.0012241256668698	0.0002217692110151	0.0786410375971016	0.0137027220791026	0.0001877645923771	0.0061844127943487	0.0018119747963714	0.0020579977376163	4.23535468803381e-06	3.283252662685177e-06	0.0004850973924312	0.0005640258797229	2.3531948014354965e-07	3.181251929972371e-07	0.0001070606560388	0.0006880697858463	1.146198407145824e-08	4.734400301947106e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
573.1318890981772	-7.137940686483375	328480.1623012453	50.95019724375476	694.1281890869141	-23.687764678130293	481813.9428850787	561.1101954464772	453.1440964500503	-1.935598482943988	3.746541487175066	205339.5721475325	468.7810361271503	562.4074959008658	1.910424	40.732838	0.6509476329339624	0.3426926893639156	-0.0821168774	0.0055334993	-0.1574473479	0.0066253646	-0.0618580447	0.1550459037	0.0698154861	-0.1287200839	0.2005365989	0.1344860117	0.0027698727	-0.1195035743	-0.0926508046	-0.0185020351	0.0976589973	-0.0589004575	0.0561974431	-0.0207219522	0.0897060032	-0.0915015831	0.0930002069	-0.0791706779	-0.0009311623	0.1700591125	-0.0071595454	0.0590611144	-0.0459631437	0.0139450426	-0.0951097282	0.0414432008	-0.077929764	0.0348618252	-0.0970560589	0.0360207646	0.1235565705	-0.0592188471	0.068365892	-0.1340932197	0.0305967394	-0.0703293316	0.0262614619	-0.1281915726	0.1364353584	-0.0963959934	-0.0856272793	-0.0097646455	0.1230407632	-0.0159266428	0.0492998976	-0.0676301131	0.0326924522	-0.0628117043	0.1044404552	-0.0633099844	0.01712672	-0.0524392471	-0.1521816071	0.0951975349	-0.0805289258	0.1638094451	-0.0266381106	0.0113033809	-0.0059648206	0.1545562776	-0.1122164154	0.1573310911	-0.0511462347	0.0044811102	0.1445863455	-0.0626853771	0.0408412782	0.129655907	-0.0106926255	0.0096172039	-0.1112639731	0.1218781706	-0.0886768601	0.0299821562	-0.0073388164	0.0981554196	-0.1550185936	0.0625199624	-0.0096763744	-0.0709990347	-0.1200388693	0.0548008991	-0.0506796857	0.1156442804	-0.0542693087	0.198836547	-0.0741440565	0.1713542504	-0.0263923676	0.1007553414	0.1007457326	0.1007297186	0.1007073005	0.1006784796	0.0	0.0	0.0	0.0122742449478749	-0.0426408902047513	0.0001506570890404	0.0018182455174536	0.1229931423379895	0.1081012246973643	0.01168587478107	0.0151273130621729	0.3656390914177834	0.2869980538206818	0.0823678828968589	0.1336919451728221	-0.0004948750086428	-0.0023068498050142	5.3215560228940525e-06	2.4490127417921136e-07	0.0015032078700867	0.0010181104776555	2.259633900690593e-06	1.0365489447119105e-06	-0.0008321283455148	-0.0009391890015536	6.924375834091984e-07	8.820759806392481e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
571.0745634624622	-2.057325635715074	326126.1570338417	4.232588771370433	686.4064067118877	-7.721782375026351	471153.75517512544	59.625923047267584	452.3504172750039	-0.7936791750464067	0.6299266329023447	204620.9000088701	467.1673683697335	543.0354915012834	1.365445	29.11314	0.1482211693321771	0.0780629247608576	-0.0047651735	0.0145556337	0.0425149657	0.0391236509	0.0086388677	-0.0124530517	-0.0792706911	-0.0339071935	0.075836771	0.0043375543	0.0827937663	-0.0370485018	-0.0035988841	0.0075193615	-0.0422218884	0.0080751354	-0.0821735756	-0.0001915116	0.035801545	-0.0392747018	-0.0376186288	-0.0135025192	-0.0245047262	0.0064232133	0.0043896312	0.0106360729	-0.0236073556	0.0045964796	0.0213855108	0.0627323118	-0.0265480691	0.1483949171	0.0214634239	0.0209179256	0.0617367398	-0.1045329797	-0.0049749632	-0.0120058442	0.1690647111	0.0312012773	0.0754097496	-0.0015273388	0.0659280627	0.1283812473	0.002030117	-0.0211330019	-0.0672765891	0.03944373	0.0687954815	-0.002466371	6.97278e-05	-0.0507652098	-0.0060451073	-0.0446154358	0.0028515383	0.0002229414	-0.0137727139	-0.0093548098	0.0012675018	0.0021927709	0.0182224948	0.0334060618	-0.043924257	0.0314157261	-0.0474519695	0.1552520503	-0.0148639041	-0.1248550167	0.0154608173	-0.0499432203	-0.0304549182	-0.0304310442	0.0464483993	0.041299934	-0.0058337039	0.0623975715	0.0041788225	0.0361961558	0.015626625	0.1371062724	0.031533781	-0.0199101604	0.078634557	0.0411008982	0.037119001	-0.0798366231	0.0970749435	0.027866814	-0.0751701253	0.0358394363	0.0503973606	0.0954744417	-0.0339869461	0.1007297186	0.1006432578	0.1004992113	0.1002976618	0.1000387243	0.0	0.0	0.0	-0.0105795468450509	-0.0228537917929258	0.0001119268114466	0.0005222957993144	0.0937816401719118	-0.0292115021660776	0.0008533118587987	0.0087949960333339	0.425028566083192	0.0593894746654086	0.0035271097010332	0.1806492819867343	-0.0010929684646737	-0.0005980934560309	3.577157821469862e-07	1.1945800647711852e-06	0.0014649017411505	-3.830612893620015e-05	2.145937111225766e-06	1.46735951407679e-09	-0.0007331999163266	9.892842918820003e-05	5.375821173013332e-07	9.786834101644708e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
570.1798106592297	-0.8947528032324499	325105.016483395	0.8005825788923272	682.4914348705395	-3.914971841348233	465794.5586716479	15.327004518549575	451.6277894879332	-0.7226277870706781	0.5221909186466653	203967.6602377569	465.8337241429099	552.4101850966841	0.932022	19.871979	0.0876265809533394	0.0531422434433127	-0.0411631513	-0.0094990339	-0.0328369119	0.0608530675	0.0438289182	0.03088099	-0.0473447347	-0.0562214423	0.1272745097	0.010481083	-0.0203697857	-0.0319667724	0.0108395507	0.1130540828	0.0509924493	0.0325220646	-0.0485020142	0.0221517639	0.0609189847	0.0091763031	0.0724642145	0.0724140518	0.0089900385	0.088327106	-0.0833604657	0.0900334477	-0.0001559399	0.1841405269	-0.0994262974	-0.042499631	-0.0488132332	-0.0823863375	-0.1224158476	-0.0058695215	-0.0497438354	0.0748018336	0.0728095841	0.0046255166	0.0843308075	-0.054922861	0.1380186241	-0.0085593865	-0.0615182919	0.074584921	-0.0165655341	0.0841809058	-0.0161675043	0.0472664586	0.0366136429	-0.0297627015	0.0768580505	0.0600036569	0.0090636611	-0.0034784086	0.0606677234	-0.0815391694	-0.0674216914	-0.1067574194	-0.1016570288	0.1202901703	0.0796883019	0.0282924816	0.0284949345	0.0613304645	0.0220357723	-0.0293504655	-0.0154604786	0.0458805613	-0.1526923088	-0.0551757688	-0.0066577687	0.0564138061	-0.0059237797	-0.0121464443	-0.0036474407	0.0268287927	0.0608771022	0.021060043	0.0254209761	0.2265365991	-0.0119092895	0.0562424761	0.0154101795	0.0543107046	0.0141876794	0.0824257234	-0.1347622091	0.0941677905	-0.2252296399	0.0814218212	0.0317155356	0.0548523304	0.0462608057	0.1006784796	0.1004384124	0.1000387243	0.0994800506	0.0987632792	0.0	0.0	0.0	-0.0120241724500971	-0.0014446256050462	0.0001445807231096	2.0869431387551005e-06	0.0807238543052761	-0.0130577858666357	0.0001705057717389	0.0065163406538994	0.4289700609448772	0.0039414948616852	1.5535381744690935e-05	0.1840153131870516	-9.291455053845412e-05	0.0010000539141352	1.000107831177226e-06	8.633113701762945e-09	0.0012700434850216	-0.0001948582561289	1.6130104538458109e-06	3.7969739981596e-08	-0.0009219412384619	-0.0001887413221352	8.499756471766619e-07	3.5623286681381075e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
567.3656079063767	-2.8142027528530207	321903.73303497233	7.91973713416552	683.1200235727671	0.6285887022276029	466652.9666060578	0.395123756568182	451.4532677980933	-0.1745216898399348	0.0304578202245864	203810.05300557692	466.36165428421833	540.4092774053382	1.073633	22.891317	0.1856059590244181	0.0859838847936348	-0.0100338658	0.0733808896	0.0524478	0.0305900912	0.1067974865	-0.0004163252	0.0007730004	0.0556350751	-0.0374564598	0.0304787303	-0.0241197874	-0.00058498	0.0277487105	0.0997164511	-0.0851593513	0.0187762563	-0.0224162748	-0.0091674624	0.0472455305	0.0054744868	0.0211458251	0.0515367545	0.1076469966	0.0180811823	-0.0166244903	0.0566782276	-0.0833056631	0.0987391383	-0.0362882694	0.0934405485	-0.0240093174	0.090919983	-0.0317258732	-0.0140968968	0.1261009195	0.143812033	-0.0658869427	0.0874713073	-0.091959712	0.0280878182	0.0105924086	-0.0629902483	-0.0242383372	0.0625964286	-0.0023485541	0.0797769463	-0.1134946881	-0.0267002698	-0.0270234359	-0.0349602119	-0.0053222847	0.0190900693	-0.065716379	-0.0225081902	0.0429065097	-0.0561165303	-0.0281862157	-0.0312791633	-0.085331737	0.0934097596	-0.0887451515	0.0179651618	0.0137987594	-0.1184034874	0.1383949754	0.1473901027	-0.0675730181	-0.1174637255	-0.0057883873	-0.0383588435	-0.0519249485	-0.0229625248	0.0202916265	0.037432047	0.030370384	0.0453739658	-0.0040201625	0.047805313	-0.027519174	0.1181958438	-0.0224892761	-0.0077394892	-0.0770071872	0.0004281631	0.0249331381	-0.0636511463	-0.0847687404	-0.0663353468	-0.1074635292	0.0549327589	0.0610862878	-0.0575333387	-0.1335961208	0.1006016373	0.1001314048	0.0993493113	0.0982577928	0.0968602488	0.0	0.0	0.0	-0.0402738170025713	-0.0282496445524742	0.0016219803359566	0.0007980424173411	0.1112125405578723	0.0304886862525962	0.0009295599894092	0.0123682291773363	0.4619804731896977	0.0330104122448204	0.0010896873165729	0.213425957608577	-0.0012780385912404	-0.0011851240407019	1.4045189918497073e-06	1.6333826406997462e-06	0.001832173927333	0.0005621304423114	3.356861299998829e-06	3.159906341732103e-07	-0.0010518310749391	-0.0001298898364772	1.1063486102075428e-06	1.6871369620073786e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
569.742860436171	2.377252529794305	324606.9270179902	5.651329590413422	682.8486812282252	-0.2713423445418357	466282.3214551264	0.0736266679414602	452.823805100847	1.3705373027536891	1.878372498239358	205049.39846600985	466.9288930437575	539.0467358968992	0.935834	19.953241	0.2088259071071892	0.1087842017294319	-0.0074185953	0.067481911	0.0111926439	-0.0311061759	0.0425858875	-0.0523183896	-0.0257659675	-0.0771845154	-0.0836580141	-0.0328665259	0.003980037	-0.0735367107	-0.0016140921	-0.0234874948	0.0113621303	0.0010677744	0.0124316731	1.94201e-05	-0.0194275446	-0.1128110949	-0.0033439601	-0.1217824788	0.0146930683	0.0821731031	-0.0080614394	0.0567119906	-0.094845619	0.0193713903	0.0200284764	0.1293553771	-0.1071599404	0.0393579914	-0.0015977061	-0.0023765109	-0.0617547613	0.1322527229	-0.0873774747	0.0228594849	0.0626273362	-0.0601031193	0.0137690863	-0.0042362268	-0.0362364057	0.1183415433	-0.0009965427	0.004857314	-0.0095852779	0.0507723943	-0.024726031	-0.0069976174	-0.0122321004	-0.1266120512	0.076019322	0.0047384258	-0.0462943424	0.0529318462	-0.0361085573	0.0732575943	-0.0013238597	0.023811267	0.0132777061	0.0382170671	-0.0122009842	-0.148078806	-0.036813158	0.1211747731	-0.0582710739	-0.0859736549	0.0051915594	-0.0157595961	0.0244500889	0.029742282	0.0109088429	0.0864492375	-0.0475837297	0.0568452022	-0.1083795767	0.029592344	-0.0133145899	0.0711258674	-0.0408748595	-0.0877812544	-0.0025374279	0.040637138	-0.0802548275	0.0012848888	0.0299504188	-0.0578248428	-0.0805660226	0.0010617939	-0.0193769936	0.0484748939	0.0324311542	0.1004992113	0.0997225472	0.09843255	0.09663586	0.0943417259	0.0	0.0	0.0	0.0057288301280919	0.0460026471306632	3.281949463653345e-05	0.0021162435430283	0.2000209628794635	0.0888084223215912	0.00788693587525	0.0400083855912277	0.4722314924813275	0.0102510192916298	0.0001050833965173	0.223002582491142	-0.0007429075716855	0.0005351310195548	2.863652080898667e-07	5.519116600676464e-07	0.0020882132717516	0.0002560393444186	4.360634668319522e-06	6.555614589030658e-08	-0.0005677250716465	0.0004841060032926	3.223117569760235e-07	2.3435862242393493e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
569.8488368829923	0.1059764468212733	324727.69689689914	0.0112310072808621	684.7502764727618	1.9015952445365656	468882.9411295237	3.6160644740440806	452.1080785770228	-0.7157265238241735	0.5122644569054351	204401.71471460743	466.8665148018165	547.4316175207864	0.916923	19.550041	0.2351058695224886	0.1401410385072146	-0.03344389	0.0099348623	0.0165895195	0.0403149647	0.0481978769	0.0261841457	-0.0031653518	0.0131494327	0.0236034538	0.0053875903	-0.0596508224	0.1617408588	-0.0080020719	0.066766377	-0.0430660616	-0.0237401877	-0.0544579666	0.0037882003	0.0289164604	0.103002978	0.0240682754	0.1268442914	0.2261178395	-0.0483544573	-0.0454222596	0.0235832771	-0.010483292	0.0383973	0.0330811647	-0.0015324029	0.0632080742	-0.0482036168	-0.0009595356	0.0500524376	0.0899529117	0.1056249512	0.0202965799	-0.0338627086	-0.1262166963	-0.0471458668	0.0359549627	-0.1160104034	-0.0609572711	-0.0693542597	-0.0173340905	0.0371348939	-0.0604464156	-0.0096206524	0.0525074952	-0.0257229269	0.0028720057	0.1229442021	-0.1611202915	0.0293362652	0.108588421	-0.0169100483	0.0298470879	0.0552856237	-0.1031547743	0.0628834974	-0.0372738495	0.0104351997	0.0398933853	-0.0767653163	0.1519655973	-0.0249866405	0.0190426236	-0.0224694949	0.0418235602	-0.0290407641	-0.056569633	0.0124119169	-0.0031394784	-0.0364179766	0.0761716041	-0.0105705785	0.1026305982	0.0631727461	-0.0174106024	0.0702208918	-0.0311973592	-0.0441903938	0.0148529101	0.0306961789	-0.0144393485	-0.106160811	0.0224784612	0.0525522936	-0.0154327715	0.0596491003	0.0380719489	-0.039812018	-0.0294527026	0.1003712278	0.0992122556	0.0972905381	0.0946208495	0.0912237143	0.0	0.0	0.0	-0.029064417991421	-0.0347932481195129	0.00084474039318	0.0012105701147059	0.0688294910422087	-0.1311914718372548	0.0172112022828252	0.0047374988371294	0.473093969770467	0.0008624772891395	7.438670742814522e-07	0.2238179042331795	-5.476850354817165e-05	0.0006881390681373	4.735353770969107e-07	2.9995889809060903e-09	0.002227032269197	0.0001388189974453	4.95967272804474e-06	1.9270714051745943e-08	-0.0011059404515954	-0.0005382153799489	1.2231042824750375e-06	2.8967579521353894e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
568.3388182575087	-1.5100186254835537	323009.0123383415	2.28015624930724	682.4841054555532	-2.2661710172086487	465784.5541994666	5.135531079236482	452.57631473352416	0.468236156501348	0.2192450982551548	204825.32065777792	466.8972491047067	538.562967226572	0.901722	19.225941	0.200137871161682	0.1221004858894671	0.0050055209	0.0616711052	-0.0017173206	-0.0373584577	0.0626900354	-0.0235246208	0.0909917844	-0.0772054277	0.016464999	-0.0355585761	0.0162111555	-0.0140691695	-0.0094498487	-0.0112117027	0.0267548348	-0.1091977937	0.0245198439	-0.0208188362	-1.11962e-05	0.0242319729	-0.0912663546	-0.0547966969	-0.0944382054	0.0125715788	-0.0073496393	-0.0650622041	0.0496719745	0.0144995771	0.0129964533	0.0627880043	0.0806387286	-0.0254547937	0.1140139094	0.0514822865	0.0511487339	-0.1328190264	-0.0600809605	0.1018510588	0.0247900801	-0.030532117	0.1107621437	-0.044040829	-0.0480994715	0.0232699801	-0.0085476385	0.0360977811	0.0591429594	-0.0623545115	0.0503845226	0.019198315	-0.0252402652	-0.0800770283	0.0904450619	-0.0519479417	-0.057750481	0.0705469979	0.0444744666	-0.034276309	0.0060667468	-0.0709895187	0.0452963709	-0.0369430151	0.1097498104	0.0309201198	0.0342000096	-0.0100279472	0.0936237318	-0.0090968658	-0.0733788938	0.0107990812	0.0071619569	0.0199728689	-0.008831624	-0.0176536812	0.0185890447	0.0271527382	-0.0465222001	0.0213487222	-0.1001111488	0.0619872452	0.0015073539	0.0135873306	0.0402853065	-0.0173217138	-0.0214451158	-0.0097066707	0.065020886	-0.0579856251	-0.0326598984	-0.0151043287	0.0326291716	0.0603991109	0.0225696168	0.1002177191	0.098601049	0.0959258892	0.0922209577	0.0875260273	0.0	0.0	0.0	-0.003725808683086	0.025338609308335	1.3881650342959032e-05	0.0006420451216804	0.1722160463521476	0.1033865553099389	0.010688779818855	0.029658366621165	0.5329257287965987	0.0598317590261316	0.003579839388161	0.2840098324133859	-0.0001468462962827	-9.207779273452834e-05	8.478319914862759e-09	2.1563834731946508e-08	0.0020880834770793	-0.0001389487921177	4.360092607251579e-06	1.930676683096789e-08	-0.0011053480861021	5.923654933001187e-07	1.2217943914495754e-06	3.50896877652693e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
