global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25
918.9473462076008	n/a	n/a	844464.2251019923	1477.8199600416192	n/a	n/a	2183951.834297413	663.3217696526623	n/a	439995.7700951396	n/a	756.6826909816011	1499.3034632913284	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0069687020057358	n/a	n/a	4.8562807644746166e-05	0.0031697111406572	n/a	1.0047068715206369e-05	n/a	-0.4015919433223871	n/a	0.1612760889414514	n/a	0.0004719212956	n/a	n/a	2.2270970924078253e-07	-0.0004770773658564	n/a	n/a	2.2760281301248133e-07	-0.0003278874483558	n/a	n/a	1.075101787892774e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
723.2767101599037	-195.67063604769717	38286.99781131036	523129.1994597333	991.4980804705312	-486.321879571088	236508.97054955576	983068.443576748	555.75283106061	-107.56893859205228	308861.20923188294	11571.076549820717	598.5978678926508	1213.0354492212343	22.462411	368.305634	0.5856930411969345	0.3888138679877785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0131038791735704	0.0200725811793062	0.0004029085151998	0.0001717116493955	-0.0400475728090867	-0.0432172839497439	0.0016038080878991	0.0018677336319927	-0.0172071221859937	0.3843848211363934	0.0002960850539237	0.1477516907200571	0.0021249949546794	0.0016530736590794	2.732652522342157e-06	4.515603557412905e-06	0.0002320752172553	0.0007091525831117	5.028973861339965e-07	5.3858906464094695e-08	7.025340808291983e-05	0.0003981408564387	1.5851614156575728e-07	4.9355413472652645e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
690.541544077152	-32.735166082751675	1071.5910984653356	476847.62409645726	862.2967710044762	-129.20130946605502	16692.97836774332	743555.7212847461	550.5450859789578	-5.207745081652206	303099.891695578	27.12060883547274	577.5442200680997	1137.6114192443715	5.016045	82.245743	0.1829961070229566	0.1026429097847352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0391222050641886	0.0260183258906182	0.0006769532821504	0.0015305469290844	-0.0822742600569625	-0.0422266872478758	0.0067690538679206	0.0017830931159299	0.0648690057418406	0.0820761279278343	0.0042079879059349	0.0067364907756262	0.0015460003890653	-0.0005789945656141	3.352347070106604e-07	2.390117202990059e-06	0.0002280001159895	-4.075101265800003e-06	1.6606450326524788e-11	5.1984052891225456e-08	-1.7624416974611461e-07	-7.042965225266594e-05	4.960335916431452e-09	3.106200736949726e-14	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
681.1907995102945	-9.350744566857545	87.43642395461586	464020.9053374742	818.9798456282064	-43.316925376269865	1876.356024053332	670727.9875452007	549.3179223813779	-1.2271635975798745	301750.17984939355	1.5059304952251802	571.5184254423101	1112.8495555551974	1.991713	32.657185	0.1386560679088189	0.0726767852122839	-0.0461814251	0.2896592363	0.2093839645	-0.0422355976	0.091995927	-0.1979150879	0.5569975374	-0.0415726318	0.0882087146	-0.1803395602	-0.039108174	0.0541706559	-0.0610267541	0.0595493906	-0.0436473094	0.0047951504	-0.0585032456	0.023801291	-0.0746541932	-0.0879571515	0.0934972666	-0.0823185201	0.0471106294	-0.0388103291	0.1111652645	-0.0487566245	0.0618362541	-0.0328164701	0.0330389662	-0.014753476	0.0662388058	-0.0177122078	0.057031909	-0.0341670009	0.1236709613	-0.046046582	0.010028756	-0.0097634127	0.0572081452	-0.0083511795	0.0209971176	-0.0785487183	0.0149507875	-0.0044041239	0.1489435916	-0.0549168795	-0.0349074281	0.0924824948	0.0527630814	-0.0626126855	0.1142981511	-0.0106077191	0.1227026022	-0.0033808178	0.1029808952	-0.1337829955	0.2428697603	0.0501405798	-0.0710611406	0.3516656201	-0.0410116338	0.1389002247	-0.0566775574	0.1149606445	-0.0064423242	0.0070722335	-0.1396886572	0.2276653492	0.0498747467	-0.0082176171	0.0791344634	-0.1487007451	0.0278395881	-0.0043849344	0.0136402667	-0.0454486671	0.0184267976	-0.1467582281	0.1558691466	-0.0487659725	-0.0181981992	0.0315864789	-0.0954599151	0.1453973116	-0.0197423353	0.0112142381	-0.0073929187	0.048418465	-0.0047587202	0.0783735511	-0.0052576345	-0.0182513933	0.0778124036	-0.029259962	0.1159965468	-0.0606045504	0.0197944193	-0.0477499269	0.0262563364	-0.00442596	0.0305683067	-0.0698299045	0.0184480044	0.1007553414	0.1007457326	0.1007297186	0.1007073005	0.1006784796	0.0	0.0	0.0	0.0439987223382019	0.0048765172740133	2.378042072375013e-05	0.0019358875673941	-0.037379477333971	0.0448947827229915	0.0013972253257608	0.0020155415157446	0.1090044894737474	0.0441354837319068	0.0118819787254323	0.0019479409242494	0.0010009797809234	-0.0005450206081418	2.970474632993664e-07	1.001960521817458e-06	0.0001501362105709	-7.78639054186e-05	6.062787767036686e-09	2.2540881724589625e-08	0.0002719249258679	0.0002721011700376	7.4039046735856e-08	7.39431653082629e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
678.6817267818881	-2.5090727284064087	6.29544595643278	460608.8862676453	808.6257839612183	-10.35406166698806	107.20659300379155	653875.6584868949	548.7720888862713	-0.545833495106649	301150.8055406016	0.2979342043803402	569.5295590015168	1105.75719711922	1.040558	17.061537	0.0922783921454734	0.0501405910781371	-0.0417030177	0.0894325836	0.1144719779	0.0031084801	0.0517035983	-0.0769648142	0.2351582289	0.0106577933	-8.26294e-05	-0.1071322673	-0.0321910934	0.0045413778	-0.0594489414	0.0877148724	0.0513452424	-0.0082021304	-0.0272046156	0.118386382	0.0667779202	-0.0044715533	0.0996127146	-0.0449008283	0.0785514224	-0.038997774	0.0093739435	0.0043150746	-0.0266825775	0.0512161185	0.0683243647	-0.0669690201	0.1861652951	-0.0140899664	0.0373363661	-0.0348550153	0.0626038245	-0.0748058696	-0.0181437431	0.0077828585	-0.0350640465	0.0633109458	0.148751044	-0.0574624054	0.0679952832	0.0171131161	0.0689901855	0.0098072723	-0.0392580386	0.0135416149	0.0106478459	-0.1088661893	0.0034675136	0.048581909	-0.0042164895	0.0173053231	0.0870526211	0.05698729	0.1672309132	0.0054350123	0.0159283169	0.1489596729	0.0380669003	0.0377115511	-0.0689625769	0.013708093	-0.0339114653	0.014935874	-0.2607673443	0.1092882021	0.0586942566	0.0747745942	0.0468936746	0.0761444699	-0.0364099492	-0.0484716276	0.1096344697	-0.0901404332	0.0251868274	-0.0029345523	0.0916607444	-0.0432807529	0.0070892248	0.0346281527	-0.0338021749	0.1299418756	-0.0496277093	0.066850871	0.0380065891	-0.0830746016	-0.0134024087	0.0302696598	0.0157608742	-0.0465904935	0.0696726319	-0.0566120657	0.0170634054	-0.0801491808	0.0195685331	-0.031805509	0.0361229452	-0.0353864459	0.0063938242	-0.0533336866	0.0137402235	0.1007297186	0.1006432578	0.1004992113	0.1002976618	0.1000387243	0.0	0.0	0.0	0.0534728992208499	0.0094741768826479	8.976002760370172e-05	0.0028593509510831	-0.0219604789364922	0.0154189983974788	0.0004822626351201	0.0002377455115814	0.149789306525534	0.0407848170517865	0.0224368363494003	0.0016634013019477	0.0006889635006091	-0.0003120162803143	9.735415918117192e-08	4.746707051715453e-07	0.0001481688031146	-1.9674074562999995e-06	3.870692099104835e-12	2.19539942164131e-08	0.0004899492343685	0.0002180243085006	4.7534599097164827e-08	2.4005025225827935e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
676.8092497800284	-1.8724770018596928	3.506170122493464	458070.7605878048	802.1186789320262	-6.507105029192076	42.3424158609368	643394.375091659	548.6563134617561	-0.1157754245151636	301023.7503014448	0.0134039489216663	569.0092775060775	1098.34790600502	0.977491	16.02747	0.0814173114634023	0.0443608112295838	-0.0442962274	-0.0287202232	0.0454144518	0.0354276439	-0.0515043492	0.0248392866	0.0678635722	0.0553039143	-0.0084195774	0.0274884114	-0.042700762	0.0203804309	0.0047907004	0.0040867982	-0.0232605806	0.0110186468	0.0621045751	0.0837910884	0.0269657482	-0.0466208138	0.0064395711	0.0724449872	0.0137011421	-0.0331741722	0.0341903077	0.0389951197	0.0645265517	-0.0880265715	-0.0483564118	0.0393024584	0.1134244203	0.040635181	-0.0336690373	0.0326191785	0.0424899223	0.0077652453	0.0561379273	-0.0089415555	-0.1568156972	-0.0722126384	0.0878347226	-0.0077247691	0.0268679338	0.0203022072	-0.127799112	-0.0789772777	-0.0385727908	0.0111172885	0.000376874	-0.0089942859	0.0032209551	-0.0141195621	-0.096164962	0.0236676696	-0.0366201237	0.0520986663	0.0631887881	-0.0742196812	0.0183437844	0.0342386144	0.006529816	-0.040194169	-0.0240321241	0.0257373825	-0.0304537093	0.003499637	0.0481822911	0.0148893819	0.0007967548	0.0888832558	0.0117835536	0.1145483548	-0.1058963783	-0.0500533175	0.1002003959	-0.028486572	0.0991364038	0.1623563288	-0.0181157394	-0.0396928682	0.0023743853	0.0155827166	0.064270381	0.0953033351	-0.0221013502	0.080995531	0.0745000707	-0.040797156	0.0212165569	-0.0458884275	0.0548146989	-0.0490542799	0.0155152845	-0.0273714308	0.0372652618	-0.0380387647	-0.0117469681	0.001476073	-0.01739409	-0.024442946	-0.042330625	-0.0713742183	0.002603631	0.1006784796	0.1004384124	0.1000387243	0.0994800506	0.0987632792	0.0	0.0	0.0	0.0551499314743608	0.0016770322535109	2.8124371793158533e-06	0.0030415149416266	-0.0005319143574951	0.021428564578997	2.829328837094251e-07	0.0004591833799162	0.1359410745911446	-0.0138482319343893	0.0184799757609951	0.0001917735277086	0.0013479257142695	0.0006589622136603	4.342311990322146e-07	1.8169037311889413e-06	0.000335300930129	0.0001871321270143	3.5018432960933536e-08	1.1242671374537255e-07	0.0004467739211132	-4.3175313255300015e-05	1.864107674693285e-09	1.996069365868639e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
676.3032527912172	-0.5059969888111482	0.2560329526859492	457386.0897359811	800.6456695032733	-1.4730094287529027	2.169756777194953	641033.4880943447	548.3019797846956	-0.354333677060481	300635.0610358168	0.1255523546992012	568.4817573385036	1096.3061680497033	0.8100159999999998	13.281454	0.0335791844705123	0.0181968331741046	-0.0438111301	-0.0598041225	-0.0220433618	0.0801343488	-0.083401747	-0.0311031932	0.0011643529	-0.0334123627	-0.1021086837	-0.046752134	-0.0387255448	-0.0284881621	0.001176014	-0.1267098018	-0.0289292727	0.0435671985	0.0550798175	0.0169536817	-0.0349108354	-0.0459593896	0.0440331424	0.088239349	0.0195204118	-0.0426528722	0.0398182312	-0.0208025869	0.0771354709	-0.0903508334	-0.0379096683	-0.0294681701	-0.084357574	0.0444695867	-0.0682290926	0.0527554185	0.0365691268	-0.1037903542	0.0477772169	-0.0822605056	-0.0311025401	-0.0710228463	0.033384718	0.0423241131	0.0375212976	0.0391128358	0.0156811276	-0.0732999598	-0.0357169902	-0.038038182	-0.0174859764	0.092434966	0.0349953362	-0.0175349232	-0.0435004809	-0.0790703886	-0.0496295116	0.0080430851	0.0370084282	-0.0672671521	0.0607790752	-0.0049983291	0.0223094391	-0.0150198029	-0.0166477794	0.0255800377	-0.0104913036	-0.0394918666	0.1236867515	-0.1490018844	0.030519267	0.0750837012	0.0825750458	-0.0389752925	0.0312364018	-0.1438743106	0.0476258727	-0.0350865032	0.0825328784	0.0485082904	-0.0413062182	-0.036961739	0.0126373694	0.010798783	0.0984514956	0.1055169915	0.0250856417	0.0188731644	0.0227551163	0.0829804474	0.0018887735	-0.0231170139	0.0470713497	-0.0224496627	-0.0183126468	-0.0133334288	-0.0184156482	-0.0148336968	-0.0310883682	-0.0315984576	0.0390829099	-0.0202854971	-0.0128861158	-0.0457514127	-0.0067871822	0.1006016373	0.1001314048	0.0993493113	0.0982577928	0.0968602488	0.0	0.0	0.0	0.0533752445346493	-0.0017746869397115	3.149513733982571e-06	0.0028489167291336	0.0050269610674291	0.0055588754249242	2.527033757344792e-05	3.090109598982621e-05	0.1398596539945771	0.0039185794034324	0.0195607228154828	1.5355264541005307e-05	0.0013349869470377	-1.2938767231799892e-05	1.6741169747869863e-10	1.7821901487610389e-06	4.589446665481667e-05	-0.0002894064634741	8.375610110063382e-08	2.106302069530079e-09	0.0005909695444561	0.0001441956233428	2.0792377791247486e-08	3.492450024746503e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
676.1745079156507	-0.1287448755665536	0.0165752429846473	457211.96515497233	800.5344987468146	-0.111170756458705	0.0123589370916007	640855.4836838137	548.225146311634	-0.0768334730615833	300550.8110484125	0.005903382582705	568.4100446011158	1090.055594354566	0.853418	13.993091	0.0951505283729989	0.0526848533203876	-0.0351053216	-0.0552607627	0.013090508	0.0094715145	0.0490743847	-0.0183882846	-0.0491934356	-0.0518609908	-0.032862799	-0.0275752548	-0.0447879254	-0.0291082966	-0.0009557806	-0.0317821183	-0.03406767	0.1024665363	-0.0209982379	0.0084350329	-0.0918377645	-0.0691567217	0.043622072	0.0973819949	-0.01391277	-0.0166060538	0.0041526141	0.1049019762	0.053572216	-0.1464553951	-0.024747234	-0.0518246802	-0.0333288637	-0.045340131	-0.0103702384	0.1477992606	-0.0237031709	-0.0642020171	0.0625179139	0.0629444	0.1010299733	0.0130958909	0.0619578747	0.0682912535	0.0389394944	-0.0371073324	-0.1062111498	0.0253494635	-0.040560967	-0.0170499345	-0.023625966	0.0241548606	0.0335471988	-0.0432472676	0.0976180516	-0.0926764642	-0.1020991413	-0.0514623929	0.058064085	-0.0732694083	0.0342850652	0.0560726513	-0.0249001639	-0.0971411879	0.030635427	-0.0333342857	0.0383729938	-0.0172207398	0.1183489403	-0.1226683921	0.0057194573	-0.0828504314	0.0343866543	-0.0105219304	-0.058986145	-0.0683784992	0.0119548952	-0.0229870947	-0.0149902834	0.0991746856	0.0067068905	-0.0364133072	-0.0008716233	0.0407229116	-0.0348052334	0.1087089729	0.00564067	-0.0763112751	-0.0364590053	0.0772875774	-0.0201666292	0.0547353708	0.0177120689	0.0087023693	-0.0175362102	0.0231055031	0.0101207662	-0.0032645522	-0.027119399	-0.0306727254	0.0368588323	0.0133634829	0.0096561836	-0.0408537879	0.022613233	0.1004992113	0.0997225472	0.09843255	0.09663586	0.0943417259	0.0	0.0	0.0	0.0647081173483599	0.0113328728137106	0.0001284340062117	0.0041871404507691	-0.0417355745303211	-0.0467625355977502	0.0017418581813759	0.0021867347355308	0.1450202825668611	0.0051606285722839	0.0210308823557722	2.663208726107398e-05	0.0010878824524778	-0.0002471044945598	6.10606312317036e-08	1.183488230409113e-06	0.0003768538097992	0.0003309593431443	1.0953408681456169e-07	1.420187939601716e-07	0.0006507955345369	5.982599008080001e-05	3.579149089147981e-09	4.235348277731694e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
676.2464357294155	0.0719278137647734	0.0051736103929799	457309.2418367384	800.2048650913484	-0.329633655466182	0.1086583468159976	640327.8261158632	548.2480021679819	0.02285585634786	300575.87188118347	0.000522390169394	568.3093773050512	1083.6140140638338	1.017474	16.683046	0.1988719333064435	0.1047399019861907	-0.0144399363	-0.0377587231	0.0469232799	-0.0601739116	0.110419994	0.0925508446	-0.0310194152	0.0256395414	0.0006972894	-0.0320353852	-0.050081528	-0.0392427858	-0.0572364279	0.0778109639	0.0898843358	0.0534137433	-0.1020778244	0.0848924894	0.031511672	-0.0456104291	0.0468368873	0.0173012644	0.044391055	-0.048470145	0.1129838285	0.0461121783	-0.1209059368	-0.0153844813	0.0145490423	-0.0742390077	-0.0402680161	0.0329295467	0.1105015326	0.0123542401	-0.0134234309	0.0151118243	-0.1347713795	0.0711035983	-0.040489902	-0.0334825927	0.1040188274	0.0258128827	-0.0334019154	-0.0181252398	-0.1602158549	-0.0495029338	-0.0515029264	-0.0258177522	-0.0137113425	-0.1298825962	-0.0744433293	0.0271471945	0.0670119956	-0.0504293799	-0.0443063152	0.0876804535	0.0599387009	-0.019000764	0.0782788831	0.0147092527	0.0652269943	0.042404519	-0.0458626505	-0.0901380008	0.0940594602	0.0342855418	0.039542172	-0.103942725	-0.0716783706	0.0366593332	-0.0458824822	0.1040656985	0.0435173324	-0.031528155	0.0715379499	-0.0527956116	-0.1353055098	0.0174811814	0.032968254	-0.0243933157	-0.0047495079	0.0182384901	-0.0872133818	0.0279981687	-0.0529635293	0.0255107561	-0.0313028906	-0.0866078689	0.0131739046	0.0745979984	-0.0011330655	-0.0145166269	-0.0121472177	0.0557970337	0.0184782111	-0.0685304089	-0.0473592754	-0.0355847392	-0.0110330952	-0.0359521363	-0.0561585694	-0.0017557769	-0.0453553133	0.1003712278	0.0992122556	0.0972905381	0.0946208495	0.0912237143	0.0	0.0	0.0	0.0735473690463521	0.0088392516979921	7.813237058045795e-05	0.0054092154936403	0.0218518061118118	0.0635873806421329	0.0004775014303482	0.0040433549769274	0.1281072594108252	-0.0169130231560358	0.0164114699137524	0.0002860503522766	0.0025550396320518	0.001467157179574	2.1525501895755343e-06	6.528227521355398e-06	-7.932710106595131e-05	-0.0004561809108651	2.0810102343775914e-07	6.292788963527653e-09	0.0009181030003034	0.0002673074657664	7.145328125450854e-08	8.429131191661048e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
676.1033458574647	-0.1430898719507922	0.0204747114548941	457115.73427965847	800.3809349485733	0.1760698572248884	0.0310005946231925	640609.6410291523	548.6389698532392	0.3909676852573511	301004.71924162353	0.1528557309154911	568.8766332098778	1090.4883966790958	1.023639	16.784122	0.1024404411547202	0.0683169279045665	-0.0353132217	-0.0281894812	0.0304209033	-0.018565831	-0.0822094461	0.0616737272	0.0283500765	0.0102506762	0.0289696635	0.053213139	-0.0428851168	0.0007435222	-0.0376831666	-0.029737771	0.0521813265	0.0297316042	0.074447616	0.0896616079	0.1442607139	0.0291037539	0.0427517113	0.007380745	0.0764975824	0.0115343027	0.0150556842	-0.0315518779	0.0891383545	-0.0489609585	0.0604749033	-0.0181926597	-0.1105444474	0.0457814945	-0.0978990784	0.0636477107	-0.0029190243	-0.0480266424	0.0805978754	-0.0243112092	-0.0839782465	0.0171632027	-0.0518766833	0.0472953794	0.1439428838	0.1099312315	0.0023207224	0.0723657867	-0.0396537647	-0.0246015751	0.0136715677	-0.0260757743	-0.0426358602	0.0189834235	-0.1314038143	-0.0518469022	0.0208052625	0.0986406051	0.0589000266	-0.0303121007	0.0746803397	-0.0041818886	-0.0156800948	0.0072658947	0.0538408233	0.0487499084	-0.055437196	0.0700797254	0.04760266	-0.1409974633	0.0303871204	0.0055500426	0.0043199561	-0.0351444382	0.0301576587	-0.0575993584	0.0225887694	0.0273228769	0.1152266153	0.0569718778	-0.0683633458	-0.0378260058	0.0179890954	0.0225779336	0.0426255186	0.053409238	-0.0071502642	0.0752297576	0.0547339411	-0.0391722283	0.0181159332	-0.0459678919	0.0563153329	-0.025148618	-0.0018969725	-0.012172444	-0.0102935474	0.0003551841	-0.0378925124	0.0483104821	-0.0217884782	-0.007468101	0.0413374306	0.0228993449	0.0024138864	0.1002177191	0.098601049	0.0959258892	0.0922209577	0.0875260273	0.0	0.0	0.0	0.0703019621645779	-0.0032454068817742	1.0532665828267348e-05	0.0049423658841897	0.0130540515305455	-0.0087977545812663	0.0001704082613621	7.740048567219217e-05	0.1498000765540581	0.0216928171432329	0.0224400629356016	0.0004705783156097	0.0013319867483514	-0.0012230528837004	1.4958583563278645e-06	1.7741886977837355e-06	3.258539727668541e-05	0.0001119124983426	1.2524407285290668e-08	1.061808115679417e-09	0.0008789791313775	-3.912386892589994e-05	1.530677119730999e-09	7.726043133971444e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
