global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42
826.550251672956	n/a	n/a	683185.318540627	1109.7963772220212	n/a	n/a	1231647.998895123	635.6221177769328	n/a	n/a	404015.476607233	686.659120334783	888.7565785148156	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0019613816676979	n/a	n/a	3.8470180463813954e-06	-0.0108135841668257	n/a	n/a	0.000116933602533	-0.2344005579045145	n/a	0.0549436215459476	n/a	0.0003769999726415	n/a	n/a	1.4212897937169173e-07	-7.69999968108781e-05	n/a	n/a	5.928999508875238e-09	1.4514498502914272e-08	n/a	2.1067066679110063e-16	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
657.877653865831	-168.67259780712504	28450.445251004163	432803.00745601015	790.5153117146525	-319.2810655073687	101940.39879152064	624914.4580553143	536.3329417462463	-99.28917603068646	9858.340476852643	287653.02440218243	557.3750966467865	679.4101325948402	15.55629	305.430542	0.533109379608743	0.3282276255838294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.001591156758451	-0.0035525384261489	1.2620529269264505e-05	2.5317798299642937e-06	0.161921084048032	0.1727346682148577	0.0298372656032969	0.0262184374592898	0.0295760476834132	0.2639766055879277	0.0008747425965715	0.0696836482977243	-0.0008560299945526	-0.0012330299671941	1.5203628999986837e-06	7.327873515737244e-07	0.0001513310864018	0.0002283310832126	5.2135083561074935e-08	2.2901097711549063e-08	0.0003955648116879	0.0003955502971893	1.564715202456838e-07	1.5646003760662034e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
634.3401508648293	-23.53750300100171	554.0140475221644	402387.4269992144	715.0058668443373	-75.50944487031518	5701.676264623167	511233.3896218222	531.9262184258914	-4.406723320354899	19.41921042215971	282945.50184886914	541.4834684923999	656.9233859295988	2.915951	57.251461	0.2367220956598913	0.1589423401696592	-0.138544606	0.5048268009	-0.1383334026	-0.123608953	0.1428714677	-0.5092387158	0.1852734609	0.0745435863	-0.1330340391	0.0825796925	0.0295931597	-0.0658950631	0.0089323706	-0.0270108251	0.0339891658	-0.0732051938	0.0432596184	-0.1229496864	0.0726041841	-0.1342015227	0.040704956	-0.1108296904	0.0941917555	-0.042705655	0.0944032035	-0.2130702248	-0.1529277878	-0.0496863642	-0.0828772415	-0.0213210686	0.0793326318	-0.0332375384	0.2665489183	-0.2173746833	0.1701472723	-0.3030549556	0.2692632466	-0.1876008769	-0.343352144	0.1048938539	-0.1105481327	0.1495718686	-0.120519696	-0.0114094549	0.05438809	-0.0245572045	0.0382895933	-0.0249151916	0.0484953709	-0.1416842388	0.0673848457	-0.0525433996	0.0724995895	-0.1114231345	0.0421366137	-0.1757804238	-0.0611291426	0.0120036841	-0.007209752	0.0553525776	-0.0470685628	0.1768638897	-0.026588361	0.0569058346	-0.0189074293	0.0549425197	0.1005006188	0.1004911309	0.1004753183	0.1004531821	0.1004247237	0.0	0.0	0.0122534828859244	0.0138446396443753	0.0001916740468826	0.0001501478428356	0.0069684589593208	-0.1549526250887112	0.0240103160218826	4.855942026773833e-05	0.0365394341899332	0.0069633865065199	0.0013351302509204	4.848875163918479e-05	-0.000211000014305	0.0006450299802476	4.160636754182192e-07	4.452100603671022e-08	0.0003299999978745	0.0001786689114727	3.1922579926839514e-08	1.0889999859717005e-07	3.4815002505092594e-08	-0.0003955299966853	1.2120843994296036e-15	1.564439782779485e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
630.5141426119211	-3.826008252908196	14.638339151321624	397548.084033646	695.1212515664267	-19.8846152779106	395.3979247505156	483193.55437927553	532.1261284884041	0.1999100625126857	0.0399640330938259	283158.2166200576	539.0206668964754	669.4347791116704	1.226301	24.07707	0.0898578129468426	0.0414054181385065	-0.0932648759	0.152743658	-0.0822910755	-0.0813806319	0.0358059594	-0.2279244466	-0.0206870114	0.1139240977	-0.1319166505	-0.0271902866	0.0150026436	-0.0888562905	0.0034484203	0.0389222499	0.0702396006	-0.0073396334	0.0257794224	-0.0199982772	0.1162174824	0.0015280891	0.1012160145	0.006574573	0.0049718406	0.0361595714	0.1620220078	-0.1038678707	-0.1314210527	0.0468667189	-0.0750700781	-0.0058965795	0.0295688306	0.0011119666	0.1091448023	-0.1771210784	0.0962828464	-0.105157218	0.0541024545	-0.1186353038	-0.0410506823	0.0998482852	-0.1339173742	-0.04172286	-0.1080963494	0.0298943771	0.0297420225	0.0489846754	0.029737116	-0.0157681091	0.0692028782	-0.113179733	0.0032533363	-0.0189783507	0.1409265739	0.0008596461	0.0614564199	-0.1759874522	-0.0613692167	-0.1270957166	-0.0792009748	-0.0174039854	0.0233872203	0.0452385941	-0.0926420592	-0.049564271	0.0586059803	-0.0267218568	0.1004753183	0.1003899448	0.1002477094	0.1000486926	0.0997930072	0.0	0.0	0.0031341130140276	-0.0091193698718968	8.316290686045906e-05	9.822664384697169e-06	0.0395230319140438	0.032554572954723	0.0010598002202643	0.0015620700516785	0.0229747128636006	-0.0135647213263325	0.0005278374311648	0.000184001664661	-0.00038693624094	-0.0001759362266349	3.095355584256208e-08	1.4971965455277773e-07	0.0006500381654783	0.0003200381676038	1.0242442872319798e-07	4.225496165783938e-07	-0.0001963737666365	-0.000196408581639	3.856265622300657e-08	3.857633094144573e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
629.0577841860072	-1.4563584259138906	2.120979864730385	395713.6958450093	689.2222000869004	-5.8990514795262925	34.79880835810134	475027.2410926274	531.5159804205574	-0.6101480678466942	0.3722806646970541	282509.2374424264	537.1617828415875	671.4143786825621	0.884826	17.372583	0.1801003209877502	0.1201397981872527	-0.0749693215	0.0386232659	-0.0928890261	-0.1019060866	-0.0509570834	0.0209244744	-0.010824996	0.0012979312	-0.1034029978	-0.07307989	0.003030687	-0.006434989	0.043711737	0.0251605909	0.0213816793	-0.062743456	0.0312763366	0.0693762167	0.0551610548	-0.0111982457	0.078506936	-0.081777924	-0.0255525397	0.080105787	0.0987860866	-0.0426973571	-0.0999869136	0.0824176269	-0.0129432653	0.054959711	0.0437026237	-0.0309509054	0.0574540672	0.0050333104	0.0141158063	0.0299619363	0.0042611414	-0.0118044671	-0.0674518931	-0.0298640056	-0.0003328808	-0.0669419631	-0.0883980047	0.0549316385	0.008868499	-0.0464788068	0.1107259676	-0.0910236853	0.0125740376	-0.0701622516	-0.0095762703	-0.03244752	0.0842383531	0.004300996	0.0232988688	-0.1628030327	-0.0250215296	-0.0541516034	-0.0664964612	-0.0275008149	-0.0229974562	0.0773645027	0.0620590551	-0.0221870933	-0.085530226	-0.0599723212	0.1004247237	0.1001876746	0.0997930072	0.0992413423	0.0985335479	0.0	0.0	0.000785715377745	-0.0023483976362826	5.514971458097702e-06	6.17348654824968e-07	-0.0757520577886339	-0.1152750897026777	0.0132883463059603	0.0057383742592125	0.0311684263866567	0.0081937135230561	0.0009714708034204	6.713694129791241e-05	-5.091541963462356e-05	0.0003360208213053	1.1290999235073973e-07	2.59237995656981e-09	0.0002890149126657	-0.0003610232528126	1.3033778907139052e-07	8.35296197431622e-08	-0.0005849920950332	-0.0003886183283966	3.422157512513325e-07	1.510242051658453e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
628.9902805286283	-0.0675036573788929	0.0045567437595269	395628.7729994825	688.9217294546274	-0.3004706322730044	0.090282600858539	474613.1493147549	531.1458861377906	-0.3700942827667859	0.1369697781366617	282115.95236109884	536.7112945509906	688.325783934753	0.980514	19.251299	0.0802862066938841	0.044897614058299	-0.0441679438	0.0070860913	-0.0727077844	0.031292085	-0.1424157989	0.0082030992	-0.0791305163	0.1159157647	-0.0496734795	-0.1189363245	-0.0423148512	-0.0131199055	-0.0096955017	-0.0836619889	0.1152007436	0.0126063371	0.0933775344	-0.0269341528	-0.0043819534	0.0838657421	0.0496463144	0.0503228349	0.0670140517	-0.0563370259	0.0349497053	0.0898284157	-0.0435915134	0.1309882037	-0.0055993189	-0.0786047769	0.0616728863	0.0309598886	0.0023309331	-0.0225069044	0.0392458091	0.0121359015	-0.0403267034	0.1142369115	0.0163158021	-0.0483540411	-0.0099235252	0.0051106678	-0.0645185627	0.0877099744	0.0317305374	-0.0228877441	0.0021108353	-0.032647026	0.0178614265	-0.080412391	-0.0303051671	0.0129138376	0.1079286959	0.0387224018	0.0005402053	-0.129540489	-0.1165976549	0.0613068449	-0.0486397751	-0.0403043925	0.0224640922	-0.0066477474	-0.0294940426	-0.0556164551	-0.0257273681	-0.021802932	0.1003488477	0.0998845239	0.0991122417	0.0980343822	0.0966542685	0.0	0.0	0.0060518541889535	0.0052661388112085	2.773221797891647e-05	3.662493912435403e-05	-0.03870902863639	0.0370430291522439	0.0013721860087739	0.0014983888979728	0.0168888218186253	-0.0142796045680313	0.0002852323024212	0.0002039071066193	2.5023904510282883e-05	7.593932414490644e-05	5.76678095158517e-09	6.261957969397561e-10	0.0001439958468258	-0.0001450190658399	2.1030529457077253e-08	2.073480390307925e-08	-0.00033200180177	0.0002529902932631	1.1022519637852639e-07	6.40040884853999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
628.3587069088362	-0.6315736197921069	0.3988852372173048	394834.66454814473	689.0489297079873	0.1272002533598879	0.0161799044548196	474788.4275317229	530.7614518370391	-0.3844343007515363	0.1477897315943226	281707.7187561616	536.8738446315981	675.4344035019109	1.085475	21.312109	0.0981013946865391	0.0540568782155327	-0.0826222269	-0.0267039986	-0.1527871303	0.0787403164	-0.0777502274	0.0162144852	-0.0168554157	-0.0749714278	-0.0911962177	-0.0584367025	0.0227785227	0.0773944182	-0.136083387	0.0154003387	0.0635258964	0.0147367089	0.0220496304	0.0067743444	-0.0642794485	0.1326571694	0.0564429875	-0.0644788962	-0.0754225288	0.0290704583	0.1040197207	-0.0768918123	-0.0949761794	0.0679149345	0.0726761709	-0.0773558825	0.0455454341	-0.1105247018	-0.0148237415	0.0425113166	-0.0064514045	0.0364879903	0.0918848184	0.0587546701	0.086032763	-0.0765167499	-0.1003011158	0.0037714139	-0.0958737566	0.0214105206	-0.0963103079	-0.0711298755	-0.0094008775	-0.006531129	-0.0702134993	-0.0396488509	-0.0054872391	0.0326253793	0.146288012	-0.0202456773	-0.0697077247	-0.0516993732	-0.0090023058	0.0639063001	-0.0584979628	-0.0374575716	0.0175283856	0.0226357338	-0.0804374125	0.0448332631	0.1035038764	-0.0122196828	0.1002477094	0.0994807979	0.0982069551	0.0964326722	0.0941669905	0.0	0.0	-0.0021202562727467	-0.0081721104617002	6.678338939822986e-05	4.495486662121728e-06	-0.0004572747195652	0.0382517539168248	0.0014631966777133	2.091001691534323e-07	0.0511638634324853	0.03427504161386	0.002617740921338	0.0011747784776318	-0.0001974788467506	-0.0002225027512608	4.950747431866233e-08	3.899789491394696e-08	0.0001765235448243	3.2527697998500004e-05	1.0580511370816212e-09	3.1160561877336655e-08	-0.0002389824771463	9.30193246237e-05	5.7112624382981814e-08	8.652594753449282e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
627.6023081058795	-0.7563988029567099	0.5721391491143437	393884.6571398273	684.2130176037341	-4.835912104253225	23.386045880062856	468147.4534584078	530.8541146565932	0.092662819554107	0.008586398127717	281806.0910478354	536.4200293641726	657.0550568124814	0.951351	18.67872	0.0481680972960714	0.023430200379387	-0.1193464599	-0.0640017625	-0.1445198319	0.0222167071	-0.0401218537	0.0488588437	0.0061665107	0.0098042849	-0.1292518597	-0.0060897334	0.033137464	0.0631134833	-0.0344418437	-0.0351059456	0.0884215728	0.1169355178	0.0896450262	-0.0892201814	-0.0259274781	0.033712213	-0.0636696831	-0.0667262407	-0.029546369	-0.0718726987	-0.0293931567	-0.1532621996	-0.1229395764	0.021848629	0.0353334341	-0.0656811818	0.0727245892	-0.015353074	-0.1009458784	0.0187940029	0.0889121651	0.0408255389	0.0173349479	0.1000034622	0.0097235796	-0.0012052033	-0.0111901331	-0.0376548803	-0.1105569803	0.0158193516	0.0361815442	-0.1359348482	-0.0218231914	0.036085942	-0.0426959265	-0.0394395506	0.0351124639	0.0155800003	0.0754522513	0.0051417495	-0.0621281009	-0.0706580727	-0.0443522242	0.110494214	-0.0734984062	-0.0927130573	0.037863378	0.112841716	-0.0412989552	-0.0164336491	-0.0057628102	-0.0122168044	0.1001213343	0.0989769033	0.0970791982	0.0944426619	0.0910873598	0.0	0.0	0.0023895164569438	0.0045097727296904	2.03380500734601e-05	5.709788898005251e-06	0.0086052289813522	0.0090625037009174	8.212897332914158e-05	7.404996582150382e-05	0.0659848115291339	0.0148209480966485	0.0043539953525353	0.0002196605024835	0.0001010126387466	0.0002984914854972	8.909716691432516e-08	1.0203553186551117e-08	0.0001599919723356	-1.6531572488699995e-05	2.7329288894914256e-10	2.55974312118354e-08	-0.0001585080797559	8.04743973904e-05	2.5124811347902763e-08	6.476128635348017e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
629.3748184900293	1.7725103841497685	3.14179306191876	396112.6621493573	686.2212991781169	2.0082815743827496	4.033194882005255	470899.67144570255	531.354345756084	0.5002310994907475	0.2502311528977221	282337.440753876	536.4930820903223	674.9707089042328	0.999202	19.618233	0.0647886516152785	0.0521984101888956	-0.0749302314	0.0134840266	-0.1113542338	0.0321184006	-0.0412200231	0.1681254162	0.0839118446	-0.0179502791	-0.1066207655	-0.0874206641	0.0058912559	-0.0101907569	-0.0099009486	-0.0472495544	0.0196638332	0.0773415017	-0.0005892479	0.0364106264	-0.0940301416	0.0801751605	-0.0116052767	0.0751357422	-0.0169927297	0.0306170362	0.0284620199	-0.0728557692	-0.1053344677	0.0945757752	-0.0190006694	-0.0501659458	0.009781759	0.0176588394	-0.07730382	0.17454364	-0.0272486669	0.0647927787	-0.0173152656	-0.0104561854	0.0926137462	0.0598880612	-0.0713442773	-0.0255830636	-0.0913673353	0.0422679261	0.0128811158	-0.0661404724	-0.0304140232	0.0382718725	-0.0688971611	0.0192751271	0.0018314417	-0.033889051	0.1246860877	-0.0062393087	0.0187311466	-0.0201870637	-0.0317830958	0.0198155598	-0.1019941723	-0.1053147724	0.0318135914	0.0542638602	-0.0525532916	-0.0465559431	-0.0121060168	-0.1495920332	0.0999697542	0.0983733472	0.0957315257	0.0920723643	0.0874347489	0.0	0.0	-0.0020861499651942	-0.004475666422138	2.003158992225356e-05	4.352021677279762e-06	0.0077453588326505	-0.0008598701487017	7.393766726282848e-07	5.999058344651711e-05	0.0161063446250651	-0.0498784669040687	0.0002594143371813	0.0024878614607002	0.0002620097440141	0.0001609971052675	2.592006790451448e-08	6.864910595833422e-08	0.000159983233912	-8.738423600007391e-09	7.63600470131661e-17	2.559463513294171e-08	-0.0001280209606396	3.0487119116300016e-05	1.6389366363086013e-08	9.294644320114657e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
629.7898753124113	0.4150568223819846	0.1722721658058303	396635.28704602254	686.8364425339065	0.6151433557896553	0.3784013481721584	471744.2987926322	530.8221657974342	-0.5321799586497491	0.2832155083884486	281772.1717018787	535.943756921368	693.6458720782447	1.050809	20.631479	0.1212119258006177	0.0871482738304293	-0.0386518558	-0.0056427154	-0.0584158135	0.0254568722	0.0043999738	0.095216492	-0.0220474228	-0.1388674022	-0.0503835551	-0.0925025919	-0.0580363569	0.0261317838	-0.1115631562	0.1198553097	-0.0187000033	0.0666830135	0.0711063235	0.0892488404	-0.0743481841	0.0507637073	-0.0017114909	-0.0807612923	-0.072699813	0.063495658	0.0120546161	0.0640590138	-0.0457426886	0.0782405485	0.0557550883	-0.0300312015	-0.1018000882	-0.0970978856	-0.0177231551	0.1217960863	0.0372580429	0.1041611473	-0.0077355164	0.0468868647	0.0973708773	0.0155995496	0.0099789874	-0.1086628527	-0.0565883096	0.0345533198	-0.0490488593	-0.0980691879	0.0009218106	-0.0125558791	-0.0627771921	0.1189078914	0.0717735841	-0.0509825729	0.0432086116	0.0529736783	-0.0563424315	-0.0685771366	-0.0955497025	-0.0567269166	-0.0259345203	0.0206991943	0.0205051919	-0.0632793192	0.0271564206	-0.0089091524	-0.0446776724	-0.0971712545	0.0997930072	0.0976707375	0.0941669905	0.0893313237	0.0832321342	0.0	0.0	-0.0022790793964588	-0.0001929294312646	3.722176544808205e-08	5.194202895363008e-06	-0.0774918393806984	-0.0852371982133489	0.0072653799592617	0.0060049851706039	0.006501520601887	-0.0096048240231781	4.22697701367611e-05	9.225264451621912e-05	0.0003679914542075	0.0001059817101933	1.1232122895517818e-08	1.3541771036975056e-07	-0.0002105149030355	-0.0003704981369475	1.372688694815685e-07	4.431652440004597e-08	-8.09613251239779e-05	4.70596355156221e-05	6.554736165830454e-09	2.2146092948632012e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
