global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
796.038902480811	n/a	n/a	633677.934262854	1264.156528930664	n/a	n/a	1598091.729638025	585.2622593532909	n/a	342531.9122233188	n/a	662.5333868097069	1370.8425974322618	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0155516550310608	n/a	n/a	0.0002418539742051	-0.0428138725038564	n/a	n/a	0.0018330276787764	-0.4772507276179851	n/a	0.2277682570118962	n/a	0.0002990451816192	n/a	8.942802064966031e-08	n/a	-0.0001168849469352	n/a	n/a	1.3662090820044521e-08	0.0007700171194487	n/a	5.929263642440735e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
635.7585618201415	-160.28034066066948	25689.787602300257	404188.94892761466	852.8886089324951	-411.26791999816896	169141.3020196203	727418.9792468066	497.5529329126532	-87.70932644063771	247558.9210499832	7692.925944670349	538.0500649640462	1133.1744889815034	13.650956	349.08194	0.6636061724263094	0.3501007084900556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0801500191467141	-0.0957016741777749	0.0091588104404289	0.0064240255692186	-0.0637615031979521	-0.0209476306940957	0.0004388032316962	0.0040655292900624	-0.1815161054192913	0.2957346221986938	0.0329480965265872	0.0874589667670041	0.0018811132916298	0.0015820681100105	3.5385872159463007e-06	2.5029395047125118e-06	-0.0017989345828937	-0.0016820496359585	2.8292909778281225e-06	3.23616563353093e-06	-0.0009903100416971	-0.0017603271611458	9.80713978686112e-07	3.098751714267632e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
609.9731053560571	-25.785456464084405	664.8897650611922	372067.1892577115	743.7332085418701	-109.155400390625	11914.901434437656	553139.0854879848	493.82578607039017	-3.727146842263039	243863.90698803877	13.891623583791343	521.8085802951242	1068.786417594096	2.963909	75.79302199999998	0.2637950661568318	0.1600944948347136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.1341550933327937	-0.0540050741860796	0.0029165480378439	0.0179975890671305	-0.0570323446392961	0.0067291585586559	4.528157490753324e-05	0.0032526883350554	-0.0374738725359051	0.1440422328833862	0.0014042911228372	0.0207481648540316	0.0016573462285041	-0.0002237670631256	2.746796521136765e-06	5.0071698539900974e-08	-0.0017480751222387	5.0859460654999926e-05	2.586684738117485e-09	3.055766632989846e-06	-0.0018960555284906	-0.0009057454867934	3.595026567119769e-06	8.203748868467942e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
602.2802982035527	-7.692807152504429	59.1792818856233	362741.55760416033	708.1703352355958	-35.562873306274355	1264.717957798121	501505.2237076961	493.0271692276001	-0.798616842790068	243075.78959658064	0.6377888615879761	517.0933402468997	1043.9497346715912	1.181002	30.200556	0.0975724977101437	0.0430212136676627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.1532780874156998	-0.019122994082906	0.0003656889026948	0.0234941720818149	-0.0318818322988363	0.0251505123404598	0.0006325482709876	0.0010164512307311	-0.0146092688416672	0.0228646036942379	0.0002134307360881	0.0005227901020945	0.001282796635055	-0.0003745495934491	1.645567206908431e-06	1.4028739795288613e-07	-0.0016658173130146	8.225780922410013e-05	6.766347178348453e-09	2.7749473203391817e-06	-0.0020479358776682	-0.0001518803491776	4.194041359040621e-06	2.306764046630973e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
597.5473654471223	-4.732932756430387	22.40065247689174	357062.8539527967	696.5544682312012	-11.615867004394543	134.9283662637819	485188.1272128515	492.5558168671348	-0.4713523604652891	242611.23272965045	0.2221730477161999	515.0140328727937	1013.7469852630284	0.950916	24.316809	0.0688939336575472	0.0331111698846637	-0.0037576522	0.0571861002	-0.0147433564	0.0708759821	-0.0254339022	0.0208252401	-0.0980034141	0.0493130962	-0.0171400091	0.0511195678	-0.0019932972	-0.0007761809	0.0510883712	0.0164120287	-0.0256172546	0.0251487738	-0.0196333008	0.0136177503	-0.0622654632	0.1046114128	-0.0201956526	0.0605740172	-0.0419181765	0.0316951043	-0.0411826797	0.0347684461	-0.0752037029	0.0749532124	-0.0181933973	0.0639417872	-0.0236658368	0.0463178851	-0.0200352211	0.0371090299	0.0314558615	-0.0397785435	0.0231034722	-0.0614688859	0.0044979553	-0.0180989943	-0.0242878531	0.0403622091	0.0565313551	-0.008525451	0.0176366005	-0.0451803625	0.0004103599	-0.0505437158	0.0938713441	-0.0306997936	0.039409232	-0.030526776	0.0404148803	-0.007983666	0.0178038741	-0.0851877256	0.0652187224	-0.035524556	0.0786583775	-0.0320197206	0.0001669312	0.0007876938	-0.0510825098	0.0178032386	-0.0447531815	-0.0230112216	0.0377719164	0.0475338679	-0.0403526415	0.0785773495	-0.0064220197	0.0542473597	-0.020878904	0.0095820158	-0.0450181133	0.0556741861	-0.0074255851	0.062861745	0.1506411064	-0.0285043987	0.0408704013	-0.0207342454	0.010134206	-0.0797073816	0.0073808287	-0.0852620756	0.0115507416	-0.0006725534	0.0005772542	0.1010120104	0.1010022786	0.1009860596	0.1009633545	0.1009341646	0.0	0.0	0.0	0.0	-0.1456565757881094	0.0076215116275903	5.808743948949557e-05	0.0212158380703172	-0.0303451568137091	0.0015366754851272	2.3613715465909155e-06	0.0009208285420485	0.0032316315726674	0.0178409004143346	1.0443442621460773e-05	0.0003182977275942	0.0010400666403467	-0.0002427299947083	1.081738616362072e-06	5.891785033109135e-08	-0.0020769725219991	-0.0004111552089845	1.6904860587508797e-07	4.313814857139302e-06	-0.0018639241587511	0.0001840117189171	3.474213269575996e-06	3.386031269882585e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
596.6441490827754	-0.9032163643469177	0.8157998008240637	355984.2406347091	688.8911309814453	-7.663337249755955	58.726737803497166	474570.9903448948	491.59048813039607	-0.9653287367387406	241661.20802028108	0.9318595699736127	513.0643379724465	1021.829589867334	1.070186	27.366762	0.093058079451189	0.0404969803687019	0.0236064132	0.0617936172	-0.0292351786	0.0012486878	-0.0142985643	-0.0485719138	0.0697939337	0.0518393846	0.076571222	0.0713263205	-0.0161316388	-0.032788155	0.0455685469	-0.0107037997	-0.0902694844	0.0626894396	-0.0121952136	-0.1279940099	-0.0241096766	-0.044852871	-0.0459931991	0.0363570982	-0.1160213989	0.0209656569	0.0884672748	-0.0542019833	-0.0021323231	0.0667684126	-0.0893828056	-0.0254060954	0.0593718113	0.0169756841	0.043317427	-0.0166691442	-0.0034901402	0.0461104652	-0.1941805952	0.0481551592	-0.0218282395	-0.0607245765	0.0227675015	0.0516477226	0.035683665	-0.0499464129	-0.0794203913	0.0359170074	-0.0438305031	0.0184999705	0.0808852497	0.0586474891	-0.0402233484	-0.0349301816	-0.022120931	0.1288814894	-0.0090225796	0.020647007	-0.0436968021	-0.0473015338	0.0212872898	0.0590827288	0.0448526278	-0.0335568527	0.0654150586	0.0903393057	0.1375048989	-0.0391917579	0.0448871839	0.0606685596	-0.0151739483	-0.0129657953	-0.0035549067	0.0426866572	0.027573074	0.0097449412	-0.0669419658	0.0038160276	-0.0012855093	-0.096709907	0.0027380922	-0.0078834044	0.1068744121	-0.1743471583	-0.0317523056	-0.0022514662	-0.0567189844	-0.091301366	0.0130016225	-0.0499396319	0.0923262147	0.1009860596	0.100898492	0.1007526021	0.1005484744	0.1002862268	0.0	0.0	0.0	0.0	-0.166122970808729	-0.0204663950206196	0.00041887332514	0.0275968414303178	-0.0129448640425522	0.0174002927711569	0.0003027701885219	0.0001675695050801	0.0224543097595599	0.0192226781868925	0.0005041960267782	0.0003695113566768	0.0010988570757407	5.8790435393999904e-05	1.2074868729054023e-06	3.4563152938160772e-09	-0.0023267525727184	-0.0002497800507193	6.239007373733612e-08	5.413777534651694e-06	-0.0022747279420882	-0.000410803783337	5.174387210516816e-06	1.6875974840407481e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
596.9283718790916	0.2842227963162713	0.0807825979458406	356323.4811542231	690.8378415679931	1.946710586547852	3.78968210777748	477256.9233423236	491.958214673129	0.367726542732953	242022.8849843725	0.1352228102303303	513.6853495202716	1013.312219893914	0.94539	24.175493	0.1567058978653611	0.0946901822670192	-0.0019793428	0.0680161245	-0.0597295731	0.0186866709	-0.0050857848	0.0323333659	0.0519708073	-0.0197426599	0.1177942161	0.0240068722	-0.0156665502	-0.0214189773	0.0432929139	0.0130610571	-0.0464290295	0.0405298915	-0.0629387498	0.0056868432	0.0090161506	0.0194306853	-0.0098893963	0.0473084102	-0.0122683787	0.0397917667	-0.0950714452	0.0793208834	0.0495379874	-0.0487343544	0.0635273078	-0.0930825083	0.1261380902	0.076225416	-0.0590990336	-0.1134461728	-3.04794e-05	-0.0869149463	-0.066222296	0.0294840685	0.0294123594	-0.0470105205	0.003993256	0.0364105566	0.0443041414	-0.0258552676	-0.0604665486	-0.0040567766	0.0276730345	0.0095471068	0.0055339428	0.04199388	0.0226716219	-0.0013185639	0.0206187211	0.0591818495	0.0516383382	-0.078903978	-0.0769120351	0.1097296187	-0.010982754	-0.0038103137	-0.1420159551	0.0023196659	-0.060370291	-0.0485916992	0.0309847309	-0.0467652158	0.0177500103	0.0672819061	-0.0133109322	0.0624626361	0.008097174	0.0495236321	0.0324529787	-0.0347278323	-0.0471418644	0.0904899838	-0.0081556299	-0.020181199	0.0311459234	-0.0878447966	0.0743892335	-0.0954738669	0.0192295448	-0.0640666893	-0.0797013753	-0.129773252	0.0068775226	-0.0331704102	0.0386469646	0.1009341646	0.1006910253	0.1002862268	0.099720419	0.0989945105	0.0	0.0	0.0	0.0	-0.1619726998053892	0.0041502710033398	1.7224749401163246e-05	0.0262351554822467	0.0322689416133243	0.0452138056558765	0.0020442882218873	0.0010412845928441	0.0055042663589901	-0.0169500434005698	3.029694815071013e-05	0.0002873039712811	0.0026746244232831	0.0015757673475424	7.153615805622455e-06	2.483042733580811e-06	-0.0022243774707946	0.0001023751019238	1.0480661493908473e-08	4.947855132578581e-06	-0.0021450348354429	0.0001296931066452	4.601174445263549e-06	1.682030191130915e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
596.7044561602977	-0.2239157187939326	0.0501382491230035	356056.20800155663	691.214553527832	0.3767119598388717	0.1419119006856437	477777.5590086801	492.42483290759	0.4666182344609524	242482.2160640679	0.2177325767314563	514.4540207835961	1009.9111205960352	0.7305629999999999	18.681934	0.1061174797689474	0.0596259198338958	-0.0091320642	0.05149424	-0.0433898648	0.034391368	-0.0072626964	-0.0105468139	0.0347611023	0.0388575031	-0.0489759535	-0.0057409011	-0.0101756893	0.00687734	0.0593590665	0.018185774	-0.023566635	0.0269731458	-0.0384696599	0.0187366381	-0.0511507444	0.0412532948	-0.0355687291	0.0853698438	-0.038343345	-0.0270470682	-0.0108435041	0.0884999668	0.0037361212	-0.070076273	0.0134397576	0.1103730997	0.0990257901	-0.0829841172	0.0014882491	0.024925157	-0.0583493739	0.0997951082	0.0688857464	-0.0333576721	0.0747075461	-0.0790137173	-0.0270573086	0.039619587	0.0496716606	-0.0011103277	-0.0637269679	-0.0009955025	0.0124112985	-0.0327515921	0.0659376497	-0.0641601105	0.0591369421	-0.0363420785	-0.0713520264	-0.0214618408	0.0135158888	-0.0392036079	-0.0567854772	0.0197728702	0.034750768	-0.1128090557	-0.0159610448	0.1457331937	-0.0409227797	0.0346377746	0.0139519801	-0.0271922901	0.022304182	0.0617492617	-0.0402633495	0.0512182598	0.0323675117	0.0449728262	0.0573665922	0.0494079113	-0.0477241631	0.0402697379	0.0105842162	-0.0047376669	0.0998483738	-0.0318822334	0.125024973	-0.0750342654	0.0246774817	-0.0852468357	0.0275596693	-0.0374379869	0.0245273806	0.0949751012	0.0416436003	0.1008563388	0.1003800917	0.0995880118	0.0984825911	0.0970673078	0.0	0.0	0.0	0.0	-0.1692242740235059	-0.0072515742181167	5.258532864085486e-05	0.0286368549187826	0.013826971500535	-0.0184419701127893	0.000340106261641	0.0001911851408766	-0.0011805451836863	-0.0066848115426763	1.3936869307249195e-06	4.468670536109962e-05	0.0016541025263889	-0.0010205218968942	2.736055167806142e-06	1.041464942040536e-06	-0.0023170806961179	-9.270322532329992e-05	8.593887985342515e-09	5.368862952322211e-06	-0.0025065921911327	-0.0003615573556898	6.283004412647431e-06	1.3072372145340077e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
595.4073485207776	-1.2971076395200498	1.6824882285012754	354509.9106725428	689.9559952545166	-1.2585582733154297	1.5839689273307158	476039.2753876505	492.3536583727056	-0.0711745348843919	242412.12491298688	0.0050658144160095	514.5550334872496	1016.788249609828	0.72873	18.635061	0.0725341165871768	0.0308721828056288	0.0135773703	0.058380492	-0.0605312053	0.04718177	-0.0446093378	-0.0348168418	0.0142408879	0.0005093718	0.0137287855	-0.0392846866	0.0344375802	-0.0131371859	0.0595971404	0.0399847136	-0.0628983486	-0.0071637523	-0.0277560253	-0.044431007	-0.0149544038	0.0975493199	-0.0923348194	-0.0434292133	-0.0753941476	-0.0236916529	-0.0409182813	0.0855051266	0.0095224251	-0.059651903	-0.0295956748	-0.0528992476	-0.0174543275	-0.0050567767	0.060300852	0.0024201841	-0.0040232172	-0.0521555193	-0.0114029283	0.1638765211	-0.0228990781	0.0116982725	-0.0183518475	0.0409808622	0.0831083606	-0.0183967529	-0.0117054834	0.0316402424	0.0035595401	0.0005880849	0.0824304387	-0.0894159768	-0.0201699948	-0.0951196349	-0.0118472626	-0.0132577784	0.0068361993	-0.0864296825	-0.0716356222	0.0569135004	-0.0127289609	0.0028633518	-0.0425875587	0.0010379396	0.0486655388	-0.0094421192	-0.0122413233	-0.0188535761	0.0180717964	0.0577502563	-0.007706509	0.0491750282	-0.0279025182	0.0502254644	0.0305081512	-0.0717817031	-0.0291307522	0.032030906	-0.0342551174	-0.0448364285	0.111529865	0.0023503506	0.1036726714	-0.0669022354	0.0120358465	-0.042842915	0.0069435405	0.01704361	-0.0048549154	0.083601596	-0.0128289797	0.1007526021	0.0999660109	0.0986595713	0.0968400771	0.0945169902	0.0	0.0	0.0	0.0	-0.1806352489471692	-0.0114109749236633	0.0001302103487084	0.0326290931622057	0.031811500351722	0.017984528851187	0.0003234432779991	0.0010119715546276	0.0159868510812302	0.0171673962649165	0.0002555794074934	0.0002947194945166	0.0014991440003192	-0.0001549585260697	2.2474327336930533e-06	2.4012144801693937e-08	-0.0025150120309429	-0.000197931334825	3.91768133056064e-08	6.325285515787532e-06	-0.0026731266611862	-0.0001665344700534	7.145606146744482e-06	2.773372971600005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
595.136062996554	-0.2712855242236855	0.0735958356533199	354186.93347903824	689.1679981231689	-0.7879971313476517	0.6209394790121282	474952.52963709616	491.9532466368242	-0.4004117358813914	242017.996876512	0.1603295582315491	513.7382886145999	1004.8814104012396	0.7256399999999998	18.556038	0.0535141412630857	0.0247092663340284	0.0150211706	0.0369456686	-0.094846709	0.0087304236	-0.0352633825	-0.0043493948	-0.0151192139	-0.0707691329	0.0558431144	0.0418793217	0.0417556404	-0.017565296	0.0079401121	0.0064888233	-0.0483016447	0.0366138513	0.0265572852	0.1384026363	-0.0367393343	0.0902637753	-0.0516980261	-0.0046337186	0.0039863771	0.011343636	0.0587482924	0.1146342112	0.0758658463	-0.1343775394	0.0413133939	0.0283202282	-0.0780827034	-0.160500685	-0.0708717095	0.0820134487	0.0333867828	-0.0819227098	-0.0285599363	0.099355116	0.0061662912	-0.0586653405	0.0059191826	0.0054030339	0.0591154562	-0.0337404158	0.0380743021	-0.0949564202	0.0665868772	-0.0707063182	-0.0010660843	-0.036183231	-0.0243946402	-0.0004728221	-0.0320000194	0.0082701954	-0.0732757855	0.0168410073	-0.1016322195	0.0024795052	-0.0229776907	-0.1250469142	-0.1571978615	0.0570873669	0.118222538	0.1081691997	0.0179388908	-0.0152860815	0.0184415936	0.0530234304	-0.0010648727	0.0633429874	-0.0069692069	0.0614456757	0.0322055593	-0.051257536	-0.026056631	0.1089076599	0.0167711814	0.0136085871	0.0644768959	-0.0327305376	0.0443813448	-0.0989878854	0.0510237355	-0.0181106259	-0.0367514451	0.0157912391	-0.0038069068	-0.0286943905	-0.0175340458	0.1006229812	0.0994492082	0.0975030516	0.0947996265	0.0913599293	0.0	0.0	0.0	0.0	-0.1908169312696941	-0.0101816823225248	0.0001036666549168	0.0364111012591831	0.0135915515903803	-0.0182199487613416	0.0003319665328659	0.0001847302746339	0.0217110316830044	0.0057241806017742	0.0004713688967404	3.276624356172807e-05	0.001698897501624	0.0001997535013047	2.886252721024269e-06	3.990146128352672e-08	-0.0026078610718955	-9.28490409525997e-05	8.620944405817537e-09	6.8009393703079455e-06	-0.0027682907104777	-9.516404929150016e-05	7.66343345771713e-06	9.056196277555071e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
