global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
783.3026105338469	n/a	613562.9796691394	n/a	982.5595821380616	n/a	965423.3324513222	n/a	609.6314939248441	n/a	371650.5583850372	n/a	638.6804095220299	867.869676615654	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0073495165007813	n/a	n/a	5.40153927952566e-05	0.0752623737919577	n/a	n/a	0.0056644249088003	0.2177253277642492	n/a	0.0474043183500497	n/a	0.0091391300335926	n/a	n/a	8.352369777091427e-05	2.3304473817376003e-07	n/a	n/a	5.430984999047635e-14	5.099897145881098e-05	n/a	2.6008950898566168e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
630.4348631949989	-152.86774733884795	397448.116731697	23368.548176453853	707.5056945800782	-275.05388755798344	500564.3078632389	75654.6410607598	515.2035251193577	-94.42796880548644	265434.67229541263	8916.64129272992	526.2607523316111	704.2719490841182	16.065277	288.955353	0.8543635059978077	0.5722751892626702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0275928627155082	0.0202433462147269	0.0004097930659692	0.0007613660728368	0.0105098638465506	-0.0647525099454071	0.00419288754423	0.000110457238073	-0.0008789105831397	-0.2186042383473889	7.724838131549676e-07	0.047787813023442	-0.0007670010456911	-0.0099061310792837	9.813143295995044e-05	5.882906040912409e-07	-0.0010569997742357	-0.0010572328189738	1.1177412335154436e-06	1.1172485227343207e-06	-9.053600893111172e-07	-5.1904331548122096e-05	8.196768913174341e-13	2.694059633457383e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
610.4666493532645	-19.968213841734386	372669.5299726016	398.72956402923256	645.522526020474	-61.98316855960422	416699.3315998535	3841.9131846883097	511.1114547164352	-4.092070402922445	261234.9191423506	16.745040182473865	515.175350594121	658.7102336466112	2.675917	48.129917	0.194906094819251	0.1001636834170096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0169386815635306	-0.0106541811519776	0.0001135115760191	0.0002869189331106	0.0772812980770822	0.0667714342305316	0.0044584244292022	0.0059723990324788	0.0591131270975466	0.0599920376806863	0.0034943617952506	0.0035990445850808	-0.0006649686055463	0.0001020324401448	1.0410618841902194e-08	4.4218324636219073e-07	-0.0002580825849578	0.0007989171892778	6.382686753236998e-07	6.660662065850007e-08	0.0002479138456091	0.0002488192056984	6.146127484469267e-08	6.191099712438822e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
605.7889254703307	-4.677723882933833	366980.22222249786	21.88110072496957	628.4524276945326	-17.07009832594133	394952.45387515175	291.388256857305	510.6956178812868	-0.4158368351484114	260810.0141231493	0.172920273466247	512.6291549085905	644.8135939254504	1.201904	21.617846	0.0817182685187698	0.045444208192917	-0.0752452735	-0.0080152206	0.0847236757	0.0101478061	-0.1951300422	-0.1564143607	0.0807611604	-0.0410589955	0.0166281077	-0.0210609648	0.0016589482	-0.1072145472	-0.0099125388	-0.0163677563	0.0199145432	-0.0891073287	0.0587000269	-0.0634067308	0.038932105	-0.0025471087	0.0421941851	-0.0092079467	-0.0729908033	0.0079870194	-0.1039854278	0.1657101201	-0.0744611668	0.0777869697	-0.0182753886	0.0009440186	-0.0009550097	-0.1096964297	0.0126692806	-0.0400373728	0.1004203357	-0.0819565299	0.0610724287	-0.0195306404	0.0759945117	-0.059886785	0.0110949492	-0.072154589	0.0318402557	-0.1092127118	0.0877734838	-0.070924199	0.0579226409	-0.0041744161	0.1841422872	-0.0776147117	0.0339305682	0.0287744907	0.0055365699	0.0176211865	-0.0251656125	0.0048843374	-0.0623858589	0.0227092227	-0.0955648893	0.0475229109	-0.0054906864	0.0857834054	-0.1107903984	0.0558817371	-0.0083939626	0.0335362277	-0.0228990155	0.1067050914	-0.0557697445	0.0696772415	-0.0854788422	0.019290534	-0.0138998535	0.1007553414	0.1007457326	0.1007297186	0.1007073005	0.1006784796	0.0	0.0	0.0	0.0125214571785079	-0.0044172243850227	1.951187126763919e-05	0.0001567868898732	0.0361458381891708	-0.0411354598879114	0.0016921260601899	0.0013065216183977	0.0504473044485109	-0.0086658226490356	0.0025449305261207	7.509648218454006e-05	-0.00025098462058	0.0004139839849663	1.7138273980857773e-07	6.299327976768656e-08	-0.000244015803434	1.4066781523799993e-05	1.9787434243832078e-10	5.954371232554054e-08	0.0001259693801632	-0.0001219444654459	1.5868284738700803e-08	1.48704526528863e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
604.5552624442246	-1.2336630261061146	365487.0653490053	1.521924461981296	622.497331682841	-5.95509601169158	387502.927952257	35.46316850846497	510.7392576583708	0.0436397770839676	260854.58931342364	0.0019044301439383	512.2117343668165	645.4281557192305	1.308733	23.53931	0.3172856130772242	0.1375369413026362	-0.0452098692	-0.070604977	0.0908773714	0.006757406	-0.0946091001	-0.1183875793	0.0857484828	0.0525796717	0.0205273113	0.0079832941	-0.0946364624	-0.104940217	-0.0372414805	-0.0441319301	0.0381095782	-0.1431259202	-0.0160926347	-0.1291565646	0.0803431043	0.0587065438	0.0920425406	0.0157031054	0.0329526692	0.0313999388	-0.0583834233	0.0986585896	0.0261279292	-0.0566258283	0.014638298	-0.0271901215	-0.0416441449	-0.1040427139	0.0242010043	-0.0509924733	0.0726754746	-0.1395337981	-0.0010737748	-0.1008294943	0.0946715457	-0.099297625	-0.0541325549	-0.0004255613	-0.0338005341	0.0332048563	-0.0069802028	-0.0543406135	-0.0643337418	0.0168695122	-0.0132706892	-0.0610561946	0.0900275054	0.0507896513	0.0571028388	0.0738814223	-0.0063956664	-0.0986606666	0.0712809063	-0.2022077929	-0.3378621137	0.0062590418	-0.1445491027	-0.0461821	-0.0764157423	-0.3925988188	-0.3556338348	-0.109672382	0.0735316134	0.1022244621	0.0402888283	-0.0930174733	-0.0981523277	-0.0664570165	0.2741842819	0.1007297186	0.1006432578	0.1004992113	0.1002976618	0.1000387243	0.0	0.0	0.0	0.0703005581684692	0.0577791009899612	0.0033384245112081	0.0049421684787983	0.0835788233477075	0.0474329851585367	0.0022498880810499	0.0069854197121872	0.0411046336735196	-0.0093426707749912	0.0016895909094342	8.728549720987649e-05	-0.0012290956806859	-0.0009781110601059	9.567012459014873e-07	1.5106761922807358e-06	0.0014470684324316	0.0016910842358656	2.8597658927931405e-06	2.094007048140048e-06	0.0015113912072664	0.0013854218271032	2.284303381402186e-06	1.919393639013969e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
603.5493762167005	-1.0058862275241154	364271.8495315682	1.0118071027226965	618.2248877631293	-4.272443919711691	382202.0118497339	18.2537770470814	509.96048317854655	-0.7787744798242215	260059.69440369663	0.6064896904254868	511.1951863379452	639.4675825115808	1.409587	25.353291	0.266714372573252	0.1207570466780562	-0.0718436181	0.0543616267	0.1102486628	-0.1028355193	-0.104846805	-0.1158097016	-0.0992990478	0.0406793032	-0.0198638415	0.114767035	-0.0545222988	-0.0642345702	-0.1540022589	-0.0103527877	0.0388250821	-0.0246102437	-0.0096146564	-0.0355950588	-0.0211347387	0.0379876019	-0.1178172962	-0.0334004562	-0.0074510689	-0.0931991868	0.0444737664	-0.0518252871	0.035285624	0.0169503386	0.025846811	0.0175631296	0.0435406331	-0.0634727894	0.1600856665	-0.0095704172	0.0559951084	-0.0194304658	0.0192780273	-0.0403101115	0.0298400712	-0.0058384498	0.1173705044	0.0223371219	-0.0424213867	0.030493818	-0.0292104225	0.1314858705	-0.0135054657	-0.0139480507	0.083145509	-0.0840480186	0.0839924534	-0.0253213703	-0.054453657	-0.0860231214	-0.0736062497	0.0422669859	-0.0126256593	-0.0170314173	-0.0020810707	0.0226162519	0.1341307568	-0.0136583908	-0.0252450036	-0.0536393408	-0.0777771455	0.0096785338	0.0313842813	-0.026750945	0.1133228388	-0.0670044899	-0.0176148669	0.0876213809	-0.1109555882	0.1006784796	0.1004384124	0.1000387243	0.0994800506	0.0987632792	0.0	0.0	0.0	0.024792708338964	-0.0455078498295052	0.0020709643961047	0.0006146783867809	0.0642630656967355	-0.019315757650972	0.000373098493631	0.0041297416127429	0.0809461784900094	0.0398415448164898	0.0065522838121364	0.0015873486933643	-0.001750930128935	-0.0005218344482491	2.7231119137944266e-07	3.0657563164123355e-06	-0.0002749502730561	-0.0017220187054877	2.965348422049534e-06	7.559765265362395e-08	0.0005142599554775	-0.0009971312517889	2.644633018077202e-07	9.94270733294099e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
602.3967877697017	-1.1525884469987204	362881.8899152551	1.3284601281549222	617.3605375077989	-0.8643502553304643	381134.0332719184	0.7471013638898388	509.2075764049183	-0.75290677362824	259292.35586817077	0.5668686097752859	510.262728515284	634.4258674467453	1.018818	18.324804	0.1322776118175518	0.0579561336022046	-0.0364972083	0.0341439184	0.0709240532	-0.0789512039	-0.0420911075	-0.0492216647	0.0005594402	0.0478447636	-0.022305674	0.0105314398	-0.1220831158	-0.0350884587	-0.0472610624	-0.1133369872	0.065450941	-0.0528170854	-0.1195903019	0.0102901869	-0.0324334394	0.0061914596	-0.038001396	0.047083346	0.0179332271	-0.0245456926	0.0070718259	-0.1507667105	-0.024457325	0.0012088612	0.0803296051	-0.0532679988	-0.0813131395	-0.0339219115	0.0460699264	-0.0945943567	0.0629488321	-0.0457455041	-0.0880699665	-0.028093498	0.0324444967	0.0475398019	-0.0012049747	0.0202600129	-0.0301581728	0.0967419407	0.0310604881	0.0049729317	-0.0678723306	0.0738881723	0.1150970911	-0.0767932535	0.0571443814	0.0243853388	-0.0241660234	0.0533956433	-0.0363617636	0.0173135746	-0.006328165	-0.1139929795	0.0057201744	-7.47064e-05	0.0334254255	-0.0234318481	-0.0077844598	0.0459992607	0.1010964409	-0.0340173808	0.059855836	-0.0059765452	-0.025461841	0.0304995348	-0.0067719151	-0.0131057213	0.0992175033	0.1006016373	0.1001314048	0.0993493113	0.0982577928	0.0968602488	0.0	0.0	0.0	0.0409499614260653	0.0161572530871013	0.0002610568273206	0.0016768993407962	0.044913064066165	-0.0193500016305704	0.000374422563103	0.0020171833238114	0.0423137820036387	-0.0386323964863707	0.0017904561474514	0.0014924620582801	-0.0010319956326982	0.0007189344962368	5.168668098792613e-07	1.065014985908158e-06	-1.2859136648613044e-05	0.0002620911364074	6.869176378336794e-08	1.6535739534770308e-10	0.0006959935351034	0.0001817335796259	4.844070009057276e-07	3.302709396364334e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
602.6678669540829	0.2710791843811648	363208.55785898416	0.0734839242047575	613.2797046343486	-4.080832873450277	376111.9961163939	16.65319694103244	508.8342512753676	-0.3733251295507216	258912.29527096392	0.139371652354063	509.8907476244026	641.4964699536462	1.144001	20.576384	0.105276180364141	0.0535154656380108	-0.0707111442	-0.0152804347	0.0697488538	-0.1130262595	-0.0696816832	-0.0201813896	-0.1549797085	-0.1099339975	-0.0342022222	0.0250743721	-0.0545795126	-0.0262610642	-0.1013300057	-0.0346489428	-0.0883042626	0.1331779089	0.010778996	0.1290090468	-0.1065468019	0.0021826404	0.0567643179	0.062103282	0.0127436226	-0.0380623061	0.0389917035	-0.148258691	0.0643806513	-0.047561394	0.1616748743	0.0445691338	0.0478299977	-0.0299782844	0.1070742506	-0.0252873652	-0.1127064412	0.062687137	0.0193419862	0.1475908562	0.0032561995	0.0492201149	-0.0590339376	-0.0146066657	-0.0157265788	0.0514707489	0.0861196482	0.0548131168	-0.0767839138	-0.002596801	0.0369750383	-0.0816059649	0.0712540092	-0.0330978044	-0.0220810487	-0.0769631067	0.0625349094	0.0024769744	0.0113928653	-0.0490998415	0.0787987886	-0.0590133935	0.000585251	0.1379514933	0.015579242	-0.0047268586	-0.0359114619	-0.0452239942	0.0466105334	-0.0609836338	-0.0356055334	-4.73331e-05	0.0950644948	-0.0136586384	-0.0200896112	0.1004992113	0.0997225472	0.09843255	0.09663586	0.0943417259	0.0	0.0	0.0	0.0383440777006995	-0.0026058837253657	6.790629990126332e-06	0.0014702682947172	0.0819095252920476	0.0369964612258826	0.0013687381432382	0.0067091703335685	0.0809379489053157	0.0386241669016769	0.0065509515729994	0.0014918262688486	-0.0012310430955343	-0.000199047462836	3.9619892461488576e-08	1.5154671030626717e-06	0.0001461838202687	0.0001590429569173	2.5294662145002294e-08	2.1369709308351583e-08	0.0005130905846325	-0.0001829029504709	2.6326194803852064e-07	3.345348929096049e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
601.3973702252287	-1.2704967288542548	361678.7969138207	1.614161938029362	614.1770617167155	0.8973570823668524	377213.4631389781	0.8052497332739499	508.7669527715304	-0.0672985038372075	258843.81223242864	0.0045290886187266	509.91741416973775	635.8072897528959	1.207491	21.71833	0.065748159575202	0.0485434768972776	-0.0463585096	0.0886086255	0.0920658543	0.0742672204	-0.0124943147	0.0097831283	-0.0050130486	-0.0451523123	-0.0168893215	0.1259940514	-0.0784549252	-0.0299716411	-0.0447196212	-0.0077856738	-0.0958276887	-0.0170930473	0.0066441777	-0.0538250914	-0.0657271659	-0.0826220914	-0.0453801182	-0.0398120759	0.1225448726	0.0060690851	0.0036469041	-0.0450375079	0.0471056427	0.0023633533	0.0569310918	-0.0659760716	0.0821679544	-0.0319130252	0.0254569308	0.0114620288	-0.0966938636	-0.0522720377	0.0645373244	-0.0808164348	-0.0672261176	0.0919937182	0.0057105725	-0.010203518	-0.1271006403	0.0312550625	0.064646044	0.0645381553	0.0061085449	0.0207541916	-0.0486611776	-0.0760578567	0.0734034593	0.0278501566	-0.0317265119	0.0232252117	-0.0838420443	-0.0483231301	-0.0006838382	0.0857413433	-0.0414597028	-0.0166646839	-0.0464368065	-4.6987e-05	0.0612598504	-0.009595163	0.1446773696	-0.0582766153	-0.0272896537	0.0067174242	-0.0035244867	0.0682698256	-0.0253073384	-0.0326619521	0.0483957891	0.1003712278	0.0992122556	0.0972905381	0.0946208495	0.0912237143	0.0	0.0	0.0	0.045666445306665	0.0073223676059654	5.361706735689288e-05	0.0020854242269466	0.0348059397590247	-0.0471035855330229	0.0022187477700668	0.0012114534425088	0.0744391541554421	-0.0064987947498735	0.0055411876713776	4.2234333200984615e-05	-0.001291041548658	-5.999845312370015e-05	3.599814377236844e-09	1.6667882803612472e-06	0.0001496476310576	3.4638107888999847e-06	1.1997985181299935e-11	2.2394413481151564e-08	0.0005460965544467	3.300596981419999e-05	2.982214467785575e-07	1.089394043375881e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
601.1569806334703	-0.240389591758344	361389.7153643506	0.0577871558257433	614.5873464796279	0.4102847629123971	377717.6064528701	0.1683335866780819	509.29962600040113	0.532673228870749	259386.10904414847	0.2837407687555893	510.3851421292268	639.4660459528066	1.257471	22.617294	0.1048636038268632	0.0563552858766685	-0.0288856111	-0.0520240142	0.0763697126	-0.0767967821	-0.0482447726	0.0462074756	0.0050850577	0.1121175953	0.0165345674	-0.0094929282	-0.0260511684	-0.0579223052	-0.0168660673	-0.0652814592	-0.0332579503	-0.0917860612	-0.0871814624	0.1029669415	0.0448971536	0.1255707433	-0.122407645	0.0742318161	0.0888110731	0.0646790331	0.0082718835	-0.0752252214	0.0924996329	-0.1305311223	-0.0866838902	-0.0323900169	0.0422884265	-0.055845235	0.0083575104	-0.0327205723	-0.0214178448	-0.0897778784	-0.1436054267	0.0421147799	-0.0461666544	-0.0288429866	0.1094240435	0.0304690201	-0.0327946079	0.1971461398	-0.0465204049	-0.024206857	-0.1147641176	-0.0570899912	-0.1179497452	-0.0797625558	0.0697327498	0.0244298076	0.0360307811	0.0341724227	0.0223152281	0.0543884977	0.0432411398	-0.0835823843	0.0883219016	-0.0481931462	0.0807774944	-0.0642364004	-0.0046461366	0.040899236	-0.033708395	-0.0048420279	-0.0714235727	-0.0091299608	-0.0206800029	-0.0128572799	0.0777910185	0.0419794676	-0.1617727609	0.1002177191	0.098601049	0.0959258892	0.0922209577	0.0875260273	0.0	0.0	0.0	0.0409965191382042	-0.0046699261684607	2.180821041887496e-05	0.0016807145814491	0.0806464329420748	0.0458404931830501	0.0021013508152652	0.0065038471462805	0.0641565559178403	-0.0102825982376018	0.0041160636672389	0.0001057318265159	-0.0008299982882157	0.0004610432604423	2.1256088799926653e-07	6.888971584409922e-07	-1.2619526711610264e-05	-0.0001622671577692	2.633063049049777e-08	1.5925245442504495e-10	0.0002879952479032	-0.0002581013065434	8.294126281482564e-08	6.661628443946174e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
