global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
855.6080545305326	n/a	n/a	732065.1429775229	1321.6590992997333	n/a	n/a	1746782.7747617825	721.3047676027284	n/a	n/a	520280.567766426	819.3012858148832	727.0298121846273	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0200536314227832	n/a	0.0004021481332408	n/a	-0.0011212061656209	n/a	1.2571032658263212e-06	n/a	0.3867231255923045	n/a	0.1495547758678813	n/a	0.0006239999053131	n/a	n/a	3.893758818307578e-07	0.0001590000015556	n/a	n/a	2.5281000494680807e-08	-4.960799467030154e-08	n/a	2.460953135208666e-15	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
616.1173622650166	-239.49069226551603	57355.7916818161	379600.6040844017	591.1960260902963	-730.463073209437	533576.3013225753	349512.7412649583	564.748426144622	-156.55634145810632	24509.88805074718	318940.78483282763	579.0107641077753	481.9269829526472	14.988974	440.866425	0.7252932586137213	0.4470437538601891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0292955178327076	0.0092418864099244	0.0008582273650864	8.541246441394533e-05	0.1088365818241783	0.1099577879897992	0.011845401543171	0.0120907151396096	-0.0573987093290497	-0.4441218349213542	0.0032946118326407	0.1972442042539106	-0.0013178392496689	-0.001941839154982	3.770739303821208e-06	1.7367002879678894e-06	-0.0005343985171943	-0.0006933985187499	4.808015058045555e-07	2.8558177517946656e-07	0.0006041477041263	0.0006041973121209	3.649944484010794e-07	3.6505439197420525e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
604.9882789141434	-11.129083350873202	123.8564962306831	366010.8176234973	591.2480730010242	0.0520469107278813	0.002708880916316	349574.2838274244	562.2189232168272	-2.5295029277948515	6.398385061722726	316090.11762308865	576.2098084350131	471.8652247835004	1.258699	37.021767	0.1769858194816279	0.0880525580705299	-0.0572755106	0.1036263061	0.0006559916	-0.0013968533	0.0565882437	0.1491811465	0.047470398	0.0500177368	-0.2867526216	0.0661202474	-0.0405703588	0.1541210946	-0.011603323	0.0945247568	0.0027377221	-0.0024358527	0.0521697868	-0.014238527	0.040583134	-0.0301946855	0.0648159584	-0.0729407162	0.0761815484	-0.1768313654	-0.1400205461	-0.0072061823	-0.0695324575	-0.005531772	0.0382341904	-0.0752944482	0.0637564664	-0.0440428741	0.0365357315	-0.0896703027	0.1053205471	-0.1169344493	0.1023894666	-0.1037578525	-0.0309926121	0.0321476117	0.1086610207	-0.0409084671	0.0231509354	-0.0490092107	0.0701697086	-0.0168818779	0.1395920021	-0.0148128022	0.0323831541	-0.0187686215	0.0267922938	-0.0041892415	0.2057016056	-0.0313430489	0.086531406	-0.0066522159	0.2135973734	-0.0551588531	0.0283895446	-0.0478437765	0.0120340915	-0.0574272994	0.1005006188	0.1004911309	0.1004753183	0.1004531821	0.1004247237	0.0	0.0	0.026269123483118	-0.0030263943495896	0.0006900668485713	9.15906275922787e-06	0.1532813521207146	0.0444447702965362	0.0234951729079544	0.0019753376067118	-0.0132231486071177	0.044175560721932	0.0001748516590859	0.0019514801650971	-0.0022448285143629	-0.0009269892646939	8.593090968579224e-07	5.039255058896744e-06	-0.0010423738065516	-0.0005079752893572	2.580388945976325e-07	1.0865431525848722e-06	0.0003323303759062	-0.0002718173282201	1.1044347874995621e-07	7.388465992071357e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
602.4528084836363	-2.5354704305070754	6.428610303975734	362949.386449821	575.0766725121475	-16.171400488876657	261.5141937716402	330713.1792676438	560.7215445111889	-1.4973787056383117	2.242142988099065	314408.6504790132	572.0376157618281	467.2717855535626	0.954554	28.076031	0.2042962686845844	0.0994101232760171	-0.0713341554	0.1057596916	0.0493804827	-0.005165598	0.06220801	0.0067265449	-0.0488689919	0.0025444798	0.0590391333	0.0158631755	0.0142089948	0.059036424	-0.0448170549	-0.0017033935	-0.0069263929	-0.0130921669	0.0430124056	-0.078659288	0.0755430499	0.229788336	0.0081617956	0.0601785788	0.139022449	-0.0373768289	0.1033523213	0.0524067643	0.0005262953	-0.0130818279	-0.0343433349	-0.006867479	0.0067839717	-0.0979653463	-0.0222024823	0.1752865131	-0.0865915365	-0.0117935204	0.084493718	-0.1280397035	-0.0330254577	0.0348723464	0.1052246245	-0.0834881622	-0.005204922	-0.1631199967	0.0374198992	-0.137086522	0.1233005131	-0.0037421668	0.0197777696	-0.0834820133	0.0269455428	-0.0664584586	0.142632931	-0.0277108461	0.049872063	0.0361120879	0.0159145147	-0.0189012398	0.0722524715	0.0520880069	0.0731311476	-0.0119962472	0.1004753183	0.1003899448	0.1002477094	0.1000486926	0.0997930072	0.0	0.0	0.0324166495752678	0.0061475260921497	0.0010508391696857	3.779207705366258e-05	0.104775086388841	-0.0485062657318735	0.010977818727789	0.0023528578152511	0.035906048223552	0.0491291968306697	0.001289244299032	0.0024136779812266	-0.0031720020798013	-0.0009271735654384	8.59650820447755e-07	1.0061597194263771e-05	-0.0002680372331467	0.0007743365734048	5.995971289124419e-07	7.184395835293843e-08	2.3574914151673577e-05	-0.0003087554617545	5.557765772587791e-10	9.532993516325081e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
603.412992087117	0.9601836034806864	0.9219525523931564	364107.2390195271	575.3839584722751	0.307285960127615	0.0944246612915502	331066.69966722484	562.6498144815134	1.9282699703245496	3.71822507845544	316574.8137360815	574.5502690557223	466.97054793922143	0.7576009999999999	22.283108	0.2181038242752291	0.1190502561004745	-0.0624339997	0.0943470822	0.0121500136	-0.0245105095	0.0882253197	-0.0449511907	0.0103904549	-0.0137972047	-0.0386697897	0.0366024677	-0.0492702911	0.0312540053	0.0036636291	0.0245574728	0.0358666473	-0.0250672965	0.0306894036	-0.0167933065	0.0112674069	0.0307629987	-0.0966390333	0.0257599194	0.0629376068	0.0194923256	0.0552003348	-0.0036446849	-0.0300619905	0.0281639758	-0.0260680571	-0.039125464	-0.0008743538	-0.0106406623	-0.0671391216	0.0370655613	0.0577365235	0.0035200285	0.0199615344	0.0035054864	-0.0365025261	0.0309533611	0.1110214339	-0.0331819926	0.0280422758	-0.0386631727	0.0811894364	0.0127056199	0.1454554543	-0.0549503094	0.0049767367	-0.066701375	0.0277642947	-0.0590018508	0.1480883659	-0.0163103704	0.0327200652	0.0331683742	-0.0020678324	-0.1071282814	0.1626441437	0.0672437984	-0.111957461	0.0355467292	0.1004247237	0.1001876746	0.0997930072	0.0992413423	0.0985335479	0.0	0.0	0.0177742189626144	-0.0146424306126533	0.0003159228597309	0.0002144007742463	0.1593340999968688	0.0545590136080277	0.0253873554218121	0.0029766859658809	-0.0544496593148622	-0.0903557075384142	0.0029647653995045	0.0081641538847674	-0.0024680449096283	0.0007039571701729	4.955556974379776e-07	6.091245675942164e-06	-0.0005332800903476	-0.0002652428572008	7.0353773296097e-08	2.843876547611444e-07	-0.0001781585087971	-0.0002017334229487	3.1740454256806365e-08	4.0696373934628766e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
604.0489884195784	0.6359963324614455	0.4044913349044095	364875.180410716	577.4778516071599	2.093893134884752	4.384388460317494	333480.669096821	563.1143195573674	0.4645050758539355	0.2157649654940704	317097.7368905569	574.4764495394123	473.9734145169053	0.71832	21.127739	0.1704777437850188	0.0945749692911349	-0.070640035	0.121100276	0.0311249203	0.0044169756	0.0801202371	0.0013222656	-0.0110820986	0.0077230393	0.0047498578	0.0650208727	-0.0168785917	0.0076167096	0.012628169	0.0624906685	0.0220830672	-0.0369241532	0.0034184419	0.0169994795	0.0138400243	-0.1016904151	-0.0271168875	-0.027631451	0.0554067095	-0.0204682954	-0.0542278184	-0.0054283029	-0.050917755	-0.0105644036	-0.0112095668	-0.044402995	0.0336217001	-0.0023240556	-0.0132521995	-0.0681601281	-0.0042095933	-0.0161419701	0.0477693234	-0.0624821127	-0.0315384795	0.0339926539	0.1116229004	-0.0255277482	0.054904286	0.0195547637	0.1162758738	0.1004783623	0.1428102495	-0.0154277219	-0.0125214063	-0.0172627825	0.0665675592	0.0639656253	0.146250018	-0.0249170893	0.0345338308	0.0477433141	0.08826665	-0.0757202131	0.1031177753	-0.0216206046	0.013588714	0.0560340622	0.1003488477	0.0998845239	0.0991122417	0.0980343822	0.0966542685	0.0	0.0	-0.0237595663580663	-0.0415337853206807	0.0005645169935233	0.0017250553230643	0.1334162036358179	-0.0259178963610508	0.017799883392594	0.0006717373517821	-0.017925549946625	0.0365241093682372	0.0003213253408889	0.0013340105651429	-0.0023413679501878	0.0001266769594405	1.6047052053090127e-08	5.48200387816662e-06	-0.0005303868881265	2.8932022211000143e-06	8.370619092178055e-12	2.813102510965124e-07	-0.0013786274018365	-0.0012004688930394	1.9006135130944584e-06	1.4411255631552422e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
602.9495202071306	-1.099468212447846	1.2088303501832616	363548.123918009	575.1246194234708	-2.353232183689101	5.537701710350177	330768.3278669921	562.4387183374213	-0.6756012199460883	0.4564370083926428	316337.3118850411	574.0279475254799	471.5547959207538	0.527515	15.51565	0.0741470840726666	0.0378920229378913	-0.0727860801	0.1203592144	0.0315886452	-0.0009881958	0.0847989695	-0.0456865321	-0.0075309133	-0.0187730182	-0.0335771218	0.0992227769	1.11277e-05	0.092923629	-0.0029679271	0.0675300399	-0.0021789904	-0.0152636899	-0.0443098307	0.0662539046	0.0233371564	-0.0863038751	-0.0049081009	-0.0744311213	0.1246764525	-0.0436582765	0.0327367731	0.0093962646	-0.0934527538	-0.0030156024	0.0143941009	-0.0230149114	0.0563581294	0.0282546944	0.023799903	-0.0622734528	-0.0390176846	0.0562868584	0.0956247034	-0.0741249375	-0.0289659048	0.0338541992	0.1132529419	-0.033104575	0.0577192396	0.0258302092	0.113151973	0.0950001783	0.1495596482	-0.0158552404	-0.0186643759	-0.0255768896	0.0645135244	0.0580849384	0.1182443053	-0.0148423661	-0.0002110976	0.0728285735	0.0870658655	-0.0750618053	0.0743418198	-0.0124325863	0.0592495823	0.0793636769	0.1002477094	0.0994807979	0.0982069551	0.0964326722	0.0941669905	0.0	0.0	-0.0241332097039332	-0.0003736433458668	0.000582411810614	1.3960934991061e-07	0.1537969725277861	0.0203807688919681	0.0236535087587125	0.0004153757406278	-0.0086405690686035	0.0092849808780215	7.465943382930757e-05	8.62108699052249e-05	-0.0020291435519274	0.0003122243982604	9.7484074869069e-08	4.117423554328544e-06	-0.00100170309055	-0.0004713162024235	2.221389626669097e-07	1.0034090816174216e-06	-0.0012800141833842	9.861321845229988e-05	1.6384363096647205e-06	9.724566853521016e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
603.36296261505	0.4134424079194332	0.170934624666219	364046.8646556103	574.6496635623095	-0.4749558611613338	0.2255830700515042	330222.2358322755	563.3785434456759	0.9398251082545812	0.8832712341057353	317395.3832149713	574.2834400063131	468.945066661926	0.651035	19.148714	0.1367957698117948	0.0929813341143527	-0.0751810638	0.1089728134	0.0443107803	-0.0103250545	0.0713035867	-0.0188789765	-0.04299575	0.0087728179	0.0077345606	0.0591207153	0.0917221123	0.0670528655	0.0173126904	0.0544029076	0.0365890336	0.0125531178	-0.0018028099	-0.0667310067	-0.0423056887	-0.0856616871	0.0657796154	-0.0146579452	0.0091203932	0.0325529016	0.0107446677	-0.005670511	-0.0330703218	-0.0529364521	-0.0464658455	-0.070374884	0.0091995376	-0.050201616	-0.0005024553	-0.0484080701	-0.1056634773	0.1160752187	0.0577460711	0.019130038	-0.0191719686	0.0327194064	0.0899698465	-0.0323245007	0.0748497224	0.0395043498	0.0619850149	0.051568248	0.0966947644	-0.0127924407	-0.0524670733	-0.036444249	0.0055377626	0.0271385967	0.0907608122	0.0405194539	-0.023301453	0.0896090507	0.0079907194	0.0217061787	0.0698049973	0.0514211435	0.1029485635	-0.0213990138	0.1001213343	0.0989769033	0.0970791982	0.0944426619	0.0910873598	0.0	0.0	-0.0169070753869817	0.0072261343169514	0.000285849198141	5.22170171666241e-05	0.1551154146557962	0.0013184421280101	0.0240607918638395	1.7382896449118154e-06	0.0508705978586547	0.0595111669272582	0.0025878177264969	0.0035415789890439	-0.0031870362875522	-0.0011578927356248	1.340715587212683e-06	1.0157200298174508e-05	-0.0009707593108521	3.094377969790007e-05	9.575175019921723e-10	9.42373639606044e-07	-0.0010940501699154	0.0001859640134688	1.1969457742919157e-06	3.4582614305424075e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
600.5556972198364	-2.807265395213676	7.880738999164198	360667.1454632038	572.5497504257575	-2.0999131365520043	4.409635181063677	327813.2167125971	560.5231910882994	-2.8553523573764323	8.15303708477515	314186.2477478102	572.66601198111	474.0064143480486	0.902425	26.542772	0.252500307288622	0.1428297297600119	-0.058046301	0.1008999055	0.0453062045	0.0131296502	0.0850964309	-0.0725493317	0.0374249559	-0.0088979762	0.0059026424	0.004051565	-0.0865001775	-0.1181056357	-0.0528717386	0.0179406772	-0.0374019821	0.0158907662	-0.0034816766	0.1490084401	-0.0577361004	-0.057044327	-0.1151189086	0.1363240342	0.0895517989	0.0207419789	-0.1192416065	0.0473042861	-0.0289229992	0.0336753851	0.0344873574	0.0335970516	-0.0584049013	0.0309936647	-0.1473173751	-0.0945739808	0.0056215161	-0.060615875	0.0310873157	-0.0643072214	-0.0286078392	0.036651413	0.0958187653	-0.0410065751	0.0514196375	0.0522274236	0.0965662315	0.0986137978	0.1231653115	-0.03507687	-0.0193965045	-0.0257733101	-0.0066903004	0.0229605384	-0.0300250341	-0.0127412477	0.0305700206	0.0998217176	0.0992007809	0.06843365	0.123035049	-0.017543441	0.0036364276	0.0081342695	0.0999697542	0.0983733472	0.0957315257	0.0920723643	0.0874347489	0.0	0.0	-0.0467917873276917	-0.02988471194071	0.0021894713613199	0.0008930960077792	0.2748549175880441	0.1197395029322478	0.0755452257223305	0.0143375485624618	-0.0163420995721494	-0.0672126974308041	0.000267064218426	0.0045175466959248	-0.0031218761242851	6.51601632670998e-05	4.245846876995102e-09	9.746110535381356e-06	-0.0016028223087227	-0.0006320629978706	3.9950363327717014e-07	2.569039353339166e-06	-0.0010780054313559	1.6044738559500013e-05	1.16209571003282e-06	2.5743363544270657e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
602.1308336609746	1.5751364411382838	2.4810548082017783	362561.5408452603	574.690963596251	2.141213170493529	4.584793841494951	330269.70363918744	561.857908263687	1.3347171753875955	1.7814699382746413	315684.3090784457	573.7115132061404	474.3538328654458	0.988429	29.072367	0.314190189567661	0.1822381928658525	-0.0103793628	0.0330983809	-0.0106254921	0.0056873315	-0.0073593078	-0.0208589036	-0.0026154734	0.016129269	0.0723423763	0.0021415791	-0.0628811603	0.0879141438	-0.0247733289	0.0266967554	-0.0257578858	-0.0250366106	0.0382491502	-0.0105151439	0.0019721671	-0.1015695542	0.1004227907	-0.0293336811	0.0490640489	-0.021502668	0.048326888	0.0193947743	-0.0364778965	0.0279849066	0.0439389025	-0.0008165762	0.1157849299	-0.0025012681	0.0634785881	-0.0433616334	-0.0263432831	0.009015543	-0.0771400442	0.0501637226	-0.0104900379	0.0134386501	0.0420245406	0.0059757803	0.0353802128	0.0400899442	0.0378785488	0.1065280231	0.0220532477	0.0188446094	-0.0019679518	0.0400269261	0.0214410498	0.0463935031	-0.0837887485	-0.002824482	-0.048388955	0.0328592245	-0.0159912085	0.0445441153	-0.017511743	-0.0104516708	-0.0085497238	0.0447041891	0.0997930072	0.0976707375	0.0941669905	0.0893313237	0.0832321342	0.0	0.0	-0.0697906768437377	-0.022998889516046	0.004870738574307	0.0005289489189712	0.2063433042976328	-0.0685116132904112	0.0425775592284654	0.0046938411556548	0.0117932850249644	0.0281353845971138	0.00013908157168	0.0007915998664275	-0.0059481830530369	-0.0028263069287517	7.98801085551043e-06	3.5380881632435375e-05	-0.0023543870181168	-0.0007515647093941	5.64849512406638e-07	5.543138231076917e-06	-0.0013910198364918	-0.0003130144051359	1.934936185513674e-06	9.797801782258134e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
