global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
715.2068124962306	n/a	511520.7846410183	n/a	860.2006648670543	n/a	739945.1838377223	n/a	548.429072007651	n/a	300774.44702317327	n/a	578.6423516283709	769.7446606932781	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0002655257938499	n/a	7.050394719961959e-08	n/a	-0.0089340472534331	n/a	7.981720032657552e-05	n/a	-0.4265712812163684	n/a	n/a	0.181963057958574	-0.0003970000085038	n/a	n/a	1.5760900675201725e-07	0.0004089999774119	n/a	1.6728098152293473e-07	n/a	8.118649961078657e-08	n/a	6.591247719052248e-15	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
565.8824124249123	-149.32440007131822	320222.9046918386	22297.776456659103	628.5180363895918	-231.68262847746257	395034.9220670282	53676.84033822595	463.1860625426218	-85.24300946502922	214541.3285337376	7266.370662655061	481.57100927446845	594.6835564606995	15.009872	322.42395	0.6281752062250515	0.5029286063498885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0002655257938499	0.0	7.050394719961959e-08	0.0675278061477797	0.0764618534012128	0.0045600046031321	0.0058464150255485	0.068422488892935	0.4949937701093034	0.2450188324470219	0.0046816369863038	0.0003229999659984	0.0007199999745022	5.183999632831687e-07	1.0432897803496757e-07	0.0	-0.0004089999774119	0.0	1.6728098152293473e-07	0.0	-8.118649961078657e-08	0.0	6.591247719052248e-15	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
543.574818084974	-22.307594339938305	295473.5828561126	497.6287652352475	569.9887099410548	-58.52932644853695	324887.129460268	3425.682054519407	457.9732950160916	-5.212767526530229	209739.53894789604	27.17294528564808	472.1063941939229	543.9230564929879	2.882003	61.907715	0.1045045205673001	0.0571570245415068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.008048873458307	-0.008048873458307	6.478436394783889e-05	6.478436394783889e-05	0.0445483977567988	-0.0229794083909809	0.0019845597426979	0.0005280532099994	0.1155469062707652	0.0471244173778302	0.0022207107131999	0.013351087548745	0.0003859828701956	6.298290419719997e-05	3.96684622111367e-09	1.4898277608443337e-07	-9.207179399584042e-05	-9.207179399584042e-05	8.477215249612476e-09	8.477215249612476e-09	-0.0003719817286106	-0.0003719817286106	1.383704064201301e-07	1.383704064201301e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
538.8804810953433	-4.694336989630756	290392.1729055486	22.03679977221555	555.6716742371068	-14.317035703948022	308771.00954946934	204.97751134812245	457.1068889156418	-0.866406100449808	208946.70789413687	0.7506595308966428	469.8546869085994	535.2080094381894	1.21484	26.095728	0.1360381629377209	0.0896726261804091	-0.0040797229	0.1314227925	-0.048754454	-0.1045072037	0.0234200461	-0.0591002887	0.0846276584	0.0606444968	-0.1504253335	0.0310554623	-0.1320380913	0.0350214373	-0.3732813851	0.0380314008	-0.0800754766	-0.0529176725	-0.0254987605	0.0450274821	-0.0097991795	0.083233122	-0.0702316461	0.1022841953	-0.0592675388	0.068977486	-0.006689119	0.055817836	-0.0689010173	0.1549115591	-0.0002201368	0.0749353147	-0.2261919892	0.0608210908	-0.2006939988	0.0062115025	-0.0850090484	0.010377349	-0.0034705777	0.009617497	-0.0073598709	0.0972065204	-0.0350190324	0.1762680655	-0.1344862377	0.0555626482	-0.0784371222	0.0685481516	-0.1114559343	0.0062635406	-0.0449055659	-0.063220693	-0.0078772544	-0.0017322144	0.0458222373	-0.1027440732	0.0304200108	-0.056324108	0.1229942687	-0.0954301259	0.0811881091	-0.0638489849	-0.0091736606	0.0022121764	-0.0025018214	0.2201533725	-0.0280851545	0.2134064222	-0.0840463735	0.189456242	-0.2581007754	0.0495241453	-0.1048651324	0.017424838	-0.1070916594	-0.0241372232	0.0081568888	-0.0412866336	0.0390317031	-0.0279031264	0.0648408868	-0.0160038625	-0.1255742436	-0.0191802908	0.036731387	-0.1155491139	0.0580388534	-0.0917594641	0.0605035651	-0.0841008174	0.0446890198	-0.0182466196	0.0171784979	-0.0933983277	0.004248096	0.155769177	0.0346420881	-0.0054744884	0.043197311	-0.117923875	0.0210009054	-0.0818125394	0.0798787596	-0.0838951154	0.0963204918	-0.0824750203	0.1007553414	0.1007457326	0.1007297186	0.1007073005	0.1006784796	0.0	0.0	0.0	-0.0148052700952803	-0.0067563966369733	0.0002191960225942	4.564889551610412e-05	0.1230064493253308	0.078458051568532	0.0151305865756251	0.0061556658559304	0.1166653603773113	0.001118454106546	1.2509395884498264e-06	0.0136108063119679	-0.0004499999618948	-0.0008359828320903	6.988672955498858e-07	2.0249996570532145e-07	6.88499941503551e-08	9.214064398999078e-05	4.7403216945039305e-15	8.489898274890224e-09	-0.0003059999921776	6.598173643299998e-05	9.363599521269127e-08	4.353589542713877e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
537.9694325336056	-0.9110485617376298	289411.11034052965	0.8300094818442039	553.086248108835	-2.58542612827182	305904.3978471078	6.684428264750613	458.2332854336655	1.1263965180237392	209977.7438793312	1.2687691158160035	471.1521021089411	524.7304138669158	1.176311	25.268085	0.3623498699831923	0.1920402954891803	0.0064288909	0.0634885295	-0.0972543801	-0.0053229916	-0.0074097354	-0.0179343243	0.15504667	0.0912575076	-0.0686411142	0.0824641375	-0.1181280424	0.0722012171	-0.2139552057	-0.0908825749	0.0521830492	-0.048467128	-0.130663728	0.1506766816	-0.0035292834	0.1051123707	0.1118673206	0.0808885626	-0.030380583	0.006228199	-0.0372048687	0.0601496556	0.0840393982	0.0625244798	-0.016052209	-0.0658356787	0.0171712266	0.1045600003	-0.0004568354	-0.0478309916	-0.1002035789	-0.0258696125	0.0021175111	0.0276810402	-0.0867265274	0.0191231743	-0.044995026	0.1129810203	-0.061518433	0.0184740422	-0.0377301053	0.0823933062	0.0251653446	-0.0215887067	-0.1879942626	0.1010088326	-0.0020785601	0.0544167343	0.0977939669	-0.1557016308	-0.0472356431	-0.1433472784	-0.0240676734	-0.05936051	0.0526118409	-0.0412984421	-0.0389664177	0.0068579203	0.0260029099	-0.0516175145	-0.2371747403	0.1654050031	0.005815455	0.0138867574	-0.0835190972	0.0942584021	0.0452298659	-0.0443143312	-0.1696932276	-0.1336206453	-0.0399351854	0.0847759821	-0.0221507973	0.0558077961	0.1141398155	-0.0457387767	-0.0164709178	0.0823094846	0.0818066124	-0.1211286196	-0.0220167271	0.0494903838	0.0590359219	-0.1363212714	0.0613622853	-0.1033991128	0.0574824071	-0.0715255788	-0.0123198045	0.0117914582	0.0816253757	0.1272252385	0.0097022096	-0.2444328878	0.0727356668	-0.1363076452	-0.0319833841	0.0501785544	0.0194015174	-0.0024862209	0.1007297186	0.1006432578	0.1004992113	0.1002976618	0.1000387243	0.0	0.0	0.0	0.0181718115137954	0.0329770816090757	0.0003302147336929	0.0010874879114516	-0.0392096604308278	-0.1622161097561585	0.0015373974711008	0.026314066264422	0.0320193560172157	-0.0846460043600956	0.0071649460541293	0.0010252391597572	-0.000813093208849	-0.0003630932469542	1.318367059837437e-07	6.611205662763635e-07	0.0007228953679376	0.0007228265179434	5.225777129856381e-07	5.224781750422521e-07	0.000258293728082	0.0005642937202596	6.671564996649815e-08	3.184274027244197e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
536.7177707436147	-1.251661789990976	288065.9654319953	1.5666572365234144	546.4097180065482	-6.676530102286733	298563.5799319956	44.5760542067409	457.5916349402248	-0.641650493440693	209390.104367268	0.4117153557326848	469.622794908936	519.1225179689696	1.041564	22.373625	0.3034121958038119	0.1836274668446737	0.0609583522	0.1263710734	-0.0027613146	-0.0376168039	-0.0148717718	-0.0038285407	-0.0946248649	-0.0547265186	-0.0327293	-0.0293560584	-0.0666909889	0.0114955079	-0.0178162314	-0.133003568	-0.0357843649	-0.0445194528	0.073901793	0.0390175104	0.0311649617	0.0974536087	-0.0376041984	0.0130371395	0.057498656	0.1135334892	-0.0248858063	-0.0057740639	-0.0248755725	0.0384232797	-0.0745738822	-0.0055288811	-0.0332912258	0.1400441812	-0.0654165617	0.0959788529	-0.0175842927	0.0538296001	-0.0667728042	-0.0652910154	-0.1119470655	0.0297352771	0.0095084203	0.0057274216	0.0471884969	-0.0179978468	-0.1277155134	-0.0729883138	-0.1374700915	0.0498647697	-0.0309050688	-0.071772789	0.0653734641	-0.0151161353	-0.0506469779	-0.0713470053	-0.0058252239	0.0018550775	0.0107393572	-0.0996491303	0.0049746611	0.0745455103	-0.0241000766	0.0289866207	-0.0773923956	0.0703104413	0.0240790501	0.1847263227	0.0111608588	-0.0074666735	-0.0267145203	-0.0247756566	0.1605176734	0.0389272619	0.0723729516	-0.0944255096	-0.0181402327	0.0132028766	0.003638457	-0.0195476392	0.0679001069	0.0542563689	-0.0880791198	-0.0007807224	0.02525245	-0.1289094798	0.069985326	-0.097191468	-0.0064552303	-0.0866341382	0.0824370962	-0.0275322541	0.0185869725	-0.131527022	-0.0387634552	0.1297389603	0.0801083848	0.0911212605	0.015687601	-0.0722504264	0.0620785335	-0.035318936	-0.0327567921	-0.1070756139	0.06095308	-0.0157905753	0.1006784796	0.1004384124	0.1000387243	0.0994800506	0.0987632792	0.0	0.0	0.0	0.0088578447332281	-0.0093139667805673	7.846141331797679e-05	8.674997718951123e-05	0.1034576386518324	0.1426672990826601	0.0107034829954131	0.0203539582275412	0.1436944279158751	0.1116750718986594	0.0124713216835707	0.0206480886140706	-0.0008129780874775	1.1512137150005745e-07	1.3252930176054234e-14	6.609333707185735e-07	0.0003230553336242	-0.0003998400343134	1.0436474858304317e-07	1.598720530397409e-07	-0.0001368682770716	-0.0003951620051536	1.8732925268548265e-08	1.561530103170138e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
536.5894350046173	-0.1283357389974071	287928.2217585744	0.0164700619040106	545.8140078843242	-0.5957101222240908	297912.9312027491	0.3548705497202412	457.6453317639291	0.0536968237042856	209439.24968531675	0.0028833488759291	469.8665505027362	518.2746496232298	0.922843	19.823406	0.1438955916022317	0.0737327606954177	0.0418026394	0.0527706834	-0.14480507	-0.0074140866	-0.0007117031	0.0219677657	0.0529380704	-0.1356160164	-0.018795687	-0.0090426603	-0.0431827213	0.1167878993	0.053739314	-0.0710055355	-0.0303945205	0.013414641	-0.1221938451	0.0697107372	0.0477439115	0.0570560979	0.0120425143	0.0884231735	0.0826727926	0.068156115	0.0217472057	-0.0652711311	-0.0144914867	0.026655415	-0.0455325275	-0.0863498941	-0.0590654671	0.0552291787	0.0314957178	0.0795676179	0.0452231762	-0.0052899269	-0.1092883231	-0.1440281328	-0.0585220933	-0.0480877794	0.0562374771	0.0716688009	0.0512928741	0.0377935252	0.0126242326	-0.0971306531	0.0588783186	-0.0312684396	0.0106171081	-0.0074662291	-0.0948085397	0.1024266719	0.0147540361	-0.1040074409	-0.052252157	-0.0186474853	-0.0370963411	-0.1471540045	-0.0529507115	0.0469818768	0.0604908092	0.0656560959	0.0207576469	0.0374358954	0.0018118356	0.0911000257	0.062076154	-0.0655948677	0.0989900205	0.0814843076	0.1260573201	0.0117105343	0.0066640309	-0.0381064798	-0.0765826929	0.0051658946	0.0623749134	-0.0790794796	0.0141852137	0.0243932355	-0.0982641804	-0.0100528798	0.0663050692	-0.0846633692	0.0762919229	0.0636103851	0.0840497768	-0.05427723	0.1197271895	-0.0411207269	0.0097367633	-0.0479501255	-0.02463012	0.0813529848	0.078802504	0.0926376207	-0.0454299996	-0.0910240713	0.0729171097	-0.0986239865	0.000566443	-0.063328346	0.0061326916	0.0267548441	0.1006016373	0.1001314048	0.0993493113	0.0982577928	0.0968602488	0.0	0.0	0.0	3.155029601487058e-05	-0.0088262944372132	9.954211786259584e-10	7.79034734923812e-05	0.0432731382517772	-0.0601845004000552	0.0018725644941574	0.0036221740884042	0.1659711635179235	0.0222767356020483	0.0004962529490835	0.0275464271194932	-0.0002388901280434	0.000574087959434	3.295769851672088e-07	5.706849327659206e-08	0.000482054457805	0.0001589991241808	2.3237650028967254e-07	2.5280721490261472e-08	-0.000455942416715	-0.0003190741396434	2.078834873599147e-07	1.0180830658917593e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
536.9695866571805	0.3801516525631996	288336.33699478325	0.1445152789465316	545.9924940834142	0.1784861990900026	298107.803595427	0.031857323265596	457.8440264808456	0.1986947169165205	209621.15258419327	0.0394795905305362	469.733115986532	521.0746591987705	0.959025	20.60062	0.0889217047664092	0.0514917005267248	0.0545965066	0.1675730969	-0.018823729	-0.0561681338	0.0100440143	0.0383465809	-0.105574771	-0.0658844607	-0.0129699426	0.0514279791	-0.002913174	0.0762562602	-0.046690377	-0.0696274551	-0.0268843067	-0.0783459621	0.0440422923	0.1362435847	0.017555057	0.0111263072	0.0369342263	0.0867618605	0.0539886999	0.0823648224	0.0012274865	-0.0398000735	0.007928604	0.0315455439	0.045386464	-0.1239839237	-0.1643687951	0.0584932419	-0.0043981792	0.0106143212	0.0237248365	0.017444366	0.0273318985	-0.0371651888	-0.0649268035	-0.0325432682	0.1447959293	0.063961467	0.0635081305	-0.0298838499	-0.0250968043	-0.0555791958	0.0668825359	-0.105947404	-0.0095079884	-0.0899131837	0.0765212358	0.0484770622	0.0217867337	-0.0370963216	-0.0674778345	-0.0302246119	-0.0457979711	-0.1432470343	0.0131302561	0.0312562585	0.0074680264	0.0154468331	0.1480670905	0.0625670505	0.0016528434	0.1242919763	0.0289787964	0.0068173721	0.0766711715	0.0530960148	0.0724378022	0.0659937116	0.033682032	0.0914968896	0.0020267247	-0.0262684487	0.0785708088	-0.0755894064	0.0737841959	-0.0339872767	-0.1128382297	0.0448107958	-0.0137941184	-0.1507337078	0.100209287	-0.0391704828	0.0279555148	-0.099551923	0.0818147037	-0.113698257	0.0680063746	-0.0490173936	0.0101351123	0.1092769448	0.0825157781	-0.0152472003	0.0306208865	-0.0912978403	0.0130131883	-0.0019805081	0.0449312777	0.0055237094	0.0339169732	0.0405568141	0.1004992113	0.0997225472	0.09843255	0.09663586	0.0943417259	0.0	0.0	0.0	0.0077013340467289	0.007669783750714	5.9310546099305736e-05	5.882558278271697e-05	0.0605272417940483	0.0172541035422711	0.0036635469991951	0.0002977040890474	0.1195702044349644	-0.046400959082959	0.0021530490038184	0.0142970337886191	-0.0002369572107205	1.932917322899994e-06	3.736169377166881e-12	5.6148719712439453e-08	0.0003230313914677	-0.0001590230663373	1.0434927987355844e-07	2.528833562731732e-08	-0.0002649612325659	0.0001909811841491	7.020445476284096e-08	3.6473812698992445e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
536.9971651721229	0.0275785149424336	288365.9554028962	0.00076057448643	549.0089633055408	3.0164692221266023	301410.8417898246	9.09908656803707	458.2280792656938	0.3840527848481656	209972.97262752696	0.1474965415496314	470.5440834094421	524.5793353491734	1.115999	23.972549	0.1870650504530643	0.0967526238602441	0.0238447541	0.0493564181	-0.0855269195	-0.0697460074	-0.0107623237	-0.0188105016	-0.0164356436	-0.0444885893	-0.0160826271	-0.0077305368	0.1723141431	0.0327779372	-0.0077001503	-0.0681010739	-0.0022293205	-0.087281387	-0.0390788959	-0.0953306002	-0.0068024819	0.0415094528	-0.0111952836	0.0855233978	0.0637315654	0.1053107009	0.0408258877	-0.118456267	-0.1731076271	0.110931054	0.0253043492	0.0439203827	0.0992011664	-0.0185892655	-0.029427568	-0.0999408134	-0.0681817767	-0.060451651	0.0453692792	-0.0420466152	-0.0067921088	-0.0167490858	-0.0887108054	-0.1350533341	-0.1407228945	-0.0597085211	0.0703242619	0.0206453104	-0.0420484951	0.0291431487	0.0275534328	6.46037e-05	0.0186116649	0.0251470079	-0.0100721653	-0.0355841603	0.14689193	0.0569429037	-0.0733706242	-0.1298800739	0.022719186	-0.0510888855	0.0665986569	0.0562674582	-0.0866024251	0.1229683997	-0.0727242549	-0.160148771	-0.1131820612	0.0229277485	-0.1553242965	-0.1211908615	0.0694849251	-0.0634685915	0.0412078101	0.0294382719	0.0442408277	0.1070808976	7.42729e-05	-0.0229483466	-0.110668502	0.0158475431	-0.0913117229	-0.0516981126	0.0371951059	-0.0566231256	0.0136666114	-0.0121320402	0.0480233361	0.0405411557	0.1058410919	0.0985338286	0.0283776348	0.0030329108	0.1622103	-0.0388147287	0.0698161059	0.0966079081	0.0375032471	0.1702112488	0.0536975588	-0.0820360742	-0.0525570731	-0.0571987131	0.0261889378	-0.2117172532	0.1003712278	0.0992122556	0.0972905381	0.0946208495	0.0912237143	0.0	0.0	0.0	-0.002414482323445	-0.0101158163701739	5.829724890228365e-06	0.000102329740835	0.0986949498269069	0.0381677080328585	0.0097406931213356	0.0014567739364815	0.1701714626669712	0.0506012582320068	0.0025604873346622	0.0289583267062163	-0.0016219711100093	-0.0013850138992888	1.918263501223166e-06	2.6307902817048005e-06	0.0001348696408236	-0.0001881617506441	1.8189820015886872e-08	3.5404844405452465e-08	-0.0004553909389935	-0.0001904297064276	2.0738090731738166e-07	3.6263473090101926e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
537.2498443147769	0.2526791426539603	288637.395216252	0.0638467491323404	546.4871213123051	-2.521841993235625	298648.1737602101	6.359687038846633	458.1488151141367	-0.0792641515570835	209900.33679048743	0.0062828057220643	470.5246554094923	514.6804546222909	0.949102	20.387459	0.2328887644042168	0.1128350075486484	0.0706435214	0.0311022211	0.0230667905	-0.0489296897	-0.0278379516	0.03499665	-0.0284159939	-0.1097834284	0.0618036222	0.0171472574	0.038223598	-0.0605318841	-0.0922835564	0.0041388812	-0.0022806949	-0.0712433148	-0.0276961549	-0.0950711355	0.0473663091	-0.0569201004	0.015560444	0.0339756676	-0.0562868434	0.0251219495	0.0153953765	-0.0657184646	-0.1439439113	-0.0799372182	-0.0102333678	0.0228851625	0.0898854203	-0.1047545521	0.0914530536	0.0040006844	0.0865543501	-0.0422525419	0.0591791519	-0.0097248045	0.0143217883	0.0399520143	-0.0363275492	-0.0921893566	-0.0300891816	-0.0703367634	-0.0121465938	0.0148558756	0.1009766666	0.0094035088	0.0973153215	-0.0183043756	0.0053514595	0.1018401639	-0.0089429725	0.0860373004	0.0849101699	-0.0435518499	-0.0222013201	-0.0146715701	0.0440501182	-0.0327680978	0.0473858321	0.1008167022	-0.135617825	-0.0090402693	0.0606043202	-0.1872623213	-0.0305897824	0.0416628238	0.0657249294	0.0158547927	-0.0276995822	-0.0060546881	0.0112810028	0.0027567727	-0.115231976	0.1467373225	-0.0924925265	-0.0187818155	-0.0977070502	0.0183563991	-0.0808061715	-0.0244647513	-0.1016252185	-0.0321280247	-0.0294856109	0.0687719929	0.034464332	0.0892049601	0.0298108903	0.1614343426	0.021464743	-0.0394599249	0.1623554869	-0.1214122681	-0.0339809084	0.0723110874	-0.0996394009	0.0995855019	-0.0939861913	0.0756412413	-0.1005496629	0.0454558853	-0.0579209418	0.0121185372	0.1002177191	0.098601049	0.0959258892	0.0922209577	0.0875260273	0.0	0.0	0.0	-0.0002916880866195	0.0021227942368255	8.508193987574495e-08	4.506255371899557e-06	0.0346016374961664	-0.0640933123307405	0.0011972733174161	0.0041079526855258	0.203296357371812	0.0331248947048408	0.0010972586492067	0.0413294089206475	-0.0029833283986412	-0.0013613572886319	1.853293667311198e-06	8.900248334139066e-06	-0.0006860932811769	-0.0008209629220005	4.707239904760848e-07	6.739801192995991e-07	-0.0009440259909973	-0.0004886350520038	8.911850716784343e-07	2.387642140467563e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
