global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
773.0143150011177	n/a	597551.1311966472	n/a	1127.3942032768614	n/a	1271017.6895822692	n/a	624.0539275217274	n/a	n/a	389443.3044552933	668.346719963606	803.2858739600883	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0077630228197449	n/a	n/a	6.0264523299880057e-05	-0.0387954630026428	n/a	0.0015050879495894	n/a	-0.3657891546876257	n/a	0.1338017056870877	n/a	-2.8995946264365668e-05	n/a	8.407648997659812e-10	n/a	5.300222002802002e-05	n/a	2.8092353278986463e-09	n/a	-0.0001529992313846	n/a	n/a	2.3408764804278373e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
554.9708776432774	-218.04343735784028	307992.6750321496	47542.940574822416	603.9121225902012	-523.4820806866602	364709.8518114022	274033.48880003503	502.1983103643269	-121.85561715740045	14848.791432810944	252203.14293278483	503.4386313302176	530.0913210831604	20.771966	455.99173	0.8266198253659376	0.5487181580771338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0287922329846566	-0.0210292101649117	0.00044222768016	0.0008289926802427	0.1759735343620718	0.2147689973647146	0.0309666847958792	0.0461257222290447	0.1318961159140599	0.4976852706016855	0.0173965853932151	0.2476906285738729	-0.0005256991917144	-0.00049670324545	2.763596401691735e-07	2.467141140405971e-07	0.000682846753186	0.0006298445331579	4.66279688336662e-07	3.967041359489937e-07	0.0005831799346999	0.0007361791660845	5.419597645768698e-07	3.400988362365797e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
541.8436745812934	-13.127203061984003	293594.56768375856	172.32346023056223	585.1538149515787	-18.75830763862245	342404.98715238646	351.8741054652015	500.9438596054844	-1.254450758842495	1.5736467063605113	250944.75047643928	501.8541909911704	498.35589644429206	1.904918	41.817261	0.2860325420507537	0.1384804702793571	-0.007840231	-0.0266238183	0.0583233199	0.0452392671	-0.1195263261	-0.0244136618	0.0821856002	-0.0026479044	-0.0101800053	0.0533902612	-7.72539e-05	0.0036771592	0.0178150882	0.0287555827	-0.0036600567	-0.0347962436	0.0244509752	0.0796380536	-0.0192618256	0.1319260471	-0.1840965073	0.0338147871	-0.0101474272	0.0999657009	-0.0685053045	0.0917757875	-0.1995109989	0.0444930065	-0.0544619536	-0.0105433766	0.1422931499	-0.1362183069	0.0122167065	-0.2259419553	0.0981317079	-0.027812396	0.0572649353	-0.1245564885	0.1005006188	0.1004911309	0.1004753183	0.1004531821	0.1004247237	0.0	0.0	-0.0095574676728489	0.0192347653118077	0.0003699761966003	9.134518831755177e-05	0.2257799618751477	0.0498064275130759	0.0509765911843431	0.0024806802216152	0.24939575640105	0.1174996404869901	0.0621982433108518	0.0138061655145719	0.0004448098401521	0.0009705090318665	1.978557938961368e-07	9.418877809344512e-07	0.0003092735950875	-0.0003735731580985	9.56501566183469e-08	1.3955690445168686e-07	0.0012289319195125	0.0006457519848125	4.169956258894123e-07	1.5102736627966776e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
540.5648413795111	-1.2788332017822768	292210.347735656	1.6354143579807094	575.0179820287796	-10.135832922799182	330645.6796564498	102.7351090388998	501.1415031816317	0.1976435761472998	0.0390629831922935	251142.8062111454	500.9945039844196	503.1358232125864	0.908467	19.942915	0.1235762259815306	0.0783145000493031	-0.0390146044	-0.0208175132	0.1112248502	0.0326136606	-0.0206880567	0.0079565515	0.0961402275	0.005208112	-0.0042841861	0.0102634583	-0.0028231821	0.0003824644	0.0093115795	0.0190489875	-0.0205497493	-0.0395282795	0.012221713	-0.0302766795	0.0714673621	0.0598420598	-0.1750494034	0.0351277277	-0.1130193701	0.1028870847	-0.0708644195	0.0951805847	-0.1546938981	0.0202541962	-0.0327875819	-0.019925106	0.0451823806	-0.2080610117	0.0350224299	-0.0413512092	0.0484311658	-0.1211003481	-0.0066454198	0.0529689885	0.1004753183	0.1003899448	0.1002477094	0.1000486926	0.0997930072	0.0	0.0	0.0144178723799228	0.0239753400527717	0.000574816930646	0.0002078750439637	0.2957779007816441	0.0699979389064964	0.0874845665907961	0.0048997114511576	0.2534064504206625	0.0040106940196125	0.0642148291147996	1.6085666518955594e-05	0.000396094311626	-4.871552852610001e-05	1.5689070370247484e-07	2.373202719577264e-09	-0.0001537567359968	-0.0004630303310842	2.3641133864389654e-08	2.1439708750403647e-07	0.0012290311199551	9.920044259995042e-08	9.84072781202606e-15	1.510517493818087e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
540.337005985203	-0.2278353943081583	291964.08003705327	0.0519089668995539	571.4596207028344	-3.5583613259451568	326566.0980938274	12.661935325982174	502.2744844689217	1.1329812872899652	1.2836465973492266	252279.65774852104	502.1119422785864	507.1495614409805	0.8800599999999998	19.319305	0.2438404150769001	0.1533760493044193	-0.0516358827	0.0046733543	0.0990421328	0.0382140511	0.0124161151	0.0252804117	0.0397867679	0.0319703195	0.0162962557	-0.0797043703	-0.0299306272	-0.0100748567	-0.0897454682	-2.55329e-05	-0.0564087401	-0.0218032346	0.0440932035	0.0612925445	0.0380419174	0.0021151438	-0.2210422427	-0.0438405207	-0.1089590517	-0.0015777621	-0.0727236926	0.1376720057	-0.1120748282	-0.1147227813	0.0224673647	-0.095830701	0.0527568791	-0.0599458553	-0.0093078477	0.142872438	-0.0076080165	-0.0600145721	-0.1585012864	0.1421718702	0.1004247237	0.1001876746	0.0997930072	0.0992413423	0.0985335479	0.0	0.0	0.0541592796703156	0.0397414072903928	0.0015793794534208	0.0029332275744074	0.3039744546865393	0.0081965539048951	0.0924004691019789	6.7183495915852e-05	0.1185884917127353	-0.1348179587079272	0.0140632303667014	0.0181758819901723	0.0008821360151095	0.0004860417034834	7.78163949153268e-07	2.362365375251425e-07	-0.0001381407019411	1.56160340557e-05	1.9082853532779832e-08	2.438605196287822e-10	0.0019490632858896	0.0007200321659345	5.184463199803274e-07	3.7988476924027647e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
538.6943263745734	-1.642679610629557	290191.5772681554	2.6983963031780727	567.3019195738293	-4.1577011290050905	321831.4679521515	17.286478678130205	502.20749789721344	-0.0669865717082416	0.0044872007892233	252212.37094417965	501.9706367416636	501.2818580676128	0.782142	17.169783	0.1821122615911563	0.1243373055188364	-0.031194534	0.0026868921	0.0708930297	-0.0116456852	0.048131908	0.0218387038	0.0372621013	0.0287598936	0.0342554965	-0.0494355602	-0.0270941713	-0.0218904636	-0.0451011908	-0.0445320982	-0.0291504839	-0.024368179	0.0082888873	0.0090852194	0.033955165	-0.0071737479	-0.1569423695	0.0023414565	-0.0731493478	0.0759169277	-0.0380392353	0.02502762	-0.0778864314	-0.0799993658	0.0098620776	-0.0850972219	0.046910546	-0.0428697171	-0.0866623276	-0.0005991608	-0.0100814235	-0.014011696	-0.0354947616	0.1434546682	0.1003488477	0.0998845239	0.0991122417	0.0980343822	0.0966542685	0.0	0.0	0.0426299708772006	-0.011529308793115	0.0001329249612469	0.0018173144169909	0.3211283379839358	0.0171538832973965	0.1031234094563249	0.0002942557121806	0.2424380646815294	0.123849572968794	0.0587762152065254	0.0153387167245526	0.0011809559206198	0.0002988199055103	1.3946568864469594e-06	8.929333592918466e-08	4.3716376237012966e-05	0.0001818570781781	1.911121551296072e-09	3.307199688348029e-08	0.0020599762328382	0.0001109129469485	1.2301681800822946e-08	4.243502079858262e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
537.7190703349771	-0.9752560395962746	289141.79860191204	0.9511243427690104	570.0342803682599	2.732360794430633	324939.08079496	7.465795510941601	501.4929094358122	-0.714588461401263	0.5106366691678244	251495.13821439573	501.5243034489527	492.81126539485234	0.657214	14.42734	0.1011335150633477	0.0483057215406477	0.0096061659	0.0159123091	0.031712934	-0.0031855502	0.035884862	-0.0083970269	-0.0256588842	0.0134211291	0.0052203977	-0.036586287	-0.0122242923	-0.0045766215	-0.0356151601	-0.0676740639	-0.0143218925	-0.0291667142	0.0046510658	0.0321557332	0.0316162067	0.0289703861	-0.1355617534	-0.0138798542	-0.0055525491	0.0675624524	-0.0437589676	0.019587003	-0.0879823466	-0.0268923798	0.0117300418	-0.0723158216	0.0461945519	-0.0149735891	-0.0574796375	-0.0358973216	0.0725358677	0.0131956445	-0.0557110554	0.0082693252	0.1002477094	0.0994807979	0.0982069551	0.0964326722	0.0941669905	0.0	0.0	0.0331797991453584	-0.0094501717318421	8.930574576130937e-05	0.0011008990713263	0.333998425480047	0.0128700874961111	0.1115549482231505	0.0001656391521575	0.2819398047416044	0.039501740060075	0.079490053497734	0.0015603874677737	0.0017007545694146	0.0005197986487947	2.8925661053846413e-06	2.7019063528889974e-07	0.0002318184363381	0.000188102060101	5.373978742624173e-08	3.5382385014272954e-08	0.0021383058394487	7.832960661049992e-05	6.135527271755673e-09	4.572351863020409e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
537.1631976570019	-0.5558726779752305	288544.3009170953	0.3089944341193543	570.541029385158	0.5067490168980839	325517.06621187576	0.2567945661271745	501.0085002603052	-0.4844091755069826	0.2346522493153546	251009.51733308024	501.1047271399007	489.1880007305661	0.597702	13.120914	0.0835171760962685	0.0371947175695164	0.0236080668	0.0254152192	0.0225762848	0.01775578	0.0322635682	-0.0067670909	-0.0227534648	0.0036931796	0.0073313186	-0.0346966879	-0.0039142722	-0.0100102767	-0.0392794897	-0.0843678359	-0.0145323875	-0.0169599409	-0.0103635438	-0.0105779105	0.0288406368	0.008337206	-0.1034788159	0.0026572427	-0.0065362251	0.0435693022	-0.0504650795	-0.0007820857	-0.0527151302	-0.0516240464	-0.0189541539	-0.0519524637	0.0183320479	0.0392263852	-0.0554600011	-0.0490150402	0.0354645372	-0.037979351	0.0156525146	-0.001285426	0.1001213343	0.0989769033	0.0970791982	0.0944426619	0.0910873598	0.0	0.0	0.039291314109306	0.0061115149639476	3.735061515455544e-05	0.0015438073644361	0.3219732115372977	-0.0120252139427493	0.1036667489476414	0.0001446057703688	0.2951066771162161	0.0131668723746116	0.0870879508785746	0.0001733665281293	0.0022597345826656	0.000558980013251	5.106400384094873e-06	3.124586552140882e-07	0.0003099564951627	7.813805882460003e-05	9.607302889354489e-08	6.105556236876655e-09	0.0017311524152251	-0.0004071534242235	1.657739108570026e-07	2.996888684739697e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
537.1229722414269	-0.040225415575037	288501.0873094646	0.0016180840581844	571.4262291817438	0.8851997965857663	326527.9353968668	0.783578679875482	500.0188016151184	-0.9896986451868202	0.9795034082846272	250018.8019686191	500.0984342834879	489.092084924022	0.58433	12.827377	0.1342429057955933	0.0807749775532964	0.0201782358	0.0314461281	0.0055609737	0.0640092664	0.0286737829	-0.0230233551	-0.050537546	-0.0200610565	0.0073775791	-0.0599312878	0.0170870499	-0.0069651764	-0.0679744845	-0.0385562677	-0.0303876503	-0.0073948869	0.0039817897	0.02985261	0.0219941687	0.0105362901	-0.0932588185	-0.070484066	-0.0115453837	-0.0305445409	-0.0599677922	0.0543848162	-0.028782492	-0.0249925978	-0.0486594259	-0.0481686207	-0.0696345586	0.0925379423	-0.0405920802	0.0316086493	0.0107776607	0.0544798788	-0.0312914384	0.0168949958	0.0999697542	0.0983733472	0.0957315257	0.0920723643	0.0874347489	0.0	0.0	0.0650540424668122	0.0257627283575062	0.0006637181724226	0.0042320284412738	0.3204807442913591	-0.0014924672459386	0.1027079074615434	2.22745848019955e-06	0.2249417373392503	-0.0701649397769657	0.0505987851972002	0.0049231187739052	0.0023440989975984	8.436441493279989e-05	5.494800110541823e-06	7.117354506953629e-09	-9.117692426685586e-05	-0.0004011334194295	8.313231518763971e-09	1.60908020183248e-07	0.0019821099891664	0.0002509575739412	6.2979703918503e-08	3.928760009153226e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
537.2952018361595	0.1722295947326984	288686.13391615945	0.0296630333017895	573.1421386173794	1.7159094356355808	328491.9110589033	2.944345191303217	500.1636407582183	0.1448391430999436	0.0209783773739259	250163.6675365161	500.0640957854515	487.4486456273554	0.671546	14.741949	0.1199231684863257	0.071642458584566	0.0272794792	0.0322707296	0.0262591477	0.0295182797	0.0084217367	-0.0116344262	-0.0461944414	-0.0156515791	0.0196213361	-0.0126667963	0.0151448012	-0.0109329306	-0.0402215348	-0.0431632837	-0.0149510645	-0.0157639876	0.0029046135	-0.0042056536	0.0025670241	-0.0075545198	-0.0659298508	0.0341618517	-0.005709506	0.0405530105	-0.0388659471	0.0076900757	-0.0395480403	-0.00891393	-0.0422058727	-0.0192807408	-0.0298466988	0.0765505323	-0.0424238005	-0.0418072869	-0.0041404263	0.0517777422	0.0423657765	-0.0485531426	0.0997930072	0.0976707375	0.0941669905	0.0893313237	0.0832321342	0.0	0.0	0.0482320914473888	-0.0168219510194234	0.0002829780360998	0.0023263346453892	0.3003449621296141	-0.0201357821617449	0.0902070962766393	0.0004054497232652	0.2898257844659966	0.0648840471267463	0.0839989853413303	0.0042099395715458	0.0023354375298097	-8.661467788699789e-06	5.454268455643634e-06	7.502102425468401e-11	7.409641517086563e-05	0.0001652733394377	5.490278741173286e-09	2.7315276728896305e-08	0.0017944170328246	-0.0001876929563417	3.5228645860324826e-08	3.2199324876910417e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
