global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
831.8870173091302	n/a	692036.0095674811	n/a	1186.426850407298	n/a	1407608.671367381	n/a	642.8190976888826	n/a	n/a	413216.3923535492	731.1915211313043	795.166049186414	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0076815732289077	n/a	5.900656727107146e-05	n/a	-0.0280342944263338	n/a	0.0007859216639823	n/a	-0.4135434247251908	n/a	0.1710181641334395	n/a	0.0007621499655989	n/a	n/a	5.808725700624046e-07	0.0006903357515295	n/a	4.765634498397996e-07	n/a	-0.0004327633947287	n/a	1.872841558171086e-07	n/a	0.0	0.0	0.0	0.0	0.0
657.2505607962477	-174.63645651288255	431978.299666982	30497.89194337592	817.8860406270841	-368.54080978021386	668937.5754526482	135822.32847345577	534.1253042693186	-108.69379341956405	11814.34072793486	285289.84066079214	576.1961671588201	596.2635232172073	20.416485	318.717651	0.6813872312199691	0.4681138981877608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0154046500607876	-0.0230862232896953	0.0002373032434953	0.0005329737057816	0.0585313105566314	0.0865656049829652	0.0034259143154768	0.0074936039660667	0.0375289879167795	0.4510724126419703	0.0014084249340577	0.2034663214466479	-0.0001039926681781	-0.000866142633777	7.502030620461584e-07	1.0814475034800412e-08	-3.80200212468651e-05	-0.0007283557727763	1.4455220156120735e-09	5.30502131736656e-07	0.0003859980048247	0.0008187613995534	1.4899445972864918e-07	6.703702293986424e-07	1.0	0.0	0.0	0.0	0.0
628.3795909526373	-28.8709698436104	394860.9103258037	833.5328997106609	712.8981140508885	-104.9879265761956	508223.7210173136	11022.46472676864	528.2579716597453	-5.867332609573282	34.425591951362016	279056.48462206824	550.722351621726	551.5250333231478	4.31076	67.294403	0.0869546791036854	0.0392643539180045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0262817984547893	-0.0108771483940016	0.0006907329300181	0.0001183123571851	0.0507731854536075	-0.0077581251030239	0.0025779163611064	6.01885051141696e-05	0.0520462095578011	0.0145172216410216	0.0027088079293345	0.0002107497241745	0.000511935050992	0.0006159277191701	3.793669552420817e-07	2.620774964341817e-07	0.0002201505187513	0.0002581705399981	4.8466250906466495e-08	6.665202772294418e-08	0.0005879434249692	0.0002019454201444	3.456774709645133e-07	4.0781952717338616e-08	0.0	1.0	0.0	0.0	0.0
620.5372548559643	-7.842336096672966	385066.484664176	61.50223545317977	677.9973261391244	-34.90078791176404	459680.3742518023	1218.064996861935	527.3743942562896	-0.8835774034556607	0.7807090278974474	278123.7517171884	544.0122801591751	521.5619145001466	1.799073	28.084961	0.1070059221149193	0.0571529918234501	-0.026106237	-0.0598960417	-0.0014320819	0.1000331604	0.0870363231	0.0153391558	-0.2176322292	0.2050285709	-0.2199788545	0.1773829192	-0.0590045572	-0.0454492064	0.079149476	-0.0521190628	0.0478107489	-0.0426691662	0.0310419497	-0.0638327204	0.0090796501	-0.0172170853	0.0338516321	-0.06303193	0.0477806897	-0.1482638268	0.0293188738	-0.0197528452	0.0885990431	-0.0395154463	-0.0270781137	0.0386928931	-0.0151988717	0.1409654012	-0.0375402756	0.0052859567	-0.0385434602	0.0581842834	-0.0035314677	0.1008958145	-0.0374516913	0.0423365536	-0.0815648411	0.036955367	-0.1215738735	0.1287690919	-0.0001328033	-0.0854883314	0.059930696	-0.0157577076	-0.0195969417	0.1054573971	-0.1318444493	0.1032733286	-0.0407309797	0.0520671463	-0.0948069177	0.1316188637	-0.0975697827	0.1055082043	-0.0598348967	0.1742931536	-0.0033620967	0.0093255603	-0.017113131	0.0206467108	-0.0803098088	0.0975062256	-0.2158639229	0.1335231707	-0.1817761315	0.0424362723	-0.0353821846	0.1711657642	-0.1021106593	0.117411824	-0.0860022179	0.1375889084	-0.0411898285	0.0172881624	-0.0169507681	0.0796861835	-0.0743440433	0.0060102045	-0.033131214	0.0020169216	-0.0474212609	0.035187256	-0.0387409359	-0.0135992001	-0.1361952644	-6.56799e-05	0.076584629	-0.0138071407	0.0130609071	-0.0008834079	0.1029442006	-0.0840562668	0.0286604027	-0.0531682526	0.0011862561	-0.2042172847	0.1007553414	0.1007457326	0.1007297186	0.1007073005	0.1006784796	0.0	0.0	0.0	-0.0298675161595269	-0.0035857177047376	0.0008920685215396	1.2857371458068685e-05	0.0748251112126752	0.0240519257590677	0.0055987972679892	0.0005784951327197	0.0989155628689602	0.046869353311159	0.0097842885776832	0.0021967362798062	0.0004489274154841	-6.300763550790006e-05	3.969962132296389e-09	2.0153582437323375e-07	0.0005060643994796	0.0002859138807282	2.5610117642064816e-07	8.174674719311654e-08	0.0002868864344063	-0.0003010569905628	8.230382624636028e-08	9.063531156679005e-08	0.0	0.0	1.0	0.0	0.0
618.1790571564101	-2.358197699554239	382145.3467067881	5.561096390182906	667.4705437264791	-10.526782412645275	445516.9267425217	110.81314796317788	526.719928325993	-0.6544659302966238	0.4283256539190253	277433.8828957392	540.9741940312379	520.4478787530345	1.17437	18.332857	0.0561849231263759	0.0345919841057906	0.0767879313	0.0701977531	0.0460163441	0.0240014731	-0.0198872965	-0.0475007155	-0.1659034073	0.0318638963	0.0692327	-0.0978651201	0.0462598024	0.0389687684	0.0212815116	0.046265338	-0.0533660545	-0.0406984735	0.0774967452	-0.0579345726	-0.0110395453	0.0661642202	0.0429119921	-0.0045035821	-0.0227894925	0.0570453	0.0473475153	0.0273769215	0.0339766186	-0.0725725069	-0.038661451	0.0417864703	0.1012021788	-0.091697929	-0.034941938	0.0583405711	0.0362068684	-0.1616800174	-0.0559490438	0.0002824151	0.0580541642	0.0365766271	0.0714866997	0.1056480672	0.0212612703	-0.0126158274	0.0347367991	0.127158904	0.0627971028	-0.0156988961	0.0582897725	-0.0380913322	0.0266109841	0.1123694068	0.0914566463	-0.0853185149	-0.0073747168	0.0116403586	0.0001739249	0.0207908564	-0.0729690672	0.0469915496	-0.0063022757	-0.0291555608	-0.0461623006	0.0233993516	-0.0606699709	-0.0188184842	-0.0521238941	0.1252827242	-0.0262687314	0.0160561182	-0.117474844	0.0121572685	0.0900954917	-0.0003225638	0.0725681696	0.0308646794	-0.0704772834	-0.0217560482	-0.0399008342	-0.0242454148	0.1046528374	-0.0278765083	-0.0013562315	0.0475110696	-0.0137307104	0.0270612084	-0.0401997455	0.0264056957	0.0122213113	0.0412103038	-0.0157384957	-0.0149099839	0.0653936474	0.0159865542	0.0690120275	-0.0552520046	0.0513117852	-0.0798237249	0.0013940821	-0.1180391762	0.1007297186	0.1006432578	0.1004992113	0.1002976618	0.1000387243	0.0	0.0	0.0	-0.0367526431555518	-0.0068851269960249	0.0013507567789193	4.740497375139091e-05	0.080903833094112	0.0060787218814368	0.0065454302093199	3.6950859711858646e-05	0.1315333549258994	0.0326177920569392	0.0173010234580626	0.0010639203586697	0.0005219589475582	7.303153207409999e-05	5.3336046770902954e-09	2.7244114293606377e-07	0.0004860435511553	-2.0020848324299955e-05	2.3623833361965478e-07	4.008343676246243e-10	0.0001678731709652	-0.0001190132634411	2.8181401529911268e-08	1.4164156874900676e-08	0.0	0.0	0.0	0.0	0.0
617.4437602653372	-0.735296891072835	381236.79709059926	0.5406615180213766	664.9041164677318	-2.5664272587473533	442097.4840957351	6.586548874441455	526.6562773449587	-0.0636509810343568	0.004051447386636	277366.83446685004	541.0325581614574	515.4752724726741	1.088516	16.992611	0.0737093112877441	0.0324786171351067	-0.0683230748	-0.0360787773	0.0162420872	0.0063600459	0.0328722845	0.089198366	0.0113184793	-0.0375910986	-0.0052752033	-0.0106711579	0.0607836876	0.0064510858	-0.0715892163	-0.0073539504	0.089257247	0.0093562395	0.0497809991	-0.0615004913	-0.049935043	0.0493467762	0.1021251774	0.0363632867	-0.0764960515	0.0203127415	0.0468494832	-0.0042285072	-0.0613308617	0.0226288233	0.1322129079	-0.0150021209	-0.0488075934	0.0959280433	0.0354140763	0.0366626408	-0.0539254215	-0.0564681785	0.2137180149	0.0400300861	-0.0346332311	-0.069778959	0.0067762851	0.0187192915	0.1222938275	-0.0415275104	-0.0024759696	-0.0126288383	0.0066847596	0.0524108777	-0.0802644415	-0.0646079851	0.003093994	0.0602782375	-0.0783295077	-0.1106915765	-0.0113492517	0.0218013561	0.0395646078	-0.000820124	-0.0334642608	0.063754912	0.0336643953	-0.1007726236	-0.0710232792	-0.0430722642	0.0917964289	0.0529209022	-0.028602084	0.0792356757	-0.0481339947	-0.0237587954	0.1416748653	0.0585819414	-0.0204101878	-0.0675547055	-0.0692988522	0.0665453322	0.0428327685	-0.0286501131	0.0336097954	-0.0689694676	-0.0815207089	-0.0214407997	0.0145951134	0.0024990361	-0.0063975856	-0.0410738619	0.0176666144	0.118431552	-0.0243164942	0.0996685802	0.0978849125	0.0474513297	-0.0257322088	0.073512507	0.0374309315	-0.0300812392	-0.0913601714	-0.0348852039	0.0473757319	0.0392654913	0.1006784796	0.1004384124	0.1000387243	0.0994800506	0.0987632792	0.0	0.0	0.0	-0.0406530608483564	-0.0039004176928045	0.0016526713563401	1.5213258178343118e-05	0.0943143965623818	0.0134105634682697	0.0088952053989262	0.0001798432125364	0.1489765569157342	0.0174432019898347	0.0221940145104669	0.0003042652956581	0.0002599197822013	-0.0002620391653569	6.866452418094079e-08	6.755829317957124e-08	0.0003120664235101	-0.0001739771276452	9.738545268238509e-08	3.0268040943674235e-08	0.0005109594406998	0.0003430862697345	2.610795500402524e-07	1.1770818848040267e-07	0.0	0.0	0.0	0.0	0.0
617.1628721103083	-0.280888155028947	380890.0107114447	0.0788981556355657	663.305440502632	-1.598675965099801	439974.10740039067	2.5557648413877803	527.1511435933633	0.4948662484046053	0.2448926038100485	277888.3281917907	540.6900548116652	511.6713141937987	1.080799	16.872131	0.0843735446171983	0.0428957309490762	0.1036081306	0.0110053474	0.0495811779	0.0294229931	0.0052198452	-0.0979226359	0.0002426878	-0.1202032907	0.0115833068	0.0241831257	-0.0029142197	0.0215278514	0.1211774765	0.0552424842	0.0089777165	-0.005696315	-0.0473393605	0.0450065521	0.0287806469	0.0943053624	0.0418334746	0.0877219024	0.0107754484	0.0808437583	-0.1491336484	0.0091956519	-0.0215559973	-0.0380710252	-0.0640437168	0.043144832	-0.0045469078	0.0134750954	0.08122189	0.0420628311	-0.1110763442	0.1118529384	0.0210540854	-0.0780701348	-0.0957795759	0.0117004904	0.1160486218	-0.1385874229	0.0354468478	0.0123205338	-0.101006084	0.034254669	0.0451930642	-0.0640037204	0.0729722744	-0.0054519309	-0.0617943612	-0.0221266233	-0.0182496871	-0.0667118284	-0.0322936443	-0.0834061927	0.0515382174	-0.0354537534	-0.0519399647	-0.0379099097	-0.0202259007	-0.0833367898	0.0594825409	-0.1577987604	-0.0270382201	0.0224219113	-0.0990607728	-0.0534309646	0.0363929634	-0.007427093	0.0282443731	-0.0925882727	0.0303990863	-0.0855095086	0.1023706844	0.0436066996	0.0718957378	0.0423740509	-0.0915956901	0.0306940484	0.034723196	-0.0237183719	0.0329103636	0.0624508523	0.01995669	0.0131753941	0.0025379007	0.06401273	0.1169938428	-0.0346753743	-0.0340484528	0.0436003819	-0.1205832088	0.0013629948	0.0877125013	-0.0201407257	0.0206116887	0.0013721535	0.0014175608	-0.0364994083	0.1006016373	0.1001314048	0.0993493113	0.0982577928	0.0968602488	0.0	0.0	0.0	-0.0524854534386918	-0.0118323925903354	0.002754722822665	0.0001400055144118	0.0823166251577873	-0.0119977714045945	0.0067760267773676	0.0001439465186769	0.1567029745274126	0.0077264176116784	0.0245558222257389	5.969752911005439e-05	0.0009718310153847	0.0007119112331834	5.068176039327092e-07	9.444555224636568e-07	0.0006317607386134	0.0003196943151033	3.991216308533488e-07	1.0220445510936809e-07	0.0005356931526249	2.4733711925100017e-05	2.869671537692044e-07	6.117565055938346e-10	0.0	0.0	0.0	0.0	0.0
617.2430293376788	0.0801572273704778	380988.9572659546	0.0064251810997224	661.5737405730457	-1.7316999295862845	437679.8142158116	2.998784646129142	527.1813118811881	0.0301682878248357	0.0009101255902821	277920.1355967705	540.5045123881371	509.3279702884321	1.134497	17.710402	0.0340546702720577	0.0172583616875657	-0.1042842128	0.0317129678	0.0031405811	-0.01064968	-0.0394702896	0.0840691416	0.0900423008	-0.0064427521	0.0333795388	0.0213653029	-0.049595799	-0.1433175522	-0.0363865508	-0.0702920191	0.0250187636	-0.0341783131	-0.0065622347	0.0123839042	0.0668199209	-0.0312294084	0.0726259828	0.0104282547	-0.1395330212	-0.0260459652	0.0229892604	0.0507742071	-0.0467398723	0.0674314942	0.084030256	0.0532444381	0.0531822381	0.042379698	0.0412826525	-0.0535262212	-0.0018086343	0.0160446572	0.065562178	-0.0178745804	-0.0958015108	0.0539281672	0.0889925384	0.0252150226	-0.0236573805	-0.0537655238	0.0343529691	0.0475047195	-0.0872674264	0.1109805412	-0.0500952429	0.0419330132	-0.0775007566	-0.0974196263	0.0392623764	0.0499615583	-0.0910276402	-0.0427787695	-0.0184829215	-0.033866075	0.0230635776	0.0002583865	-0.0884371603	-0.1261753629	-0.013669586	0.0618654242	0.0211795651	-0.1035688542	0.0870951543	0.0155663536	0.0581376809	-0.0537080239	0.1088374571	-0.0391509352	-0.0692502889	-0.0667185383	-0.0543345886	-0.019904614	-0.0321906655	0.1111600464	0.0445381042	-0.0150707779	-0.0572221314	0.0082942557	0.0367541828	0.0540706143	0.0107087509	0.0294993601	0.0291350368	-0.0511165283	0.1110020624	-0.0020361523	-0.1228641093	0.0096719661	0.0871294935	-0.0343044339	-0.0294512546	0.0004414349	-0.0084731219	0.0379594396	-0.0063285384	-0.0318992226	0.1004992113	0.0997225472	0.09843255	0.09663586	0.0943417259	0.0	0.0	0.0	-0.0482558838027529	0.0042295696359389	0.0023286303215847	1.788925930525633e-05	0.0919678061316204	0.009651180973833	0.0084580773646633	9.314529418967788e-05	0.1646032029212634	0.0079002283938507	0.0270942144119386	6.24136086750063e-05	0.0011848220310667	0.000212991015682	4.536517276125002e-08	1.4038032453010205e-06	0.0006538235796236	2.206284101019995e-05	4.27485273271818e-07	4.867689534413608e-10	0.0005461131213014	1.0419968676500024e-05	2.982395412575577e-07	1.0857574721924167e-10	0.0	0.0	0.0	0.0	0.0
617.276030839329	0.0330015016502329	381029.6982487562	0.0010890991111703	663.9578093365925	2.384068763546793	440839.9725790469	5.683783869319535	527.5668018454372	0.3854899642491318	0.1486025125367969	278326.73040942283	541.035503345793	512.2444586032115	1.06343	16.600986	0.0440705255294269	0.0222314682313678	0.052842554	-0.0805843471	0.0528621242	0.0273554688	0.0728993589	-0.0574133299	0.0476210912	-0.0176777431	-0.0199950697	-0.1103356206	-0.0689402779	0.0858504721	0.0263690498	-0.0502813899	-0.1258390666	0.0245157958	-0.0379653408	-0.0335368074	0.1131794278	-0.0135871724	-0.0314773188	-0.0815680452	0.0690834756	-0.0488059113	0.0064116849	0.0317023285	0.0455264648	0.092810676	0.0581067989	0.034597661	-0.0980675468	0.0015677231	0.0170372909	-0.125093174	-0.1051985249	-0.0423142675	0.0350115876	-0.0472698834	-0.0496192747	-0.1369393038	-0.0039691718	-0.0795302672	-0.0607825198	-0.159332214	-0.1307223071	0.0038750438	-0.0641179759	-0.0971803229	-0.0124705103	0.0530005494	0.0403871578	0.0216767233	0.0281505611	0.0870113747	-0.02348906	0.0329843576	0.0652153207	-0.0092127129	-0.1081259204	-0.0493083465	0.0233224237	0.0048430657	0.0726836134	-0.0157240767	-0.0267918871	-0.0980023862	0.0407694565	-0.0637970068	-0.0568747649	-0.0097289937	0.0485783165	-0.0121097347	0.0229253018	-0.0335463564	0.0390582827	-0.034009338	-0.0409562033	-0.0087946798	-0.1303143859	-0.0550274711	-0.0237842718	-0.0277870817	0.0420111948	0.0446716152	0.0035613847	0.0495285326	0.0457746681	-0.0801447659	0.0476630871	0.0048814352	-0.0011661762	0.0162282733	0.0335406648	-0.0005148694	-0.0601651217	-0.0215221372	-0.0213091182	0.0198177433	0.0403328218	-0.0071626917	0.1003712278	0.0992122556	0.0972905381	0.0946208495	0.0912237143	0.0	0.0	0.0	-0.0551845686824492	-0.0069286848796962	0.0030453366206679	4.800667416213212e-05	0.0968138713636648	0.0048460652320444	0.0093729256884202	2.3484348233229624e-05	0.1505309255258922	-0.0140722773953712	0.0226595595396817	0.0001980289910922	0.0008668353293844	-0.0003179867016823	1.011155424467881e-07	7.514034882689613e-07	0.000630226951183	-2.3596628440599983e-05	3.9718600999741946e-07	5.56800873763732e-10	0.000523226490978	-2.2886630323399985e-05	2.737659608611512e-07	5.237978475599717e-10	0.0	0.0	0.0	0.0	0.0
616.5279101162654	-0.7481207230636073	380106.6639523298	0.5596846162772147	662.2275499111269	-1.730259425465647	438545.327861294	2.993797679412711	527.3255597860506	-0.24124205938665	0.0581977312171119	278072.2460036716	540.6370259491777	512.5428347480945	1.005661	15.699174	0.0253439466712981	0.0145306665174414	-0.0685419615	0.0563416897	0.0561392145	0.025090286	-0.0873920316	0.0523912346	0.0526449273	-0.0300006725	-0.0696712086	-0.0766029193	-0.0158697898	-0.0031183272	-0.1589908932	0.0622464676	-0.0670341479	-0.0352512005	-0.059305138	0.0472677529	-0.062496952	-0.0041026386	0.0153996	-0.0131411158	-0.047856112	0.025556915	-0.0539867267	-0.051925485	0.0514696626	-0.0181584037	0.0075862905	-0.0404107455	0.1030729635	-0.0520385808	0.11702167	0.0864556664	-0.0096629973	0.0795730726	-0.1005362933	-0.0421307907	-0.0342218868	0.0550067448	-0.1328974934	0.1146922582	-0.0534742304	-0.0809469728	0.0145353194	0.0431434211	0.040953824	0.0946977793	0.0070214787	0.0059706415	0.1215633514	0.0367928681	-0.0291076411	0.050486622	3.95597e-05	-0.0373598116	-0.0248858893	-0.1168136375	-0.0013243871	0.0217357134	0.0236969304	-0.0529319551	0.0218937747	-0.085113857	0.00559922	0.0860477142	-0.0108015988	-0.0704351758	-0.0475453248	0.0751771929	-0.0027990686	-0.0892362672	0.0280494964	-0.1406068097	-0.0332201167	0.0689025081	0.0099549397	0.0339079887	0.0559148093	-0.1331820622	0.0179793582	-0.0087314246	0.0405455976	0.0646488464	0.0537854035	-0.0329424171	0.0690746325	-0.0261082098	0.0605937623	0.0078521475	-0.066503533	-0.0210999079	0.0014939318	0.0002784239	-0.0166767718	-0.0284175903	-0.0941865712	-0.0419979772	0.0372445633	0.0555845592	0.1002177191	0.098601049	0.0959258892	0.0922209577	0.0875260273	0.0	0.0	0.0	-0.0525232150468895	0.0026613536355597	0.0027586881188617	7.082803173506835e-06	0.0967906836870327	-2.318767663210541e-05	0.0093684364486032	5.376683475950874e-10	0.1620905881458085	0.0115596626199163	0.0262733587654541	0.0001336257998862	0.000766371844103	-0.0001004634852813	1.0092911874886072e-08	5.87325803433833e-07	0.0006181586059206	-1.2068345262400005e-05	3.821200620736997e-07	1.456449573724926e-10	0.000413763466738	-0.00010946302424	1.7120020640704807e-07	1.1982153675766828e-08	0.0	0.0	0.0	0.0	0.0
