global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
844.5334284939353	n/a	n/a	713236.7118437209	1110.118044684915	n/a	n/a	1232362.073135059	685.2611873961744	n/a	n/a	469582.8949516148	712.2552047623773	1419.619590773242	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0133345561696529	n/a	n/a	0.0001778103882416	-0.0384831939136489	n/a	0.0014809562137955	n/a	-0.3670916639466384	n/a	n/a	0.1347562897391117	0.0001350023562348	n/a	1.8225636188947842e-08	n/a	9.9682122958189e-06	n/a	9.936525637451509e-11	n/a	-0.0004710006323002	n/a	2.2184159562718821e-07	n/a	0.0	0.0	0.0	0.0
680.2631658598049	-164.2702626341304	26984.71918588618	462757.9748256044	759.3294573017196	-350.7885873831955	123052.63303829778	576581.224726124	585.9624317798115	-99.29875561636288	9860.24286695816	343351.9714573102	591.4368351854848	1163.4664253343856	13.949262	333.413208	0.658746897356441	0.4284911413597352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0058358863223588	-0.0074986698472941	5.623004947871773e-05	3.405756916749452e-05	0.1136518866197349	0.1521350805333838	0.012916751332225	0.0231450827288991	-0.0244743693359907	0.3426172946106477	0.1173866105663193	0.0005989947543944	0.0027200013974338	0.002584999041199	7.398407602041824e-06	6.682220042999749e-06	8.399982599138767e-05	7.403161369556877e-05	7.055970766583407e-09	5.480679826369925e-09	-1.14239892459473e-07	0.0004708863924077	1.3050753029151956e-14	2.217339945547766e-07	1.0	0.0	0.0	0.0
656.4280097533023	-23.83515610650261	568.1146666213486	430897.7319886815	670.8986859041102	-88.43077139760942	7820.001329976256	450105.0467478618	580.8508810504743	-5.111550729337182	26.12795085858748	337387.7460171122	577.6128312919211	1092.877046206338	2.729516	65.240501	0.4281418606719103	0.2256138548793798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0147752147836968	0.008939328461338	7.991159333968763e-05	0.0002183069719043	-0.0542644074126315	-0.1679162940323664	0.002944625911844	0.0281958818015641	0.0689548960474866	0.0934292653834773	0.0087290276300962	0.0047547776889196	-0.0001660141010518	-0.0028860154984856	2.7560681748037267e-08	8.329085457499087e-06	0.0002349900351816	0.0001509902091902	5.5220316634649616e-08	2.2798043271304084e-08	0.0001200195083263	0.0001201337482187	1.4404682378886796e-08	1.4432117461088297e-08	0.0	1.0	0.0	0.0
648.3669178717311	-8.061091881571201	64.98120232313313	420379.660190488	642.4898017434513	-28.40888416065889	807.0646992537353	412793.1453443393	580.1606278852983	-0.6902531651760455	0.4764494320355492	336586.3541482635	573.821912170833	1055.2541575045243	1.591857	38.048328	0.2520617196705568	0.1938680629758555	-0.1900796649	0.2113460347	0.1392353411	0.1381898699	0.1891877967	0.4715235442	0.0761381715	-0.0663691832	0.0872066343	-0.296687881	0.0124708907	-0.2744825361	0.3679797976	-0.0160702731	0.1253513924	-0.0967653859	-0.0993674142	0.2681992827	0.0918862931	-0.1651692372	0.0318470675	-0.055724888	0.2000403881	-0.1640256807	-0.0253272033	0.0685643468	-0.0858695598	0.0340715803	-0.1211040009	0.0454949614	-0.133254951	3.15561e-05	0.0783013651	-0.0206431201	0.0242811544	-0.0786934135	0.1440369564	-0.0559408157	0.0551865791	-0.1830630596	0.0281409247	-0.1214229081	0.0824471002	-0.193201715	0.0241118959	-0.1133115624	0.0856108164	-0.0161540765	0.0607271915	-0.1263002661	0.0314841635	-0.0709800188	0.1008057404	-0.0873021784	0.1425762162	-0.0612660598	-0.1213406303	0.2838317078	-0.0835603926	0.1083111071	-0.1239892588	0.2569519973	-0.04510771	0.0665668505	-0.1293965812	0.0340413805	0.2118814112	-0.0368385553	0.1259772877	-0.1302845526	0.1353871123	-0.1468966645	0.3092020028	-0.0012463093	0.1141844001	-0.0565828296	0.0391787079	-0.0146877329	0.0123482747	0.1715608044	0.0462533378	-0.0629676805	0.0964174217	-0.0371522026	0.1173906198	-0.2186496111	0.0113443603	-0.1099552624	0.0099421294	-0.0768667028	0.1072467403	-0.0133437486	0.0330365096	-0.2035909012	0.2788066541	0.0357388247	0.1095542571	0.0107014273	-0.0177056867	0.1246438467	-0.1049635703	0.1529522613	-0.1621373653	0.0220762604	-0.1790580493	0.0427883569	-0.061041281	0.1079624538	-0.3154564204	0.2857095532	-0.0496258038	0.119032492	-0.2398766661	0.2411820533	-0.0783078738	0.1148642036	-0.1017041898	0.1007553414	0.1007457326	0.1007297186	0.1007073005	0.1006784796	0.0	0.0	0.0	0.0184426422992061	0.0036674275155092	1.3450024581514712e-05	0.0003401310549764	0.1363320276984296	0.190596435111061	0.0185864217763653	0.0363270010770449	0.0983017452254131	0.0293468491779265	0.0008612375566719	0.009663233114362	-0.0005410375941452	-0.0003750234930934	2.927216782784262e-07	1.406426203719755e-07	0.0002859288457086	5.0938810527e-05	8.17553048082524e-08	2.5947624179056063e-09	0.0002630773620271	0.0001430578537007	6.920969841113784e-08	2.0465549505479492e-08	0.0	0.0	1.0	0.0
648.8680566902857	0.5011388185546366	0.251140115462337	421029.75499302783	633.235673717424	-9.254128026027274	85.63888552210345	400987.4184683599	580.2501342021078	0.0895063168095475	0.008011380748811	336690.2182415641	573.550843941422	1058.8836630725862	1.326164	31.697775	0.2977017636769759	0.1382194903526647	-0.2151933596	0.1844544871	0.0949704341	0.0908516282	-0.1693717725	0.2518628087	0.0568065514	-0.1817177961	0.0557645028	-0.2324967285	0.0061087629	-0.0370837485	-0.0316507261	-0.0336013908	-0.0054877353	-0.0476083413	-0.0932414182	0.2785700412	0.0766415175	-0.0111024002	0.0668525383	-0.0295644774	0.2389023734	-0.11969866	0.1282330505	-0.0154330575	0.0974031901	-0.1711418185	0.1895933561	0.0490055269	0.0491706526	0.0647464221	-0.0806200511	0.0901070302	0.0972126335	0.0922224675	0.0101302877	-0.0332586736	-0.1256174668	-0.0892527233	0.0376062614	-0.0036932526	0.0565384714	0.0281112018	0.032205005	-0.0341510299	-0.0413977726	0.0205418615	-0.0032103776	-0.0491802099	0.0827850576	-0.0711909089	0.0046048922	0.1996228229	0.0292522208	0.0028331954	-0.1013827723	0.3185833743	-0.0628821171	0.0765806553	-0.0069571264	0.1072883899	0.008748358	0.1238120467	-0.0037027792	-0.0533910468	0.1664597035	0.2064706594	-0.1429718444	-0.0741323521	-0.0123142238	-0.0932806655	-0.1296000705	0.0755061074	-0.0458662886	0.0665848188	-0.0192423658	0.023085651	0.0391680197	0.0416118292	-0.2538196191	0.0085872247	0.0064689887	0.0677996675	-0.1461938061	-0.1368027277	-0.0555042816	-0.0578825327	-0.0528964866	0.0077959528	0.0446011188	0.1601014445	0.0264337641	-0.1950638124	0.2632163615	-0.0043672195	0.1007689602	-0.0121020457	0.0091580928	0.0910273416	0.0157353448	0.1198972012	-0.1837739251	0.1542968508	-0.0691734428	-0.159088366	-0.0869433374	-0.0621688887	-0.1271729194	-0.100031453	0.042162952	-0.0376612833	0.2381347036	-0.2197682992	0.0655052165	0.1290866757	-0.0145984398	0.1007297186	0.1006432578	0.1004992113	0.1002976618	0.1000387243	0.0	0.0	0.0	0.057659948624007	0.0392173063248009	0.0015379971153732	0.0033246696753231	0.0208217922072577	-0.1155102354911718	0.0004335470307222	0.0133426145032259	0.1487678636934362	0.0504661184680231	0.0025468291132285	0.0221318772679088	-0.001651170022216	-0.0011101324280708	2.726362442264786e-06	1.2323940078543698e-06	0.0003627354477691	7.680660206049999e-05	1.315770050682495e-07	5.899254120080001e-09	0.0009263003997554	0.0006632230377283	8.580324305870139e-07	4.39864797773554e-07	0.0	0.0	0.0	0.0
647.1452952940639	-1.722761396221813	2.96790682831213	418797.03322124114	630.4762275546204	-2.759446162803556	7.614543125411269	397500.2735115055	579.7093509621172	-0.5407832399905601	0.2924465126546877	336062.9315929192	573.2800602549494	1061.3780645942688	0.927157	22.160772	0.1975161926049536	0.1203052098667422	-0.1857388837	0.1830939872	0.1121320498	0.0104417483	-0.0516292435	0.1987127599	-0.0083461512	-0.0515503425	-0.0638900211	-0.0372041353	-0.0927227287	-0.1191045556	-0.1722159323	0.0623279313	-0.0624030994	0.0536229823	-0.0575385866	0.2613119363	0.0235229831	0.1427459202	0.0601647435	-0.0059637966	0.0917339859	0.0102413254	0.1330046952	0.0252016475	0.2201003311	-0.0124470388	0.0275074147	-0.1586327255	-0.0116581406	0.079675118	0.0602629212	0.1105759237	-0.0164898948	-0.0613913052	-0.0117401676	0.0032808011	-0.0351893746	0.0718486305	0.0621396023	-0.1188427326	0.063197234	0.0414842051	0.0066070742	-0.0299498503	0.1015936849	-0.1363420633	0.0272159789	0.2426842066	0.0161835768	0.067321655	-0.0046830843	-0.0378366239	-0.0295757733	-0.0754286293	-0.0665030946	0.2675406131	0.0041460872	-0.0023053927	0.0467580668	-0.0199568083	0.1515335705	0.0919711528	-0.0423577028	-0.1517012044	0.1430297547	-0.090911499	-0.0177681908	0.1227222047	-0.0092358122	0.0654276166	0.0620323299	0.1047442194	-0.1343235726	-0.0376544365	0.1001932492	0.0284329976	0.1537667142	-0.0242299323	0.0034286504	0.0077600118	0.1769907795	0.0930030846	0.0746257336	0.2325499643	-0.0054043283	0.1206507263	0.0165114799	0.0521844965	-0.0522702895	0.1822412523	0.0939184569	-0.1857355908	0.2323272646	-0.0212042103	0.054303714	-0.0179464917	0.0071540986	0.0560151697	-0.0026195947	0.0278792958	-0.0949437913	0.0180436437	0.0088429444	-0.109247488	-0.1147704635	-0.0829380552	-0.0627783807	0.0550540347	-0.0127318834	0.0055465159	0.0212467974	-0.0404798386	0.0108954276	0.0642670303	0.0746994852	0.1006784796	0.1004384124	0.1000387243	0.0994800506	0.0987632792	0.0	0.0	0.0	0.0696620631902362	0.0120021145662291	0.0001440507540608	0.0048528030479204	0.1331158856189773	0.1122940934117196	0.0177198390041246	0.01260996341516	0.166297277932216	0.0175294142387797	0.0003072803635547	0.0276547846476646	-0.0012479183852	0.000403251637016	1.5573002961201757e-06	1.6261188275608397e-07	-0.0001372095530094	-0.0004999450007785	1.8826461437039352e-08	2.499450038034144e-07	0.0011369151697254	0.00021061476997	1.292576103151735e-06	4.4358581329516015e-08	0.0	0.0	0.0	0.0
646.878883172262	-0.2664121218018636	0.070975418642971	418452.289494193	627.5269028906729	-2.94932466394755	8.698515973369329	393790.01385156	580.3726291744662	0.6632782123489278	0.4399379869767894	336832.3886948824	572.9501347002201	1060.6967716033118	0.7865269999999999	18.799459	0.086264309861339	0.0580268996734012	-0.1554607954	0.1494576106	0.0697355013	0.0102444174	-0.0472125111	0.0917621985	-0.0878368881	-0.1967198824	-0.0205169294	-0.0054870125	-0.0287404222	0.1282120131	-0.1573659124	-0.1099385472	-0.0622375054	-0.0187181612	-0.113212152	0.1570286611	0.0240203476	0.067870749	-0.0134932798	-0.1074110197	0.0824242986	-0.0701475967	0.0495148066	0.1273108405	0.0738419326	-0.0603753948	-0.0352822896	0.0789598743	0.0449551791	-0.160299333	0.0522782442	0.1265410604	0.0151819894	-0.0273289396	0.0604504769	0.1262809158	0.0423328344	-0.025955993	-0.0987857844	0.0394267277	-5.5096e-05	-0.0049999155	0.0204598956	0.0503552969	-0.1258186712	0.1332706241	0.0595740015	0.1644191543	-0.0577724933	-0.0016789799	0.0172859234	-0.0869746662	-0.0077209266	0.0417484698	-0.1130960291	0.1907493411	-0.0270783838	-0.0063719034	0.0490586995	-0.0986376732	-0.0298903288	-0.0152158559	-0.0198071264	0.0433916521	0.0849595417	0.1823624356	-0.0026071967	0.1157550455	-0.178260616	-0.1315634755	-0.0389697466	-0.0229525459	0.0213555028	-0.0579585944	0.0555460222	-0.0507385262	-0.1392581201	-0.0323862951	-0.0425604913	-0.0622660443	-0.0324079451	0.1204710543	-0.0313437255	0.1385145304	-0.010014379	-0.0343860574	-0.1202129695	0.1577780609	-0.0490152979	-0.0995280118	-0.0544203817	-0.1491447349	0.1865707522	-0.0055720598	0.0514465	0.0085500612	0.0552008327	0.0105538372	0.0237347908	-0.0204162373	-0.0297078329	-0.0163670733	0.0284780721	-0.0448274707	-0.1223517592	-0.1568993103	0.0013121896	-0.0706696773	0.0051741755	-0.0926253703	0.0555576674	-0.1333758929	-0.0304513656	0.0584936586	0.0054048944	0.1006016373	0.1001314048	0.0993493113	0.0982577928	0.0968602488	0.0	0.0	0.0	0.0730207468389778	0.0033586836487416	1.128075585232421e-05	0.005332029468922	0.1207824948019578	-0.0123333908170195	0.0145884110505849	0.0001521125290453	0.2248637994274389	0.0585665214952229	0.0034300374400504	0.0505637282929434	-0.0014549247990229	-0.0002070064138229	2.116806170811826e-06	4.2851655363817735e-08	-0.0001373027259565	-9.317294710000116e-08	1.8852038555085742e-08	8.681198071299615e-15	0.0011039004784883	-3.301469123709994e-05	1.218596266406698e-06	1.0899698374810436e-09	0.0	0.0	0.0	0.0
644.3106974566119	-2.568185715650088	6.595577870069156	415136.2748570257	629.0649686327167	1.538065742043841	2.365646226848872	395722.7347608809	579.8866327929386	-0.4859963815275705	0.2361924828578918	336268.5068919324	572.584758291619	1041.5117366354807	0.874842	20.910351	0.2255334347470796	0.1069222195667194	-0.0841950805	-0.0151163414	0.1004949993	-0.0331577702	-0.0325997648	0.1034373691	-0.1319016658	-0.0286890684	-0.0963665524	0.0160695618	-0.0473919541	0.0124184569	-0.0814034467	-0.0675011743	0.0273932804	0.1750292539	-0.0799500267	0.1020249684	-0.0183321402	0.1935050679	-0.1039456142	-0.1341447855	0.0817193439	0.0959967399	0.0142074989	0.0495057199	0.1068375845	0.028894927	-0.0087163155	0.0210195114	0.0845406951	-0.1427244719	-2.268e-07	-0.0157865867	0.0569513195	-0.0412161931	-0.1648429206	0.0053659979	0.1011845556	0.2076236826	0.0759006154	0.1341491034	-0.0274639368	0.1072446513	0.081234993	0.0775874541	-0.0062279099	-0.0404872803	-0.026931094	-0.0253008971	-0.0598308125	-0.038149455	0.0818268464	0.0540362009	-0.025530886	0.0812730195	-0.084167837	0.1507997826	-0.0638807854	-0.0702482542	0.1407680838	-0.0985717193	-0.0583639523	-0.0420877728	-0.0673338095	-0.0398712624	0.0791342703	-0.0016038345	-0.0189880665	0.2023362876	-0.0771839979	0.0462975812	-0.0831186833	-0.0799937806	-0.0585415081	0.0030651688	0.0205402979	-0.0274583148	0.0438809058	-0.0927149182	0.129256317	-0.0260983218	0.0081988181	-0.1155807758	-0.0097939782	0.1328860136	0.0534001493	0.0777220117	0.1149618824	-0.2306501344	0.1172423764	-0.1298272891	-0.031708396	-0.0891137753	0.1056079984	-0.0180206178	0.0047426649	-0.0478301912	0.0127318463	0.0019813053	0.0335101125	-0.1145699794	0.0797335787	-0.0270987771	0.0916815488	-0.001721781	-0.1319395867	-0.0721822299	0.032606909	-0.0692195462	0.0796681495	-0.0877016772	-0.0439181438	-0.0257025799	0.0196240455	-0.1198605892	-0.015956604	0.1004992113	0.0997225472	0.09843255	0.09663586	0.0943417259	0.0	0.0	0.0	0.0926655881789457	0.0196448413399678	0.0003859197912725	0.0085869112325499	0.1660644999275291	0.0452820051255713	0.0275774181361803	0.0020504599881922	0.2986204530186143	0.0737566535911753	0.0054400439489686	0.0891741749610424	-0.0017664754571241	-0.0003115506581012	3.1204355406217984e-06	9.70638125632909e-08	-0.0012767241446982	-0.0011394214187417	1.6300245416553505e-06	1.2982811694873486e-06	0.0008178738615239	-0.0002860266169644	6.689176533640155e-07	8.181122561209966e-08	0.0	0.0	0.0	0.0
642.8880329418397	-1.4226645147722363	2.023974321592123	413305.022899828	626.2877388000488	-2.7772298326678992	7.713005543460568	392236.3317712782	579.1578827139409	-0.7287500789976775	0.5310766776391213	335423.85310969496	571.5529809295443	1031.4319347381593	0.717999	17.161505	0.1060839882515011	0.05950857088327	-0.0679237083	-0.0568089009	0.145971706	0.0108113136	-0.1025787669	0.0079738075	-0.1517155705	-0.0882564514	-0.0556192779	-0.0062573451	-0.0292704804	0.1646010009	-0.0479590443	-0.0388289196	-0.0184674223	0.0505563295	-0.0264261691	0.0918376369	-0.0080957573	0.1219082709	-0.0772264789	-0.1284971895	-0.0079969063	0.0715346498	-0.0255553432	-0.0491716448	0.1207257423	-0.0102715525	-0.084591144	-0.069859116	-0.0564260549	-0.0334333239	-0.1513235304	-0.2617333294	0.0775861761	0.0436902776	0.0206456547	0.0471458433	-0.0215674353	0.0507000916	-0.0126824732	-0.0691663171	-0.2019144035	-0.1060931502	-0.0225166049	-0.0978503132	-0.0288992482	-0.0331753177	-0.081485664	0.0858329313	0.0232064697	-0.0508970663	-0.0133436628	-0.060343532	-0.0679617475	0.0998992051	-0.0257039703	0.1164601888	-0.0441501312	-0.0601274467	0.1318031679	-0.104346332	-0.0916880354	-0.0134720633	-0.0162401432	-0.0137743703	-0.0301524071	0.0217423027	-0.0509521363	0.1447968249	-0.013336934	0.05550405	0.0888541373	-0.1573900244	-0.1864745585	0.0401881243	-0.0313825569	-0.0416033063	-0.0542505579	0.0364279275	0.0471336548	0.0922577898	-0.1646041567	-0.0711110505	0.0894562731	0.0220292089	0.0395825522	-0.0141756315	0.0880818875	0.049131702	-0.2152177589	-0.0925765811	0.1159551561	-0.0700810048	0.0746003575	-0.0065292968	-0.0207524517	0.0261446815	0.0660125108	-0.0358219644	0.0152457453	-0.1356325662	0.1084810194	-0.085523723	0.0785994125	0.0470405382	-0.0628552532	-0.0582788852	0.122760017	-0.0532311604	-0.0440495183	0.0305937096	0.0254939186	0.0036514952	0.0238290041	-0.0614438858	0.0390461168	0.1003712278	0.0992122556	0.0972905381	0.0946208495	0.0912237143	0.0	0.0	0.0	0.0863269627588181	-0.0063386254201276	4.017817221668779e-05	0.0074523444991623	0.1991446930383915	0.0330801931108623	0.0396586087653551	0.0010942991762519	0.3430487940169655	0.0444283409983511	0.0019738774838657	0.1176824750764944	-0.001802843131047	-3.636767392289995e-05	3.2502433551633504e-06	1.3226077065623767e-09	-0.0016612226000696	-0.0003844984553714	2.7596605269820023e-06	1.478390621829926e-07	0.000794003416375	-2.38704451489e-05	6.304414252151715e-07	5.697981516066434e-10	0.0	0.0	0.0	0.0
643.3660758893612	0.4780429475215442	0.2285250596750858	413919.90760527534	626.130028144986	-0.1577106550628286	0.0248726507203465	392038.81214484095	578.5305673278903	-0.6273153860506682	0.3935245935758988	334697.61733273056	571.7419797443628	1035.2304665865215	0.724987	17.328541	0.084191308788361	0.0574624755824351	-0.0858173419	-0.0054017279	0.119719218	0.0446334181	0.0150447768	-0.031042955	-0.1109942691	-0.0764718196	-0.0134446673	-0.0669791517	0.0365335252	-0.1016368555	-0.1313444388	0.1245175841	0.0148188234	0.0837283655	0.0223422243	0.1382698467	-0.003400082	0.0184451281	0.0174669121	-0.0734897974	-0.1439273143	0.0341370464	0.0423944272	-0.016390191	0.1228172245	0.0990443749	-0.0236034055	-0.0056336342	-0.1159790219	0.0979109843	0.0446416718	0.0028444157	0.0413827217	-0.1160041222	-0.1002328006	0.1062299213	0.0269821438	-0.0267111879	-0.1309677422	-0.0515068687	-0.0721470861	-0.0265883673	-0.2111507473	0.1489068337	0.0244263758	0.1541147693	0.0668373523	-0.1427046974	-0.0308056873	0.091013456	0.0411858398	0.0398473003	0.0396404367	0.0376700921	0.0209064673	0.1471393027	0.0134539206	0.0673017956	0.13960054	0.0163178686	0.0287756931	-0.0195417302	0.0177505235	-0.0267197706	-0.0968193509	-0.0406988178	0.0340223576	0.0098237435	0.1024913666	0.1408456666	0.0187720299	-0.0301695203	-0.0111816094	-0.0052817962	0.0084365603	-0.1522011696	-0.003952613	-0.1598022004	0.0335298909	-0.0544832559	-0.0993861867	-0.0713249879	-0.012196275	-0.0201347257	0.1680239634	0.0318184872	0.0404555097	0.2242604485	0.1602710573	-0.0725815558	-0.1172851387	-0.0800028468	0.1002652539	0.0088757893	-0.0067775035	-0.0047104603	0.0071984066	-0.0072831601	0.0776300063	-0.092148768	0.1095960627	-0.0869683344	0.071611488	0.0650903347	-0.0453329759	0.0341160316	0.1303438313	-0.0267226657	0.1038906444	0.0232073804	0.0260790681	-0.0243628905	-0.0387915885	-0.0745640394	0.0326235953	0.1002177191	0.098601049	0.0959258892	0.0922209577	0.0875260273	0.0	0.0	0.0	0.0845355972724917	-0.0017913654863263	3.208990305601416e-06	0.0071462672062169	0.1453424600770176	-0.0538022329613739	0.0211244307012394	0.0028946802716299	0.3494853963614162	0.0064366023444507	4.14298497405883e-05	0.1221400422698961	-0.0015169066086286	0.0002859365224184	2.3010056593011206e-06	8.175969485272821e-08	-0.0015200927343723	0.0001411298656973	2.3106819210914555e-06	1.9917638991737972e-08	0.0007778476445665	-1.6155771808499934e-05	6.050469581576521e-07	2.6100896272832123e-10	0.0	0.0	0.0	0.0
