global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
925.8021760654744	n/a	857109.6692075677	n/a	1409.7988465627034	n/a	n/a	1987532.7877695288	736.7298715242775	n/a	542770.9035961785	n/a	799.1865233811252	870.9191069342734	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.887441702943306e-05	n/a	n/a	1.511220299378275e-09	-0.0069548742067127	n/a	n/a	4.83702752311976e-05	-0.3464207971063189	n/a	n/a	0.1200073686677773	-0.0009549996852583	n/a	n/a	9.12024398843452e-07	-5.699992805974219e-05	n/a	n/a	3.2489917988157844e-09	-2.721745874051341e-08	n/a	n/a	7.407900602915499e-16	0.0	0.0	0.0	0.0
680.9244453336742	-244.87773073180028	463658.1002529718	59965.10300835608	736.3280762036642	-673.4707703590392	453562.8785279977	542179.035805789	609.8079263947893	-126.92194512948822	371865.7070939128	16109.18015545282	608.9403212411063	577.1896469520336	19.105871	419.269653	0.641039821197499	0.424981311229954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0066270869494502	-0.0066659613664796	4.443504093939902e-05	4.391828143557316e-05	0.2248706522201757	0.2318255264268884	0.0537430747031039	0.0505668102299272	0.0087197854530032	0.3551405825593221	0.1261248333805747	7.603465834640622e-05	-0.00086897885804	8.602082721829996e-05	7.399582715320614e-09	7.551242557205025e-07	-4.98714478736062e-05	7.128480186135988e-06	5.081522976413337e-11	2.48716131300982e-09	0.000854978492033	0.0008550057094917	7.310347632634746e-07	7.309882218390227e-07	1.0	0.0	0.0	0.0
667.0754003731212	-13.849044960552988	444989.5897829599	191.7960463194181	711.210808356603	-25.11726784706116	630.8771441010122	505820.8139232527	607.1254324026738	-2.6824939921154964	368601.29067013366	7.195774017735733	607.1215329099758	540.9120439863128	1.891683	41.512115	0.1737922702498758	0.0947050926529689	-0.0346042932	-0.0773592913	-0.0586402548	0.0385504345	-0.038427026	-0.1219959926	-0.0477641549	0.219468759	0.0967009639	0.0319608343	0.0534886751	0.4204073221	-0.3146657447	-0.0848465939	-0.12959342	0.1549610585	0.0860861628	-0.0705710794	0.0795555297	-0.1249583926	-0.0700059929	0.0861255079	-0.0774540713	0.2459622965	-0.003717852	0.006147344	-0.0202293819	0.1035436101	-0.0062585189	0.0804976192	-0.1087075769	0.0728823914	-0.0043585311	0.014486749	-0.0395916335	0.0735175119	-0.0064046132	0.0614121164	-0.0249200567	0.0623219619	-0.0129807374	0.0172726461	-0.0174762155	0.0784302139	-0.0981411971	0.0395057671	-0.1109737731	0.0471654361	-0.0842627616	0.0987090708	-0.0033783178	-0.0306655357	0.0216827787	-0.0315478171	0.0190888457	0.002921853	-0.0838856804	0.0229478114	0.1476274447	0.118573505	-0.0934008684	0.1774291492	-0.2219532069	0.0990247013	0.1583607929	-0.0281465568	0.00073631	-0.0445951075	0.2529503891	-0.0453366549	0.0423758918	-0.1687574518	0.0220911071	-0.1572473589	0.1756736126	-0.1237846262	-0.0247792594	0.0478698343	-0.0403856163	0.0141597444	-0.043644825	0.2003122378	-0.0499326324	0.025615741	-0.1417049171	0.1366744316	-0.0455359033	0.1271447633	-0.0130489203	0.0555610563	-0.0741502891	0.0496751429	-0.0626378998	0.0136600224	-0.0013018616	0.016856691	0.3729937476	0.0409530122	-0.0207983077	0.0226336114	-0.0161134728	0.113909825	-0.0427318069	0.0095255442	-0.1856760071	-0.1239294522	0.0187861581	-0.1178395035	0.0118741312	-0.0298251032	0.0492308523	-0.0436579592	0.1543234315	-0.0150993897	0.015771971	-0.0586570372	0.087317693	-0.0214755649	0.1005006188	0.1004911309	0.1004753183	0.1004531821	0.1004247237	0.0	0.0	0.0004258728706076	0.0070529598200578	4.974424222334975e-05	1.8136770191955762e-07	0.2593212326699046	0.0344505804497289	0.0011868424933232	0.0672475017134388	0.092401651788883	0.0836818663358798	0.007002654753456	0.0085380652533139	-4.996906308200985e-05	0.0008190097949579	6.70777044237129e-07	2.49690726529388e-09	-8.401844170480288e-05	-3.414699383119668e-05	1.1660171877077843e-09	7.059098546503361e-09	0.000735998007938	-0.0001189804840949	1.4156355595480537e-08	5.416930676887044e-07	0.0	1.0	0.0	0.0
665.4651928739725	-1.6102074991487143	442843.9229267933	2.592768190314757	701.5804332097372	-9.630375146865845	92.74412546937134	492215.10426276247	606.5521994501398	-0.5732329525339992	367905.5706578022	0.3285960178708462	605.2441882241536	546.5716026269414	0.933197	20.47858	0.1378377766831613	0.0742968492632347	-0.0426400848	-0.0733209977	0.0681143342	0.1043525346	0.06530745	0.110691034	-0.011606405	0.100613742	0.1086589454	0.0045151999	0.1811803722	0.1531141059	0.1309831359	0.1010822646	-0.1641997827	0.1240421892	0.1992402379	-0.0501247608	0.0350849733	-0.0318594633	0.0700433654	0.2265612002	-0.0857711416	0.0016800327	-0.0716126502	0.167435291	-0.0511273207	0.02673552	-0.052573092	0.0319722785	0.0573834135	0.1055940881	0.0186185356	-0.04231735	0.0140050484	-0.0897959158	0.0129247643	-0.0010562516	0.0157491428	-0.0704188478	0.0279843618	0.0637971716	0.0392484713	-0.0708992208	0.0190838478	-0.00985027	0.0137266214	-0.1068634113	0.0830674981	-0.1922375364	0.0637227192	0.0220176978	0.0162790782	0.0921823897	0.0827250411	0.0189771833	-0.1413701641	-0.0596611033	0.0928567864	0.2038584595	-0.1003444482	0.0786208947	-0.0590968001	-0.0269893592	0.0810222184	0.2326491997	0.1444076939	-0.0337164467	-0.0040494576	-0.0340694448	0.059013931	-0.0185746989	-0.0214278822	-0.00529879	-0.0763936165	0.0417780284	0.0873329835	0.0074914781	-0.000468967	0.0543557584	0.1235979195	-0.0397700863	0.1147347025	0.0223266842	0.0243164019	-0.0076073006	-0.0524213097	0.0496727137	0.0994252497	-0.0682263918	-0.0420973694	0.0585363944	-0.0572559222	0.0720362121	-0.0020071001	0.0060875977	0.2822283893	0.121157695	0.0193422818	0.0509655304	-0.0239652737	0.0674198658	0.0694241106	0.0137157348	-0.1678332749	0.0091544505	-0.0379638443	0.0144605923	-0.0819505405	-0.0950385384	-0.0969020846	-0.0031359311	0.1603779207	0.0386222891	0.0407048285	0.0605370463	0.0100308411	0.0322043387	0.1004753183	0.1003899448	0.1002477094	0.1000486926	0.0997930072	0.0	0.0	-0.0020132905606544	-0.002439163431262	5.949518244405815e-06	4.053338881620109e-06	0.2996646530850881	0.0403434204151835	0.0016275915707962	0.0897989043086062	0.1344688904073692	0.0420672386184862	0.0017696525649846	0.018081882487389	-0.0007940706437285	-0.0007441015806464	5.53687162320605e-07	6.305481872313944e-07	0.0001997207141521	0.0002837391558569	8.050790856638784e-08	3.9888363661424834e-08	0.0007040796600768	-3.191834786120005e-05	1.0187809301885739e-09	4.957281677338622e-07	0.0	0.0	0.0	0.0
664.2505580051649	-1.2146348688075932	441228.8038101729	1.4753378645232391	698.8313695589701	-2.7490636507670843	7.557350955968849	488365.28307966585	607.3530460949501	0.8008466448102354	368877.72260081454	0.6413553485038113	606.0153090754166	541.838437639117	0.832257	18.26351	0.0572357132466527	0.0296444766260756	-0.0450222717	0.0882271797	0.0510109403	0.0552551594	0.0014373048	-0.0046598762	0.0916501548	-0.0229423921	0.1293799904	-0.0726926673	0.1074227929	-0.053071943	0.0410951289	0.123878585	-0.096306634	0.0330727854	0.2365109754	0.0086410711	0.1055098253	0.0184897601	0.0280271045	0.0151966302	0.0656745634	0.1031288676	0.0012297836	0.0857393075	0.0442324763	-0.0153795985	-0.1206987325	0.1067708411	-0.0289473165	-0.0128866706	0.0316725521	-0.1102642966	0.0496786541	-0.0647625918	-0.0875822805	0.003002625	0.0292907984	0.0548505499	0.0216855919	-0.0381419155	0.0407803575	-0.1155890963	0.1061104635	-0.0569753786	0.0349895897	0.0394353385	0.0363312833	0.0935415654	-0.1455232894	-0.0418965529	0.2011197266	0.1244156721	0.1784267189	-0.0221999035	-0.0517373366	-0.0024548266	-0.0298936103	0.2262250748	-0.1598967237	0.0481011302	-0.0546916648	-0.0715429411	-0.0621830182	0.0385629488	0.0190814077	-0.0485544738	-0.0076073776	-0.1085142661	0.0216631937	-0.1498493396	-0.0823275469	0.0136102782	0.0209082158	0.0978464877	0.013784545	0.011864122	0.0791615335	-0.0752140217	0.1056860542	-0.0135850185	0.0201688264	0.0389816733	-0.0247476141	-0.116455683	-0.0524093071	-0.0002123236	0.1519647127	0.0005046734	-0.0111004049	0.0817969752	-0.0413537631	-0.0242679821	-0.0013427568	0.0227473597	0.2715506802	0.0148760875	0.0737360633	0.1067357465	0.0673020356	0.0849029502	0.0396191052	-0.0745881409	-0.0910701089	-0.0230090768	0.021167945	-0.0288804532	0.0211983241	0.0267631752	0.0012971103	-0.0474531373	0.0729172008	-0.0546034722	-0.1298411981	-0.0511828068	0.012115352	-0.0308491951	0.1004247237	0.1001876746	0.0997930072	0.0992413423	0.0985335479	0.0	0.0	0.0087056398943445	0.0107189304549989	0.0001148954700991	7.578816597000253e-05	0.3014622398819142	0.001797586796826	3.231318292123401e-06	0.0908794820746207	0.143521392014037	0.0090525016066677	8.194778533872292e-05	0.0205983899656468	-0.0010736410186563	-0.0002795703749278	7.815959453727067e-08	1.1527050369413374e-06	0.0002619231746856	6.220246053349998e-05	3.8691460964216225e-09	6.860374943738333e-08	0.0010756407123787	0.0003715610523018	1.3805761558769524e-07	1.157002942126557e-06	0.0	0.0	0.0	0.0
664.4325647745488	0.1820067693839746	441470.633132885	0.0331264641015913	699.603317896525	0.7719483375549316	0.5959042358538227	489444.8024118263	607.9259035547025	0.572857459752413	369573.9042128014	0.3281656691939874	606.3284508841379	543.546048588393	0.839918	18.431625	0.1122901437398466	0.0593547280308568	0.0092433124	0.0618415558	-0.1089096064	0.045163863	0.0197939099	-0.0612405701	0.0109617556	-0.0567128391	0.0691242188	-0.0801269854	0.0549129607	-0.0377648103	0.2423634642	0.0284879539	-0.0610101235	0.083240062	0.0714631712	0.0239644531	0.1264506224	0.0379931165	-0.0175291574	0.0818041475	0.1096247661	-0.0442779216	-0.0140472936	-0.0145630163	-0.1464420113	0.0721995632	-0.0889456847	-0.0581876329	0.154350712	0.1171858326	-0.0293612295	0.0517156151	0.0222891325	0.0986474522	0.0385165683	0.042912484	-0.1498331667	0.0163348286	0.022004643	-0.0083485677	-0.0485841328	-0.1257151225	0.0340880612	-0.0962945778	0.0009580995	-0.007145901	0.0585965315	0.0844994248	-0.1069360156	0.0003216832	-0.0492976723	-0.0192676177	-0.0875817355	-0.0596636141	-0.0296273866	0.0940223565	0.0403232229	0.1145581359	-0.1008755653	0.0297577215	-0.0175490353	-0.0589890539	-0.0558226909	0.0315745787	0.0466125081	-0.0060552968	-0.1141493424	0.0530343893	0.141103925	0.0237161517	0.0226600064	-0.0153005996	0.0458211129	-0.0734797587	0.1739110823	0.0214548487	0.0343043693	0.0158378357	0.0349927999	-0.1286507313	0.0865154465	-0.1958587506	-0.0045458389	-0.0265116643	0.1161957017	0.0167788683	-0.1487186216	-0.0184100866	-0.0324677008	0.0756693273	-0.0158715683	-0.0836796329	-0.0046395059	0.0166145819	0.1907776039	-0.045492715	0.0291048629	0.0255853977	-0.0507663963	0.061640418	0.0659778901	-0.0850209457	0.0303989012	0.0773992853	0.0118702127	0.0412995253	-0.0078413468	-0.0498960385	-0.0743332489	-0.0027309659	-0.0965714993	-0.0677463531	-0.0401957409	-0.0842624572	0.139790885	0.1412372422	0.1003488477	0.0998845239	0.0991122417	0.0980343822	0.0966542685	0.0	0.0	0.0134693362776374	0.0047636963832928	2.2692803232197845e-05	0.00018142301976	0.3372174042065552	0.035755164324641	0.001278431775882	0.1137155776998072	0.1783886397211347	0.0348672477070977	0.0012157249626681	0.0318225067815567	-0.0015657677154118	-0.0004921266967554	2.421886856594798e-07	2.4516285386258874e-06	0.0004831391558883	0.0002212159812027	4.8936510339473335e-08	2.3342344395245907e-07	0.0011003787409168	2.4738028538100112e-05	6.119700559518556e-10	1.2108333734616422e-06	0.0	0.0	0.0	0.0
665.4163901681521	0.983825393603297	442778.9723044145	0.9679124050986824	698.6024405161539	-1.0008773803710938	1.001755530538503	488045.3698951264	608.791752312773	0.8658487580705696	370627.3976840568	0.7496940718523478	607.3181246677643	541.8842905176202	0.8076649999999999	17.723848	0.1127131377673133	0.0588965641112155	0.0020757273	-0.0609408166	-0.074259917	0.084960556	-0.0083404825	-0.0395023432	-0.1012314781	0.0303338649	0.1065451565	-0.0001159331	0.2035725258	0.0192035713	0.0492479746	0.0936818861	-0.0201687699	0.0776345045	0.0352810942	-0.0717472515	0.1033165167	-0.0528929579	0.0083623547	0.0557779528	-0.0835504267	0.1344547576	-0.0636404837	0.0903352359	-0.0698209738	0.1642425396	-0.0839751869	-0.0488893996	0.1417192854	-0.0145752004	0.0888795356	0.0906726729	-0.0115787023	0.1265733738	-0.0603443502	-0.1188318328	-0.0659142338	0.0484432486	0.1130283565	0.0600605116	0.0126523897	0.0069161232	0.0248299055	-0.012412216	0.0313108204	0.1277440442	-0.0059860096	0.0108811525	-0.1495681013	-0.023194899	-0.0467437564	0.0838319524	-0.1418601795	-0.0119266778	-0.014377935	0.0119856173	0.095068533	0.0224004182	-0.1117815329	0.0919853443	-0.0596249358	0.0356553117	0.0782114354	0.0336952024	-0.0336185037	-0.040117914	0.0497543563	-0.110861984	0.0822191295	-0.1223066748	0.0148177305	-0.030821136	-0.1233373625	-0.0809612094	0.123437772	-0.0467031501	0.0944182314	0.0770497551	0.0176049728	0.0119431087	-0.1162580777	-0.1509838453	0.0888369912	-0.0755530667	-0.0544058511	-0.0389065035	-0.1446537686	0.0103492936	-0.0605151667	-0.0635395108	0.0805071993	-0.1066102579	0.0013039414	0.0154624069	0.300587987	0.0001910242	-0.0554719462	0.0157918559	-0.0068896106	0.0594369013	0.0073962577	0.0318173816	-0.0749048609	-0.0925294334	0.0992087614	-0.0558717628	-0.0236733331	0.0355967674	0.101427681	0.1077614359	0.0748434663	-0.0273520806	-0.0306541367	-0.0017359366	-0.00072411	0.025084834	0.1002477094	0.0994807979	0.0982069551	0.0964326722	0.0941669905	0.0	0.0	0.0141832711078961	0.0007139348302587	5.097029418565209e-07	0.00020116517932	0.2984142324355616	-0.0388031717709936	0.0015056861394892	0.0890510541201053	0.1579280804261387	-0.0204605592949959	0.000418634486664	0.0249412785870849	-0.0009022078553122	0.0006635598600995	4.403116879354006e-07	8.139790141870397e-07	0.0005411538294364	5.8014673548100056e-05	3.36570234689262e-09	2.928474671136804e-07	0.0007672438371432	-0.0003331349037736	1.1097886411224583e-07	5.886631056342211e-07	0.0	0.0	0.0	0.0
666.2873176120167	0.8709274438646162	443938.7896106165	0.7585146124765542	700.7244947751363	2.1220542589824163	4.503114278065412	491014.8175778701	608.5165612005418	-0.2751911122312549	370292.4052553327	0.0757301482510751	606.5910556022757	541.1221489546579	0.84002	18.433859	0.2344181356172971	0.1269349378284644	-0.0281551893	-0.0914973328	0.0071439592	0.1147166015	-0.0741758358	0.1011956289	-0.0364530872	0.0917379265	0.0073922383	-0.0149902137	0.2111048769	-0.0010904911	0.0202534989	-0.014058107	-0.0738111928	0.0504838603	-0.0045826451	-0.0439483245	-0.1035758721	-0.0383380964	0.0265303306	0.0792961576	0.2352889782	0.1432615122	0.1198046585	0.0586864856	0.0426206712	-0.0763132248	0.1472512971	0.0375766942	0.0329780498	-0.0408216605	-0.0901724042	-0.0107766067	-0.0317997019	0.0156613125	0.0599238787	-0.1496567943	0.0779261784	0.0757005429	-0.0229976593	0.0593600408	0.0118845716	0.0358707154	-0.0025266986	0.0809724509	-0.0841442884	0.0718471851	-0.0265965446	-0.0406498281	0.0157510335	0.0356084416	-0.0227689342	-0.1111282331	-0.0782593332	0.0434783859	-0.0880614622	-0.0510200742	0.0604755137	0.0191343326	0.0831737707	0.1286687706	-0.0439032948	-0.1783843605	-0.1164338808	0.0883756184	-0.0543822549	-0.0971261657	0.1018393405	-0.027097658	0.0791191796	0.1507806056	0.0961576443	-0.0167905653	0.0108062689	0.0751987207	-0.0389281658	-0.0700930629	-0.1676229438	0.0824472651	-0.0284006771	0.131270279	-0.120058355	0.1136738054	0.0974161733	0.0304078785	-0.0242100259	-0.037791326	0.0245148961	-0.019341072	0.0215043919	-0.1009376169	0.0912860563	-0.0264304031	-0.0024343268	0.0243650745	0.0852696931	0.1172606722	-0.0140598361	0.0372236375	-0.0662325344	0.0153948671	0.0126350951	-0.0796483739	0.0146698318	0.1048612538	-0.1520870698	-0.0062067069	0.0895398301	-0.0541447961	-0.0260424802	-0.0966440982	-0.0032785768	0.1889096498	0.1174951616	-0.001212797	-0.0749541197	0.1193157881	0.1001213343	0.0989769033	0.0970791982	0.0944426619	0.0910873598	0.0	0.0	0.0042566847784115	-0.0099265863294846	9.853711615671056e-05	1.811936530276016e-05	0.3354527077290754	0.0370384752935137	0.0013718486520682	0.1125285191227684	0.2340178575611275	0.0760897771349888	0.0057896541844522	0.0547643576575001	-0.0024776921947065	-0.0015754843393943	2.4821509036766942e-06	6.138958611709514e-06	0.0003160222505442	-0.0002251315788922	5.0684227814494906e-08	9.98700628390211e-08	0.0011938938560429	0.0004266500188997	1.820302386271145e-07	1.4253825394969852e-06	0.0	0.0	0.0	0.0
667.0066238186236	0.7193062066068023	444897.8362179188	0.5174014188630678	704.4944409529368	3.7699461778004206	14.212494183512002	496312.4173335909	609.3611464258713	0.8445852253295243	371321.00677345216	0.7133242028449234	607.9697162646966	542.8586523383617	0.844265	18.527014	0.175010249582044	0.0870405811545485	-0.0611623789	0.0462463964	0.0513725891	0.1582489398	-0.023176393	0.0179774805	0.0870273193	0.0922655221	-0.020182158	-0.0586423422	0.0820675479	-0.0535410901	-0.0549047428	-0.0521927918	-0.0007917462	-0.0296137684	0.0337816883	0.0706413278	-0.081515319	0.0031113978	-0.0191312458	-0.035475314	0.104788404	-0.1315075331	-0.0489756628	-0.125444363	-0.0155881566	0.0430322523	0.1954022026	0.1278532344	0.0034883215	-0.0351325371	0.1208979278	0.0903013194	0.1556919576	0.0923841415	0.0274509173	-0.0948073446	-0.1185520968	0.1433565836	-0.11846938	-0.0943347056	0.0171832745	-0.0134275124	-0.0015051786	0.0540852695	0.1664080608	0.0120364847	0.0187074639	-0.0582077173	0.1587249895	-0.0574212997	-0.1308311625	-0.0089963449	-0.060406783	-0.1780135884	0.0085922032	-0.0305307986	-0.0700906653	0.063178001	0.0929375475	0.0452454768	-0.0264723493	-0.010164136	-0.1256341899	-0.0366233268	-0.035734909	0.0325067744	-0.1043456089	0.1684388706	-0.1173522172	0.0354326938	0.0057263128	-0.1300060403	-0.0855131796	-0.1026442751	-0.1293403118	-0.0433531146	-0.089313176	0.0006641477	0.099112458	-0.0801031757	-0.0832579804	-0.1514868536	0.0497475157	0.0182382114	0.0442907582	0.0295188634	0.0287855108	0.2377951742	0.0454349663	-0.1301672844	-0.0062105349	0.0233099702	0.0074771537	0.0524822391	-0.1501834934	0.0199544795	0.0912986734	0.061843817	-0.0552316068	-0.0414158723	-0.0490277388	-0.2076428967	0.0653619782	-0.0097740377	-0.2254433265	0.1111491457	0.1387211412	-0.0896604265	0.2206397672	-0.2030990293	-0.0729020052	0.1446125688	0.1409182197	0.2275169344	-0.0062640606	0.0161639638	0.0999697542	0.0983733472	0.0957315257	0.0920723643	0.0874347489	0.0	0.0	0.0222082371562208	0.0179515523778093	0.0003222582327732	0.0004932057975869	0.3555078218581826	0.0200551141291072	0.0004022076027315	0.1263858114023492	0.27464629981624	0.0406284422551125	0.001650670320077	0.075430590002752	-0.0036378552681884	-0.0011601630734819	1.3459783570709685e-06	1.3233990952286096e-05	-0.0002943871735667	-0.0006104094241109	3.7259966504340053e-07	8.666380796059034e-08	0.0010369635372354	-0.0001569303188075	2.462712496102364e-08	1.0752933775557526e-06	0.0	0.0	0.0	0.0
666.5930638757944	-0.4135599428291243	444346.3128073189	0.1710318263128286	702.6222944259644	-1.872146526972415	3.504932618454875	493678.08862440655	608.9989647931218	-0.3621816327495253	370879.739119094	0.131175535101112	607.3616347853186	545.06891242038	0.876078	19.225132	0.156332073262865	0.087699551771212	-0.0105885347	0.0933673616	-0.0806462444	0.1236003184	0.0276283926	-0.0831224531	0.017638996	0.0289437913	-0.0790410248	-0.0942416816	0.0469329878	-0.0786193025	0.156129432	0.0142804413	-0.0069212157	0.000139252	0.0355554668	0.0453675061	0.1148479682	0.053740466	-0.0037374204	0.0611154445	0.0209367641	0.0074515207	0.0616846548	0.0203020194	0.0650886667	-0.0406340215	0.1252984161	0.046914102	-0.0446532069	-0.0536556726	0.0967659908	0.0182487828	0.1037520708	-0.0419857074	0.16986666	0.1684613259	0.0370418326	-0.0310735282	-0.0236860639	0.0725083308	-0.0094418977	-0.01142175	0.0740405891	-0.1134409699	-0.1010718306	-0.1356660937	-0.0239400995	0.0618292471	0.072397674	-0.0707461466	-0.0800388633	-0.0897712508	0.0747455505	0.0165322518	0.0137677236	0.0868917141	-0.0289284854	0.0473379508	-0.0860549629	0.0206520031	-0.0275335628	-0.0089079342	-0.0300564236	0.0285000386	-0.0272718854	0.003881246	-0.0136438645	0.016784707	-0.0187818425	0.0774499976	0.0168010866	0.0398030483	-0.0317020101	0.0613645377	-0.2250516888	0.0332216358	0.0465504539	0.1146521101	-0.017279708	-0.0798519202	0.0748269923	-0.0133068289	-0.0033802682	0.0154453602	0.1532373662	0.0222439405	-0.0194123926	-0.0913457119	0.0852720282	0.1545172271	0.0336475477	0.0144595072	0.0036262796	0.0397543171	0.0666957036	-0.0720872246	0.0515918502	0.0065511197	-0.0360858995	0.0566744917	0.0748746865	0.0332671011	0.0639540397	0.0025034774	-0.0550285486	-0.036592326	-0.0062684814	0.0670469302	-0.0049886028	0.0435544774	-0.1606249886	-0.0050208781	0.0612586109	-0.0489990198	0.051247412	-0.0506909631	0.0997930072	0.0976707375	0.0941669905	0.0893313237	0.0832321342	0.0	0.0	0.0116997174400523	-0.0105085197161684	0.0001104289866251	0.000136883388177	0.3551526927087565	-0.000355129149426	1.261167127720997e-07	0.1261334351382804	0.2193952365377995	-0.0552510632784405	0.0030526799933982	0.0481342698154769	-0.0026936714307264	0.0009441838374619	8.914831189244681e-07	7.255865776711612e-06	0.0003908401597385	0.0006852273333051	4.695364983085556e-07	1.5275603046441617e-07	0.000862027485626	-0.0001749360516093	3.0602622152686634e-08	7.430913859746837e-07	0.0	0.0	0.0	0.0
