global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
801.4987087555547	n/a	642400.1801368216	n/a	868.3955755023704	n/a	754110.8755520931	n/a	666.6866507102819	n/a	n/a	444471.09023529344	709.0706179615859	808.0181197736879	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.005814379928239	n/a	n/a	3.380701394990856e-05	-0.0170429863482439	n/a	n/a	0.0002904633836664	-0.325973444481221	n/a	0.1062586865069516	n/a	-0.0007360006328893	n/a	5.416969316134502e-07	n/a	-9.999995321674504e-05	n/a	9.999990643351196e-09	n/a	-3.6800016108235e-08	n/a	n/a	1.3542411855663557e-15	0.0	0.0
585.6260187730059	-215.87268998254888	342957.833863921	46601.01828030166	566.8176836862438	-301.5778918161267	321282.2865394387	90949.2248322594	521.7460051471194	-144.94064556316255	21007.79073626631	272218.8938869779	529.518687332582	517.2887814092858	21.640044	425.990936	0.5095017411144116	0.3185163879391246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0175232620842251	0.0117088821559861	0.0001370979213427	0.0003070647140724	0.0387178351147383	0.0557608214629821	0.0031092692102265	0.001499070755972	-0.0158079128984809	0.3101655315827401	0.0002498901102059	0.0962026569820037	0.0006351069619856	0.0013711075948749	4.0336085316257845e-07	1.8799360367236328e-06	-0.0001801234480696	-8.012349485285496e-05	3.2444456544481886e-08	6.4197744274354755e-09	0.0011860622285102	0.0011860990285263	1.406830905471052e-06	1.4067436098985818e-06	1.0	0.0
572.0291809413764	-13.5968378316295	327217.3838484619	184.8739990196312	560.636371595744	-6.181312090499773	314313.1411560411	38.20861916015868	520.2719485747165	-1.474056572402901	2.1728427786441893	270682.90047373244	526.8400966235428	483.060754761261	2.368994	46.634369	0.1692196839483195	0.1129874961803078	-0.0621521525	-0.0794278215	0.0538509468	0.2110216244	-0.0712796997	0.1280480435	-0.031271424	0.210210251	-0.1033023197	0.2201038668	-0.0107483082	0.0128160726	-0.0290146828	-0.0252381507	0.120259372	-0.1191195009	0.1349898056	-0.0633154617	0.065170478	-0.1521789409	0.0677377128	-0.0795647795	0.12880437	-0.0282810723	0.0261441281	-0.011144462	0.065754583	-0.1024371886	0.0734361508	-0.1175830271	0.0041657296	-0.0895384508	0.0605476596	0.0665546357	0.1097902608	-0.1874628591	0.105659365	-0.072744406	0.0783677603	-0.0597009596	0.079892765	-0.0048235701	0.1432179583	-0.0941440156	0.0184440746	-0.0415139035	0.0110569283	-0.0415589281	0.1315641622	-0.1429867917	0.085959477	-0.0371817979	0.0699175369	-0.0677227923	0.1364098766	-0.0808705172	0.1052620949	-0.0147770427	0.0324639432	-0.1378881357	0.1391937475	-0.2162637112	0.0456926779	-0.193668742	0.0539126956	-0.0776602083	0.0315244529	-0.2948631314	0.1013919314	-0.028143905	0.0349772655	-0.0630306243	0.1465663247	-0.0861003076	0.1040981039	-0.0731388792	0.1912999288	-0.0420233742	0.0130722989	-0.0029516689	0.0992834167	-0.0547016519	0.0880668314	-0.0748347469	0.0015630156	-0.0313246155	0.150374147	-0.0423889234	0.0384997189	-0.2597563427	0.1428601467	-0.0741911479	0.1077862374	-0.0474771029	-0.1955484816	0.0707819665	-0.2024585042	0.003247614	-0.0564893446	0.1174981409	-0.0437330796	0.0180901915	-0.0855799275	0.1005006188	0.1004911309	0.1004753183	0.1004531821	0.1004247237	0.0	0.0	0.0178082386163112	0.0002849765320861	8.121162383982007e-08	0.0003171333626154	0.1226717512404462	0.0839539161257079	0.0070482600328423	0.0150483585523979	0.0597210188569192	0.0755289317554001	0.0035666000933084	0.0057046195321118	0.0005680547951134	-6.705216687219993e-05	3.226862502513269e-07	4.495993082257346e-09	-9.517363133149104e-05	8.494981673810896e-05	9.058020100822572e-09	7.216471363838298e-09	0.001149027021418	-3.703520709220009e-05	1.3716065643621479e-09	1.3202630959487209e-06	0.0	1.0
571.765070583232	-0.2641103581443076	326915.29593904834	0.0697542812791144	559.0283400413748	-1.6080315543691768	312512.68496941496	2.585765479846951	520.599148554207	0.3271999794905014	0.1070598265785845	271023.47347536526	526.4795033497567	485.3769408466274	0.913581	17.984127	0.070158165838297	0.0332901632261209	-0.0331301176	-0.1645917495	0.0715449978	0.1823452079	0.0314561152	0.0701849616	-0.0175907004	0.1410735022	0.0894951619	0.0883351986	-0.2075559219	-0.0888212862	-0.1575239662	-0.068007865	0.1158173207	-0.1252156443	0.1553798172	-0.0409018323	-0.0111176791	-0.1490588718	0.1408729603	0.098375712	-0.0352450539	0.0347868745	-0.0108517298	-0.0671081305	0.1014489718	-0.0717141006	-0.0503596689	-0.1889312692	0.0147377007	-0.1913630372	0.0846333989	0.0005013623	0.072113297	-0.094176127	-0.0707026952	-0.0773095207	-0.02223874	-0.0808138459	-0.0264194839	0.0754857167	0.063650307	0.0249650588	0.0613719936	-0.1455134419	0.0292272871	-0.0812672714	0.1550646214	-0.1266467149	0.1214433043	0.0093475116	0.055236162	-0.0282452262	0.1094559462	0.0802629062	0.1110445083	0.0444620776	-0.0989792267	-0.0435693756	0.0139918408	-0.1335980939	-0.0187303809	-0.0356579798	0.1294304666	-0.1294712015	0.0407184934	-0.1765685157	0.0451636269	0.1145735077	-0.0425623058	-0.0989705084	0.0037920119	-0.0784853407	0.063020702	0.0334605546	-0.1465067908	-0.085892157	0.0257655487	-0.0159570286	0.0973401852	-0.0451851439	0.0312795563	-0.0948800161	0.1164699132	-0.1350838633	0.1278724943	0.0323161996	0.0632752582	-0.2369705718	0.0839096782	0.0054528722	0.1024430098	-0.0520484702	-0.1032470391	0.0317571544	-0.1912564359	0.0630534024	-0.0949892255	0.1351702744	-0.1732193068	0.0705011569	-0.0178411012	0.1004753183	0.1003899448	0.1002477094	0.1000486926	0.0997930072	0.0	0.0	0.0073535844751546	-0.0104546541411566	0.0001092997932112	5.407520463323476e-05	0.1403404797797947	0.0176687285393484	0.0003121839681971	0.0196954502648229	0.0710106228467566	0.0112896039898374	0.0050425085570843	0.0001274551582473	0.0006347947099712	6.673991485779999e-05	4.0296432380742e-07	4.454216235226392e-09	0.0003818419389318	0.0004770155702632	1.458032663271965e-07	2.2754385427361278e-07	0.00107787892318	-7.114809823799981e-05	5.0620518828840715e-09	1.1618229730356769e-06	0.0	0.0
572.6183932911152	0.8533227078831942	327891.8243352983	0.7281596437891071	559.3376005735691	0.3092605321943438	312858.55141539755	0.0956420767731287	521.3088004006652	0.7096518464582005	0.5036057431815333	271762.8653751805	527.0337519650653	499.4586823417746	0.836684	16.470383	0.0664249481433974	0.0352991950731361	0.004209865	-0.1181045785	0.0563587691	0.0654916301	0.0067918091	-0.0578203382	0.0912458817	-0.0370618988	0.1297033068	-0.0907180182	-0.0415736532	0.0504220236	-0.199910591	-0.050501322	0.0469079875	-0.0519613483	0.060397623	0.0019458397	0.0715627513	-0.0930231754	0.0214539074	0.0031568311	-0.0404390569	-0.0717946253	0.1336542626	-0.0534209474	0.0966854298	0.0351370211	6.66581e-05	-0.024288724	0.0450253647	0.0607163798	-0.0074406466	-0.1513187098	0.1054785868	-0.0103590923	-0.0959480266	-0.0653727584	-0.031777014	-0.1621437859	-0.0061136465	-0.0590619895	-0.0355593201	-0.0129273812	0.089525541	0.0570994999	0.1143785595	-0.0593211292	0.0762360336	-0.0427440776	0.0632041392	0.0182797622	-0.0205493889	0.0483313683	0.036501228	0.0127016036	0.2204153029	0.0521765773	0.0015639096	0.077549836	0.0152408894	0.0092819544	-0.0686308757	-0.0832127509	-0.0593173118	0.0716622812	-0.0046483542	-0.0146394862	-0.0720903941	-0.0931106142	-0.0019430794	-0.0026871819	0.0363926898	-0.0406016222	0.0219318346	0.0407132768	-0.0503352815	-0.1364584486	0.0757047201	-0.0135132708	0.0561140519	-0.1074801733	0.0684809925	-0.0411356592	0.0263194906	-0.1100715484	0.0336454975	0.0344559566	0.0992497673	-0.0835729292	0.0413499419	0.0334472396	0.1039356846	-0.071754776	-0.0579711972	-0.0249653813	-0.1198983149	0.1561559616	0.0556193545	0.0026213124	-0.0122433071	-0.0086360247	0.0538703771	0.1004247237	0.1001876746	0.0997930072	0.0992413423	0.0985335479	0.0	0.0	0.0102010035502786	0.002847419075124	8.107795389380018e-06	0.0001040604734327	0.1399027779243766	-0.000437701855418	1.9158291423643179e-07	0.0195727872709574	0.048268385769262	-0.0227422370774946	0.0023298370647702	0.0005172093472889	0.0009679977122125	0.0003332030022412	9.37019570848634e-07	1.1102424070261573e-07	4.97431459578479e-06	-0.000376867624336	2.4743805697837598e-11	1.4202920627267188e-07	0.0009799977470501	-9.788117612990011e-05	9.58072464057253e-09	9.603955842232718e-07	0.0	0.0
572.468627583122	-0.1497657079931968	327720.3295669033	0.0224297672907035	560.5256516040685	1.1880510304993095	314189.0061061655	1.4114652510704713	521.6526508029609	0.3438504022957431	0.1182330991589444	272121.4880897559	527.5817171825206	497.94171326827416	0.752312	14.809502	0.0666376346767511	0.0297270372510308	0.0105456317	-0.0742580577	0.0632882323	-0.0215791112	-0.0749466849	-0.0356180613	0.0854021863	-0.1111313459	0.0694921791	-0.1449977435	-0.0226488322	-0.0473417781	-0.1490960795	-0.0382215461	0.0021470216	-0.015034566	0.011417834	0.0493596294	-0.0097588577	-0.1406377139	-0.0149580105	-0.038661432	0.0273560445	-0.121304343	0.1579849857	0.0568955045	0.0336703104	0.1047446736	-0.0038603707	0.0839982678	0.0299133094	-0.0919201129	0.0530329039	0.0656815636	-0.0345384771	0.0446921306	0.134655151	-0.0914763143	0.0938011638	0.0628712579	-0.0276337089	0.0440644228	0.005266138	0.0406035356	0.0903355606	0.0203657845	0.2098320875	-0.0343678496	-0.0016841412	0.0268602607	0.006606382	0.0542385227	0.0652092224	0.0105397149	0.0201075906	-0.07572005	0.2216261065	0.0865882096	0.0694329997	0.0291903609	0.1171754474	0.0908085434	-0.0153545377	-0.0367460514	-0.0139645051	0.0376055221	-0.0894035205	0.031156249	0.0206212186	0.012895261	0.0196124126	-0.0187550192	-0.0066209311	-0.0411801758	-0.0013416171	-0.1635439559	-0.0189817388	-0.0889370062	-0.1022412761	-0.05364196	0.0152766524	-0.1618163399	0.1129214106	-0.0357810976	-0.0100601455	-0.0290909719	-0.0028174787	-0.0317679913	0.0962628722	-0.0538869846	-0.0264852417	0.0458168098	0.0763080089	-0.0825060996	-0.062244314	-0.0975399	0.0094930633	0.1580600634	0.0869408704	0.055423494	0.0538164688	-0.0218175544	0.0610826972	0.1003488477	0.0998845239	0.0991122417	0.0980343822	0.0966542685	0.0	0.0	0.0193080723012712	0.0091070687509926	8.293870123530593e-05	0.0003728016559911	0.1224397466418025	-0.0174630312825741	0.0003049574615761	0.0149914915577087	0.0301787311038168	-0.0180896546654452	0.0009107558110364	0.000327235605915	0.0008036329773945	-0.000164364734818	6.458259623559488e-07	2.7015766051791472e-08	-0.0002701066723209	-0.0002750809869166	7.295761443227007e-08	7.566954936305732e-08	0.0009801096248702	1.1187782009993397e-07	1.2516646630313183e-14	9.60614876763204e-07	0.0	0.0
572.7842023260736	0.3155747429515259	328081.7424343164	0.0995874183889216	561.4810765472278	0.9554249431593008	315260.9993206338	0.912836822010953	522.1770495262213	0.5243987232603331	0.2749940209570674	272668.8710519097	528.363353431535	502.5561692327768	0.778115	15.317431	0.0357008751524264	0.0210744807813479	0.0317678489	-0.0464554476	0.0941785797	0.0360344814	-0.216076384	0.0378554407	0.0312347726	-0.1258398075	-0.0346091888	-0.0121130524	-0.1470673097	0.0194233232	-0.0251397376	-0.060518789	-0.0872867126	0.0077230007	0.0441671648	0.0507977097	-0.0478577675	-0.1434480214	0.0364279363	-0.1558627033	-0.0091579551	-0.0267410871	-0.005747377	0.0249717666	-0.0307897313	-0.0264641292	-0.0132992274	0.0388783479	0.013356756	-0.033557988	-0.0756631492	0.0449612002	-0.1295842964	-0.2096960003	-0.0322847763	0.0829229514	0.0805022182	0.0274150355	-0.1101913863	-0.1600530971	-0.1507626046	0.0617669012	0.1256610725	0.1258173836	0.0251351435	-0.0800665622	-0.0545954065	-0.0811232991	-0.0469210834	0.0329369212	0.1422702596	-0.105775445	0.0260543727	-0.1200850992	0.1373072042	0.0075818047	0.0448316208	-0.0178802825	0.0169068709	0.0275512031	0.0509076537	0.0233730277	0.0015837928	0.0665662065	-0.0063898546	0.0720250153	-0.0595770417	0.0629522476	-0.0287109132	-0.1102924475	0.1345708615	0.0752419143	-0.0583108289	0.1519718934	-0.1587274716	-0.0359097021	-0.1723926995	-0.0719301881	0.0130652665	-0.1268673709	0.0693939353	-0.0632275857	0.0145954832	0.0536397228	0.0230931232	-0.10311654	0.0327883389	-0.1084868911	-0.0098198553	-0.03916971	-0.0132705252	-0.0668568361	-0.0301019039	-0.0323268941	-0.0700772279	0.1022087195	0.0905882782	-0.0570469973	0.001607849	-0.1253549427	0.0072069101	0.1002477094	0.0994807979	0.0982069551	0.0964326722	0.0941669905	0.0	0.0	0.0166012586310273	-0.0027068136702439	7.326840245419258e-06	0.0002756017881342	0.1410692444685395	0.0186294978267369	0.0003470581892763	0.0199005317349245	0.0293412442338762	-0.0008374868699406	0.0008609086131919	7.013842573229045e-07	0.0006351825643353	-0.0001684504130591	4.034568900355676e-07	2.8375541659815063e-08	-0.0003721890201568	-0.0001020823478358	1.3852466672527885e-07	1.0420805739689671e-08	0.0009801183996852	8.774815000046204e-09	7.699737828503585e-17	9.606320774014773e-07	0.0	0.0
572.9337522976731	0.1495499715995265	328253.08452189143	0.0223651940054191	560.2713018072859	-1.2097747399418497	313903.93162883085	1.4635549214013694	522.1353694332505	-0.0416800929707505	0.0017372301500504	272625.344013197	527.82095797377	507.1073802169729	0.725854	14.288669	0.0865824481740581	0.0447902121703597	0.0469336829	-0.0743046491	0.0867624007	0.0604258682	-0.1278278726	0.0148902987	-0.0034910671	0.1034953752	0.0827611027	-0.0535699236	-0.1368278115	-0.0133512673	0.0506865949	-0.0633291693	-0.056407826	-0.0361646687	0.0582752836	0.0615255858	0.0938262179	-0.0303800202	0.1158473206	-0.1207524052	-0.0243895216	-0.035903764	-0.0572042315	0.038569171	0.0724083751	0.0205170977	0.0313551367	0.0893028899	0.0196899534	0.0716712826	0.0715313799	0.0166769499	0.0471451213	-0.0559890568	-0.1241620696	-0.0842136586	0.1112246988	0.1200553394	0.0077611845	0.0632797947	-0.0099900779	-0.034884603	-0.055059716	0.0232363927	0.0009944865	-0.0892414051	-0.0106240243	-0.1020820337	0.0246661775	-0.0624313328	-0.0108218344	-0.0548048134	0.0533539599	-0.0512887751	0.1367200256	-0.0029302704	-0.0621316902	-0.0540010232	-0.0741680337	0.0105190685	-0.0134535422	0.0541082798	-0.1048329607	-0.0034182231	-0.0920559398	-0.0065248491	-0.0013183765	0.0031013031	-0.199068035	-0.1229472753	-0.0979852039	0.0664518698	-0.036153791	0.052738987	0.1040122018	0.1066092987	-0.043238679	-0.0560714267	0.0266182483	-0.1132720437	-0.0122200207	-0.1166157933	0.1043052673	-0.0575735517	0.0221877913	-0.0529070649	-0.0153120604	-0.0585173862	0.0359219958	-0.0625034026	-0.0009734007	0.032055585	-0.0298921379	-0.0053646578	0.0516267426	-0.0305937185	0.038670579	-0.1188742194	-0.0011717307	-0.013614323	0.1222621761	0.1001213343	0.0989769033	0.0970791982	0.0944426619	0.0910873598	0.0	0.0	0.019639216904693	0.0030379582736656	9.229190472533868e-06	0.0003856988406295	0.1751811725514898	0.0341119280829503	0.0011636236375363	0.0306884432165148	0.0416565526146683	0.0123153083807921	0.0017352683757386	0.000151666820514	0.0010701672790645	0.0004349847147291	1.1452580051803152e-06	1.892117020480434e-07	-0.0002788608360544	9.33281841024e-05	7.776336588495896e-08	8.710149947851467e-09	0.0011941505695866	0.0002140321699014	4.5809769752701793e-08	1.4259955828440013e-06	0.0	0.0
572.9262611131846	-0.0074911844884582	328244.500673133	5.611784504011678e-05	559.5929132537169	-0.6783885535689933	313144.22856378194	0.4602110296134309	521.880902818301	-0.2544666149494787	0.0647532581238462	272359.676726445	527.6147057476699	512.1807234114068	0.710752	13.991372	0.0309248172630593	0.0180894734578629	0.0511421409	-0.0744233215	0.0593214893	0.028545778	-0.0722616391	0.004486252	-0.0374799071	0.0364761814	0.1076817161	-0.06789641	-0.1008047258	0.0118099072	0.0023568693	-0.054660066	-0.0127068815	-0.0147530888	0.039036387	0.0558798428	0.1332758921	-0.0048279797	0.2049468006	-0.0132460472	-0.0442601987	-0.1148755215	0.0073149919	-0.0793640277	0.0892084715	0.0601105585	0.1434477729	0.0340217895	-0.1084150241	-0.0989017934	-0.1384047936	-0.0449651635	0.0688302923	0.1726193681	-0.0340908089	0.069305767	-0.0803087788	0.0611687043	0.1108611216	0.0136093806	-0.0474085648	-0.0376002391	-0.0304458402	0.0507482265	-0.0803885415	-0.0736120036	-0.0141540314	-0.0718579905	0.0417009801	-0.1242563877	-0.0534534667	-0.0125501097	0.0883562441	0.0302875578	0.1710535507	-0.0476379168	0.0395788793	0.0421400332	-0.0137250982	0.0897742984	0.0263857814	-0.0918044828	-0.1418407385	-0.1079013464	-0.0117339655	0.077428683	-0.1172226531	0.1091747129	-0.0809401259	0.1130000727	-0.0406889864	0.0356630367	0.0193103246	-0.0116484043	0.0191363179	0.0326635831	0.1234737533	-0.0521193418	0.0312211616	-0.136441977	-0.0013907157	-0.0514207427	0.1048007292	-0.1714578746	-0.028374714	0.0133910876	-0.0005600089	0.0273249199	0.0098113573	-0.0644219425	-0.020430709	0.0829296105	-0.0744854681	-0.022170528	0.183060862	-0.0169109107	0.0722989029	-0.016375762	-0.0749977066	0.0026539292	0.1135721644	0.0999697542	0.0983733472	0.0957315257	0.0920723643	0.0874347489	0.0	0.0	0.0268238398517581	0.0071846229470651	5.161880689149442e-05	0.0007195183843927	0.1724537425447607	-0.002727430006729	7.438874441606257e-06	0.0297402933176946	0.0248453372619081	-0.0168112153527602	0.0006172907836579	0.0002826169616368	0.0010251736074119	-4.499367165259997e-05	1.0509809253339285e-06	2.0244304887819783e-09	-0.0002958993429962	-1.703850694179999e-05	8.75564211855828e-08	2.9031071880576637e-10	0.0011721517690509	-2.199880053570008e-05	4.839472250095182e-10	1.3739397696891543e-06	0.0	0.0
572.8589544468485	-0.0673066663360941	328167.3816899365	0.0045301873332783	558.7042040719859	-0.8887091817309738	312150.3876477113	0.789804009692937	521.7346901516504	-0.1462126666506265	0.0213781438890872	272207.08690763864	527.5755847053647	513.4494202597616	0.729117	14.3529	0.059341114590727	0.0263722558710878	0.0525481514	-0.0741169797	0.0303186629	0.0133113697	-0.0689952002	0.0488213497	-0.0201093499	-0.0095548545	0.0679719951	-0.0707579155	-0.0340533006	0.0851999703	0.0102487143	-0.0336998905	-0.0075301038	-0.0213338426	-0.0371761836	0.0032765702	0.0996458341	-0.0675904953	0.0711240495	0.0319518219	0.0724168378	-0.1429825675	-0.0090526085	-0.0031273018	-0.0647469174	-0.0025630434	-0.0177262337	0.0354472923	0.0346963202	0.0866332189	-0.0606552174	-0.0139060812	-0.1058172287	0.0996136991	-0.0261735656	0.0438677851	-0.0314427448	0.0795057654	-0.0125146648	0.0407470308	0.0481174969	0.1534495028	-0.1030758336	-0.0124486605	-0.0828209362	-0.0490136005	-0.0168278771	-0.0375066403	-0.0005134529	-0.0751566472	-0.0674197443	0.0375728153	0.0988487425	-0.0324320824	0.0632568265	-0.0584781631	0.0985455643	-0.0298901379	-0.0092782821	0.0331443939	-0.120247953	0.0560704498	0.0148932137	0.0050644506	-0.0425349782	0.104805858	-0.1053652753	0.0699903669	0.0851467064	0.0856623413	0.0958378497	-0.0026894011	0.0788263949	0.008732134	0.0433217066	0.0399196261	-0.0554938145	-0.0643486057	0.004285341	-0.1421076865	0.0135315422	0.0206610355	0.0899810674	-0.0740264014	-0.0275380231	0.0383841261	0.0382131284	0.0521955438	-0.037012313	-0.070174111	-0.040062598	0.060720284	-0.0239901687	-0.0628290413	0.1636796895	0.0190368466	0.0544687358	-0.0214744783	-0.0511336303	-0.0666184678	-0.0447058326	0.0997930072	0.0976707375	0.0941669905	0.0893313237	0.0832321342	0.0	0.0	0.0233232902439652	-0.0035005496077929	1.2253847556619036e-05	0.0005439758678042	0.16982035149951	-0.0026333910452507	6.9347483972066e-06	0.0288389517834171	0.0113063422802497	-0.0135389949816584	0.0001278333757581	0.0001833043851133	0.0008309757405868	-0.0001941978668251	6.905206814437806e-07	3.7712811479419276e-08	-0.0006909285074119	-0.0003950291644157	4.77382202354436e-07	1.5604804073896616e-07	0.0013762883169306	0.0002041365478797	4.167173018024109e-08	1.894169531319664e-06	0.0	0.0
