global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25
874.6962400398555	n/a	n/a	765093.5123398606	1320.6277972785797	n/a	n/a	1744057.7789448735	654.9875025622848	n/a	n/a	429008.6285127791	746.5532814661661	1033.2277459875872	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0151466446512955	n/a	0.0002294208441926	n/a	0.020220799752451	n/a	0.0004088807426287	n/a	-0.4553822062686379	n/a	n/a	0.2073729537860922	0.000786863437113	n/a	6.191540686652842e-07	n/a	0.0006061766120666	n/a	3.674500850165413e-07	n/a	0.0004497615595508	n/a	2.0228546044956778e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
691.2163537790337	-183.4798862608218	33664.8686622841	477780.0477315823	878.6353716791892	-441.99242559939046	195357.30428723272	772000.116365827	549.259347317109	-105.7281552451758	11178.442811547997	301685.8306152166	589.1229821262938	810.097408289445	12.423063	329.923889	0.586178768237103	0.4891093736512334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0214670808140908	-0.0366137254653863	0.0004608355586787	0.0013405648924546	0.0122346562913122	-0.0079861434611387	0.0001496868145665	6.377848738188999e-05	0.0279590406735863	0.4833412469422242	0.2336187609956641	0.0007817079553872	0.0007080026082221	-7.886082889090008e-05	5.012676932492964e-07	6.219030333359821e-09	-7.998234197326148e-05	-0.0006861589540398	6.397175027527746e-09	4.708141102090768e-07	5.00282951144874e-05	-0.0003997332644363	2.502830312062244e-09	1.59786682696911e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
664.8004670288882	-26.415886750145543	697.799072796515	441959.6609618279	769.6002296292052	-109.03514204998407	11888.662201860205	592284.5134453253	543.5513771301866	-5.707970186922466	32.5809236547957	295448.0995801223	566.8550995913419	773.3207937222286	2.358885	62.645794	0.1111265088920944	0.0790854978481748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0133622978099765	0.0081047830041143	0.0001785510027625	6.568750754378004e-05	0.024665719708409	0.0124310634170968	0.0006083977287337	0.0001545313376798	0.1055497028623833	0.077590662188797	0.006020310858896	0.0111407397743374	0.0006179999122599	-9.000269596219992e-05	3.819238915532442e-07	8.100485280464198e-09	4.3259996251876494e-08	8.002560196951336e-05	1.8714272757123684e-15	6.404096970582981e-09	0.0001400000028245	8.99717077100126e-05	1.9600000790860012e-08	8.094908188255942e-09	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
659.4999400009569	-5.300527027931253	28.09558677382972	434940.1708612658	735.3305606141382	-34.26966901506694	1174.410214402239	540711.0333731028	543.8243641447655	0.2729870145789164	0.0745219101287095	295744.93903745845	561.8135145649766	728.36254265606	1.230149	32.669514	0.1888478941158563	0.1160057399513778	-0.0151996838	-0.0255897316	-0.0118694589	0.078961254	0.0710950109	0.0393706913	-0.0108023349	-0.0079347706	0.024417294	0.0512834448	0.0028994851	-0.0209166886	0.0024329864	-0.0083360684	-0.0080375831	0.0275334948	-0.0096121085	-0.0765385421	0.062190399	-0.0268483677	-0.0289699753	0.0116883058	-0.0305851581	0.0274312845	-0.0265762423	0.0242240622	-0.006931105	0.0395893075	-0.0074480624	0.044939111	-0.0045478215	0.0579776017	-0.0329045169	0.0278341248	-0.084591465	0.0638291093	-0.0168134434	0.0772016885	-0.004765086	0.0525726083	-0.011285061	0.0471848806	-0.0076765335	0.1007553414	0.1007457326	0.1007297186	0.1007073005	0.1006784796	0.0	0.0	0.0	0.0013954491009542	0.0147577469109307	1.947278193353885e-06	0.000217791093887	0.1267320958655773	0.1020663761571682	0.0160610241224818	0.0104175451418565	0.1067785995613377	0.0012288966989544	1.5101870967010247e-06	0.0114016693242805	0.0015689917858744	0.0009509918736144	2.461735224141339e-06	9.043855436808168e-07	-0.000250058588181	-0.0002501018481772	6.252929752307496e-08	6.255093446167716e-08	-7.480376235980747e-05	-0.0002148037651843	5.595602863182548e-09	4.6140657537355104e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
657.8083442893601	-1.6915957115968467	2.8614960514928423	432711.8178167093	726.9769070372289	-8.353653576909323	69.78352808300993	528495.4233654158	543.8139902963466	-0.0103738484189079	0.0001076167310184	295733.6560420349	559.9682974815369	723.3472981328663	0.8543159999999999	22.688374	0.0926089512584483	0.0492793287034272	-0.0168608692	-0.0404852227	-0.0481283067	0.0194598847	0.0097153615	0.0336153795	-0.0129760263	-0.0045045821	0.0170686688	0.0460605347	-0.0174524452	-0.0052382933	0.0033645892	0.0089833607	-0.003422466	0.015680853	-0.0309283742	-0.0312105442	0.0241663683	-0.032624716	-0.0348675014	0.0033302516	-0.0254269311	0.0386225792	-0.0207920848	0.0262291455	-0.0156399775	0.0281810356	0.003570118	0.0124922594	-0.0032172365	0.0496853698	-0.0533794332	0.0622908747	-0.0275089528	0.0465615667	-0.017091274	0.1103481759	0.0262166187	0.0026512094	-0.049132831	0.061515242	-0.0481937602	0.1007297186	0.1006432578	0.1004992113	0.1002976618	0.1000387243	0.0	0.0	0.0	-0.0165039002670823	-0.0178993493680365	0.0002723787240257	0.000320386707799	0.0856085907252719	-0.0411235051403054	0.0073288308059671	0.0016911426750247	0.1197050296961421	0.0129264301348044	0.0001670925960299	0.0143292941345542	0.0014060004939612	-0.0001629912919131	1.976837389019138e-06	2.6566161239533946e-08	-5.272498460051622e-08	0.0002500058631963	2.7799240011246728e-15	6.25029316325768e-08	-7.49999395562496e-05	-1.9617719644214002e-07	5.624990933441094e-09	3.8485492403897976e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
658.1205052243574	0.3121609349973369	0.0974444493384115	433122.5993967635	725.5208844243264	-1.4560226129025295	2.120001849283509	526380.5537358568	543.9790597912989	0.1650694949523767	0.0272479381638327	295913.2174914256	559.7659097440315	730.7765137550762	0.644968	17.128666	0.0523478455987475	0.0289422830670494	0.0027949607	-0.0367824019	-0.0391865131	0.0035317938	0.0192938539	0.0180270778	-0.0046567476	-0.0193581396	0.039876399	0.0222879516	0.0076312355	-0.0038526201	-0.0061133959	0.0025117302	-0.029322806	0.0177644147	-0.0320578096	-0.0232823845	-0.0003160663	-0.0322004376	-0.0304900535	0.0042408061	-0.0349090999	0.0343149413	-0.0272263034	0.0233701269	-0.0150528998	0.0498628442	-0.0145179413	0.0411867682	-0.0014474739	0.0490420453	-0.0263890512	0.0485844257	-0.006577744	0.0305646833	0.0188420572	0.0807931694	-0.0585174229	0.0550259873	-0.0694433992	-0.0495383477	-0.0433782666	0.1006784796	0.1004384124	0.1000387243	0.0994800506	0.0987632792	0.0	0.0	0.0	-0.0101621932152653	0.0063417070518169	0.0001032701709443	4.021724833106545e-05	0.1108957721968124	0.0252871814715405	0.0122978722911273	0.0006394415467746	0.1084897899446275	-0.0112152397515146	0.0001257816026839	0.0117700345222293	0.0013269963876992	-7.900410626199999e-05	1.7609194129667255e-06	6.241648806257386e-09	-0.0001110493174922	-0.0001109965925075	1.2331950915483436e-08	1.2320243548298089e-08	-7.492629184834021e-05	7.36477079093991e-08	5.613949210142652e-09	5.423984880308167e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
656.3072089799514	-1.8132962444060468	3.2880432699770736	430739.1525590536	722.5525435467156	-2.9683408776107854	8.811047565695167	522082.1781858283	543.6062102803293	-0.3728495109696723	0.1390167578303238	295507.7118553416	559.8401647625548	721.6993953642041	0.738735	19.618855	0.0660012996935111	0.0389508439971165	-0.0211621314	-0.0466535118	-0.0519141097	-0.0061035373	-0.0079743555	-0.0440879239	-0.0145373773	0.0054404366	0.0410766381	0.0240899355	0.0162132706	0.034985591	-0.0275785252	0.0086011078	-0.0097827168	0.0339863476	-0.0156089584	-0.0233520495	-0.0256757368	-0.0364356402	-0.0400335878	0.0107707382	-0.0227390697	0.0435770275	-0.0163025845	0.0519123199	-0.0084914865	0.0326977733	0.0137800416	-0.0200851728	-0.0050465008	0.056059591	-0.0296734729	0.0172761277	-0.074155409	0.0358738283	-0.1044608635	0.0960831997	0.0883317493	0.043104143	-0.0547560668	0.0833483134	-0.0500185848	0.1006016373	0.1001314048	0.0993493113	0.0982577928	0.0968602488	0.0	0.0	0.0	-0.0096386744636731	0.0005235187515922	9.290404541666392e-05	2.7407188326865616e-07	0.1419046554431702	0.0310088832463578	0.0201369312364448	0.0009615508401862	0.1198724776438879	0.0113826876992604	0.0001295655792588	0.0143694108964844	0.0013519952691876	2.4998881488400106e-05	1.8278912079056515e-06	6.249440756710732e-10	-0.0004940144132781	-0.0003829650957858	2.4405024052650535e-07	1.4666226459030353e-07	-2.1166069196626057e-05	5.376022265171415e-05	4.4800248523636237e-10	2.8901615395618794e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
656.6958961823584	0.3886872024070271	0.1510777413150013	431249.5000627508	721.4282683703365	-1.1242751763791148	1.2639946722222897	520458.7464038222	544.0064623206231	0.4002520402938216	0.160201695759367	295943.0310465995	559.6692120089675	725.5652077704955	0.737843	19.595167	0.1163413287938164	0.0843757693660801	-0.0050258997	-0.0416978626	-0.0623531453	-0.019073517	0.0119833542	-0.0097552551	-0.0038516283	-0.005889653	0.029191087	0.0349894436	-0.0046247955	0.0086544285	-0.0128416391	0.0038344073	-0.0216823406	0.0144088354	-0.0322206295	-0.0043551077	0.0322166953	-0.0299311682	-0.0315110141	0.0002265627	-0.0306719808	0.0392275351	-0.0293340425	0.0054425589	-0.0106496316	0.0502042074	-0.0161409459	0.0386428031	-0.0047281503	0.0575143026	-0.0261354077	0.03476203	-0.0102016278	0.0485626912	0.0410816265	0.0968680329	-0.0455411127	0.0197615632	-0.0454753008	0.0606666827	-0.1268494889	0.1004992113	0.0997225472	0.09843255	0.09663586	0.0943417259	0.0	0.0	0.0	-0.0005149669937765	0.0091237074698965	2.6519100467920575e-07	8.3242037996247e-05	0.0604808420127938	-0.0814238134303764	0.0036579322505765	0.0066298373935447	0.1129085870632451	-0.0069638905806428	4.849577201916568e-05	0.0127483490326183	0.0010569801330229	-0.0002950151361647	1.1172070016051076e-06	8.703393056627647e-08	-0.000522039606732	-2.8025193453900025e-05	2.725253509969012e-07	7.854114681285207e-10	-7.472408583603779e-05	-5.3558016639411736e-05	5.583689004031544e-09	2.868461146347504e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
656.405161033349	-0.2907351490093788	0.0845269268695056	430867.7354312169	720.5624968859614	-0.8657714843750455	0.7495602631569697	519210.3119185312	543.8767878108112	-0.1296745098119345	0.0168154784949655	295801.9603194061	559.5992826981978	719.6704281478588	0.7413929999999999	19.689444	0.1192949383214182	0.0805849554044267	-0.0356596115	-0.0343667304	-0.0357893643	-0.0219953731	-0.0016803006	-0.034192761	-0.0065003571	0.000206971	0.0371086799	0.0109442797	-4.41782e-05	-0.0263368101	-0.0045372132	0.0058938665	-0.0166865058	0.0242965331	-0.010792644	-0.0193379183	0.0290724455	-0.0326397112	-0.0406082555	0.0129936731	-0.0158279289	0.0405920148	-0.0139667648	0.0278741778	-0.0179281319	0.0499561708	0.0096727947	0.0270001989	0.0066757497	0.0693313809	-0.0603509023	-0.001830348	-0.1149890308	0.0365941482	-0.0235860902	0.1326882386	0.0453233131	0.0843571023	-0.0222167624	0.0311135999	-0.0330084358	0.1003712278	0.0992122556	0.0972905381	0.0946208495	0.0912237143	0.0	0.0	0.0	-0.0048982839481226	-0.0043833169543461	2.3993185636435527e-05	1.921346752225797e-05	0.137744977946312	0.0772641359335181	0.0189736789494299	0.0059697467015531	0.1198538380483995	0.0069452509851544	4.82365112467882e-05	0.0143649424949319	0.0006279728703329	-0.00042900726269	3.943499258741413e-07	1.8404723144076677e-07	-0.0007070231582606	-0.0001849835515286	4.998817463167934e-07	3.421891433613422e-08	-7.477796058542798e-05	-5.387474939018595e-08	5.591743389315821e-09	2.9024886218553415e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
657.2810916804224	0.8759306470733463	0.7672544984823312	432018.4334806078	721.6876101124043	1.1251132264428634	1.26587977231667	520833.00658975367	544.2262107604384	0.3494229496272965	0.1220963977262401	296182.1684786652	559.7883512179056	721.9260529490655	0.669162	17.77117	0.1434439007050622	0.0713231515439138	-0.0237330885	-0.0407504502	-0.0273956042	-0.0117171283	0.0066078068	-0.0040806366	-0.0024376653	0.0028200759	0.0205529257	0.0727394578	-0.0399417799	-0.0081755566	0.0007582286	0.0028787523	-0.0122000706	0.011603804	-0.0678126422	0.000899492	0.0402149349	-0.0282904071	-0.0281698951	-0.0016028951	-0.0196968477	0.0413234812	-0.0119757525	0.0001557741	-0.0087097312	0.0325011672	0.00112928	0.0125942447	-0.0011992569	0.0620151041	0.0020709909	0.0240702959	0.0011403488	0.0690803301	-0.0182167614	0.1174248033	-0.0029511752	0.0022426384	-0.0371324497	0.0817597581	-0.1061879496	0.1002177191	0.098601049	0.0959258892	0.0922209577	0.0875260273	0.0	0.0	0.0	-0.0211594972600863	-0.0162612133119636	0.0004477243242995	0.0002644270583771	0.0845748950244456	-0.0531700829218663	0.0071529128683959	0.0028270577179181	0.085006757145166	-0.0348470809032334	0.0012143190474765	0.0072261487603372	0.0011014445947825	0.0004734717244495	1.2131801953755856e-06	2.241754738532779e-07	-0.0005301144446252	0.0001769087136354	2.810213244002842e-07	3.1296692960131976e-08	-0.0002077079938604	-0.0001329300332749	4.314261071351197e-08	1.7670393746485168e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
