global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27
705.2256346618396	n/a	497343.1957841945	n/a	802.8775086474063	n/a	644612.293891866	n/a	600.3051129843714	n/a	360366.2286751789	n/a	610.9917177018665	779.2506398431915	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0012430130172731	n/a	1.5450813611103757e-06	n/a	-0.039871383377374	n/a	n/a	0.0015897272124255	0.4602091001205934	n/a	0.2117924158338063	n/a	0.001234001961079	n/a	n/a	1.522760839946818e-06	-0.0010990000405595	n/a	1.2078010891497825e-06	n/a	1.1780856455503386e-06	n/a	n/a	1.387885788251758e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
561.3231094392488	-143.90252522259084	315083.6331905469	20707.936765438397	616.3630832842927	-186.51442536311367	379903.4504357199	34787.6308685325	500.05099078130456	-100.2541222030668	250050.99338136436	10050.889018707452	501.6087397620792	620.2697781476428	11.502573	304.670135	0.6791896784865095	0.4821921904225217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0367062861086537	-0.0379492991259268	0.0013473514398903	0.001440149304149	0.0637083098676924	0.1035796932450664	0.010728752852742	0.0040587487461979	-0.0038423717892754	-0.4640514719098688	1.476382096701944e-05	0.2153437685817157	0.0010400889507345	-0.0001939130103444	3.7602255580866165e-08	1.0817850254399931e-06	-0.0003422285249521	0.0007567715156073	1.1712036329089013e-07	5.727031268347212e-07	0.0005226778438066	0.000521499758161	2.7196199776203335e-07	2.731921284063166e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
543.1808839878069	-18.14222545144196	295045.4727297753	329.1403443309484	587.8738399619486	-28.48924332234401	345595.6517116068	811.6369850797228	494.3345997275809	-5.716391053723669	244366.69648782763	32.677126679092	493.5066680908203	595.2127626739897	1.834345	48.586529	0.2514459347824876	0.1677612110137102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0164273353965853	0.0202789507120684	0.0002698573482319	0.0004112358419824	-0.0937974361519309	-0.1575057460196233	0.024808060029198	0.0087979590286755	-0.0035912670322773	0.000251104756998	1.2897198897121807e-05	6.305359898707478e-08	0.0008990002861466	-0.0001410886645879	1.990601127519696e-08	8.082015144916686e-07	0.000461999963462	0.0008042284884141	2.1344396623888934e-07	6.467834615768282e-07	-2.076690673562124e-07	-0.0005228855128739	2.734092595734603e-07	4.3126441536599096e-14	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
540.2376490798433	-2.9432349079635287	291856.717483316	8.662631723455082	581.5136738392844	-6.360166122664282	338158.1528620616	40.451713107886405	493.9212926655064	-0.4133070620744661	243958.2433483649	0.1708227275606265	492.4879463513692	588.9535405552101	0.742527	19.667404	0.1396080314587096	0.0911758015451296	-0.0113672066	-0.0566826844	-0.0321843559	0.0369648187	0.0910090085	0.0149109092	-0.1155178845	0.0313999085	-0.0611942015	-0.011401117	0.0039084446	0.0761776691	-0.013747245	0.0398030085	-0.0129400189	0.0976781113	-0.0160390889	0.0125792792	-0.1282625982	-0.0440267974	0.047871646	-0.0051255574	0.0868571398	-0.1223051669	0.0870877655	-0.0816560816	0.0285747165	-0.0678884252	0.0397969021	-0.0365616284	0.0029623171	0.0667713461	-0.021825496	-0.0169103005	0.0152692602	0.075287238	0.0192120253	-0.013087082	0.0152340916	-0.0576725565	0.0424129238	-0.0795837029	0.0401703558	-0.0826914103	0.0307713262	0.0322662329	-0.1363571506	0.0343270333	-0.0240062775	0.0267321576	-0.1191566528	0.0173350938	-0.0644196573	0.0179870855	-0.1074890898	-0.0527378073	0.018276301	-0.0165085088	0.0420325775	0.0154725514	-0.0172097625	0.0249723121	-0.006943555	0.0360039431	-0.0072678557	0.0354826044	-0.026320467	0.008029996	-0.0549824706	0.038955633	-0.0371074171	0.0022761462	-0.0233102417	0.0234379359	-0.0016989954	0.002213105	-0.0083736723	0.011327213	-0.0070073931	0.1007553414	0.1007457326	0.1007297186	0.1007073005	0.1006784796	0.0	0.0	0.0	-0.0110450324645086	0.0053823029320767	0.000121992742142	2.896918485264145e-05	-0.0109221326523964	0.0828753034995345	0.0068683159301399	0.0001192929816765	0.0213805685410832	0.0249718355733605	0.0004571287111399	0.0006235925719029	0.0013460186036001	0.0004470183174535	1.9982537613895818e-07	1.8117660812375636e-06	0.0004649482076282	2.948244166199967e-06	2.1617683577667574e-07	8.69214366353214e-12	-7.781289652241481e-05	-7.76052274550586e-05	6.022571328351381e-09	6.054846865208035e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
538.8805011388206	-1.3571479410227312	290392.1945076264	1.8418505338222384	579.6715750907784	-1.8420987485059184	336019.134968224	3.3933277992470714	494.0482226039666	0.1269299384601936	244083.64625813856	0.0161112092775085	492.52498510905673	587.5134503264084	0.632788	16.760738	0.0974050943074974	0.0482523125563437	-0.0074576537	-0.0582609826	-0.038950551	0.0318526209	0.0963330937	0.0425321937	0.100706642	0.0414572016	-0.0178306983	-0.0256107677	0.0045863913	0.0465864322	0.0178834599	-0.1032866336	-0.0487834277	-0.0796000411	0.0254952902	-0.007930203	0.0124594023	0.0119529024	-0.0164926453	-0.0867192591	0.0503968213	-0.0283279821	-0.0867182018	0.0352072084	0.0425005129	-0.003940212	-0.0343749672	-0.0163143975	0.1345493612	-0.2590330183	-0.0823041877	-0.0262606837	0.0075775828	0.0330404564	-0.0957612362	0.000237237	-0.0772742325	0.0524332257	-0.0771839589	0.0212278092	0.0090516683	-0.0036554864	-0.0185104842	-0.0267643419	-0.0298511885	0.0753751145	-0.0192049299	-0.1054068952	0.0576967221	0.1350060741	-0.0480137568	-0.1000710328	0.0599341387	-0.0447784119	0.0195344624	-0.0048168775	0.0440696905	0.0033760435	-0.0431733153	-0.0264025686	0.0529899173	0.0332275457	0.0241546773	-0.0011275489	0.0521466345	0.0159791159	0.0392707791	0.0916056474	0.0077507602	-0.0267771484	0.0511026312	0.0113657593	0.0710195529	-0.0339822788	0.0483530519	0.0618991289	0.0014270736	0.1007297186	0.1006432578	0.1004992113	0.1002976618	0.1000387243	0.0	0.0	0.0	-0.0087219948724595	0.002323037592049	7.607319455520982e-05	5.396503654073276e-06	-0.0458736806183281	-0.0349515479659316	0.0012216107052148	0.0021043945734723	0.032130814815531	0.0107502462744477	0.0010323892607099	0.0001155677949612	0.0019680020911397	0.0006219834875395	3.8686345877192353e-07	3.873032230730232e-06	0.0007539990083709	0.0002890508007427	5.685145046243005e-07	8.355036540999607e-08	-1.2419353033370824e-06	7.657096121907773e-05	5.863112102013505e-09	1.542403297674971e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
538.846452183899	-0.034048954921559	290355.499031175	0.0011593313312503	578.5033024460522	-1.168272644726244	334666.07094098855	1.3648609724156526	493.970262523914	-0.0779600800526054	244006.6202579445	0.0060777740818086	492.2447363762629	587.3154380431678	0.646774	17.131178	0.1170074395144987	0.0575676433503557	-0.011240132	-0.0460036221	-0.0396010537	0.0374346115	0.0249476836	-0.0166679571	-0.0312735811	0.0355855388	-0.0601775568	-0.0205253329	-0.0011644004	0.0815098076	0.003377447	-0.0112341551	0.0175959392	0.1128683218	-0.0562113849	0.004496877	0.0270346417	0.012592349	-0.0549897325	0.0258087764	0.0281754208	0.0482888773	-0.038806813	0.0054096074	-0.0243066802	-0.0477150056	-0.0012647968	-0.0358867001	-0.0249608854	-0.0208026056	0.0942987814	-0.031052377	0.0144317347	0.0837718365	-0.009248305	-0.0063705713	0.0181800629	-0.0694162262	0.0713422528	-0.0133228112	-0.0366598678	0.0081608158	-0.013730476	0.0202221174	0.076758887	0.0480868023	-0.0051419478	0.0154678988	0.0639305383	-0.0055828543	-0.0618323318	0.0955672594	0.0157671466	-0.0476413244	0.0071087664	-0.0060964713	0.0318010516	0.0197010332	-0.0199571972	0.0328308408	-0.0179463592	-0.0048821027	0.0210475935	0.0164352153	-0.0304679009	-0.0066141573	-0.060043798	-0.0215107468	0.0054770948	0.0696531947	-0.015722383	-0.0027838323	0.0334612702	0.0456408172	-0.0051105183	-0.0584184175	-0.0149044984	0.1006784796	0.1004384124	0.1000387243	0.0994800506	0.0987632792	0.0	0.0	0.0	-0.0162353487310724	-0.0075133538586129	0.0002635865484195	5.645048620473335e-05	-0.0876230210439388	-0.0417493404256107	0.0017430074259735	0.0076777938168665	0.010315976604474	-0.0218148382110569	0.000106419373304	0.0004758871661745	0.0021092585447244	0.0001412564535846	1.9953385679326492e-08	4.448971608492893e-06	0.0010419833788977	0.0002879843705267	1.0857293618990676e-06	8.293499766771718e-08	-0.0004905992515762	-0.0004893573162728	2.394705829897788e-07	2.406876256471276e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
539.008273414964	0.1618212310650051	290529.9188097806	0.0261861108233937	577.6475961315098	-0.8557063145424308	333676.74531651183	0.7322332967477896	493.9279479412171	-0.0423145826969175	243964.81775742167	0.0017905239088142	492.2374358631316	588.487304186865	0.51791	13.717942	0.1301540715015303	0.0756628618645415	-0.0068953324	-0.0558256503	-0.0288361537	0.0208137723	-0.0054657466	0.0040646112	-0.0440449745	0.0586073725	-0.0598493218	-0.0139120235	-0.0005728107	0.0513474624	0.0044128236	0.056175418	-0.0293536876	-0.0531704252	-0.0395269659	-0.0292663012	-0.0077874069	-0.032265567	0.0628411595	0.0089755573	0.0021896861	0.0349993495	-0.0567720521	-0.1341278718	-0.1176309702	0.0045717735	0.0476973703	-0.0111928895	-0.0190551281	0.0431336469	0.0178816893	-0.0199766306	-0.0049348395	0.055206844	0.0634739681	0.0007239316	-0.0026897558	-0.0043005161	-0.0484649368	0.065435412	-0.0009487595	-0.0799604869	0.0400145238	-0.0455800323	-0.0042987113	-0.0197194491	0.0388846841	-0.0953018372	-0.0368634725	0.016506732	-0.079803401	-0.033942341	-0.0350971123	-0.0484368841	0.0187396539	-0.012214491	0.0339555344	0.0157169215	-0.0183346974	0.0326924012	-0.0252188348	0.0338150996	-0.0244591369	0.076979305	0.0115978483	0.0083789539	0.0299694796	0.0263117609	0.0177654924	0.0853661444	-0.0153149829	0.0827481305	-0.0765512667	-0.0117785666	-0.0624772611	0.0155719007	0.0617719811	0.1006016373	0.1001314048	0.0993493113	0.0982577928	0.0968602488	0.0	0.0	0.0	-0.0164529022929258	-0.0002175535618533	0.0002706979938605	4.7329552275100886e-08	-0.0226255365104037	0.0649974845335351	0.0042246729956871	0.0005119149023836	0.0264632810852347	0.0161473044807607	0.0007003052457961	0.0002607354419943	0.0020300235351759	-7.92350095485e-05	6.278186738150885e-09	4.120995553368058e-06	0.0005554187945866	-0.000486564584311	3.0849003738003177e-07	2.367450947058335e-07	-8.056426692817822e-05	0.000410034984648	1.6812868863530345e-07	6.490601105674751e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
539.1948144206286	0.1865410056645942	290731.04789809615	0.0347975467943581	578.294375604658	0.6467794731481717	334424.3848559812	0.4183236868858266	493.81925097701713	-0.1086969641999644	243857.45263550224	0.0118150300262883	492.171592439924	590.7943149644213	0.595206	15.765295	0.0372038863721667	0.0194499570253942	-0.0175951308	-0.0389884636	-0.0141734516	0.0111893612	-0.0131285587	0.0373158433	-0.0092990993	-0.0528346506	-0.0664878816	-0.0350355904	-0.0017159384	0.0513271788	-0.002828196	-0.0266111069	0.0386070399	0.0985204407	-0.0836432961	-0.0288200091	-0.0033402327	0.0801054503	0.0032626859	-0.0536523819	-0.0955416355	-0.0138482844	0.0494067807	-0.0212094887	-0.0561991322	0.0176813146	0.0956411292	0.0847672051	0.0719119497	0.0625201538	0.0916713383	-0.0368203772	0.0126670449	0.0504792773	-0.0484613654	-0.0003029236	0.0400398915	-0.0916309012	0.0825679361	0.0280578827	0.0367777553	0.028884185	0.0023582485	-0.0474613651	-0.0044945442	-0.0271810423	0.103562454	0.0073690402	-0.0511433853	0.0595190457	0.0371879678	0.0138030684	-0.0248486071	-0.0410712897	0.012249401	-0.0218436395	0.0127300141	0.0149512641	-0.0289289931	-0.014614089	0.0294942676	0.0545181427	-0.0272342237	-0.0342029935	-0.02761521	0.0049123239	-0.0736738878	0.0137640846	0.0176274799	-0.0598248348	0.0417745521	-0.0197204435	0.0233072375	-0.0363734222	0.0050478774	0.0755772293	0.1037428717	0.1004992113	0.0997225472	0.09843255	0.09663586	0.0943417259	0.0	0.0	0.0	-0.0164277796336875	2.5122659238301787e-05	0.0002698719436929	6.311480072038302e-10	-0.0372402447119526	-0.0146147082015489	0.0002135896958164	0.0013868358262061	0.0349337619620371	0.0084704808768024	0.0012203677248202	7.174904628427522e-05	0.0022350227209463	0.0002049991857704	4.202466616652712e-08	4.995326563146203e-06	0.0006219218515557	6.65030569691e-05	3.867867894424701e-07	4.4226565862353604e-09	-7.019501697613588e-05	1.0369249952042335e-05	1.0752134456792998e-10	4.927340408280005e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
539.1039097616199	-0.0909046590087427	290633.0255202648	0.0082636570294958	579.7333287196373	1.4389531149793129	336090.732428351	2.0705860671086675	493.82449249892704	0.0052415219099088	243862.62939182285	2.747355193205501e-05	492.1450480960664	590.7040132321624	0.577558	15.297856	0.0455089442953961	0.0263279337324855	-0.0106110417	-0.0449870698	-0.0277768561	0.0129952997	0.0729625868	0.0350660702	0.0747286404	0.0448899381	-0.0137284577	-0.0198457449	-0.0061986023	0.0437113336	0.0129085002	-0.0368803851	0.0011545189	-0.0324217295	0.0350862314	-0.0199061263	0.0814215343	-0.0533799402	0.0021734616	0.0298767716	0.0430464223	-0.0389391912	-0.0413478358	-0.0134201212	-0.0554782087	0.0568224341	-0.0017663353	0.0344824964	0.0237939106	-0.0771203939	-0.1398750434	-0.0224423163	-0.0030619907	0.0295092577	-0.0395074159	0.0216011362	-0.036360803	0.0715059992	-0.0169770146	0.0391790284	-0.0596153646	-0.0450843659	-0.004937446	0.0302869662	-0.0191835091	0.0249254752	-0.0045623242	-0.0977389344	-0.0463855453	0.0621924438	0.0564561344	-0.1026890721	0.0190133247	-0.0444234475	0.0169225205	-0.0109891365	0.0285471279	0.0142762552	-0.0230241377	-0.016546575	0.0340723213	0.0077867346	-0.0002141924	0.1061353143	-0.0338602829	0.0171615189	0.0216921343	0.0747211431	0.0034279079	-0.0694884934	0.0305237993	0.0390044304	0.0087235646	-0.0974171539	0.0188046214	0.0639916124	0.1165252393	0.1003712278	0.0992122556	0.0972905381	0.0946208495	0.0912237143	0.0	0.0	0.0	-0.0165035239396758	-7.574430598830326e-05	0.0002723663024274	5.737199889649713e-09	-0.013684877011812	0.0235553677001406	0.0005548553474888	0.0001872758588284	0.0369582320483914	0.0020244700863542	0.0013659109161427	4.098479130543384e-06	0.0020299981698851	-0.0002050245510612	4.203506653784677e-08	4.120892569736855e-06	0.0007320125363172	0.0001100906847615	5.358423533255401e-07	1.2119958871255984e-08	1.1756991259421689e-05	8.195200823555757e-05	6.716131653840896e-09	1.3822684347411795e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
539.3387995048614	0.2348897432415242	290886.3406513451	0.0551731914800691	579.6423521468888	-0.0909765727484455	335985.25640237785	0.0082767367890531	493.9424459503572	0.1179534514301394	243979.13991142152	0.0139130167042822	492.3194255147661	590.2715955089069	0.566235	14.997947	0.0598283871152586	0.031553644271104	-0.014277793	-0.042665531	-0.0326132272	0.0180108988	0.0449009617	0.0282694075	0.0637992526	-0.0715461815	-0.016992203	-0.0490831576	0.0043515815	0.0512423624	0.0242261382	-0.0911683519	0.0242078403	0.006871472	-0.0724811659	-0.0343591957	0.0636504357	0.0797207089	-0.068294683	0.0251628501	0.0469878103	-0.0673744943	-0.008796558	0.0001149118	0.0878813449	0.0679403786	0.1186946357	0.0221175906	0.057221101	0.047964601	-0.0193331728	-0.0513083821	0.0176099852	0.0360279881	-0.109569228	0.023436399	0.013096723	-0.0608141669	0.0161054855	0.0599122559	0.0161194573	0.0832838742	-0.0287945615	0.015110631	0.0355666172	0.0024426688	-0.0494948723	-0.009621238	-0.1525251306	0.0288072314	0.1069787721	-0.0434278916	-0.0470650685	-0.0479207585	0.0105706945	-0.005187574	0.0250642898	0.0112042443	-0.0467743481	-0.0015178603	0.0316241578	0.0112183636	0.0299538035	-0.0332270202	-0.0455824036	0.0234300462	-0.0673873165	0.0306069201	0.0389070955	0.0048251658	0.046836617	-0.0149291108	0.0841158684	-0.0285550464	0.0430382577	-0.0585130751	0.1199448065	0.1002177191	0.098601049	0.0959258892	0.0922209577	0.0875260273	0.0	0.0	0.0	-0.0164249372299281	7.858670974770013e-05	0.000269778563007	6.175870948969266e-09	-0.0324698166365067	-0.0187849396246947	0.0003528739567034	0.0010542889924083	0.0587181223311716	0.0217598902827802	0.0034478178900984	0.0004734928251186	0.0020300817804421	8.36105570000377e-08	6.990725241856553e-15	4.121232035282966e-06	0.000931325541982	0.0001993130056647	8.67367265148066e-07	3.9725674227136566e-08	-0.0001729458024795	-0.0001847027937389	3.4115122014962656e-08	2.991025059527823e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
