global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
671.4355880706503	n/a	450825.74892778	n/a	973.1849421183268	n/a	947088.9315658512	n/a	509.58785488730985	n/a	n/a	259679.78184865	543.3478947810839	735.1103529239291	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0009105623446572	n/a	n/a	8.291237835076174e-07	-0.0547675430650258	n/a	n/a	0.0029994837733794	-0.4534611642304043	n/a	n/a	0.2056270274651936	-0.0004330001738038	n/a	n/a	1.8748915051412097e-07	0.0009430002191654	n/a	n/a	8.892494133459924e-07	2.041596476865773e-07	n/a	4.168116174350737e-14	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
526.2825631609347	-145.15302490971555	276973.33628724323	21069.400640440505	688.9407571580675	-284.2441849602593	474639.36687353137	80794.7566837221	420.7873590368974	-88.80049585041246	7885.528063279121	177062.0015252468	438.4617608048134	570.8439220185836	14.844956	334.844604	0.6912874151390651	0.5826180387436091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0016008950380097	0.0025114573826669	6.307418184952075e-06	2.5628649227240786e-06	-0.0060056605682206	0.0487618824968052	0.0023777211846322	3.6067958860679786e-05	0.125188116387612	0.5786492806180162	0.3348349899597477	0.0156720644846782	-7.051125162547953e-05	0.0003624889221783	1.313982187020005e-07	4.971836605791689e-09	0.0001939958797716	-0.0007490043393937	5.610075004307426e-07	3.763440136835708e-08	0.0001160067909071	0.0001158026312594	1.345757553656362e-08	1.3410249406603676e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
507.2551108137351	-19.02745234719964	257307.74744665463	362.0439428249532	617.7691200256347	-71.1716371324328	381638.6856572471	5065.401932110688	416.75999751843904	-4.027361518458349	16.21964080035914	173688.89553156932	428.0663468684025	530.9507273964242	3.177227	71.665901	0.6324272496632425	0.3396352522591991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0305461092373349	0.0289452141993252	0.0008378254250448	0.0009330647895391	0.1804188200028562	0.1864244805710768	0.0347540869561957	0.032550950611223	0.3833062856185734	0.2581181692309614	0.0666249892871432	0.1469237085947073	0.0011753669002552	0.0012458781518806	1.5522123693336173e-06	1.3814873502155173e-06	-0.0012841651332091	-0.0014781610129807	2.184959980296129e-06	1.6490800893499458e-06	0.0005707553392833	0.0004547485483761	3.257616573203949e-07	2.067962422502611e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
504.2496096206269	-3.0055011931081594	254267.66880255463	9.03303742177457	596.8255892859565	-20.94353073967818	356200.7840265293	438.6314798438449	416.6549159100181	-0.10508160842096	0.0110421444283359	173601.31895198423	426.4879229719583	520.4208216650326	1.321941	29.817865	0.2972353091190124	0.1478247797411529	-0.0217331148	0.1897482138	-0.126713914	0.0369468547	-0.0945070211	-0.1221121427	0.0432650336	0.1902653036	-0.0868967347	-0.2679147129	0.22538301	0.2834899914	-0.0188983734	-0.0610546888	0.0607927408	0.1349313918	-0.1514205266	0.0122742725	-0.1517429145	0.0337159057	-0.0100818413	0.2236761314	-0.0032101105	0.0240715432	-0.0849431499	0.002662188	-0.1106756128	0.0681660943	-0.0892750468	0.0040111661	-0.0201110061	0.0196341096	-0.0348916365	0.0187293167	-0.036069477	0.0014896239	-0.1150913469	0.0071757181	-0.053326884	0.0383387433	-0.0454437683	0.0925637403	-0.0027334377	0.0154364597	-0.0510619038	0.0079455778	-0.0151569752	0.053610632	-0.1354298274	0.1059180084	-0.187639167	0.1325053297	-0.0061279315	-0.0695563148	0.0371024138	-0.0902227635	-0.1243078911	0.0920055534	-0.1189783479	0.1191406804	-0.138448894	0.1236530981	-0.0464757862	0.2134496209	-0.0810597554	0.0458675871	-0.0477041936	0.0334238668	-0.0336144624	0.0033629662	-0.0327160883	0.0741938508	-0.2201065877	0.1130137484	-0.0452365263	-0.0604643741	0.0296009211	-0.0585478666	0.0508038397	-0.166395112	0.0064579244	-0.1100660384	0.0030991941	-0.1265068448	0.0573271578	-0.0391511343	0.0039559426	-0.0377484938	0.0164185266	-0.0432536669	0.0067619753	-0.0212975608	0.0485909794	-0.0148836271	0.102024395	-0.0307521086	-0.1405424088	-0.1709691432	0.0248383304	-0.048212957	0.1152794756	-0.0516273234	0.0821376976	-0.1164475202	0.0132147971	-0.0323996359	0.096120206	-0.0441407126	0.1001273082	0.0649350782	-0.1101262138	0.2179330501	-0.0813458264	0.1377619191	-0.0571027587	0.0442430163	-0.08900203	0.2221344923	-0.029486385	0.1806372066	0.1007553414	0.1007457326	0.1007297186	0.1007073005	0.1006784796	0.0	0.0	0.0	0.0018502648985361	-0.0286958443387988	0.0008234514823165	3.4234801947548045e-06	0.1134197648099757	-0.0669990551928804	0.0044888733967386	0.0128640430495502	0.2796649009120102	-0.1036413847065632	0.0107415366238938	0.0782124568021244	-0.0001392939191869	-0.0013146608194421	1.7283330701761737e-06	1.9402795922446632e-08	-0.0006780425067729	0.0006061226264362	3.673846382779173e-07	4.597416409908782e-07	0.0006079523910204	3.719705173710005e-05	3.696061097474214e-07	1.383620657932498e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
502.3532296575322	-1.8963799630947165	252358.7673473533	3.596256964427118	589.9285054100884	-6.897083875868134	348015.6414953807	47.5697659907602	416.3756009653995	-0.2793149446185907	0.0780168382872864	173368.64107929758	425.93742483633537	519.5127681759137	1.112864	25.101883	0.2123724825205514	0.12865950366137	-0.0546023813	0.0948499488	0.0932862702	-0.0058400262	-0.1434170193	-0.0653812702	-0.0158921733	-0.1052323974	-0.0583569351	-0.1109890682	0.0418761697	0.0560055733	-0.0577576467	-0.0441201321	0.0482521152	-0.0713773777	-0.1721192226	-0.0045441405	-0.158226381	-0.1244550982	0.0022607742	0.0289849736	0.0569845233	0.1039844098	-0.0981102212	0.0008698202	0.0184768186	-0.0538648129	0.0171362794	0.0446256225	-0.027992905	0.0558519031	0.0038671934	0.0102945716	-0.1402372853	-0.0730121984	0.0348224448	0.0525258653	-0.0646848348	-0.0441507047	0.0776976703	0.0387323239	-0.0145717768	-0.1089925248	0.0421894463	0.0376806849	0.0309635701	0.0530969274	0.0858508603	-0.0088819095	-0.1005312612	0.0962078519	0.0238260197	-0.0245256282	-0.0274289394	-0.0401473748	0.0413033114	0.0419571882	-0.1778911376	0.0961733598	-0.1647137686	-0.0710530783	-0.1295820252	0.0485731153	0.0431176577	0.0636832346	-0.1266059663	-0.0215858393	0.0204197564	-0.0488809839	-0.0209471171	0.001628998	0.0274715599	-0.024318611	-0.0569081384	0.048860412	0.0847175772	0.0186175719	0.0039501534	-0.1152427519	0.0077825036	0.1007697246	-0.0934085404	-0.1366282706	0.0359190025	-0.0029072522	-0.0938063838	0.0682406487	-0.0001248348	-0.0159802098	-0.0373907214	0.1046531203	0.0570141606	-0.0999138199	-0.0466531681	-0.0810750451	-0.0695082936	-0.068470212	0.1759434033	-0.0426105797	0.0622329713	-0.1333703639	0.055499573	-0.063657511	-0.1244206969	0.0096010377	0.0349443263	-0.083092114	0.1587407955	0.0132117684	-0.041880388	-0.0543522735	-0.0728599573	0.0411355533	-0.0467532711	-0.0034187438	-0.0383303742	0.1336168467	0.0653880148	0.1517321792	0.1007297186	0.1006432578	0.1004992113	0.1002976618	0.1000387243	0.0	0.0	0.0	-0.0103756509076475	-0.0122259158061836	0.0001494730172998	0.0001076541317573	-0.0024986020355441	-0.1159183668455198	0.0134370677721325	6.243012132025121e-06	0.2328537202128089	-0.0468111806992012	0.0021912866384532	0.054220855016945	-3.194806451426542e-05	0.0001073458546726	1.1523132515398388e-08	1.0206788262076652e-09	-0.0003110053446762	0.0003670371620967	1.3471627835999925e-07	9.672432441716199e-08	0.0003339950243968	-0.0002739573666236	1.1155267632181905e-07	7.505263872733757e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
502.220743305081	-0.1324863524512238	252225.67500590804	0.0175526335858299	587.1697823418511	-2.758723068237259	344768.3532953769	7.610552967224398	416.14147462342913	-0.2341263419703523	0.0548151440044183	173173.7269017621	425.2675768482015	517.7152369906961	1.005189	22.67317	0.1501993793826258	0.0767799385473123	-0.0752464041	0.0161143877	0.0084779686	0.0897505524	-0.1147266343	-0.0294607179	-0.0506859991	0.0146530096	0.0310825273	0.0332294104	0.0630513685	0.1521469147	0.0235755154	-0.052069048	0.0617342864	0.0377085782	-0.0627100354	0.0863055597	-0.1045312825	-0.0723721081	-0.2005594021	-0.031002226	0.1190241602	-0.0391131365	0.0646562611	0.0335294798	-0.0944065353	0.0372478468	-0.0745730095	0.0227038809	0.0724360436	-0.1554642044	-0.0186558287	0.0316578319	-0.1603996656	-0.0953706006	0.1583200688	0.0432468749	0.008677778	0.0789746408	-0.0859162624	0.0700307477	-0.0208608806	-0.1416160321	-0.0230563074	0.0689486794	0.0102948207	0.0115076612	0.082937241	0.0063496956	-0.0237261146	-0.0399319946	-0.083869539	0.0165582225	-0.0469728727	-0.0286027194	0.017035528	0.0378069462	-0.0390877264	-0.0029960503	-0.2142866529	-0.0775054039	0.1305063872	0.1199494333	0.1021846533	-0.0911792081	0.0604808432	-0.0282537227	0.0950651562	0.0890688427	0.0959259953	-0.0310207964	-0.1085894989	0.0168745577	0.1312821309	0.1385880874	0.0547701093	0.1117402559	-0.1044519818	-0.1215795496	-0.0780562699	0.1894382898	0.0101761291	-0.0054654583	-0.0174364148	0.0773446642	-0.0263538951	-0.0422497843	-0.0747355475	-0.0384087681	-0.0090079389	0.0704001673	0.0722470762	0.0205326779	-0.1090445283	0.1008299579	-0.0170539894	-0.0773374654	-0.0077187535	-0.0534711111	0.0386927613	-0.1980918495	0.0544007976	-0.1160723595	-0.0296628396	-0.0554135074	0.1067766011	-0.0304764777	0.0589858377	-0.1865357913	-0.0040068652	0.1077104056	0.0536907028	0.0595122032	-0.0061487552	-0.0250649721	0.0086398355	0.1460024395	-0.0697934643	-0.0235856921	0.1006784796	0.1004384124	0.1000387243	0.0994800506	0.0987632792	0.0	0.0	0.0	-0.0120414224792284	-0.0016657715715808	2.774794928687098e-06	0.0001449958553232	-0.0235490353585134	-0.0210504333229692	0.0004431207430847	0.0005545570663165	0.1954727218334042	-0.0373809983794047	0.001397339039841	0.0382095849809594	-0.0011749994424207	-0.0011430513779064	1.3065664525337989e-06	1.380623689688956e-06	1.4000000191138897e-05	0.0003250053448673	1.056284741923379e-07	1.9600000535188914e-10	8.224997154171985e-09	-0.0003339867993996	6.765057818613726e-17	1.115471821732193e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
502.8343133456875	0.6135700406065325	252842.34667782907	0.3764681947299019	590.116242980957	2.946460639105908	348237.18022995995	8.681630297800394	416.8656904822902	0.7242158588610437	0.5244886102258391	173777.00390127656	426.3929573341652	511.1885134087013	0.906427	20.445478	0.211592009435434	0.1340301407279244	-0.0336820814	0.0341444525	-0.0595679825	0.1495557755	0.0475604888	-0.0832327075	-0.0273344194	0.0168210128	0.0368714692	0.0383420098	0.0446152649	0.1137175932	-0.1146243611	0.0707985543	0.05230893	0.070898455	-0.0075328947	0.0034084862	-0.0438874053	-0.0556958907	0.0183422431	0.080462606	0.0305801556	0.1450759401	-0.0610747637	-0.14387104	0.0896889672	-0.0109559425	0.0226009882	0.0810579174	0.0148066062	-0.118478038	-0.0471524252	-0.0444027238	0.0957770416	0.0760015852	-0.0837266491	-0.0317412826	0.0989335056	0.0293719054	-0.0242776743	0.1234404695	0.0909236182	0.056833009	0.0167771516	0.0243222254	0.0846555629	-0.00270117	-0.0263994036	-0.0573899572	0.0350729038	0.0409439744	-0.0851503443	0.1108409939	0.1554629532	0.050742279	-0.024116329	0.0823327741	0.0580118774	0.0669958726	-0.0771138114	-0.059561978	-0.0340616577	0.0463087731	-0.0737676052	-0.1410855536	-0.091465624	0.064300268	-0.1690493207	0.0342985004	-0.0616985585	0.0944235746	0.0629815983	0.0272889086	-0.0492158601	0.0270195526	-0.0898794735	-0.057242066	-0.0862539044	0.0448581274	0.0078946826	-0.0742484673	-0.0252496466	0.0694780433	-0.0465423678	0.0686106657	0.0135717897	-0.0388076807	-0.0157352757	-0.0833233471	-0.0345557251	-0.0344090633	0.1064948518	-0.0674073113	0.1317338549	0.0476126472	0.0038391358	-0.0456240467	-0.0515613683	-0.030028863	0.0546563626	-0.0903026006	0.0248666131	-0.127625927	-0.008366568	0.1123258668	0.0016196662	-0.000106914	0.0042791804	0.1806867486	0.0097698254	-0.1415496781	-0.0383720197	0.016476059	0.1043862993	-0.1040227127	-0.0121833295	-0.0332775713	0.0743844773	0.1246428848	0.1006016373	0.1001314048	0.0993493113	0.0982577928	0.0968602488	0.0	0.0	0.0	-0.0173962017857434	-0.005354779306515	2.867366142148128e-05	0.0003026278365703	0.0150301290739918	0.0385791644325052	0.0014883519283102	0.0002259047799808	0.0676935898985107	-0.1277791319348935	0.0163275065580349	0.0045824221133477	-0.0015080282972614	-0.0003330288548406	1.1090821815650798e-07	2.274149345341117e-06	0.0002773485826714	0.0002633485824802	6.93524758943629e-08	7.692223630983442e-08	0.0002012094629066	0.0002012012379094	4.0485247963162446e-08	4.048193813629342e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
501.2417132732182	-1.592600072469338	251243.25512507107	2.536374990829341	584.8793434566921	-5.2368995242649135	342083.84640233126	27.42511662724608	416.0124921296773	-0.8531983526128784	0.7279474289013295	173066.3936079448	425.3304323633348	509.34561727746217	0.928326	20.93944	0.1708610763388776	0.0932316028412398	0.0118300444	0.0650817648	-0.0892878832	0.0500911691	0.0379647235	0.0182226222	0.015218361	0.0257561327	-0.0829791188	-0.0576021182	0.0033350023	0.0051063184	0.1799927145	-0.0379164383	-0.0949884763	-0.018971362	-0.1292705527	0.030144642	0.0996723693	-0.0995727217	-0.0984817528	0.1375524873	-0.0378620028	0.0609487285	0.1430474108	-0.0469671586	0.0385277553	-0.0039949253	0.1168366753	-0.1164998464	0.0467043367	0.1651304746	0.0306433421	-0.0967470581	0.2216312127	0.0504013018	0.1156218435	0.0433628559	-0.1352876118	0.0473432894	-0.0178421476	0.0273866845	0.0174976697	0.0117327389	0.0356596062	0.0712169555	-0.043919863	-0.0367811586	-0.0441337151	0.0251026935	-0.0334435397	0.052431997	-0.0697271351	-0.0108466323	-0.0012182325	-0.02078606	-0.0365840037	-0.0857368163	-0.1354971849	-0.0034229946	0.0464563501	-0.0645937866	-0.0207777986	0.1781187178	-0.0960551691	0.0724841701	0.0430180678	0.0974613982	-0.0110119287	0.002872338	0.0937425383	-0.047297833	0.2121463871	-0.1495463401	0.0350042982	-0.1002963265	0.1161658392	-0.1792817607	-0.0343936404	-0.0040496255	-0.0732696854	-0.0203819474	0.0242332353	0.0576857221	0.1252777034	0.0366343011	0.0461010446	-0.0053090864	-0.0073479879	-0.0456720875	-0.0027964475	-0.0297042284	0.0140049742	-0.041248029	0.0225689866	0.0365278947	-0.034172086	-0.0276846073	0.0900559512	-0.1035226554	0.1169423418	-0.0404405292	-0.0034772716	-0.1700533099	-0.1109888157	0.1827790625	-0.1236139943	-0.1005380289	-0.0836123318	0.1979868888	0.036775983	-0.1046590088	-0.1976510414	0.0374278624	0.2301970761	0.0343736465	-0.0008522468	-0.0913052913	0.0018950434	0.1252548798	0.1004992113	0.0997225472	0.09843255	0.09663586	0.0943417259	0.0	0.0	0.0	0.0062497237745873	0.0236459255603307	0.0005591297956047	3.905904725864173e-05	0.0291373285854206	0.0141071995114288	0.0001990130780552	0.0008489839170947	0.1500561924082788	0.0823626025097681	0.006783598292182	0.0225168608800703	-0.0007290638776276	0.0007789644196338	6.067855670554229e-07	5.315341376613921e-07	0.0003583699179243	8.102133525289995e-05	6.564456766162809e-09	1.284289980730695e-07	0.0003561306831669	0.0001549212202603	1.2682906349292293e-07	2.4000584486940392e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
501.2342055468238	-0.0075077263944081	251235.7288101556	5.636595561329219e-05	585.3399713728163	0.4606279161241673	342622.8820867294	0.2121780771128929	416.3968446129247	0.3843524832474259	0.1477268313784628	173386.33220360018	425.9727126593779	497.09760428317446	1.116387	25.181353	0.0704610366628999	0.0337019408275207	0.0376871629	-0.0411467876	0.1580676829	0.2263077301	0.063129894	0.0022801281	-0.0776871055	-0.14967251	-0.0211656759	0.0261320409	-0.0656116434	0.0191235362	-0.0115687955	-0.0005770375	0.0038217626	-0.0052254308	-0.0672674597	-0.0512665647	-0.0224297522	-0.0427219807	0.181178524	-0.042537211	0.0261114528	0.2650519501	0.2119875547	-0.0439065757	-0.0395444168	-0.0168014105	-0.047350839	0.0241895736	-0.012928465	-0.1592854103	-0.1093992089	0.0137071385	0.1393650087	0.0130538519	-0.0120302353	0.1214113649	0.0317092574	-0.0343231361	-0.1303391717	0.0324811788	-0.1236084675	-0.0492978892	-0.0116904141	-0.1031226299	-0.0994809958	-0.0446399619	-0.0644158841	-0.0813010733	-0.0149521843	0.0403053882	0.0241710929	-0.0284288246	-0.1592156843	0.0307821658	0.0529545694	-0.0100031885	-0.0348583555	0.1022728662	-0.0382869039	-0.1183592585	-0.0656983087	-0.1262312248	-0.0822019342	-0.0592875672	-0.0218400363	0.2788896182	0.0547067778	0.0860219865	0.0093051019	0.0614649708	-0.0149752088	0.0040839724	0.0822333477	0.0335319361	0.0734559258	-0.0990947617	-0.0939338236	0.0133935947	-0.1789348608	-0.0759901691	-0.0488846257	0.0094474334	-0.1027130048	0.0035735015	-0.0236984396	-0.034871057	0.1044936295	0.1007890139	0.0046499135	-0.1015672916	-0.0072815202	0.007955595	-0.0915658461	0.0855910643	-0.0030394226	0.0094085464	0.1427499514	-0.0122194801	-0.024841863	-0.1749129908	-0.1339607396	-0.1807005434	0.0138121779	0.1137261867	-0.0087435632	-0.0179542213	-0.0901693153	0.022240156	0.0121698024	-0.1671359919	-0.0229371441	0.0392630102	0.1135229419	-0.0640640178	-0.0087703469	-0.001698412	-0.0654093268	0.0662506191	0.1003712278	0.0992122556	0.0972905381	0.0946208495	0.0912237143	0.0	0.0	0.0	0.010233652539938	0.0039839287653507	1.5871688407388753e-05	0.0001047276443081	0.0244714065107274	-0.0046659220746932	2.177082880710932e-05	0.0005988497366132	0.1390172574381196	-0.0110389349701592	0.0001218580852754	0.0193257978656164	-0.0004249761426368	0.0003040877349907	9.2469350571835e-08	1.806047218104538e-07	-7.613446534193713e-05	-0.0004345043832662	1.887940590775731e-07	5.796456812902626e-09	0.0006329835819638	0.0002768528987969	4.006682150357227e-07	7.664752757224654e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
502.2811812647014	1.046975717877615	252286.38505266383	1.096158153825347	587.7861394246419	2.446168051825566	345492.5456997245	5.983738137772086	416.714175977205	0.3173313642802782	0.1006991947559826	173650.70446036098	425.678752611367	502.7225107792831	1.062297	23.961294	0.1952505386913698	0.0943264984133567	0.0156021727	0.0194549355	-0.0473677002	0.1334114288	0.0919124708	-0.0649195306	-0.0460186486	0.1499656355	0.0682155616	0.078379011	0.038257721	-0.0052283934	-0.0049624256	0.0572808099	0.0901222362	0.0443644642	0.0707557615	-0.0323238348	-0.0172880869	-0.0061536375	-0.0973689461	-0.022043826	-0.0094829498	0.0325587711	0.0938828455	-0.0454349025	0.0870830511	-0.0308573893	-0.0531297361	-0.0499578778	-0.0047298749	0.0048970314	-0.1328861344	0.0417808501	0.0979516981	0.2325982133	0.0395487355	0.107933558	-0.1167260063	-0.1759593136	0.2091482786	0.0023636224	0.1563525026	-0.0178049309	0.0960841303	-0.0764387917	0.0541732805	-0.0953221818	0.0661051264	0.1168416758	0.0025549839	-0.0697657673	0.0557411567	-0.078661784	-0.0283391723	0.0127568737	0.0082888046	0.0978130876	0.0944455454	0.0340597327	-0.0061484539	0.002369876	0.0654970743	0.0113679756	0.0173170495	0.0168327562	0.0054322426	0.0543005437	-0.0020211571	-0.0500355637	0.0367663228	-0.0263370785	0.0919285528	-0.1604998322	0.0675545722	-0.0617946217	0.0547694872	-0.0454919807	-0.1759591525	0.1893241592	0.1290229408	-0.0085790023	-0.2442151392	-0.0417989225	0.2003928941	0.0562689417	0.0162036903	-0.028260032	-0.0353621864	0.0838406226	-0.0649468534	-0.1047588158	0.1260447698	0.0575390499	0.0746979115	-0.1053913776	0.0025527281	-0.0237176868	-0.0970648995	-0.0296181993	-0.0109650226	-0.0943284143	-0.0038871452	-0.0593606963	0.0150194582	0.0541181397	0.0266300446	-0.0307407786	-0.1301182407	0.0954390309	0.0730052423	-0.0187915055	-0.0194041597	0.1040852574	0.0728603159	-0.0211730601	-0.0597171084	-0.3130980311	0.0058038324	-0.0711364224	0.1002177191	0.098601049	0.0959258892	0.0922209577	0.0875260273	0.0	0.0	0.0	0.0181757762130416	0.0079421236731036	6.307732843887261e-05	0.0003303588409465	-0.0056447531256935	-0.0301161596364209	0.0009069830712463	3.1863237850026536e-05	0.0677414838035161	-0.0712757736346035	0.0050802359072112	0.004588908627902	-0.0008820445715836	-0.0004570684289468	2.0891154873989597e-07	7.780026262600965e-07	0.0006809435056067	0.0007570779709486	5.731670540957054e-07	4.6368405782794186e-07	0.0001288003469144	-0.0005041832350494	1.658952936526979e-08	2.5420073450487854e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
