global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	non_steady_state_outlier03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
792.8726031162203	n/a	628646.9647722914	n/a	1106.53855473445	n/a	1224427.5731138051	n/a	663.6700179426638	n/a	440457.8927160156	n/a	710.383957147185	836.0814259245217	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0003026038673965	n/a	n/a	9.156910056331854e-08	0.0155541769273952	n/a	n/a	0.0002419324198887	-0.4497794623718079	n/a	0.2023015647714725	n/a	0.0002949969385933	n/a	8.70231937794192e-08	n/a	-0.0003850023330731	n/a	n/a	1.4822679647173022e-07	-1.5943213653880456e-05	n/a	2.541860616132802e-10	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
634.1049639261033	-158.76763919011694	402089.1052757248	25207.16325400316	796.9804237952599	-309.55813093919005	635177.7959128721	95826.23643056474	564.7849330954356	-98.8850848472282	318982.02065161563	9778.26000524352	580.8987593097124	676.4288694716143	15.474655	313.275848	0.5730044187367616	0.4487614963567444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0392656753186599	-0.0395682791860564	0.0015656487177457	0.0015417932582304	0.0419437336033041	0.0263895566759089	0.000696408701551	0.0017592767885849	-0.0053846903177401	0.4443947720540678	2.899488981796398e-05	0.1974867134289868	0.0011699991902761	0.0008750022516828	1.3688981052467294e-06	7.6562894044997e-07	-1.7015209381021634e-05	0.000367987123692	1.3541452320316897e-07	2.8951735028000656e-10	-2.599005469357317e-05	-1.0046841039692717e-05	6.754829429749248e-10	1.0093901487685379e-10	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
611.8056796666733	-22.29928425943001	374306.18967240007	497.258078482863	727.0435427152194	-69.93688108004051	528592.313003897	4891.167335203728	558.6865614799603	-6.09837161547523	312130.6739783015	37.19013636043397	562.1314748569006	646.2830176160514	2.603141	52.699142	0.2295712776930704	0.1196824778121852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0219465511260068	0.017319124192653	0.0002999520628005	0.0004816511063264	0.0086483077998309	-0.0332954258034731	0.0011085853794345	7.479322780061599e-05	0.0764212923814966	0.0818059826992367	0.0058402139292581	0.0066922188053878	-0.0003779799747464	-0.0015479791650225	1.4286886130928916e-07	2.396239495343756e-06	0.0001740434689794	0.0001910586783604	3.6503418576831045e-08	3.0291129094383374e-08	-0.0002299671112648	-0.0002039770565712	5.28848722634769e-08	4.1606639607461474e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
607.229863455218	-4.575816211455276	368728.1070718428	20.938094001016918	707.2397850623497	-19.80375765286965	500188.1135750386	392.1888171735932	558.5311187326091	-0.1554427473512305	311957.0105926999	0.0241624477040984	558.0426316814985	641.9187030461483	0.911133	18.445377	0.0849599185137262	0.0396849851507885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0379845532173845	-0.0160380020913776	0.000257217511083	0.0014428262831243	-0.0012893287284185	-0.0099376365282494	9.87566197675968e-05	1.662368569925266e-06	0.0683932640528439	-0.0080280283286526	0.004677638567802	6.444923884565019e-05	0.0002140093385744	0.0005919893133208	4.5799996997052175e-08	3.504513470860323e-07	3.5944468375070926e-05	-0.0001380990006043	1.907133396791448e-08	1.2920048067664739e-09	-0.0005190038286486	-0.0002890367173838	2.6936497415190537e-07	8.354222399600269e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
606.0595100527744	-1.1703534024436522	367308.1297254089	1.3697270866114333	702.244636300894	-4.995148761455766	493147.5292133748	24.95151114907308	558.2676787075931	-0.2634400250160524	311662.80108956434	0.0694006467804583	557.4917060151257	637.8616094129852	0.847635	17.159897	0.1657083451827591	0.07500835677436	-0.0148226745	-0.0467508733	0.0684327481	-0.1159767209	0.0539431251	-0.0822315052	0.0952033434	0.0853621055	0.0982299325	0.1622944213	0.1003325429	-0.0118532563	0.0089100165	0.0936504827	-0.0766677543	0.1054899767	-0.0162534341	0.0573705048	-0.0113182291	0.048560154	-0.045426948	0.0014172368	-0.128760849	0.0290010112	-0.021942267	0.0124894581	-0.0528255801	0.0385453364	-0.0476818599	0.0221975978	-0.0609674253	-0.0038995149	0.051929825	-0.0091316893	0.0264168686	-0.088535838	0.0359757531	-0.0568529034	0.1417989881	-0.0312007508	0.0294865945	-0.0176558222	-0.0350966612	-0.0518852311	-0.1018635972	0.0269012354	-0.0819429754	0.1168547187	-0.0611424412	0.0174467197	-0.0387960864	-0.0191607217	0.1026936541	-0.0117006512	0.0213936496	-0.0171589869	0.0988444473	-0.0335756524	0.1246806632	-0.0134697441	0.0116188255	0.0112695787	-0.0915475432	0.0092875209	-0.0717977627	0.0264928964	-0.0703285519	0.1111822414	-0.0002009713	0.0494092609	0.0403840918	-0.0719319026	0.1101936713	-0.0328128195	0.0866134457	-0.1018075066	0.0593861625	-0.0219257763	0.0084959675	-0.0742978534	0.0375062925	-0.0623416441	-0.0246590534	0.0595977401	-0.0046668573	0.0304895479	-4.21599e-05	0.010472224	-0.0283502786	0.0413584332	-0.0630094044	0.1388128935	0.1010120104	0.1010022786	0.1009860596	0.1009633545	0.1009341646	0.0	0.0	0.0	0.0	-0.0028800865145228	0.0351044667028617	0.0012323235824923	8.29489833113609e-06	0.0200048386114559	0.0212941673398744	0.0004534415626985	0.0004001935678703	0.0915501527962305	0.0231568887433865	0.0083814304770131	0.0005362414962735	-0.0004170388426575	-0.0006310481812319	1.7392139628510702e-07	3.982218070360889e-07	0.000181910971984	0.0001459665036089	2.1306220175815512e-08	3.3091601728163644e-08	0.0004270379344433	0.0009460417630919	1.8236139745360018e-07	8.949950175140307e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
605.5772169043405	-0.4822931484338824	366723.7656336066	0.2326066810262669	698.6690874539889	-3.575548846905008	488138.49376378965	12.78454955660373	557.4150985090699	-0.8525801985231283	310711.59204587614	0.7268929949137368	556.0409415524382	634.2531437809527	0.928014	18.78714	0.143908423741963	0.0737966666473833	0.0201922901	-0.0809441174	0.0041689987	-0.0929601432	0.0106870883	0.0955592089	0.1205316676	0.0337772463	0.0225425474	0.0640289784	0.0321168143	-0.0587402473	-0.0570499497	-0.0105628228	-0.0425211561	0.0649604168	-0.0619228347	-0.0255124515	-0.0157292963	0.0135471417	0.1205941939	-0.0355700881	-0.1074159531	0.0783047418	0.0123341566	0.0174707052	-0.0498166232	-0.1027353422	-0.0269022691	-0.0433140056	-0.0438273773	-0.0408467699	0.0364926212	0.1093950327	0.0691221423	-0.07541376	0.1101460636	-0.0446452452	0.062615541	-0.0029224555	-0.0644973117	-0.0416932044	0.0629972269	0.0729423688	-0.064915852	0.0649050752	-0.0514591263	0.0752352491	-0.0827944409	0.0136922646	-0.0480065171	0.0691511256	0.0575651169	0.0320720943	-0.1042428018	-0.0141573195	-0.0204670621	-0.0877283588	0.0679855319	0.1166631608	0.0676350914	-0.0163416142	-0.0384687922	-0.064630916	0.0630719941	0.0289145168	-0.0644419012	-0.0547702527	-0.0218311886	0.0811126694	0.0171879749	-0.0592022368	0.1125716014	-0.0843182455	0.0214874624	0.0697829797	0.0496737968	-0.0805568309	0.0821303385	0.0225515885	-0.0418908489	-0.0830607904	-0.0515895715	0.0274387157	-0.0063371705	-0.0346530106	0.0675011117	0.0691675468	0.0864834528	0.0174779769	-0.0169540144	0.0800703412	0.1009860596	0.100898492	0.1007526021	0.1005484744	0.1002862268	0.0	0.0	0.0	0.0	-0.0102194183077699	-0.0073393317932471	5.3865791171367705e-05	0.0001044365105491	0.0389205500894576	0.0189157114780017	0.000357804140719	0.0015148092192659	0.1197803545540097	0.0282302017577792	0.0143473333370842	0.0007969442912849	-0.0016611591325441	-0.0012441202898866	2.7594496636346666e-06	1.5478352957075176e-06	0.0004504168132468	0.0002685058412628	7.209538679224398e-08	2.0287530565540274e-07	0.0007028753775526	0.0002758374431093	4.9403379636971e-07	7.608629502107633e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
605.2035667685084	-0.373650135832122	366271.3572293244	0.1396144240073632	696.736584003155	-1.9325034508339056	485441.8674883855	3.7345695874849545	557.9707694275738	0.5556709185038926	311331.37953559874	0.3087701696709596	555.7713749983075	639.1850692072815	0.790979	16.012939	0.0752055195946273	0.0381605176920731	0.0095307783	-0.0451076447	-0.0263364319	0.093217773	-0.0548800584	0.0373127203	0.085702881	0.0329173021	0.0451490146	0.0475586396	-0.0510884374	-0.0116257995	-0.0411974497	-0.0332692237	-0.0658359928	0.0012836923	0.0042428998	-0.0734983637	0.0389547565	-0.1401683439	-0.1326419599	0.0069435332	-0.17199243	0.047980663	0.0774814619	0.143485187	0.0301869632	-0.0221469414	-0.0554510565	0.073875495	0.1156045754	-0.0014153295	0.0710680259	0.0524563441	-0.0470925019	0.0892194392	0.0584147241	-0.0501018094	-0.0146939133	0.0077054135	-0.1717403202	-0.0148797467	0.0902283278	0.0784312277	0.0667323072	0.0136699502	-0.0086003896	0.049506193	0.0044976962	0.0178452999	0.0058236082	0.0169177121	0.0473957978	-0.0842764556	0.1088673099	-0.0325048489	0.2123095144	0.0061979957	0.0174293382	0.04317714	-0.0995923404	-0.0534306817	-0.1166505786	-0.0055083878	0.0730722672	0.022368505	0.0329494276	-0.0567104252	-0.0153518847	0.0616026973	0.0207720514	-0.0512499182	0.0645192405	-0.0751829138	0.0210929493	0.105841901	0.0381159866	-0.0056060429	-0.0009921446	0.0372822862	-0.0559859576	-0.0719612391	0.0215190387	-0.008479902	0.0132063873	-0.0043435749	0.0344107024	-0.0029622698	-0.0092416162	0.0950118784	-0.0519117575	0.0369978552	0.1009341646	0.1006910253	0.1002862268	0.099720419	0.0989945105	0.0	0.0	0.0	0.0	-0.0114438788327362	-0.0012244605249662	1.4993035772007463e-06	0.0001309623627383	0.0233809917112495	-0.015539558378208	0.0002414778745897	0.0005466707734015	0.0930284346217718	-0.0267519199322379	0.0086542896481772	0.0007156652200608	-0.0015247454698721	0.0001364136626719	2.3248487478954918e-06	1.8608687363590177e-08	0.0008310538416911	0.0003806370284442	1.448845474229068e-07	6.906504877895358e-07	0.0005861344534846	-0.000116740924068	3.435535975616908e-07	1.3628443352250545e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
604.8343633425341	-0.3692034259743195	365824.6070799685	0.1363111697511748	696.0062454223632	-0.7303385807917948	484424.6936669349	0.533394442592973	558.46810888003	0.4973394524561172	311886.628636037	0.2473465309693504	556.5955264721214	639.7103039000995	0.8093949999999999	16.385759	0.1409262981877093	0.0704552552200146	-0.0271120104	0.0060878989	-0.0460251647	0.0954042145	-0.0842656063	-0.0091840342	-0.0719000618	0.0101872008	0.0093549205	-0.0776250907	-0.1180450602	0.0184840063	0.0181832117	-0.0097940486	-0.0745827371	-0.0864809005	-0.0519114925	-0.1004452623	0.0223224508	-0.0635539355	-0.0328152455	-0.0088866223	-0.0014259637	-0.0330721748	-0.0684426251	-0.0069421976	-0.0066778684	0.0077729815	-0.0331013839	0.0676958881	0.0754667679	-0.0602428388	-0.0076812032	0.0486108798	0.006516507	-0.0086661684	-0.0322831949	0.0887126799	-0.0173497108	-0.0687352036	0.101408589	0.0244730078	0.017279087	0.0521740958	0.1075993996	-0.0447858343	-0.0569162604	-0.0412235389	0.0299701121	-0.0432447001	-0.0190318568	0.0526838091	-0.0131643865	-0.0153992249	0.0582163018	-0.0274562953	0.0371697803	0.0596569333	0.0208578148	-0.0091924549	-0.0480893788	0.0356098572	0.0085612724	-0.09410558	0.0749105959	-0.0664337209	0.1307042416	0.0679084471	0.0039895671	0.0111344828	0.0334245713	-0.0453458484	-0.0184418041	0.0055862933	0.0068001577	0.0792219446	0.0566097638	0.0777285199	-0.0173228493	-0.0081394012	-0.0310315472	0.0488369234	0.0450940518	-0.0410998272	-0.0247934609	0.0292606722	0.018452137	-0.0357881616	-0.0452549323	0.0699599704	0.0082612288	0.0360476714	0.1008563388	0.1003800917	0.0995880118	0.0984825911	0.0970673078	0.0	0.0	0.0	0.0	-0.0440518178832292	-0.032607939050493	0.0010632776891206	0.0019405626588171	0.0185097373986593	-0.0048712543125902	2.3729118577928644e-05	0.0003426103785673	0.0764921221573757	-0.016536312464396	0.0058510447521388	0.0002734496299201	-0.0005999342343029	0.0009248112355692	3.599210854886069e-07	8.552758214350306e-07	0.000774051120427	-5.70027212641e-05	3.249310231512677e-09	5.99155137034294e-07	-0.0001702674368867	-0.0007564018903713	2.899100006396637e-08	5.721438197572762e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
604.4829769767887	-0.3513863657453839	365399.6694547208	0.1234723780317487	697.3004348754882	1.294189453125	486227.896477545	1.6749263405799866	558.2557738421715	-0.2123350378584518	311649.5090281217	0.0450861683023501	556.5558677686562	634.6566769300398	0.7727349999999998	15.6436	0.1093801347954284	0.0506268339548524	0.0038282771	-7.52231e-05	0.0407042344	0.0231485927	0.0321669059	-0.1025821838	-0.0179090685	-0.0195882209	-0.0470688141	0.0114436606	-0.1039850507	0.0113880851	0.0190832503	0.057009861	0.0401947085	-0.0456532973	-0.0087739744	-0.0164841406	0.0257548112	0.0023031685	-0.0293288803	-0.0398691847	0.03940184	0.0437325045	-0.0073818595	0.0581324243	0.0038280192	-0.0386217855	-0.0065743656	-0.0801845789	0.0962410772	-0.0370111669	-0.0226355492	-0.0514153941	-0.0134931774	0.0026953305	0.0410240519	-0.1423443875	-0.0472550888	0.0227348902	-0.0966851297	-0.0023172929	-0.030385545	-0.0750945207	0.0689756016	0.0222841562	0.0142234608	-0.0537372708	-0.0100911199	0.0037346952	-0.0687983168	0.0095311902	-0.0099955139	0.00384695	0.0554171367	0.0266874125	0.0060242913	0.0205413692	-0.0345174364	-0.0516982177	0.0260355467	-0.0206383826	-0.0351519249	-0.0373995166	-0.0239969426	0.0104512095	0.0145565823	0.0914733975	-0.0068991432	0.0034634103	-0.0020323372	-0.0106520654	-0.0799029549	-0.0068845912	-0.0277329131	-0.048965016	-0.0113287096	0.073329861	-0.0102921414	-0.0187395278	0.0593782668	0.0467000884	-0.0227901429	-0.0323633173	-0.041337203	0.0304619836	0.0018300498	-0.0300111268	-0.0423083794	0.0305621459	0.0220368282	0.0061482341	0.1007526021	0.0999660109	0.0986595713	0.0968400771	0.0945169902	0.0	0.0	0.0	0.0	-0.0683383351549338	-0.0242865172717046	0.0005898349211888	0.004670128051748	0.0330065784101663	0.014496841011507	0.0002101583993129	0.0010894342183464	0.1021919747405775	0.0256998525832017	0.0104431997013788	0.0006604824227983	-0.0008521846597629	-0.00025225042546	7.262186943352097e-07	6.363027714475103e-08	0.0007888420610728	1.479094064580006e-05	2.1877192518758032e-10	6.222717973175832e-07	-0.0008011645493612	-0.0006308971124745	6.418646351531348e-07	3.98031166528662e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
603.9996038386496	-0.4833731381390862	364815.52143724565	0.2336495906744281	695.949625807542	-1.3508090679462157	484345.88166165777	1.824685138045724	557.6042732970355	-0.6515005451359457	310922.5255991151	0.4244529603124344	556.1630871010818	638.8087223251431	0.688796	13.944285	0.1082943672834467	0.0499118056249533	-0.0110158006	-0.0083772137	-0.0071893084	-0.0080763442	0.1052276702	-0.0490109148	-0.064851899	-0.0497933783	0.0161445797	0.0313163504	0.0520327937	-0.0204740398	-0.0376248696	0.0141602436	-0.0099240409	0.0258925338	-0.0037964312	0.0275674188	-0.1073086669	0.1131804768	0.0703463304	-0.0670963829	-0.0097375531	-0.0648048019	-0.0565357777	0.1047930392	0.1041704547	0.0071914964	-0.0001377767	0.025350725	-0.0411071668	0.0201994113	-0.0973324857	0.0349382373	-0.1403012389	0.0064627466	0.1239218526	0.0544893849	0.0254656949	-0.0383178214	0.1028682522	-0.0022423925	0.0152990605	-0.1054569722	-0.0786966119	-0.0550772622	-0.0239252382	-0.0730510185	-0.0270728124	-0.0854414778	0.0618003166	0.0167316339	-0.0739532595	-0.0944154009	-0.0362775525	0.0387277344	0.0096302198	-0.122407726	0.0352319621	-0.0071392091	0.0613696977	0.1032871388	0.1004670609	-0.0318381334	0.0299971048	0.1031702294	-0.0520246387	-0.1185839072	-0.0016727141	0.0139364027	0.0161010788	-0.0528563051	-0.0564021607	0.0266835604	0.0394913164	-0.1076686945	0.0094730651	-0.0199993336	0.0159211709	-0.0419789149	0.0054580128	0.0229522631	0.0149561791	0.0037777365	-0.1178056289	-0.011155177	0.0449725692	0.0581529468	-0.0432917915	0.0338582973	0.1070174838	-0.0234119997	0.1006229812	0.0994492082	0.0975030516	0.0947996265	0.0913599293	0.0	0.0	0.0	0.0	-0.0394912629048178	0.028847072250116	0.0008321535774034	0.0015595598458174	0.0038734130032196	-0.0291331654069466	0.0008487413266285	1.500332829351068e-05	0.1022901180013065	9.81432607290028e-05	0.0104632682407212	9.632099626521024e-09	-0.0004428758131935	0.0004093088465693	1.9613898591180395e-07	1.675337318799726e-07	0.0005061077866423	-0.0002827342744305	7.993866993774128e-08	2.561450916999679e-07	-0.000488887943048	0.0003122766063132	2.3901142085770443e-07	9.751667885048935e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
