global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
1008.4085958400328	n/a	n/a	1016887.8961640666	1419.564233515251	n/a	2015162.6130757425	n/a	842.3951037686327	n/a	709629.5108533654	n/a	895.8297648775405	992.556533656046	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0011836206858788	n/a	1.4009579280402009e-06	n/a	-0.0378580314019103	n/a	n/a	0.001433230541628	-0.3646601372554059	n/a	n/a	0.1329770157031314	-0.0015399827299143	n/a	n/a	2.3715468084343e-06	-0.0002700717440715	n/a	7.29387469458218e-08	n/a	9.329205193509656e-05	n/a	n/a	8.703406954260754e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
716.3003425702045	-292.1082532698283	85327.23162835016	513086.1807661923	654.248291015625	-765.3159424996261	428040.82629686594	585708.491844091	693.7733872531402	-148.6217165154925	481321.5128606956	22088.414620011416	692.7054955302805	591.9314298249614	19.911994	467.222046	0.6368027962696975	0.477746530591683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0309816630811496	0.0321652837670284	0.0009598634472738	0.0010346054798134	-0.0491572896063559	-0.0112992582044456	0.0001276732359707	0.0024164391214431	0.1217874591748824	0.4864475964302883	0.2366312640728047	0.0148321852122736	-0.0002428204364745	0.0012971622934398	1.6826300155220022e-06	5.89617643696667e-08	-0.0005390804949467	-0.0002690087508752	2.90607780031979e-07	7.236570804743542e-08	0.0006649341649788	0.0005716421130437	3.2677470540507024e-07	4.42137443756054e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
700.0967420161273	-16.203600554077184	262.5566709160904	490135.448181596	661.9080385637055	7.6597475480805315	438122.2515152519	58.67173250032572	690.7498674369609	-3.02351981617926	477135.3793641791	9.141672078828664	691.3959123362665	566.2379906388255	1.676718	39.343109	0.0985224216985639	0.066336783037848	-0.0115600695	-0.0367989781	0.0149387313	-0.1252773583	0.1608048724	0.1466678131	0.1260844506	0.1633549736	-0.0578350172	0.1168188979	-0.3430783306	0.1951610792	-0.0614676984	-0.0303032874	0.003714687	-0.0137443663	0.1787239191	-0.0074869877	0.0600137964	-0.0574333262	0.0488170361	-0.0265973363	0.0710024036	-0.0664407137	0.0308303967	-0.0786334811	0.02610737	-0.047919283	0.1023740124	-0.077053077	0.029409446	0.0014543821	-0.0402736548	0.0708504169	-0.0298108607	0.0754829939	-0.019892258	0.0345388111	-0.0760585334	0.0500710882	-0.0538866298	0.0636172556	-0.0223980676	0.0139412494	-0.0025001391	0.0402830024	-0.0732948692	0.1418535513	-0.0204539194	-0.0396037937	-0.0644660176	0.0085563616	-0.1299740226	0.0725112564	-0.1251641044	0.186465682	-0.0247919793	-0.1198832976	0.0961784853	-0.0585364481	0.0327886866	-0.0003415189	0.0221799972	-0.0039008582	0.0754988798	-0.0810768829	0.2261264881	-0.2432132196	0.0211640488	-0.0306766973	-0.0116347408	0.0772530562	-0.0289402338	0.0880947222	-0.0223205031	0.0083315745	-0.0470610542	0.0218198676	-0.0453623189	0.0301706209	-0.0810144117	0.1287557466	-0.005476679	0.1927376032	-0.0206577965	0.1112350217	-0.0137028173	-0.054559126	0.0330142249	0.0337904997	-0.1049158348	0.036388943	-0.0385766746	0.0129390076	-0.0388149107	0.1356641991	-0.0174594589	0.1534949833	-0.0500196546	0.0467709496	0.0092177513	-0.006426868	0.054978354	-0.0606363677	0.0776344186	-0.0399722141	0.0882139395	-0.0812646594	0.0367476992	-0.032701229	0.1005006188	0.1004911309	0.1004753183	0.1004531821	0.1004247237	0.0	0.0	0.0424867526123762	0.0115050895312266	0.0018051241475452	0.0001323670851215	-0.0570335118040219	-0.0078762221976659	6.203487610700659e-05	0.0032528214686995	0.1823352103732887	0.0605477511984063	0.0036660301751841	0.0332461289418714	-0.0002987123401532	-5.589190367870001e-05	3.1239048968290803e-09	8.922906215980106e-08	-0.0007956084772682	-0.0002565279823214	6.329928491010238e-07	6.58066057139398e-08	0.0007243814544039	5.94472894251e-05	3.533980219991607e-09	5.247284914843095e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
696.2171702157789	-3.879571800348458	15.051077354058975	484718.3481032668	647.0176366778652	-14.890401885840332	418631.82217221	221.72406832183736	689.9523185378991	-0.7975488990617805	476034.2018558226	0.6360842463946581	688.6661942799886	565.758535428105	0.736081	17.271664	0.0551770507821916	0.0341334191940035	0.0252474508	-0.0324198874	-0.0328165586	-0.1754956225	0.0725062018	-0.0716685904	0.0163564275	0.1550517482	-0.1044076985	0.0291677585	-0.0517718796	-0.020871437	-0.0116741675	-0.0095474207	-0.0723930693	-0.0402250259	0.0980218779	-0.121009671	0.1579418646	-0.0845982926	0.0020996528	-0.0073630813	0.0512144138	-0.0824268846	0.0875075655	-0.0624336511	0.0877483823	0.0626569895	0.0072478066	0.0403349284	0.0208950227	0.0028301138	0.0008426645	0.0365799953	-0.0458698417	0.0598358055	0.0007753805	-0.0116417681	0.0703828364	0.0083683551	0.0059002413	0.1766159358	0.0445504539	-0.1083607674	-0.0685919465	0.0832301152	0.1818304344	0.0287277038	0.0405854803	0.0088091237	-0.0148896234	0.0455086746	0.0236333367	0.0675335294	-0.0013068254	0.1285101126	-0.0823069295	0.0255596461	-0.0072587294	-0.0162262593	0.1364764751	0.0476238691	0.0805631732	0.0672313287	0.0408268164	-0.0847980393	0.0869221815	-0.027046021	0.0364130803	0.1035471923	-0.0277339871	-0.0084866182	0.0687654327	0.0258060985	-0.0092092697	0.0977293703	0.0259906763	-0.0620693617	-0.0019307148	0.0535739971	0.0830211677	0.0147032097	0.0695085954	0.1462049483	0.1678599541	0.0058905987	-0.0058578354	-0.0547962872	0.0391897013	0.0437243777	-0.1421536764	0.0335817674	-0.0229830366	0.0512968458	-0.037866901	0.1653752732	-0.0217248199	0.0843012074	-0.0140396124	0.0031396734	-0.0205880819	-0.0793995229	0.0270002282	-0.1195755084	0.1030383001	-0.0215713093	0.0351964961	-0.0710199083	0.0864398557	-0.0728962663	0.1004753183	0.1003899448	0.1002477094	0.1000486926	0.0997930072	0.0	0.0	0.0421939857497477	-0.0002927668626285	0.0017803324334499	8.571243585333688e-08	-0.0405535542195423	0.0164799575844796	0.0002715890019862	0.0016445907598373	0.1843000885275572	0.0019648781542684	3.860746161121549e-06	0.0339665226312654	0.0001937201754665	0.0004924325156197	2.4248978243954615e-07	3.7527506382771553e-08	-0.000585927362841	0.0002096811144272	3.433108745258088e-07	4.396616974743254e-08	0.0007510567879733	2.667533356940006e-05	7.115734210387616e-10	5.640862987607706e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.5414011577941	-2.6757690579847804	7.159740051668759	480999.67511991627	641.1257860831666	-5.891850594698553	411042.2735807584	34.713903430249694	689.5389136806239	-0.4134048572752817	475463.9134798549	0.170903576018796	687.5823964657991	551.1824243370334	0.7452879999999998	17.48769	0.0851887832406152	0.0492954006699475	0.0719136016	-0.0592837638	-0.0565385625	-0.0563448291	-0.00037369	-0.1507712045	0.0569256747	0.069717419	-0.0043556687	0.0533415918	-0.0602397469	-0.037337614	0.006903781	-0.0317981375	-0.0973465844	0.0301133692	0.023240396	-0.0851488109	0.158279064	0.0668811771	-0.1138588134	-0.0166585403	-0.008881012	-0.0868837387	0.0909132285	0.0040690443	0.0344337115	0.0142741162	0.0079808346	0.0155230214	-0.0289292868	-0.1489977923	0.0178953293	-0.0303765443	0.1564637847	-0.0493457316	-0.0358257261	0.1164180054	0.1139292911	-0.0573624637	0.0261651757	-0.0576567913	-0.0613047148	0.0371813772	-0.0038268877	0.1433048209	-0.0580117623	-0.0355040218	-0.0366246532	-0.025094824	-0.0014188619	0.0647016569	0.0938145003	0.0240329408	0.0284596413	0.0825266914	-0.0653494711	-0.0935751547	-0.0919128369	0.0437872091	0.1110271139	0.0144877161	0.0494256447	0.1695582976	0.0066334795	-0.06574042	0.0079386107	0.0109177668	0.0584209534	-0.0564597759	0.0577674396	-0.0829087441	0.0381699351	-0.0875278884	0.042932181	0.1242853037	-0.0291102829	0.0040533459	0.0936450995	0.0135935172	0.0740272701	0.1625633902	-0.0154088404	0.0605336127	0.0498682629	0.1083619421	-0.0059780177	-0.0508396554	0.0414635282	0.0266343007	-0.1718501498	0.0102492222	-0.0217328038	0.0507468902	-0.0143834655	0.1120718942	0.0056884518	0.0613201153	0.0171627243	0.0554451366	-0.0374846255	-0.1006213525	-0.0742404759	-0.0869668931	0.026913334	-0.0984804314	0.0191824878	0.0287979933	0.0890272001	-0.0917119513	0.1004247237	0.1001876746	0.0997930072	0.0992413423	0.0985335479	0.0	0.0	0.0506393247689089	0.0084453390191612	0.002564341213051	7.132375114856672e-05	-0.0438114741865973	-0.003257919967055	1.0614042511735675e-05	0.0019194452704028	0.2166964099796757	0.0323963214521185	0.0010495216436289	0.0469573340980797	-6.705404566901098e-05	-0.0002607742211355	6.80031944088324e-08	4.4962450405818114e-09	-0.0010420287866705	-0.0004561014238295	1.0858239922499944e-06	2.080285088192972e-07	0.0008559651990539	0.0001049084110805	1.1005774715456141e-08	7.326764219913826e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.0191138207856	0.4777126629915074	0.2282093883824375	481662.5303485885	637.9760334069649	-3.1497526762017287	407013.4192016848	9.920941921239953	689.3398005968145	-0.1991130838093795	475189.360686856	0.0396460201440809	687.4531248065009	539.7300740841977	0.653195	15.32679	0.0915183391842897	0.0401144185731805	0.082290931	-0.0683833486	-0.0286255475	0.0474563959	-0.0740982528	-0.1064124369	0.0013662355	-0.0092138095	-0.0149432594	-0.0060121323	0.0008284969	0.0381266638	0.0374072247	-0.0015410625	-0.1175690622	0.0157660633	-0.0455391188	0.0132659425	0.0802229792	-0.0380811449	-0.0110080155	0.0137346965	0.0864383126	-0.0139748095	-0.0980452777	-0.0642884943	-0.0024872808	0.0576238945	-0.0047879495	0.0383672098	0.0368249417	-0.0481958506	0.0467111267	-0.0551079657	0.0151516172	-0.1017971508	0.1782904633	0.0391993704	-0.0110637572	-0.0458354183	0.0501256697	-0.105474606	0.0133144136	0.0078165413	0.0024323306	-0.0221154404	0.0272371902	-0.1401569573	0.001407892	-0.0571196158	0.0219686813	0.0098036661	0.1201322024	0.0254320895	-0.0342252773	0.0395968631	0.0523055674	0.0140545134	-0.0561730301	0.0724984737	0.0455807738	-0.0349251658	-0.0362310871	-0.0683725751	-0.1566423906	-0.0257498118	-0.0642615866	0.0003810993	0.0130746712	0.0188124959	-0.0733450401	-0.0665133404	0.0382077644	-0.0267941207	0.0397362553	0.0782714059	0.0286077545	-0.0149810104	0.043995864	-0.0157887451	-0.1433449641	-0.0872970946	-0.0349801974	-0.0177150479	-0.0023590025	0.003043977	-0.0066557031	-0.0543729177	0.0368776049	0.0437851222	-0.1505509372	0.0063642003	-0.0361079235	0.019905134	-0.0284304994	0.0677543537	0.0392452903	0.0206893546	-0.0402373645	0.1080148052	0.0459227907	-0.0653606638	-0.0824728663	-0.0881034798	0.0045992046	-0.0007361306	0.0095760888	0.0005671086	0.0124458127	-0.0664178319	0.1003488477	0.0998845239	0.0991122417	0.0980343822	0.0966542685	0.0	0.0	0.0578110286811295	0.0071717039122205	0.0033421150371703	5.1433337004560245e-05	-0.0126042155524856	0.0312072586341117	0.0009738929914563	0.0001588662496935	0.2327985932133387	0.0161021832336629	0.0002592803048904	0.0541951850021095	-0.0001917956233183	-0.0001247415776492	1.55604611944336e-08	3.6785561124055226e-08	-0.0006840574984048	0.0003579712882656	4.67934661123833e-07	1.2814344322260484e-07	0.000597934196883	-0.0002580310021709	6.6579998081319e-08	3.575253038021182e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.7975316716409	0.7784178508552486	0.605934350530104	482743.6100170048	637.6009839801698	-0.375049426795158	406535.0147724807	0.1406620725393766	688.9241053694385	-0.4156952273759771	474616.4229590812	0.1728025220631653	687.1841176903766	543.497693218846	0.660037	15.487344	0.103450107756582	0.0454315811607831	0.0612297727	-0.0726254889	-0.0266784062	0.0760446197	-0.0764377399	-0.0664061031	0.0157189617	-0.03589427	0.0809287122	0.0276431519	-0.0878966299	-0.0498608001	0.0414679218	-0.0351766263	-0.1231027142	-0.003860713	-0.0539354157	0.0147637244	-0.0827399084	0.1014113926	-0.05455071	0.0043016942	-0.0792124001	-0.0591477262	0.0265415873	0.0407362975	0.0997459749	0.1551829986	-0.0340877189	-0.0651982124	0.0113801405	0.067548586	0.0258613821	0.0378029974	0.0443569262	-0.0343593281	-0.1085905479	-0.0265889154	-0.1051853617	-0.1053754875	-0.0627284138	0.0371370082	-0.081565458	0.0428043518	-0.0432925597	0.1351159417	-0.1212122073	0.0332362081	-0.0079674124	-0.0056814151	0.0192049144	0.0515738917	0.1354706668	-0.024691364	0.0119326008	-0.0428754953	-0.0163810298	-0.0484695897	-0.00611345	-0.0304296785	-0.0696368546	-0.046057692	0.0235710676	0.102269325	-0.0436506505	0.0184022031	0.0972825722	0.0183548182	-0.1025368249	0.0545205979	0.0513974331	-0.0588319652	0.0614559514	-0.0343592125	-0.1417131296	-0.0801957363	0.0389099061	-0.0118345466	-0.0800393329	0.0324929548	-0.1146032135	0.1441078874	-0.0496866053	-0.0140299923	-0.0513754915	0.0054082738	0.0013464862	-0.0449659224	0.0314679035	0.0312417627	-0.1301924332	-0.0063139615	-0.0417698406	-0.0251838724	-0.0128266719	0.0219996812	0.050625611	0.0283055181	-0.0582540831	0.125769511	0.0227464175	-0.0429042077	0.0086384709	-0.01300399	-0.0825474045	-0.0073411871	-0.0599535232	0.0470910098	0.0224423004	-0.0105202371	0.1002477094	0.0994807979	0.0982069551	0.0964326722	0.0941669905	0.0	0.0	0.0503327908926394	-0.00747823778849	0.0025333898390421	5.592404042120127e-05	0.0196877314287888	0.0322919469812744	0.0010427698398414	0.0003876067688121	0.2215258512364712	-0.0112727419768675	0.000127074711677	0.0490737027660431	-0.0005169607194312	-0.0003251650961128	1.0573233973011149e-07	2.672483854348238e-07	-0.0002540788355527	0.0004299786628521	6.455605467581595e-08	1.8488165050807998e-07	0.000304934335649	-0.000292999861234	8.584891868314325e-08	9.2984949057697e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
696.338035675998	1.5405040043571034	2.3731525874402704	484886.6599291074	639.1397864236786	1.538802443508871	408499.6665897055	2.367912960148872	689.2856340385234	0.3615286690849189	475114.6852918893	0.1307029785703127	687.7020661727241	544.4275059592579	0.769389	18.053204	0.0585544092054023	0.0279465287596237	0.0170782655	-0.0412409877	0.0041885949	0.0670600737	-0.022381011	-0.0528253664	-0.0345858503	-0.0661356557	0.0464681401	-0.0666457031	-0.0140495843	0.1062601618	0.0363455828	0.0255053378	-0.0776236074	-0.0161966202	0.0475005487	0.0232816332	0.0495600797	-0.0917624735	-0.0934855302	-0.0368956159	-0.0502393943	0.0346784321	0.0816510957	-0.0489752591	0.1309120562	-0.150339482	0.0758387443	0.0121471173	0.0876250546	0.142881715	0.1040301549	-0.0604744382	-0.0962626264	-0.0561241588	-0.1309786801	-0.0801974651	-0.1077550266	-0.0206301422	-0.0042975108	0.077067817	-0.0675174503	0.0784253361	-0.0032758476	-0.0570920012	-0.0161689644	0.0065583861	0.0173211431	0.1131220999	0.0016585547	-0.0217853713	0.0891702432	0.006057284	-0.0400391536	-0.0664650107	-0.0196992261	-0.058842041	-0.0536771214	-0.1125094095	0.1295982316	0.1200732539	0.041409623	0.0236052959	0.0354410269	-0.084579166	0.123951216	0.0674947492	0.0343600962	0.064734214	-0.00919706	0.0594158499	-0.1061961701	0.0271089979	-0.1092777474	-0.0721680883	0.1186481907	0.0015206935	-0.1454006618	0.0172037886	-0.1060254505	0.0021378405	-0.1028858457	-0.0018267067	0.0574247326	-0.0198140227	0.0054933525	-0.0395732032	0.0081698185	0.0501651336	-0.096170589	0.0129618852	-0.0630621671	-0.0273706142	-0.0669757584	0.0503791088	0.016905528	-0.0203635752	-0.0745502218	-0.010448516	0.0882013961	-0.0133789625	0.0470754939	-0.1317206535	-0.0701858881	0.0251204155	-0.109971443	0.0554661607	0.0206496517	0.0260663583	0.1001213343	0.0989769033	0.0970791982	0.0944426619	0.0910873598	0.0	0.0	0.0378353269447586	-0.0124974639478808	0.0014315119650167	0.0001561866051285	0.0015903458329376	-0.0180973855958512	0.0003275153654049	2.5291998683419885e-06	0.2106921060442559	-0.0108337451922153	0.0001173700348898	0.0443911635493639	-0.0005444695177376	-2.7508798306400024e-05	7.567339842621969e-10	2.964470557454147e-07	-0.0004120397317677	-0.000157960896215	1.6977674055519818e-07	2.495164473304601e-08	0.0001478877407813	-0.0001570465948677	2.46636329595395e-08	2.187078387339698e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
697.0815656491642	0.7435299731662326	0.5528368209965786	485922.70916789	637.6544212085779	-1.4853652151007282	406603.1608868465	2.2063098222312325	689.7828296726033	0.4971956340798442	475800.3521111437	0.2472034985480583	687.8688416411911	546.2847728563967	0.742503	17.422348	0.0503919922216288	0.0271027478058609	0.0023801136	-0.0479623788	0.0259924616	-0.0036769834	-0.0088572238	0.0508624691	-0.0997135127	-0.0035258635	0.0218365472	-0.0067092978	0.0377348059	-0.0876081978	0.0117771923	-0.0076487229	-0.0138724255	0.0079833743	-0.055510257	0.0621986398	0.0628928982	-0.1241542115	-0.0126703399	-0.110164801	-0.0386339018	-0.0375853661	0.0918286997	-0.1159286069	0.0746352944	0.0983872305	0.0668621739	-0.1065475954	0.0434793116	0.2015913861	-0.0644776265	0.1883753866	-0.0004975218	-0.0880120502	-0.0473173704	-0.0249109149	0.0482550089	-0.0549329204	0.0488970638	-0.1175956269	-0.0973814536	0.0728322364	-0.0736807514	-0.0468489118	0.0710354531	-0.0118507722	0.0732277966	0.0070663427	-0.0019882738	-0.0326177302	0.0443950459	-0.0449406052	-0.0625431144	0.0021380217	0.1309911417	0.0508851599	-0.0151646461	-0.0913738153	0.0684315482	-0.0605939329	0.1463793075	0.0759290973	-0.0032577218	0.0519178414	0.1315665782	-0.0556782423	0.020063067	0.1540228137	0.0285883444	-0.034468341	0.0084735836	-0.0051733994	-0.1422795886	-0.0667802455	-0.0193870243	0.0780438413	0.0839561925	-0.0914922722	-0.0764311097	-0.0998946314	-0.1576244538	0.0078278477	-0.0122913645	-0.0253059143	-0.0030587423	-0.0424605412	0.0167921479	0.0345986636	-0.0743856531	0.0025213992	-0.0544949037	-0.0138821191	-0.0200725893	0.0925430677	0.0184426249	0.0638552583	-0.0565775075	0.1317627952	0.0468855452	0.0358220976	0.0348677136	-0.0029718681	-0.0025939058	0.068755546	-0.0391251855	0.0697359217	-0.0134976229	0.0468784608	0.0999697542	0.0983733472	0.0957315257	0.0920723643	0.0874347489	0.0	0.0	0.0370583015361205	-0.0007770254086381	0.001373317712742	6.037684856692112e-07	0.0223451135267396	0.020754767693802	0.0004307603820236	0.0004993040985228	0.2146307483257601	0.0039386422815042	1.551290302165262e-05	0.0460663581268757	-0.0003009921923495	0.000243477325388	5.928120797814271e-08	9.059629985535843e-08	-0.0002400097791106	0.0001720299526571	5.7604694068719e-08	2.9594304611204063e-08	6.496388207280833e-05	-8.292385870849166e-05	6.876366343105888e-09	4.2203059739697484e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
697.6867277157232	0.6051620665590463	0.3662211268020155	486766.7700306737	636.770229138826	-0.8841920697518617	405476.324717513	0.781795616212081	689.2176630421932	-0.56516663041009	475020.9870493421	0.3194133201290952	687.0398200214773	551.6951207602251	0.731272	17.158815	0.0500060073108364	0.022686954890459	-0.0150899614	-0.0180318735	0.042119863	0.0739172679	-0.0544625976	-0.0123320166	-0.0546701559	-0.103910306	0.0932951669	-0.062528091	-0.0276126549	-0.1355505751	0.0416697899	-0.0072604537	-0.0694178918	0.0161147334	0.0353132995	-0.0123719338	0.0485901878	-0.0483365092	-0.1010548737	0.0295298911	-0.0817210359	0.0318555776	0.1287155968	-0.0518331287	-0.1552208506	0.013606518	0.0779768901	-0.0132212109	0.0113219673	0.0253994592	-0.0631427014	0.0438527176	0.1469431252	0.0801896925	0.0155656017	0.1145984697	0.0298496405	0.0373263432	0.1373364117	0.0421513379	-0.0354662027	-0.0523925294	0.0439869721	-0.1159330779	-0.0546367326	0.0143962816	-0.0349979937	0.0584779476	0.0161159398	0.0010521169	0.0819763837	-0.0217093414	-0.0198677085	-0.1000119658	-0.0548624347	-0.0314216409	-0.1135002422	-0.0193879628	0.112104999	0.0501028383	0.0720287797	0.0657444211	0.1176086494	0.1277308651	-0.0191568969	-0.0342178942	0.0704480634	0.0377266376	-0.0688019138	-0.0943158776	0.0535406553	0.0529159014	0.0006419436	0.1499345492	-0.0701564948	0.1263592755	0.0278442331	0.0606387183	0.1293463502	-0.070793088	0.0402457103	-0.0841790709	-0.0309333498	-0.0818314049	0.002557279	-0.0315714793	0.0164921572	0.050131542	-0.048371536	-0.0015176685	-0.0516076463	-0.044475405	-0.0469905274	0.0518808987	0.0517984722	0.0032172722	-0.0630483682	0.0187425572	0.1400524718	0.0041539706	0.0746951815	-0.0681119089	-0.0463960391	-0.0045448233	-0.0773575752	0.0850796646	-0.0268884614	0.1003712541	0.0997930072	0.0976707375	0.0941669905	0.0893313237	0.0832321342	0.0	0.0	0.0440886968074067	0.0070303952712862	0.0019438131861754	4.942645767052341e-05	0.0355268351458306	0.0131817216190909	0.0001737577848432	0.001262156015479	0.2204229890148354	0.0057922406890753	3.355005220017952e-05	0.0485862940862342	-0.0001000004948688	0.0002009916974807	4.0397662456173234e-08	1.0000098974004897e-08	5.995099985334207e-06	0.0002460048790959	3.5941223834154206e-11	6.05184005390052e-08	9.800030012385257e-05	3.3036418051044235e-05	1.0914049176433614e-09	9.604058824365176e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
