global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
900.9966180574296	n/a	811794.9057509257	n/a	1236.3206132289342	n/a	1528488.658694768	n/a	739.6078702726633	n/a	547019.8017692647	n/a	816.1801927934232	837.4541309801175	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0026142227356302	n/a	n/a	6.8341605114858455e-06	-0.0194632544520487	n/a	0.0003788182738651	n/a	-0.3473420430840832	n/a	0.120646494893825	n/a	-0.0011809063418333	n/a	1.3945397881821066e-06	n/a	0.0007066565821454	n/a	4.993635250894184e-07	n/a	-0.0002650832055666	n/a	n/a	7.026910587346432e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
656.7412687305974	-244.25534932683215	431309.0940538748	59660.675674772814	647.0747557721819	-589.2458574567523	418705.73955762887	347210.68052994326	591.9278693625994	-147.68000091006388	350378.6025281465	21809.38266879647	596.2179875677241	570.1530047222576	18.469456	425.229614	0.634803290675597	0.3812111106669638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0622744989850616	-0.0596602762494314	0.0035593485621584	0.0038781132238404	0.1285516443434602	0.1480148987955089	0.0165255252634074	0.0219084102654447	-0.0003445005445996	0.3469975425394835	1.1868062522942097e-07	0.1204072945284407	-0.0006559998988341	0.0005249064429991	4.303358672703495e-07	2.755267739020724e-07	-0.0001059999991079	-0.0008126565812533	1.12359998108748e-08	6.604107190543014e-07	-3.4767995634420186e-08	0.0002650484375709	7.025067425881002e-08	1.2088135204350613e-15	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
645.0791635532604	-11.662105177337024	416127.12725057406	136.00469716727105	648.7190340314593	1.644278259277371	420836.3851147096	2.703650993932221	590.2299376973106	-1.69793166528882	348371.3793541711	2.882971939990466	596.1031087819215	548.9928908615337	1.954859	45.007484	0.2230433007561712	0.1472093751550937	-0.0016731023	0.240173684	0.0999754095	0.2429715769	-0.1712233466	0.0500550349	0.0173698145	0.3630415113	0.063116518	-0.0217300952	-0.0471600728	0.021030759	0.0327695942	0.2341536633	-0.2741119035	0.098869877	-0.063645112	0.0189395279	-0.0451057637	0.0460205456	-0.1591662093	0.0338437315	-0.2182292567	0.1120434309	-0.0203360657	-0.0443121853	0.0186645075	0.1915979461	0.0794032283	-0.1367392279	0.2966267578	-0.1297771629	0.0098544848	-0.004456233	0.0218438591	-0.0299295476	-0.161596627	-0.2627678093	0.0774910888	0.1501853687	-0.114922743	0.0646522757	-0.3013290182	0.1839946859	-0.1193995311	0.0397294471	-0.1202500323	0.1749255445	-0.1051586055	0.1574775837	-0.0044648255	-0.1746278713	-0.0141914969	0.0876081442	-0.0006439869	0.2585020855	-0.0497214394	0.4966155145	-0.1783520143	0.1891982205	0.1005006188	0.1004911309	0.1004753183	0.1004531821	0.1004247237	0.0	0.0	-0.0626188812708221	-0.0003443822857605	1.185991587456286e-07	0.0039211242916093	0.149601790457865	0.0210501461144048	0.0223806957081989	0.0004431086514377	0.064692278716933	0.0650367792615326	0.0041850909255893	0.0042297826567133	-0.0030140284407942	-0.0023580285419601	9.084367441916317e-06	5.560298604698475e-06	-0.0003212610198715	-0.0002152610207636	1.0320864288887633e-07	4.633730706018703e-08	-0.0001589850671614	-0.0001589502991657	2.5265197604886383e-08	2.5276251580314873e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
642.6181271890252	-2.461036364235156	412958.0573919303	6.056699986087795	640.6409269060407	-8.078107125418569	410420.79722703097	65.25581472973826	587.6480463130395	-2.5818913842711027	345330.22633553215	6.66616312017335	592.1879162910657	548.0488947415422	1.843519	42.444077	0.1831624777743021	0.1042448244999965	-0.020104333	0.2491020939	0.0765354984	0.2490330736	-0.1529743038	-0.0105204973	-0.0232560146	0.2620259918	0.0619291732	0.0320322866	-0.0929524376	-0.044338778	-0.1191508415	0.2026921808	-0.1204135158	0.2250108791	-0.2319575399	-0.0536721472	0.0313024586	0.0533815048	-0.35498473	0.1869743921	0.0773828249	-0.0392077851	0.0172857185	-0.0933922786	-0.0192992899	0.1311958329	0.1941950499	-0.0512618692	0.2416914089	-0.172884956	-0.0005540399	0.0996186895	0.0641254342	-0.0008516862	-0.159070663	-0.2665265854	0.1124982456	0.1557562476	-0.0744300154	0.0608521678	-0.2942966905	0.0893139107	-0.1330268799	-0.027335622	0.0218179606	0.1956402596	-0.0179594411	0.1816997181	0.0677169127	0.0324504366	0.0476173511	-0.1648696119	0.0271119237	0.1488798166	0.1841905276	-0.520526974	0.2313267219	0.1240228555	0.1004753183	0.1003899448	0.1002477094	0.1000486926	0.0997930072	0.0	0.0	-0.069586563543325	-0.0069676822725028	4.854859625055115e-05	0.0048422898257692	0.0898453577813711	-0.0597564326764939	0.0080721883148625	0.0035708312462203	0.1220558114720233	0.0573635327550902	0.014897621114094	0.0032905748901443	-0.0040350602616757	-0.0010210318208815	1.628171131535437e-05	1.0425059792525922e-06	-0.0003719592686062	-5.06982487347e-05	1.3835369750205925e-07	2.5703124247655104e-09	-0.0002687515989495	-0.000109766531788	1.2048691500787964e-08	7.222742193791288e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
643.1719066286329	0.5537794396076379	413670.10147631087	0.3066716677321494	636.7545629882812	-3.886363917759468	405456.373486397	15.10382450126272	590.7242168221633	3.0761705091238127	348955.1003401581	9.462825001203058	594.6408602287967	542.2580813461349	1.598837	36.810665	0.3560326124311822	0.2432034366352415	-0.0339813128	0.2720697926	0.0103004494	0.1588921999	-0.0690381845	-0.0371592221	-0.0040990938	0.207381104	-0.0460229549	0.0425123074	-0.0204724394	-0.0185686071	-0.0992743296	0.1713378492	-0.207168167	0.0829135275	-0.1204263004	-0.0767851834	0.0314430993	0.0538382724	-0.1154507873	-0.2121078733	-0.2096629068	0.0168009065	-0.141149067	-0.0369240289	-0.0167071281	0.1095845696	0.1542790821	-0.0819309244	0.1797202972	-0.1594354361	0.0455014332	-0.0450219211	-0.0137906427	-0.095816902	-0.1364569802	-0.2497383487	0.120386822	0.1187416132	-0.0545107481	-0.0083250332	-0.1846430467	0.0888351887	-0.0716068742	0.0208859939	-0.0220001321	-0.0290882699	0.0186376324	0.0322045101	0.0243644332	0.0474822671	-0.0630814271	0.1338762855	-0.0054814653	-0.4080689393	-0.1921934518	0.0657596513	-0.1833428976	-0.3765110033	0.1004247237	0.1001876746	0.0997930072	0.0992413423	0.0985335479	0.0	0.0	-0.0444414528071348	0.0251451107361901	0.0006322765939352	0.0019750427276087	0.0914798999897641	0.001634542208393	0.0083685721021372	2.6717282310182656e-06	0.1396534087605374	0.017597597288514	0.0195030745784377	0.0003096754303287	-0.0085077462376377	-0.0044726859759619	7.238174604403843e-05	2.0004919839567145e-05	-0.0016222155771072	-0.0012502563085009	2.631583378609246e-06	1.5631408369465473e-06	-0.0007789165584482	-0.0005101649594986	2.602682859003101e-07	6.06711005024788e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
642.5224282255546	-0.6494784030783194	412835.0707728629	0.4218221960651639	642.1893010166713	5.434738028390029	412407.0983402808	29.536377437228744	591.4932772741294	0.7690604519660837	349864.29706049006	0.591453978778277	595.9567603449084	546.1031294909902	1.528873	35.199841	0.3941543991433273	0.3221641907176166	-0.0026383709	0.2525042667	-0.091261006	-0.009723669	-0.0303853752	-0.0218859913	-0.0170284293	0.1972364252	0.0428258367	-0.0529531493	-0.0070723129	0.0012617829	0.0362955223	0.17495711	-0.0895193813	0.0569740799	-0.0014745142	0.078068949	0.0505313237	-0.0905431143	0.1685169032	-0.1348303765	-0.030824555	-0.1018531865	-0.0949055506	-0.0110917637	0.0053306338	0.1525827417	0.0480584358	-0.0798459571	0.099943919	0.0188571389	-0.0040974955	0.0307817424	0.1071214539	-0.0986788304	-0.1105393787	-0.1941393873	0.1306025694	0.0245668478	0.027277711	-0.0237761878	0.0388702595	-0.0618842491	0.047385372	0.0239530107	0.0479921918	-0.0701114626	0.0565932896	-0.1815503631	-0.098018291	0.149464575	-0.0551400973	-0.0080329859	-0.0379423542	-0.2804791774	-0.0212958587	-0.0873212218	0.0145490318	-0.1184706402	0.1003488477	0.0998845239	0.0991122417	0.0980343822	0.0966542685	0.0	0.0	-0.063111572692037	-0.0186701198849022	0.0003485733765166	0.0039830706076622	0.0773938098241018	-0.0140860901656622	0.0059898017990892	0.0001984179361551	0.1457371124279802	0.0060837036674428	0.0212393059388457	3.7011450313257205e-05	-0.0147093768608897	-0.006201630623252	0.0002163657676356	3.846022238725699e-05	-0.0019320065443739	-0.0003097909672667	3.7326492875035774e-06	9.59704434000376e-08	-0.0013737846764359	-0.0005948681179877	3.538680777982282e-07	1.8872843372100904e-06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
639.9945025227171	-2.527925702837478	409592.9632593001	6.3904083590663605	637.0941531808036	-5.095147835867692	405888.9600171652	25.960531469347227	591.1039136803669	-0.3893635937624822	349403.8367682466	0.1516040081476352	595.78893563324	542.1304897003117	1.212151	27.907827	0.4308176428108758	0.2234429796925653	0.0247117318	0.1985821583	-0.0710326981	-0.0444542173	0.0021703868	-0.0503660942	-0.0257572377	0.0702213628	0.1033040265	-0.0349479681	-0.008059674	-0.0013415125	0.0023738839	0.1218080295	-0.0326917809	0.141380647	-0.0209745089	0.0493331452	0.0736601235	-0.1751100542	0.1422021724	0.0511676956	0.0019023338	0.0987399469	-0.0448012237	-0.009994569	0.0131158393	0.066836747	0.0536306727	-0.0565237667	0.1444766889	0.0468416951	-0.0778287443	0.0940353987	0.1355927994	-0.0102283443	-0.0960353691	-0.1584769158	0.0931538115	-0.0188457781	0.0202036161	-0.0231249894	0.144166312	-0.00613556	0.1527242875	0.0296074793	0.0816418932	-0.0521720678	0.0567266345	-0.1543208898	-0.1227058507	0.0416989716	-0.0634316598	-0.1242701009	-0.0511697174	0.1355268776	0.0652519844	0.0158503302	0.0293090759	0.1279476076	0.1002477094	0.0994807979	0.0982069551	0.0964326722	0.0941669905	0.0	0.0	-0.0663558144942442	-0.0032442418022071	1.052510487118861e-05	0.0044030941171945	-0.0070039204580609	-0.0843977302821627	4.905490178284401e-05	0.0071229768767806	0.0819326933062143	-0.0638044191217659	0.0067129662324101	0.0040710038994659	-0.017487874944253	-0.0027784980833632	0.0003058257700658	7.72005159925353e-06	0.0006659059130742	0.002597912457448	4.4343068506718405e-07	6.749149136564025e-06	-0.0015847991677193	-0.0002110144912834	4.4527115531592126e-08	2.511588402003786e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
638.9897859165726	-1.004716606144484	408307.9465057073	1.0094554586624904	629.7096057782854	-7.3845474025181375	396534.1876094437	54.531540340037374	589.4536775164592	-1.6502361639077208	347455.63793767785	2.72327939666887	593.438503631273	528.3041764627867	1.037375	23.883886	0.1661650622760529	0.0794116352213262	0.0113002642	0.1903817896	-0.0984305457	-0.0668580017	0.0413227152	-0.0597957946	0.0107733944	-0.0045174175	0.0098269621	0.0405644328	-0.0553887505	0.0087569554	0.0096921045	0.1372355956	-0.0409715021	0.1238998178	-0.0568291009	-0.0128496383	-0.0394621209	-0.0181030681	0.1554857416	0.1588520651	0.221759931	-0.0441246702	0.0330277818	-0.054288022	0.0137046192	0.0841111928	0.0631238649	-0.0262454661	0.1358489677	0.0377917994	0.0019704031	0.050439392	0.0213550497	0.0903391147	-0.0923670414	-0.1535424405	0.1031580635	-0.0167915922	0.0477373975	-0.0688643411	0.1437155863	-0.0680749191	0.1213411665	-0.0282737842	0.1133464903	-0.058278302	0.089097342	-0.1333319879	-0.0557051579	0.0978276579	0.0462897165	-0.0709034576	0.0130112627	0.1152000973	0.0126296703	-0.0933652901	0.1149934202	-0.0855197933	0.1001213343	0.0989769033	0.0970791982	0.0944426619	0.0910873598	0.0	0.0	-0.0990223735911399	-0.0326665590968957	0.0010671040832309	0.0098054304716232	-0.0441668579683778	-0.0371629375103169	0.0019507113427988	0.0013810839243957	0.1232718218243746	0.0413391285181602	0.0151959420559003	0.0017089235466409	-0.0175539739351173	-6.609899086430088e-05	0.0003081420009147	4.3690765932789314e-09	0.0003870633955798	-0.0002788425174943	1.4981807219776477e-07	7.775314956261473e-08	-0.0023397864023742	-0.0007549872346548	5.700057244918528e-07	5.474600408735202e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
641.334409143607	2.34462322703439	411309.8243515795	5.497258076749156	633.5497469656808	3.840141187395375	401385.2818802782	14.74668433913036	590.2268116748546	0.7731341583954645	348367.6892198643	0.5977364268778632	594.0606557876862	530.2314821006977	1.054968	24.288954	0.268940205438462	0.1659788694078054	0.0217188928	0.1587475142	-0.0822656336	-0.0899607146	0.0136287811	-0.0439835191	0.0193076957	0.0311603078	-0.0533523418	-0.0281753232	-0.0366741123	0.019492425	0.0353943725	0.0912111397	-0.0673496023	0.0313360493	-0.0048428929	-0.0145048693	-0.0774485197	0.0504240886	0.1322406417	-0.049341482	0.1203094679	0.0623850941	0.0468856315	-0.0448428432	0.0082519152	0.066479145	0.0299359902	-0.0033984279	0.0973625866	-0.0161431555	0.0893467977	0.0065442703	-0.101229979	0.0182338109	-0.07805816	-0.1129978249	0.0800575631	-0.0384679133	0.0350500076	-0.0673181469	0.1711377323	-0.0500358595	0.1139357763	-0.0425038473	0.0668999535	-0.0635999448	0.0394485438	-0.1079041751	-0.0661039917	-0.0267962225	0.0701546611	0.0863304726	-0.0084465447	0.0476145821	0.0259017899	0.0447282457	0.0906465745	0.0354305103	0.0999697542	0.0983733472	0.0957315257	0.0920723643	0.0874347489	0.0	0.0	-0.0802977187108808	0.018724654880259	0.0003506127003848	0.0064477236301717	-0.0725279010590185	-0.0283610430906407	0.0052602964320267	0.0008043487651891	0.1086664690372174	-0.0146053527871572	0.0118084014930165	0.0002133163300373	-0.0205982272139069	-0.0030442532787895	0.0004242869643557	9.267478025421226e-06	-0.0001976124012303	-0.0005846757968101	3.905066112000507e-08	3.418457873755254e-07	-0.0028558404203826	-0.0005160540180084	2.663117495026141e-07	8.155824506691065e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
641.8006247165758	0.4662155729688493	411908.0418865871	0.2173569604786724	636.7884079415458	3.2386609758649456	405499.4764887285	10.488924916590484	590.906847902576	0.6800362277214163	349170.9028981581	0.4624492710135739	595.4457251973528	540.3319283741414	1.063593	24.487534	0.1513125969491607	0.0746275738636959	0.0312265517	0.1450157156	-0.1180387556	-0.069983053	0.1124673938	0.0032669239	-0.0422860436	0.0400323841	-0.1145754781	-0.1218657352	-0.0125617715	0.0117991021	0.0683450745	0.1090796539	-0.0422672373	0.0737378034	-0.043263051	0.0651582499	-0.168790401	-0.1041644017	0.13244688	-0.1708481607	-0.0137428861	-0.0941043874	0.1126562598	-0.0122816973	0.0131444337	0.1082311699	-0.0218913898	-0.0135151443	0.0704799366	-0.0322221423	0.1549539716	0.0708402702	0.0566859457	-0.0445303511	-0.0702066222	-0.1005097607	0.0855753899	-0.0532212127	0.0509325794	-0.0836279931	0.1916724863	-0.0421827152	0.1744808421	0.0165792643	-0.0011028772	-0.0916779402	0.0624520012	-0.0988879692	-0.0139677786	-0.0299471018	0.0689541595	-0.0347210423	0.0151126379	-0.0191869036	0.0566264876	0.1195421128	0.0481963928	-0.0161518504	0.0997930072	0.0976707375	0.0941669905	0.0893313237	0.0832321342	0.0	0.0	-0.0888857225134103	-0.0085880038025294	7.375380931226111e-05	0.0079006716667309	-0.0700593876716482	0.0024685133873703	0.0049083178009262	6.093558343626432e-06	0.0678766214270893	-0.040789847610128	0.0046072357363563	0.0016638116680574	-0.0215216565452209	-0.000923429331314	0.0004631817004504	8.52721729931022e-07	1.3534315646657191e-05	0.0002111467168769	1.8317770002334963e-10	4.4582936047917913e-08	-0.0020010918255909	0.0008547485947917	7.305951602983858e-07	4.0043684944467205e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
