global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19
771.5002466848991	n/a	595212.6306348603	n/a	1426.2155801927722	n/a	n/a	2034090.8811846056	596.0139745174123	n/a	355232.6578200426	n/a	727.848800243031	961.6847492809402	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0230334259833995	n/a	n/a	0.0005305387125327	-0.1001059234432375	n/a	n/a	0.0100211959084233	-0.0547616120770584	n/a	n/a	0.0029988341572782	-0.0069260555450993	n/a	4.797024541380077e-05	n/a	1.3436573342850977e-06	n/a	n/a	1.8054150319781348e-12	-0.0003879991843004	n/a	n/a	1.5054336701777576e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
614.633341956967	-156.86690472793214	377774.14504518994	24607.22579892214	946.8190519487536	-479.39652824401867	229821.0312924182	896466.3171331364	504.0867729113793	-91.927201606033	254103.47462420847	8450.610395116239	569.7903788960064	755.4863176692131	17.658511	333.655365	0.5520267199169488	0.3578425886203805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.769942586970501e-05	-0.0229657265575297	0.0005274245963152	4.583212263087684e-09	-0.0136413136373931	0.0864646098058444	0.0074761287488769	0.0001860854377537	0.0415475027463116	0.09630911482337	0.009275445598061	0.0017261949844547	-0.0005189999517232	0.0064070555933761	2.6936094988868386e-07	4.105036137661197e-05	0.0001320000002642	0.0001306563429299	1.707107994781952e-08	1.74240000697488e-08	3.42539976779725e-08	0.000388033438298	1.505699492374283e-07	1.1733363569225456e-15	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
591.8418624920434	-22.791479464923555	350276.79019805085	519.451536200032	815.7795356544289	-131.0395162943247	17171.354830650587	665496.2507925555	499.8604038992679	-4.226369012111377	249860.42338633924	17.862195026535296	545.4064277702278	710.9847252701913	3.43495	64.902946	0.0339878230422282	0.0226900670015002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0013625719004863	-0.001430271326356	2.0456760669961658e-06	1.8566021839948475e-06	-0.0061496811903651	0.007491632447028	5.612455672136274e-05	3.781857874313031e-05	0.0402827768470928	-0.0012647258992188	1.5995316001548145e-06	0.0016227021105126	-0.0001060000011233	0.0004129999505998	1.12360002381396e-08	1.705689591955198e-07	0.0001949999980592	6.2999997795e-05	3.968999722170004e-09	3.8024999243088e-08	1.0335000070172914e-08	-2.3918997607799592e-08	5.721184465619224e-16	1.0681222645047412e-16	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
585.8579687121755	-5.983893779867913	343229.55950355646	35.80698476874189	773.5751076260128	-42.20442802841603	1781.2137452057489	598418.4471385974	498.8936058234802	-0.9667980757877216	248894.82993155404	0.9346985193468412	536.9965339180472	696.0810741365955	1.366524	25.820301	0.0546642006645312	0.0291426058932288	-0.0771212794	-0.0944460047	-0.0521078183	0.075127244	0.7461912895	0.0151312601	-0.2083036354	0.2296360701	-0.0122980429	0.2086122391	-0.0121448079	0.0049541276	-0.0207532996	-0.0564154171	0.0625699375	0.0156009362	-0.0854057505	0.0360201424	-0.0608360826	0.1232920172	-0.0451067559	0.0141439609	0.1733583134	-0.2118808794	0.0451731689	-0.032561473	0.0897242339	-0.0741954575	0.0607011363	-0.0253603663	0.1331373879	-0.020171134	0.0672647154	-0.0884708665	-0.0034406783	0.0673961257	-0.0585122263	0.0703263719	-0.0075622113	0.0049568546	-0.0534602375	0.003612423	-0.05711978	0.0468755095	-0.0292335825	0.0694492969	-0.0272830391	0.1009615939	-0.0570857939	0.0685163751	-0.002403786	-0.0944307164	0.0239853974	0.0035268608	-0.0757009742	-0.0647312192	0.1793184885	0.0408183676	-0.0102879348	0.1116445437	-0.2522492958	0.0962341681	-0.4010563857	0.2657639601	-0.0643634526	0.3214060562	-0.3590687795	0.0894490151	-0.0513508308	0.0986400827	-0.1162258654	0.0720917884	-0.0525924308	0.0709090124	-0.0082516564	0.0247834583	-0.0112079133	0.0231936253	0.1742327818	-0.0482933464	0.0467464878	0.0101729964	-0.0640903664	0.1440507371	-0.0991694189	0.0051759129	-0.1324144121	0.0278747089	-0.0193108159	0.0165665289	-0.0514039916	-0.116517502	0.1237899382	-0.0512569423	0.1544358319	-0.1436486791	0.082218915	-0.0576369773	0.0460023925	-0.0536744344	0.0434040478	-0.1282048211	0.0125862079	-0.0735109089	0.0110495778	-0.1023934689	0.0324965614	-0.1121693721	0.1192077703	-0.0447025288	0.1152004164	-0.0391532429	0.1221303891	-0.0136115242	0.1007553414	0.1007457326	0.1007297186	0.1007073005	0.1006784796	0.0	0.0	0.0	-0.0058646714034864	-0.0045020995030001	2.0268899934913743e-05	3.4394370670871136e-05	0.0002417658612898	0.0063914470516549	4.085059541410811e-05	5.8450731685198815e-08	0.0628528773564198	0.022570100509327	0.0005094094370011	0.0039504841919811	0.0001340000009141	0.0002400000020373	1.7956000244978798e-08	5.7600000977952e-08	1.1000000085692465e-05	-0.0001839999979735	3.3855999254250775e-08	1.2100000188523423e-10	-7.37000008100403e-10	-1.1072000078273317e-08	1.225891857332843e-16	5.431690119399942e-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
585.6974287877347	-0.1605399244408545	343041.47808856354	0.0257730673394752	761.9699854979644	-11.60512212804838	134.67885960691814	580598.2587997682	498.91981340873264	0.0262075852524503	248920.9802118046	0.0006868375247644	535.9556419319206	699.5048980260028	0.964708	18.228037	0.0921943749270299	0.0391742543852896	-0.0701980921	-0.0249701666	-0.0934564166	0.0045199469	0.2561078053	0.0259958693	0.0025691581	-0.0756499664	0.0218977428	0.120861499	-0.0564100381	-0.2472784378	-0.0942019151	-0.0484892089	0.0749110058	0.0277863278	-0.0193479458	0.0082430751	-0.0166740386	0.1444796684	-0.1034658034	-0.0246495913	-0.0146106226	-0.1664344028	0.0620888933	-0.0227464135	0.1553793671	-6.98606e-05	0.0409637424	0.1026684063	0.0889954922	0.0649903625	-0.0186265694	0.0371928105	0.1218923101	0.0925387459	-0.0645968962	0.0685219842	-0.0653065699	0.0734348218	0.0460633901	0.034368484	-0.0406798747	0.2010478638	-0.0205505015	0.0417645261	0.209266785	0.069209463	-0.058740469	0.0759680234	-0.0249226084	0.0356140507	0.0149417432	0.0060804967	0.0611608899	-0.0208627229	0.0912934878	-0.0931386306	-0.0591206187	0.1052442205	-0.1172053172	0.0209980968	-0.3014630587	0.0327139446	0.0461748792	0.1135327107	-0.0162277824	-0.0406149099	-0.1362122469	0.0140831283	-0.0314159924	0.0264672541	0.1162803711	-0.0108257676	0.0340203198	0.0106491936	0.0428180421	0.0574802231	-0.0367176311	0.0496323784	-0.0294490521	-0.0083961252	-0.0799917836	-0.1097655676	0.1212697058	-0.0597818203	0.227190951	-0.10015854	0.0064125116	-0.0424917843	-0.0498522316	-0.1284184724	0.0795573896	-0.064421522	0.1485493761	-0.1462732633	0.0202893258	-0.0832512647	-0.0062151014	0.0375216752	-0.0382081944	-0.1478887449	0.0143226876	-0.1435048816	0.0623186639	-0.1053147232	-0.0033507762	-0.0562551034	0.0594509958	0.1010129048	0.1184034437	0.0928233895	0.0538763256	0.1253310297	0.1007297186	0.1006432578	0.1004992113	0.1002976618	0.1000387243	0.0	0.0	0.0	0.0115366573292305	0.0174013287327168	0.000302806241664	0.000133094462332	0.0195155390705252	0.0192737732092353	0.000371478333721	0.0003808562652131	0.0495839347489521	-0.0132689426074677	0.0001760648379202	0.0024585665851883	0.0005580229152839	0.0004240229143698	3.1138957398194266e-07	1.7979543191065878e-07	0.0001889321994088	0.0001779321993231	3.165986755595807e-08	3.5695375973446566e-08	-0.0002430522308593	-0.0002430514938592	5.90740286672334e-08	5.9074386925682465e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
584.4121434683638	-1.285285319370928	341537.55343328736	1.6519583521904282	755.9176166122024	-6.052368885762007	36.63116912934005	571411.4431046727	499.42822003501846	0.5084066262858187	249428.5469673468	0.2584772976513281	535.1500377521648	691.4354750031199	1.015142	19.180977	0.073860011913302	0.0384736050998527	-0.0628044223	-0.1243981504	-0.0442109209	0.0201995923	0.0547935203	-0.0249637951	0.0609271803	0.0994492796	-0.0710451034	-0.0509487737	-0.0001309093	0.0071070384	0.1601337101	-0.0222680388	0.0621041635	-0.0402599187	-0.1378806883	-0.004701148	-0.0774678198	0.0467581223	-0.1497318242	-0.0239101543	0.1203544378	-0.1270929734	0.00354601	-0.0599100262	0.1557302805	0.0411577205	0.0549337534	-0.0216254269	0.1175865921	0.0223548722	-0.0206823886	-0.0190412615	0.0547553695	-0.0268264184	0.0067597709	0.0877487561	0.0116879071	-0.0102769173	0.045395809	0.043107146	0.0298462775	-0.144600491	0.1777645055	-0.1053862154	0.0279597282	-0.0076246176	0.1386723789	0.0904138126	-0.1678197275	-0.0312885497	-0.0315713292	0.1005567913	-0.0935943437	-0.0311624483	0.0844616774	0.0609320543	0.1072503315	0.0417694216	-0.0815082974	-0.0228840028	-0.040462674	0.0246108793	0.0453429184	0.0223841613	-0.1059928136	-0.2433873507	-0.0138554058	-0.0632075224	-0.0280893443	-0.0319563018	0.0764277856	0.0465585602	-0.0185041117	-0.0122128217	0.0496210526	0.0368924392	-0.0463171221	0.076193623	-0.0632086204	-0.0449961932	0.0145023802	-0.1554694875	0.0111999376	0.0172003305	0.0709099626	0.0433269318	-0.0660212315	0.0129360699	-0.0416735661	-0.1281837414	0.1079610841	-0.0764443739	0.1597838961	-0.0618543843	0.1119176275	-0.0461783099	0.0589583565	-0.0277493627	0.0693758402	-0.0818819669	-0.0080814339	-0.0659895052	0.0325738721	-0.05657731	0.0845058619	-0.0625605959	0.048439665	-0.0690472614	0.0998079829	0.0018916641	0.1438822683	-0.0401684174	0.1006784796	0.1004384124	0.1000387243	0.0994800506	0.0987632792	0.0	0.0	0.0	0.0043158809624088	-0.0072207763668217	5.213961133965079e-05	1.8626828481682703e-05	-0.0095212385889453	-0.0290367776594705	0.0008431344568455	9.065398426762108e-05	0.0528615936747769	0.0032776589258248	1.0743048034038991e-05	0.0027943480858372	0.000998056728999	0.0004400338137151	9.96117234300183e-07	1.9362975721265534e-07	0.0002858043895841	9.687219017530004e-05	9.384221229359496e-09	8.168414910554003e-08	-0.0003926422061926	-0.0001495899753333	2.2377160720217306e-08	1.5416790208379225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
586.4277542836193	2.015610815255513	343897.51099412894	4.062686958574996	758.2809550826614	2.3633384704589844	5.585368725951412	574990.0068410732	500.16644733743794	0.7382273024194888	250166.47504215408	0.5449795500375553	536.4601249854882	706.7303111952776	1.353251	25.569513	0.0458673963035756	0.0211733257926701	-0.0641606103	0.0767785196	-0.1342593376	-0.0270260485	0.0637288776	-0.0840317829	0.0798167036	-0.1162754027	0.0510574862	-0.0461622856	-0.0357169339	0.0020637742	-0.0658677092	0.0241508755	0.1440204916	0.0591279823	-0.0040202457	-0.0078602303	-0.0776601556	0.1577433315	-0.0960352218	-0.0885510314	-0.103041313	-0.0660800086	0.1586028714	-0.031737733	0.1158876281	0.0694751635	0.042303536	0.0596277492	0.0128909576	0.0241849224	0.0666334362	0.0739227224	0.0207824548	0.12228545	0.0130887311	0.0374946999	-0.0712164496	-0.0082835361	0.1001965918	0.0286662358	0.0860553991	-0.0018889827	0.0697654714	0.0007830933	-0.1497013174	0.1455168928	0.0738856888	0.1127404611	-0.0066247073	0.0628065175	-0.0409728729	-0.1186527516	0.0260618532	0.0284224054	0.1483989885	-0.0833879502	-0.0781067215	-0.0004256351	-0.0423837357	0.0506760104	-0.1808386354	-0.0944005214	0.0676950456	-0.0136073615	0.1262501824	-0.1509174663	0.0471070207	0.0038680299	-0.0177594378	0.0604185164	0.1207886875	-0.1771351363	0.0340839885	-0.0088145532	0.0757573384	0.102826535	-0.0719545969	0.0065375559	-0.0739431393	0.0171555911	-0.0305740523	-0.1267392532	0.0304892079	-0.0786002021	0.0782380675	-0.0469163228	0.0341448743	-0.0794323016	-0.0447911166	-0.1156581254	0.0240750676	-0.0781185368	0.1147231853	-0.2041243716	-0.0204831934	-0.0716873275	-0.0417959864	0.0199855603	-0.0857063597	-0.182571528	0.0041422243	-0.1342809109	0.09650125	-0.0765955459	-0.0025740155	-0.0820120312	0.1021858078	0.0596821464	0.127034584	0.1041916152	0.1011464016	0.1017008786	0.1006016373	0.1001314048	0.0993493113	0.0982577928	0.0968602488	0.0	0.0	0.0	0.0166591102027808	0.012343229240372	0.0001523553080803	0.0002775259527483	-0.0003377729670148	0.0091834656219305	8.433604082917935e-05	1.1409057724598117e-07	0.0412212863060688	-0.0116403073687081	0.000135496755638	0.0016991944447268	0.0010310459386084	3.298920960939991e-05	1.0630557275208764e-06	1.0882879506529234e-09	0.0003668700568479	8.10656672638e-05	6.571642408925134e-09	1.345936386115814e-07	-0.0002526892016145	0.0001399530045781	1.9586843490437683e-08	6.385183261257344e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
583.0071672840086	-3.4205869996106912	339897.357104524	11.70041542190567	751.2173387682116	-7.06361631444986	49.89467543776222	564327.490065994	499.30801318382805	-0.8584341536098918	249308.4920295818	0.7369091960839314	534.4567772711907	689.0161076351251	3.065603	57.924191	0.4217045086125296	0.193432799225946	-0.0475605419	-0.4584256687	-0.0831513323	0.0089826691	-0.155763568	-0.031214473	-0.0872510389	0.2824919992	0.0476591575	-0.1610556406	-0.0980494388	-0.1575450454	0.4610535655	-0.0187253574	0.055772152	-0.2840673852	-0.2433924492	0.1289804449	-0.0378190268	-0.0966782847	-0.4451758784	-0.0451983555	0.1758258869	-0.0297608946	-0.1958267639	0.0990272889	0.0575665669	-0.108365871	-0.0518471171	-0.0380622914	-0.0018255727	-0.0504805252	0.0479386162	0.0825782043	-0.0264494055	0.058653977	0.0025868267	-0.0684506684	0.0455864894	0.1215350523	0.0461583156	-0.0871528406	0.0479388383	-0.0463130507	-0.083230626	0.015997876	0.0149138212	-0.1555721956	-0.0432778598	-0.0571518907	0.1335752162	0.064885905	-0.0286614342	-0.1293189753	0.1091136286	-0.0261057721	0.0316883895	0.1660167518	0.3938736902	-0.0510927646	-0.0334404238	-0.3788874254	-0.0037218146	-0.0076946673	0.0870679043	-0.2254129346	-0.1339662628	-0.2855272311	0.0312346123	-0.1417451207	-0.1254009483	-0.1068854202	0.0102720701	0.1212769895	0.1008824489	0.0528317973	-0.0136861205	-0.0219475356	-0.0346045496	0.0526674876	0.051578331	0.1597179549	0.0197935061	-0.0289061742	-0.0114498483	-0.0337239985	-0.1106538356	0.0548693611	-0.0418279754	-0.0437618204	-0.0472666616	-0.2005977723	0.2723140384	-0.1157314854	0.2119297365	0.2151402487	0.3688914415	-0.0928887993	0.3379555259	0.110629337	0.1585291081	0.1498494291	-0.0809013484	-0.0522625135	-0.0763827547	0.0491890615	-0.001300804	0.141143178	-0.1344874175	-0.1010931212	-0.1912875445	-0.0670994237	-0.2997526487	-0.0637517004	0.1004992113	0.0997225472	0.09843255	0.09663586	0.0943417259	0.0	0.0	0.0	0.0580858060986315	0.0414266958958507	0.0017161711328472	0.0033739608701278	0.029464833876915	0.0298026068439298	0.0008881953746938	0.0008681764353941	0.157506470201838	0.1162851838957692	0.0135222439936728	0.0248082881554424	-0.0016080563165048	-0.0026391022551132	2.585845117050986e-06	6.9648607129435776e-06	0.0013138218577215	0.0009469518008735	8.96717713177754e-07	1.726127873826773e-06	0.0008450571819383	0.0010977463835528	1.2050471226032509e-06	7.141216407455011e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
581.3276588241954	-1.679508459813178	337941.84691402013	2.8207486665840333	751.0286431699186	-0.1886955982929521	0.0356060288151351	564044.0228616489	498.748940348854	-0.5590728349740743	248750.5054991047	0.3125624348059486	534.5752768669929	694.6079008779046	3.584425	67.727272	1.625580638936756	0.8175434842612594	0.2765539763	-0.1180416745	0.1889509142	-0.1910373385	-0.2609954651	-0.0114410014	-0.3679539648	0.1713770409	-0.2772838477	0.1137282843	-0.1860008975	-0.1307606201	-0.1220109273	0.0877832426	-0.3359674747	-0.1808977453	-0.1833048104	0.1405501497	0.1047298684	-0.326806437	0.0026535971	0.1812071777	0.1634775783	0.2595945268	0.0079304912	-0.1646601985	-0.1297125573	0.0776522222	0.0120346742	-0.0699641304	-0.0461991433	0.135503848	-0.0294680081	-0.3008087816	-0.0932019809	-0.0490504689	0.0379871735	0.0306623444	-0.1528638923	0.042107873	0.050171754	0.0653376283	-0.0282448223	0.0941223232	0.0617830021	-0.0624232707	-0.0225494589	0.1388368897	-0.0311253521	0.1256494355	-0.021528621	-0.0167955407	-0.0111688185	-0.0181655292	0.0047160501	0.1017665204	-0.4183853096	0.1598875434	0.1418158825	-0.1472765384	-0.1270731198	-0.2023359083	0.1282515529	-0.1570847959	-0.0272748416	0.025231733	-0.3055893068	0.2663871159	-0.0511396391	0.0901257109	0.2541271494	0.1999016027	-0.0776301466	-0.1274197776	-0.0142253699	0.1489046522	0.0671673156	-0.0380054711	0.0611596371	0.2126993628	-0.0180796304	-0.0263978478	-0.1580556105	0.054515862	-0.0050273988	-3.5701e-06	0.1299729076	-0.0764240552	0.0103270424	-0.0400733979	0.2234883368	0.2220554243	0.1570360547	-0.0872345533	-0.0895116663	0.4875317377	0.2269598505	0.2027710871	-0.0377896874	-0.3245369342	0.0778416426	-0.0668255669	0.1511145751	0.1122779804	-0.0695878609	0.0212873607	0.0398968934	-0.0106169175	-0.1781055602	0.2532145878	0.1105334505	0.1527866117	0.2580452731	0.1737816439	0.1003712278	0.0992122556	0.0972905381	0.0946208495	0.0912237143	0.0	0.0	0.0	-0.0720320584718052	-0.1301178645704367	0.0169306586803705	0.0051886174476855	-0.0436494983209314	-0.0731143321978464	0.005345705572737	0.0019052787036689	0.0767719490325902	-0.0807345211692478	0.0065180629084277	0.0058939321582626	0.0096307017904211	0.0112387581069259	9.27504169760202e-05	0.0001263096837859	-0.0058273835346378	-0.0071412053923593	5.099681445586156e-05	3.395839885976775e-05	-0.007607257738761	-0.0084523149206993	7.144162751867603e-05	5.787037030393913e-05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
585.5227636603429	4.195104836147493	342836.90676444577	17.598904586268084	756.5133168504045	5.484673680485912	30.08164538141488	572312.3985720006	499.4130331614196	0.6640928125656274	249413.3776914892	0.4410192637013255	535.8874499874515	709.6251112548998	3.270822	61.801781	0.7988579451810132	0.4287660509048923	0.0759858745	0.2409808924	-0.0410531055	-0.1035029283	-0.0228866337	-0.1473287858	-0.0618973153	-0.3226339333	-0.1191345243	0.0351206388	-0.0442718127	0.0812404695	-0.2679232176	0.0517608941	-0.0492032673	0.1061987177	0.1366035743	-0.0828455193	0.0136262183	-0.0288891911	0.1762954612	-0.048239403	-0.1023190609	0.0929386716	0.0990490467	0.0591709193	-0.1101652063	0.085852464	-0.0386359958	0.1281173997	-0.0538074026	0.0627464731	-0.0970898623	0.0876704298	-0.0736187206	-0.0160655644	-0.0447743738	0.0849469165	0.0035785023	0.1018397913	0.1036183705	0.026754736	-0.0289915153	-0.0521502361	-0.0835485466	0.2158291319	0.0284442281	-0.0545574438	0.0053062023	0.046757092	0.1400998506	-0.055923279	-0.0335919137	0.0265951613	-0.056603871	0.0662520127	-0.0568265216	-0.1243557427	-0.2385616628	-0.017091799	0.0366530688	0.0877039137	0.0184964585	-0.2010875513	-0.1295926657	0.1056330944	0.1056559951	0.0466771985	-0.0787727613	0.1481328403	0.1004315408	0.0179117443	-0.0790734192	-0.0319825724	-0.0937675167	0.1065388178	-0.1318124535	-0.0391131828	0.0470769691	-0.1468750685	0.1367080925	0.0886334849	0.052335197	0.0546619542	-0.0266203007	-0.0756260855	-0.1461645733	0.2820360764	0.0235540254	-0.014330824	0.0718430951	0.1012936973	-0.1854976417	0.0516222228	-0.0455981974	-0.0756072071	-0.1182438747	0.0239362757	-0.1196751575	0.0377483855	-0.1367251795	0.0336251888	-0.0990757325	0.129796791	0.0268275251	-0.085697162	0.0131992349	0.0435256269	0.0127408066	-0.0166847147	-0.0602579447	-0.0086588314	0.0645176473	0.0417386229	0.1002177191	0.098601049	0.0959258892	0.0922209577	0.0875260273	0.0	0.0	0.0	0.0351218782325162	0.1071539367043214	0.0114819661512337	0.0012335463305796	-0.0327239146235456	0.0109255836973858	0.0001193683791285	0.0010708545882891	0.091637708462116	0.0148657594295257	0.0002209908034165	0.0083974696121877	0.0045810810085042	-0.0050496207819169	2.0986303206477855e-05	2.549867004116705e-05	-0.003463927905978	0.0023634556286598	5.585922508643693e-06	1.1998796537813133e-05	-0.0017020808423421	0.0059051768964189	3.487111417799956e-05	2.8970791938679928e-06	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
