global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37
731.9298919490475	n/a	535721.3667285444	n/a	1366.5956557617187	n/a	1867583.686346802	n/a	577.1244689849899	n/a	333072.65270120656	n/a	698.5444345438791	1162.2666763739023	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0236098457316416	n/a	0.0005574248154719	n/a	0.0075466447185448	n/a	n/a	5.695184650794013e-05	-0.4211340964747094	n/a	0.1773539272135698	n/a	-0.0002500098939634	n/a	n/a	6.250494707959052e-08	0.0007039960970045	n/a	4.956105045975693e-07	n/a	2.908800782295606e-05	n/a	8.461121991083527e-10	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
583.1062016841549	-148.82369026489255	340012.84244252235	22148.490784060672	904.7833802490236	-461.8122755126951	818632.9651748493	213270.57781421344	488.0021823042336	-89.1222866807563	238146.12993369444	7942.781983206913	550.5073151287093	941.7144973566714	11.401611	348.501404	0.4260528650327322	0.3174004734275321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0247137221505511	-0.0483235678821927	0.0006107680625346	0.0023351672128648	0.0054335306102331	-0.0021131141083117	4.465251234745951e-06	2.952325489234008e-05	-0.1133974292266444	0.307736667248065	0.0128589769552118	0.0947018563689462	0.0005066858137698	0.0007566957077332	5.725883941018485e-07	2.567305138755645e-07	0.0006793619128464	-2.463418415809995e-05	4.615326086263196e-07	6.068430291351826e-10	-0.000547172416169	-0.0005762604239919	2.9939765301622137e-07	3.32076076259389e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
560.5519471470816	-22.554254537073348	314218.48545038456	508.6943977230937	771.1384885253906	-133.644891723633	594654.5684852239	17860.95708382159	483.01707222865616	-4.985110075577438	233305.49206434283	24.85132246562369	522.4372206833283	890.6810516363124	2.259614	69.067314	0.2178550330373106	0.1275241277220944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.075063815778563	-0.0503500936280119	0.005634576439238	0.0025351319283495	0.0476763064181682	0.0422427758079351	0.0017844521079594	0.002273030193679	-0.0052619914924108	0.1081354377342336	2.768855446620364e-05	0.0116932728939743	0.0007071470456174	0.0002004612318476	4.018470547385725e-08	5.000569441254173e-07	0.0005373066227396	-0.0001420552901068	2.886984068398349e-07	2.017970544732711e-08	-0.0005471904115572	-1.7995388199975454e-08	2.99417346500138e-07	3.2383399646781583e-16	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
556.2514203687845	-4.300526778297126	309415.6426622902	18.494530570850657	727.4058054504394	-43.73268307495118	529119.2058030025	1912.5475689341215	482.6439972152596	-0.3730750133965443	232945.22804792356	0.1391849656208317	513.9822307643394	877.4343767807622	1.013247	30.97089	0.0917596535868097	0.0611172047504636	-0.0218813028	0.0642407327	-0.048298448	0.1389930314	0.13868355	0.0090620468	0.0595770067	-0.0020164762	0.0109102902	0.0238898257	0.0282849517	0.0815735663	-0.0693351937	0.1039725724	-0.0277364246	0.0611681783	-0.0480304445	0.0272241804	-0.0936421666	0.0349548034	0.0028140552	-0.020568756	-0.0169516074	0.0362647239	0.0034070833	-0.1550625993	0.0910948559	-0.0235280496	0.0809199547	-0.0389576228	0.0203400639	-0.0061789468	-0.0021848443	0.0411863584	0.0129289553	0.0099952174	-0.0727355033	0.0160699894	-0.0323431761	0.053140082	-0.0112185844	0.0426875705	-0.0225084799	0.0914129785	-0.1055978802	0.210257756	-0.0899828582	-0.1027043957	0.0864892112	-0.0289050491	0.0680352359	-0.0545791384	0.0779218024	-0.0382412176	0.0565135248	0.1007553414	0.1007457326	0.1007297186	0.1007073005	0.1006784796	0.0	0.0	0.0	-0.0723003873545309	0.002763428424032	0.0052273460116152	7.636536654748532e-06	-0.0085166547574004	-0.0561929611755686	0.0031576488856789	7.253340825675085e-05	0.0169351937190782	0.022197185211489	0.0002868007863027	0.0004927150313131	0.0008786579510026	0.0001715109053852	2.941599066605103e-08	7.720397948600875e-07	0.0005372420852334	-6.453750619995429e-08	2.8862905814593185e-07	4.165089706509137e-15	-0.0005877365441802	-4.054613262299996e-05	3.4543424536488415e-07	1.6439888706819012e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
556.9253634070805	0.6739430382959881	310165.8604061086	0.4541992188676277	716.9490095214844	-10.456795928954987	514015.8822538376	109.34458109980964	483.30419029681934	0.6601930815597257	233582.94035846417	0.4358549049393266	512.340463588672	886.1551920515896	0.84077	25.698957	0.058299019541823	0.0290330783989357	-0.0385593396	0.0727986947	-0.0246880471	0.0494846103	0.0204448154	-0.0177398354	0.0566048889	-0.0188488055	-0.0212069435	0.0092363837	0.0360530067	0.0842252755	-0.1102925363	0.0474963704	-0.0742151913	0.044967179	0.1475184618	0.0177009874	-0.0814036874	0.0309785182	-0.0244103722	-0.0054714978	-0.0201666297	0.0171111096	0.0157170934	-0.0679403328	0.0819342877	0.1105319576	0.1106948009	0.0115690366	0.0399028046	-0.0040163059	-0.0051929209	0.0418865461	0.0071831851	0.0166881014	-0.0777087288	-0.0305619394	-0.0386578466	-0.0148876395	-0.066859242	0.0710152688	-0.0001514311	0.0644932148	-0.1185479351	0.2542346709	-0.1098572054	-0.0351092668	-0.0125665622	-0.0090014311	0.0578601745	0.0776903396	0.0583111157	0.0065729152	-0.0531603218	0.1007297186	0.1006432578	0.1004992113	0.1002976618	0.1000387243	0.0	0.0	0.0	-0.0767359300612327	-0.0044355427067017	0.0058884029623623	1.9674039102975484e-05	0.0119187036649037	0.0204353584223041	0.000417603873848	0.0001420554970517	0.005336867886946	-0.0115983258321322	2.848215884271546e-05	0.0001345211621083	0.000619107018221	-0.0002595509327816	6.736668670779866e-08	3.832935000104977e-07	0.0003673203544203	-0.0001699217308131	1.349242427714548e-07	2.8873394602519635e-08	-0.0005806133561612	7.123188018999939e-06	3.3711186935277253e-07	5.073980755402427e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
556.1601762573944	-0.7651871496860849	309314.141654656	0.585511374044715	711.4887615661621	-5.460247955322302	506216.2578349511	29.814307733601375	482.9586679896136	-0.3455223072057265	233249.07498630183	0.1193856647767684	511.02396460891214	883.6766406830473	0.631747	19.309977	0.1123535783532502	0.0573042592653497	-0.0277967183	0.0563457887	-0.012651181	-0.0066761548	0.0186953876	0.0116489182	0.0213393101	-0.0150797552	-0.0164366897	0.0039519005	0.0260052459	0.0518673574	-0.0651126963	0.003886998	-0.0360331322	0.0397581778	0.0701249841	-0.1377699173	0.080359104	-0.0629455867	-0.0290539214	0.0119076366	-0.0183100597	-0.0080526351	0.0066317262	-0.0203023472	0.0488471013	0.057108779	0.0910337445	0.0684105561	-0.0038705442	-0.0060342421	0.0005231667	0.0362948382	0.0085158658	0.0077559674	-0.0593719997	-0.002964454	-0.0420430033	-0.001625768	-0.0626446932	0.0556554288	0.0064897563	0.0242309716	-0.1236633438	0.1445834396	-0.0886519543	-0.0807014249	0.1535002162	-0.0535976608	0.0282362323	0.0654992019	0.0177977925	-0.0208685122	-0.0368141243	0.1006784796	0.1004384124	0.1000387243	0.0994800506	0.0987632792	0.0	0.0	0.0	-0.0729666914656661	0.0037692385955665	0.0053241380634457	1.4207159590308802e-05	0.0571986256245793	0.0452799219596756	0.0020502713326743	0.0032716827733407	0.0297398465481393	0.0244029786611933	0.0008844584727068	0.0005955053675386	9.303359183240436e-05	-0.0005260734263885	2.767532499522372e-07	8.655249209238415e-09	0.0001159730287507	-0.0002513473256696	1.3449743397610691e-08	6.317547812125996e-08	-0.0005800053254831	6.080306781000664e-07	3.364061775887568e-07	3.697013055108266e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
555.5188807691322	-0.6412954882621307	308601.22689098935	0.4112599032653646	709.3924180603027	-2.0963435058594087	503237.6028014433	4.394656094558917	482.4915727561024	-0.4670952335112019	232798.11778065728	0.2181779571688843	510.77609145153855	890.2291080976637	0.735232	22.473097	0.0813126899388383	0.0371999354166666	-0.0419834657	0.0459457456	-0.0233815193	-0.001845869	-0.0523902198	-0.0241573384	0.0111116513	0.0045816729	0.0109952483	0.0097293119	0.0187479988	0.0934527906	0.0044781441	0.0955218249	-0.029810705	-0.0459864437	-0.0976548776	-0.009632685	-0.0944718635	-0.0501598402	0.080610274	0.001021574	0.011399577	6.2767e-05	0.0081333769	-0.0072056689	0.1167811677	-0.0071384523	0.0160595156	-0.0341780263	0.1314101743	-0.0044730949	0.0042296609	0.0282893203	0.0062066616	0.0102183323	-0.0780745003	0.0325628068	-0.0337721884	0.0972692997	0.0027704106	0.028490518	-0.0309386597	0.0701473531	-0.1199223021	0.1564460561	-0.0817246423	-0.0651717886	0.0773862196	-0.0478705915	0.0164833203	-0.1061245826	0.0201967233	0.0174415103	0.0965937529	0.1006016373	0.1001314048	0.0993493113	0.0982577928	0.0968602488	0.0	0.0	0.0	-0.0511144273846611	0.021852264081005	0.0026126846868617	0.0004775214454659	0.0516673099249374	-0.0055313156996419	3.059545336910498e-05	0.0026695109148795	0.0419257574398415	0.0121859108917021	0.0017577691369044	0.0001484964242605	-0.0003180023074222	-0.0004110358992546	1.689505104760413e-07	1.011254675258434e-07	-5.859760322080021e-06	-0.0001218327890727	3.4336791032223354e-11	1.4843228493252508e-08	-0.0008820006224855	-0.0003019952970024	7.779250980648094e-07	9.120115941156778e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
554.9866275764732	-0.5322531926590273	308010.1567887069	0.2832934610957276	709.249576751709	-0.1428413085936881	503034.9621224784	0.0204036394407572	483.1534345589656	0.6618618028632	233437.24132612467	0.4380610460893253	511.3598737043076	881.4369191111292	0.7622449999999998	23.298775	0.114965784954766	0.0671585788607086	-0.0204298372	0.0481523483	-0.0157510375	-0.0173733257	0.0178371012	0.0175891271	-0.0417191586	-0.0189622933	-0.0398328568	-0.0111334216	0.0482329177	0.0684198837	-0.0612196258	-0.0134523512	-0.0093533005	-0.0043483395	0.1611501441	0.0346080876	-0.0122403433	-0.0171869302	0.051733548	0.0181638726	-0.0304477041	0.0093387271	0.0137640722	-0.0880464942	0.0667870295	0.0527446376	-0.0140964941	0.0130287527	0.01479467	-0.0044442083	-0.000561795	0.0259884725	0.0034649662	0.0070349056	-0.0700488044	-0.0234969258	-0.0401521488	-0.0402635466	-0.0829820588	0.0591735781	0.0021719075	0.0344728963	-0.0725281882	0.1709006916	-0.0629330724	-0.0692825058	-0.0449799944	-0.0129368636	0.0418714174	0.1079334616	0.0842909131	0.0121262829	-0.0669442421	0.1004992113	0.0997225472	0.09843255	0.09663586	0.0943417259	0.0	0.0	0.0	-0.0620014769958032	-0.010887049611142	0.0038441831496611	0.0001185278492354	-0.00835303914549	-0.0600203490704274	0.0036024423025359	6.97732629660883e-05	0.060532128440137	0.0186063710002955	0.0036641385734932	0.0003461970418006	-0.0003880414548301	-7.00391474079e-05	4.905482169625545e-09	1.5057617066666058e-07	-0.0001428874766309	-0.0001370277163088	2.041683097794599e-08	1.8776595036810447e-08	-0.0005800271807442	0.0003019734417413	3.364315304020649e-07	9.118795951708629e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
555.0883535558409	0.101725979367643	308123.0802533342	0.0103481748783061	709.6953389282227	0.4457621765136537	503667.4740964448	0.1987039180101897	481.9393301853712	-1.2141043735944097	232265.51797952424	1.4740494299810734	510.3367607371958	884.8603925719211	0.703695	21.509138	0.183857459693039	0.1347326100004801	-0.0233702272	0.0352855962	-0.0028530514	-0.0132092292	-0.0312903938	-0.0166971664	0.0339803861	0.0242221547	0.0252976455	-0.0120468085	0.0168643023	0.0263558273	-0.0095438819	0.0157501622	-0.0168247568	0.0321351133	-0.0537049385	-0.1565395001	0.0746312052	-0.0163372761	0.014424967	0.0079227279	0.0294268565	0.0070980856	-9.42211e-05	0.0118000042	0.0351701992	-0.0087215379	0.0386382216	-0.0049550789	0.0364691287	-0.0042652554	0.0011385337	0.0198411314	-0.0029815665	0.0040695376	-0.0479427502	-0.0084288713	-0.0255078596	0.0314619828	-0.03716163	0.0342581771	-0.0093151853	0.0115879553	-0.1068847899	0.0725607883	-0.035813194	-0.0307838693	0.1211505971	-0.0535639382	0.0519195542	0.0347912825	-0.0143567001	0.0016382107	-0.0383014955	0.1003712278	0.0992122556	0.0972905381	0.0946208495	0.0912237143	0.0	0.0	0.0	-0.0714933157879187	-0.0094918387921155	0.005111294202351	9.009500365550878e-05	0.1235620826369654	0.1319151217824554	0.01740159935488	0.0152675882655842	0.0575586882029739	-0.0029734402371631	0.0033130025876471	8.841346843980568e-06	-0.0009621045944871	-0.000574063139657	3.295484883128523e-07	9.256452507331872e-07	-0.0003577210233878	-0.0002148335467569	1.2796433057361497e-07	4.6153452812149154e-08	-0.0005806716719564	-6.444912121999873e-07	3.37179590612641e-07	4.15368922603009e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
555.141549141593	0.0531955857521779	308182.1395833277	0.0028297703435173	707.8238067932128	-1.8715321350098293	501014.5414632355	3.50263253237445	482.0355286834122	0.0961984980410193	232358.25091309677	0.0092541510253479	510.39895400859166	877.9929060401404	0.68572	20.959715	0.1819335106270509	0.1122410488372368	-0.0124733904	0.0289113088	-0.0297995133	-0.0258083067	-0.021085322	0.0012421007	-0.036000543	0.01753312	0.0060985184	0.0060291555	0.0131720029	0.0220395897	0.0392887567	0.0874014625	-0.0478606644	-0.0431222356	0.0202875951	0.0578013467	-0.0112211916	-0.0261112803	0.0523722471	0.0108991596	0.0122113296	-0.007058215	0.003017877	-0.0298237944	0.0226385329	-0.0572642218	-0.0260783798	-0.0344569273	0.0946329704	-0.005645894	0.0020086575	0.0244449828	-0.000787065	0.0019286101	-0.0478692462	0.0018424603	-0.0192398216	0.0077930523	-0.0191070349	0.0266474832	-0.0108008542	0.051781115	-0.0240192219	0.0902176437	-0.04133657	-0.0890379657	0.0194905227	0.0116634089	0.0151338666	0.0133066663	0.1084586956	-0.0339845957	-0.02001129	0.1002177191	0.098601049	0.0959258892	0.0922209577	0.0875260273	0.0	0.0	0.0	-0.067594984537564	0.0038983312503547	0.0045690819346335	1.519698653749204e-05	0.0291948025177219	-0.0943672801192435	0.0089051835571037	0.0008523364940487	0.1124775828119766	0.0549188946090027	0.012651206635225	0.0030160849850747	-0.0004560840227416	0.0005060205717455	2.560568190296428e-07	2.0801263580016029e-07	-0.000288867527223	6.885349616480001e-05	8.344444828393067e-08	4.74080393411613e-09	-0.0005805656468977	1.0602505869994947e-07	3.370564703577449e-07	1.1241313072327728e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
