global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
933.8708436831098	n/a	n/a	872114.7526814033	1270.7527206927114	n/a	1614812.4771479282	n/a	757.4629162277622	n/a	n/a	573750.0694602659	801.4983375950864	1256.1332047152157	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0126767672117864	n/a	n/a	0.0001607004269418	0.0517874870836863	n/a	0.0026819438184429	n/a	-0.0760243211412614	n/a	n/a	0.0057796974049896	0.0095741663016282	n/a	9.1664660371233e-05	n/a	-0.000423708146598	n/a	1.7952859349351226e-07	n/a	6.302834652747308e-05	n/a	n/a	3.972572465987228e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0
748.5277196286314	-185.3431240544784	34352.073634273765	560293.747052439	881.5217176681447	-389.2310030245667	777080.5387205961	151500.77371551024	655.2102689707324	-102.25264725702982	10455.603871070569	429300.49656469945	663.6013835471157	1017.364677253736	15.857258	330.414215	0.6042023798949046	0.4558659548247867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0148672906797884	0.0021905234680019	4.798393063867508e-06	0.0002210363321573	-0.0230371431218827	-0.074824630205569	0.0005307099632181	0.0055987252854001	-0.0388842730170893	0.0371400481241721	0.0013793831746658	0.0015119866880675	0.0006359750692205	-0.0089381912324077	4.0446428867001974e-07	7.989126250708989e-05	0.0001376157505701	0.0005613238971681	1.8938094804971982e-08	3.150845175319837e-07	0.0003644567788949	0.0003014284323674	9.085909983948446e-08	1.3282874368244605e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0
721.3437615720197	-27.183958056611687	738.9675756236235	520336.8223588708	776.675485547685	-104.84623212045972	603224.8098507322	10992.73238985732	649.774947662925	-5.435321307807385	29.54271771910498	422207.48261035694	645.2146928466483	958.8213986424408	3.112499	64.854469	0.2189632936759099	0.1517037877491756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0099469642257901	-0.0049203264539983	2.4209612413915483e-05	9.894209730914805e-05	-0.0017693630319115	0.0212677800899712	3.130645538695056e-06	0.0004523184699553	0.1086800470599911	0.1475643200770804	0.021775228559811	0.0118113526289618	-0.0001790310326022	-0.0008150061018227	3.2052110634610005e-08	6.642349460082332e-07	0.0001369594583979	-6.562921722000098e-07	1.8757893244646095e-08	4.3071941529100737e-13	0.0004530117259972	8.855494710229998e-05	7.841978656291148e-09	2.0521962389096218e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0
715.5440691167806	-5.7996924552390965	33.6364325753573	512003.3148482001	747.2561002613809	-29.41938528630408	558391.6793778469	865.5002306240049	648.9772997795419	-0.7976478833830924	0.6362421458655274	421171.5356291454	640.6106553671449	942.8679453380266	1.307234	27.238543	0.1565860323981845	0.0773456829371472	-0.0075735842	-0.0810972972	0.1119480312	0.0632444981	-0.0273214486	-0.0954812044	0.2185135368	-0.1129177417	0.09480308	-0.0277239403	0.0830992172	-0.4688202742	0.4024936781	-0.2067027379	0.0003616851	-0.0285088195	-0.0095345927	-0.139694673	0.1101102736	-0.0050689646	0.1622939614	-0.0669437974	0.1118414775	0.1539651477	-0.1743324325	0.0113666268	-0.1660105219	0.0992863077	-0.2408363766	0.0692830341	-0.0903511907	0.0237077468	-0.0279103829	0.0990209844	-0.1619017889	0.0386201104	-0.0105497785	0.0768008157	-0.0600149861	0.0237462327	-0.1023011961	0.0118606593	-0.0475563955	0.1102349784	-0.0270977205	0.0574921998	-0.1865638486	0.0249610382	-0.0321912475	0.049986663	-0.1488646118	0.0511443298	-0.0437944404	-0.0092707762	-0.0461163679	0.129689258	-0.0212521227	0.2688210586	-0.2024178854	0.0615421087	-0.0146133334	0.1657219067	-0.1993645523	-0.0053420369	0.067116034	-0.3182478406	0.2265957031	-0.0399915055	0.0246797917	-0.0569260219	0.0149395277	-0.0192625154	0.0596605757	-0.0935662209	0.0704173474	-0.0084336202	0.0233340147	-0.0736613288	0.1029076987	-0.0448062758	0.0138693242	-0.0347947286	0.0946286407	-0.1588053461	0.0799107825	-0.0730714144	-0.0790409294	0.2032378485	0.0934014816	-0.3080953708	0.1214590183	-0.076806028	0.0021207095	-0.1713960299	0.1459701918	-0.0513850689	0.0573311608	-0.0032055471	0.0843574424	-0.1521059854	-0.0002815207	0.0837584441	-0.1314635709	0.1547786984	-0.0863615569	0.0427422389	-0.104830794	0.0397623775	-0.2434818633	0.0450372087	0.1007553414	0.1007457326	0.1007297186	0.1007073005	0.1006784796	0.0	0.0	0.0	0.0033816652834559	-0.0065652989423341	4.310315020221456e-05	1.1435660089330871e-05	0.0287550515988215	0.030524414630733	0.0008268529924508	0.0009317398885489	0.1288409196052384	0.0201608725452473	0.0004064607817857	0.0165999825647235	-0.0014209832958799	-0.0012419522632777	2.0191935271697035e-06	1.5424454242606012e-06	-0.0002780880265484	-0.0004150474849463	7.733295050958362e-08	1.7226441476024913e-07	0.0001233025486238	-0.0003297091773734	1.0870814164424417e-07	1.5203518497124563e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
712.9458852136643	-2.5981839031163645	6.750559594412986	508291.83524309535	738.5690489131692	-8.68705134821164	545484.2400125033	75.46486112646566	648.113807249605	-0.8634925299369343	0.7456193492568873	420051.5071475781	639.0280726069204	938.1863549474556	0.871089	18.150682	0.1859570695736226	0.1106012991478876	-0.0562208042	-0.0984626714	0.1581369436	0.0698662886	0.0449493991	0.0088564345	0.0876557271	-0.035549249	0.0363479193	0.085886219	0.0351380064	-0.1451594715	0.020208955	-0.1275236705	-0.2516028727	-0.0214573981	-0.0696625832	-0.1711981863	0.0070707816	0.0618306414	0.1291069502	-0.0134272373	0.031403202	0.0436267829	-0.0749454815	0.0078655758	-0.1485797854	-0.0868856794	-0.1698720789	0.023719139	0.0715842768	0.049980696	0.0507003386	0.0267948572	-0.074032611	-0.088846471	0.0447295305	-0.050064223	-0.0273266968	0.0149514609	-0.0361120753	0.1515920425	-0.0083889895	0.0578041092	-0.0926573734	0.0986490523	-0.0004872346	0.0558934174	0.0785463725	0.0267778343	0.0435106448	-0.0226395746	-0.0049728283	0.05108517	-0.0932215497	0.0753326179	0.0159304721	0.0639065289	-0.2225437007	0.0850811124	-0.0150739469	-0.0078632631	-0.0623944133	0.1356466626	-0.0225034863	-0.1611265651	0.1806707015	0.0640677955	0.1167066229	-0.0793903587	-0.0779808798	0.0651825351	-0.038471761	-0.0099005559	0.0901699968	0.1292568666	-0.0782884742	0.0712012154	-0.0407917534	0.0262469411	-0.0399728038	0.0915493249	0.0189824647	0.0145897929	-0.0366359024	0.0030194654	-0.1192618803	0.2039552756	-0.0168513705	-0.2840224779	0.1168989133	0.0045994725	0.0114227691	-0.2153491099	0.1144167345	-0.0707178927	0.0122973831	-0.0423136336	-0.0392188227	-0.1199157804	-0.0200073517	0.0982923454	0.0276206058	0.1412674196	0.0328208419	0.0839957788	-0.0347806919	0.0619308503	-0.0803440107	0.0637497557	0.1007297186	0.1006432578	0.1004992113	0.1002976618	0.1000387243	0.0	0.0	0.0	0.0076422515131042	0.0042605862296483	1.8152595020268715e-05	5.840400818954343e-05	0.1112259060038098	0.0824708544049883	0.0123712021663683	0.0068014418262887	0.1952217845186794	0.0663808649134409	0.0044064192266564	0.0381115451506576	-0.0013329485467952	8.803474908469994e-05	1.7767518284034357e-06	7.750117046406077e-09	-0.0008465821540748	-0.0005684941275264	7.167013435979285e-07	3.231855730320028e-07	0.000122936144724	-3.664038997999882e-07	1.342518177886398e-13	1.5113295679600278e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
713.2243700586266	0.2784848449623496	0.0775538088737038	508689.0020455248	736.6255605977858	-1.9434883153834333	542617.2165260022	3.777146832031936	649.4476092620736	1.3338020124685954	1.779027808465275	421782.197176223	639.2804666893779	928.8418563407364	1.087121	22.652103	0.1937142828428717	0.089846464054233	0.0642996748	-0.1251292933	0.1142645168	0.0335827755	0.0276756712	0.0426098066	-0.0637326762	-0.1393256445	0.0277824353	-0.0074698162	0.1189107469	-0.0995953081	0.100593772	-0.0144470632	-0.1194296496	-0.0535462203	0.0056978929	-0.0968747769	0.14172989	0.0716175341	-0.0519297068	0.1625911386	0.0595310129	0.063931329	0.1264296668	-0.0439677691	0.0258198276	0.1912949892	-0.21441985	-0.1073752315	0.0034523036	-0.1526060801	0.0561532734	-0.0816909072	-0.1139602838	-0.0097113544	-0.0908237735	0.0210164877	0.0550698463	-0.0037881662	-0.0208006427	0.0557380448	0.1141863588	-0.0500385739	0.06587365	0.0913353039	0.045727557	-0.0180559139	0.0260566483	0.1434349585	0.0055244873	-0.0711161443	0.0489518607	0.0080254566	0.0994738881	-0.0018396808	0.1469506672	-0.0295520169	-0.1899406832	-0.0279578645	-0.0457932876	0.0827043839	0.025751102	0.0355791479	0.1743731042	-0.0728370814	0.0495110301	0.1759265221	-0.0458403465	0.0350213378	0.1178422245	-0.2686609978	-0.1059243055	-0.0516687464	-0.0650611475	0.0980355886	-0.0422198995	-0.0134987492	0.0015784925	0.06414778	0.0008287417	-0.0332512073	-0.0383156278	0.1329566536	-0.0443884632	-0.0041302767	-0.109349542	0.1437528347	-0.0258212605	-0.1792762418	0.0059000849	-0.0232024199	-0.0936646574	-0.1133484647	0.0714960627	-0.0398596641	0.0339440081	-0.2086503304	-0.0634707315	-0.0081655934	-0.0269553884	-0.0079076448	-0.12522227	0.0582840615	-0.0690236855	0.0243877683	-0.0349939957	-0.0651297179	0.018496291	-0.0629140451	0.1006784796	0.1004384124	0.1000387243	0.0994800506	0.0987632792	0.0	0.0	0.0	0.0534725316120727	0.0458302800989685	0.0021004145739499	0.0028593116370041	0.0864623060663376	-0.0247635999374721	0.007475730370309	0.0006132358818631	0.1925471052250884	-0.0026746792935909	7.15390932356444e-06	0.0370743877305612	-0.0005190747531508	0.0008138737936444	2.69438599358564e-07	6.623905519811275e-07	0.0002343341950459	0.0010809163491207	5.4912514967809913e-08	1.1683801537964234e-06	0.0006370604722157	0.0005141243274916	2.643238241187927e-07	4.0584604525969066e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
714.3458058901714	1.1214358315447726	1.2576183242725154	510289.9303928784	735.2903231218528	-1.3352374759330132	540651.8592766387	1.782859117135964	650.9804650353135	1.5328557732399304	2.349646821554985	423775.565857593	640.8234625487028	944.1386353396882	1.074806	22.395487	0.2371896674511845	0.1089645714092086	-0.0179688072	-0.0311444732	0.1280274488	0.0134621437	0.0142321479	-0.0982211683	0.0558729044	-0.0030307567	-0.0780998827	0.1040328971	0.112222874	0.0856890109	0.1176629752	0.006140941	-0.0725539225	0.0085861286	0.1092327342	-0.1281966899	0.1195856923	-0.0317692335	-0.0335123294	0.0769328028	-0.0495364308	-0.043717003	-0.0745413458	0.0246163581	0.0465741729	-0.1132390973	0.034635325	0.0348338589	0.1388059236	0.0167824441	0.0808063114	-0.0358717315	-0.1230950919	0.2119867222	0.0011003613	-0.0551355337	-0.0139302491	-0.0255257353	-0.0712967341	-0.0697146274	-0.0674504318	-0.0306081391	0.0778994677	0.0510029154	0.000947393	-0.1320101309	0.0414714674	0.0823608177	0.0504136431	-0.0907665239	0.1643452511	-0.0969339885	-0.0092244085	0.0297367562	0.1438988625	0.0766113846	-0.0522824583	-0.0893861297	0.0824032047	0.0485613035	-0.0074020815	-0.0525735602	-0.189442157	0.0513204879	-0.0989547179	0.1419050353	0.0433577839	-0.1279552572	0.0653782195	-0.0670113515	0.0186677271	-0.0067650826	0.1089274901	-0.0996494656	-0.0339498705	-0.0763160393	-0.0512402558	0.142715279	0.0468180031	0.0779426595	-0.046135574	-0.0073072366	0.0109464325	0.0381324132	-0.0239257813	0.0643865496	8.90434e-05	-0.0524632671	0.0751435431	-0.0724405238	-0.0050610375	0.034883686	-0.0316694459	0.0942834782	0.0469121847	-0.0154917504	-0.0625921836	0.075089905	0.0641604001	-0.2394928812	-0.0542138604	-0.0945746703	-0.0265661101	0.0208296694	0.0845414302	-0.1069544411	0.1953455355	-0.0110954612	0.1006016373	0.1001314048	0.0993493113	0.0982577928	0.0968602488	0.0	0.0	0.0	0.0761198943270642	0.0226473627149915	0.0005129030379443	0.0057942383123634	0.045537449121852	-0.0409248569444856	0.0020736592725252	0.0016748439159266	0.121291244213296	-0.0712558610117923	0.0050773977285318	0.0147115659228094	-0.0003269274610137	0.000192147292137	1.0688156476486433e-07	3.692058187562005e-08	0.0012922667894808	0.0010579325944348	1.6699534551950142e-06	1.1192213743677585e-06	0.001434212321242	0.0007971518490263	6.354510704060491e-07	2.056964982402366e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
712.8500113842113	-1.4957945059601343	2.2374012040605225	508155.1387304701	735.0175021926374	-0.2728209292154133	540250.7285295037	0.0744312594179615	650.2492783221413	-0.7311867131721783	0.5346340095195333	422824.1239584656	640.2907073543681	940.5554420757132	0.994981	20.732197	0.1691985796109469	0.0843753934294587	0.0887571162	-0.0477716592	0.0745257743	0.0070001162	0.008981471	0.0537448803	-0.0423930108	-0.0423224401	0.0964077646	0.1206205163	0.070446038	0.0026675838	0.0679427427	0.0835673979	0.1036905145	0.0536177732	0.076154791	-0.0093267525	0.2123647929	0.0461460502	0.0046660213	-0.0659496583	-0.0325762035	-0.0111464768	-0.0669867941	-0.0343160901	-0.0148557242	0.0175657837	-0.1975118082	-0.0920680522	0.0865825856	0.0827917446	-0.0745707275	0.0133509467	0.0726388866	-0.0278134224	0.0002011257	-0.1076461426	-0.0448806549	-0.0645461128	0.102813518	0.0333356498	-0.0755987417	0.0811848265	0.0439328928	-6.10613e-05	0.1164084568	0.0184203754	-0.1449889414	-0.1162224955	0.0999845096	0.0750888079	0.0487693021	-0.0556583361	0.1232664734	0.1215666041	0.1620315525	-0.0075121095	-0.0382714516	-0.0520941929	0.0266297312	0.0932925984	0.0760059611	-0.0307775169	-0.0556683481	-0.1677853739	0.0343470007	-0.1085943215	-0.0498842778	-0.0158428376	-0.0895927525	-0.0315379011	-0.060926131	0.0190801912	-0.0461334486	0.1862638257	-0.0876376538	0.1374148056	-0.1632545525	-0.060196341	0.0465079334	-0.0332357107	-0.0733246719	0.0408535492	0.1279315486	0.0978885415	-0.034519921	0.0464214889	-0.0309834085	-0.0991632275	-0.0133352053	-0.0386668664	-0.1393958836	-0.0843603253	0.0388882915	0.1045397292	-0.0232883185	0.0703685855	-0.0969465316	0.0010535332	-0.0631398016	-0.1671950643	0.0709806959	-0.0541435583	0.1165230725	-0.0134131748	0.0892406234	0.0035030323	0.1374635134	0.0709585066	0.1004992113	0.0997225472	0.09843255	0.09663586	0.0943417259	0.0	0.0	0.0	0.073062460647435	-0.0030574336796291	9.34790070533094e-06	0.0053381231558579	0.0673912070885194	0.0218537579666673	0.0045415747928477	0.0004775867372656	0.1529264308742313	0.0316351866609353	0.0010007850350722	0.023386493259931	0.0009296270565491	0.0012565545175628	8.642064642681435e-07	1.5789292556074808e-06	0.0008768968455326	-0.0004153699439481	7.689480777050247e-07	1.7253219033553077e-07	0.0008530927566787	-0.0005811195645633	3.376999483182394e-07	7.277672514976637e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
712.0019503162565	-0.8480610679547453	0.7192075749805432	506946.777254153	734.4568546530195	-0.5606475396178894	539426.8713468066	0.3143256636795928	650.1891212606251	-0.060157061516179	0.0036188720502613	422745.8934056639	640.3615457047547	935.103289956738	1.183912	24.668917	0.1125052773188967	0.0521296643925866	-0.0612556179	-0.0008701155	-0.0340918246	-0.0010238873	0.0174257638	0.0084244586	0.0267471175	0.1918421642	-0.0091243163	0.100632472	-0.0670918857	-0.0595794818	-0.0961479415	-0.0796764083	0.0088463739	0.0182920452	0.0610622698	-0.1111178191	0.0809874118	-0.0914234958	-0.0388125038	0.1108572379	0.0710928479	0.0864799388	0.0228735809	-0.1930289236	0.052195574	0.0435894588	-0.0267037863	0.1379778665	0.0729443889	-0.0388827361	-0.0570101562	-0.0888584331	0.0552479301	0.0067113737	-0.0506937423	-0.0857583607	-0.2196959912	0.0089505955	0.0904743251	-0.0232303239	0.0563747109	0.012372837	-0.0120937821	0.0204201486	0.0968873045	-0.1192890768	0.0674245156	-0.0183635338	-0.0261692008	-0.0662612089	-0.1236199078	-0.0405288104	-0.1086939052	-0.030785953	0.1715958036	0.0722781268	0.0358141401	0.0597746646	-0.1660224118	-0.0751095511	0.1365668815	-0.0649644609	-0.0532724325	-0.1654599132	-0.0563546618	-0.0028306432	-0.0102106749	-0.0639778138	0.1265044145	-0.1253584513	-0.03351505	0.1683873713	-0.0637280628	0.001556938	0.0791826532	0.0837169391	-0.0388329733	0.0760168393	0.0873008207	-0.0081065804	-0.1417254773	-0.0428226991	-0.145741344	0.0299115633	-0.0154068872	-0.0080358944	0.076897587	-0.0603556036	0.0627949809	0.0771273725	-0.037162169	-0.1230515554	0.076459722	0.0998946985	-0.1645396881	0.1456124172	0.0683939463	-0.0366733605	-0.0859300183	-0.1088993644	0.1287796537	-0.1838594453	0.184799266	0.0495969012	0.0164699373	0.0185652785	0.0708108676	-0.027213789	0.1003712278	0.0992122556	0.0972905381	0.0946208495	0.0912237143	0.0	0.0	0.0	0.0775829522871589	0.0045204916397239	2.043484466481368e-05	0.0060191144855915	0.052102500919517	-0.0152887061690023	0.0027146706020682	0.000233744536322	0.1352669892431208	-0.0176594416311104	0.0003118558787225	0.0182971583788985	0.0016561810034677	0.0007265539469186	2.7429355162472774e-06	5.278806377829958e-07	0.0012939119450361	0.0004170150995034	1.6742081215071033e-06	1.7390159321391393e-07	0.0004959290455196	-0.0003571637111591	1.2756591656894102e-07	2.459456181899815e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
711.4891278077456	-0.5128225085109079	0.2629869252354202	506216.77898862655	733.203049284587	-1.253805368432495	537586.7114802165	1.5720279019101446	648.7293894335572	-1.4597318270679125	2.130817006955026	420849.820714836	639.5542398827373	939.3708305748804	0.954162	19.881659	0.1532113910864544	0.0705790278148695	0.0421104061	0.0462700937	-0.0173912675	0.0243095788	0.0951188219	-0.0086625009	-0.0258161952	-0.0049526665	0.1447547275	0.089680222	-0.1250299411	0.0751109105	-0.1131929943	-0.0799144396	-0.0526323574	0.0902081435	-0.0097600215	0.0238678692	-0.0414180122	0.07925571	-0.0233451627	-0.031264276	0.1120134951	0.0712709444	-0.050702177	-0.1859747081	-0.056124703	-0.1285185685	0.0371834442	0.0651861509	-0.0778364385	-0.068525999	0.00434869	-0.0132802747	0.1758332772	-0.026660248	0.0011333193	-0.0043013606	-0.0368611551	-0.0309085485	0.0492101719	-0.0144616336	-0.0962502487	-0.019293719	0.0525782775	0.102728484	0.0181322936	0.0463773036	-0.0660088714	-0.0218327921	0.0013883537	-0.0569207141	0.0738223646	0.0082312388	-0.0266141016	0.0890015877	-0.0428591344	0.0065003845	0.0185728327	-0.0482318253	-0.1505375818	-0.1287259597	-0.0025979337	-0.0113131917	-0.0475399672	-0.0356820294	0.1585779854	-0.0263731119	0.0231202205	0.070749663	-0.1897901531	-0.0128974744	-0.0564366717	0.0463115327	-0.0906445481	-0.1300050927	0.0792618924	0.0091850837	-0.0214183783	0.0681273362	-0.0188811964	0.0080562553	0.0881766957	0.0206691627	0.0116976198	0.0095889028	0.0004851742	0.0071536565	-0.0671659683	-0.0477261248	0.0096043817	-0.005984747	-0.0169774922	-0.0639238836	-0.027649342	0.0644016857	0.0005024078	0.1613366164	0.0774392321	-0.0387494282	-0.1432473747	-0.02018926	0.0593693968	-0.1268098654	0.0588079755	-0.1147434565	0.100508271	-0.0194675356	0.0037476787	-0.099046408	0.1002177191	0.098601049	0.0959258892	0.0922209577	0.0875260273	0.0	0.0	0.0	0.0709480684894003	-0.0066348837977586	4.402168300975963e-05	0.0050336284223766	0.0328671201892518	-0.0192353807302652	0.0010802475895347	0.0003699998718382	0.1650657418066714	0.0297987525635506	0.0008879656543437	0.0272466991181867	0.0005452428242435	-0.0011109381792241	2.9728973738902824e-07	1.2341836380579804e-06	0.0017767332974032	0.000482821352367	3.156781210101248e-06	2.331164583015953e-07	0.0008530169938259	0.0003570879483063	1.2751180282560278e-07	7.276379917557755e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
